dat_21,num_dat_21,dat_11,common_cats
No religion,1,No religion,No religion
Christian,2,Christian,Christian
Buddhist,3,Buddhist,Buddhist
Hindu,4,Hindu,Hindu
Jewish,5,Jewish,Jewish
Muslim,6,Muslim,Muslim
Sikh,7,Sikh,Sikh
Other religion,8,Other religion,Other religion
Not stated,9,Religion not stated,Not stated
Not answered,,Religion not stated,Not stated
