lad22cd,category,count_21,count_11,change
E09000014,In a purpose-built block of flats or tenement,37181,32067,5114
E09000014,"Part of a converted or shared house, including bedsits",25224,25519,-295
E09000014,Semi detached,9899,9793,106
E09000014,Terraced,26896,27922,-1026
E09000015,A caravan or other mobile or temporary structure,35,13,22
E09000015,Detached,10174,9992,182
E09000015,"In a commercial building, for example, in an office building, hotel or over a shop",1209,1306,-97
E09000015,In a purpose-built block of flats or tenement,23528,18807,4721
E09000015,"Part of a converted or shared house, including bedsits",6279,5250,1029
E09000015,Semi detached,33281,33188,93
E09000015,Terraced,15136,15712,-576
E09000016,A caravan or other mobile or temporary structure,274,201,73
E09000016,Detached,11276,10575,701
E09000016,"In a commercial building, for example, in an office building, hotel or over a shop",1156,1109,47
E09000016,In a purpose-built block of flats or tenement,20101,18319,1782
E09000016,"Part of a converted or shared house, including bedsits",2098,1488,610
E09000016,Semi detached,41729,39823,1906
E09000016,Terraced,24643,25684,-1041
E09000017,A caravan or other mobile or temporary structure,282,156,126
E09000017,Detached,15182,14605,577
E09000017,"In a commercial building, for example, in an office building, hotel or over a shop",1425,1328,97
E09000017,In a purpose-built block of flats or tenement,28585,22342,6243
E09000017,"Part of a converted or shared house, including bedsits",3640,2557,1083
E09000017,Semi detached,38338,36540,1798
E09000017,Terraced,21773,22686,-913
E09000018,A caravan or other mobile or temporary structure,231,149,82
E09000018,Detached,5022,4450,572
E09000018,"In a commercial building, for example, in an office building, hotel or over a shop",1187,1175,12
E09000018,In a purpose-built block of flats or tenement,38538,32918,5620
E09000018,"Part of a converted or shared house, including bedsits",7383,6337,1046
E09000018,Semi detached,29477,28005,1472
E09000018,Terraced,21123,21868,-745
E09000019,A caravan or other mobile or temporary structure,90,58,32
E09000019,Detached,826,1044,-218
E09000019,"In a commercial building, for example, in an office building, hotel or over a shop",1815,2261,-446
E09000019,In a purpose-built block of flats or tenement,55352,50913,4439
E09000019,"Part of a converted or shared house, including bedsits",23509,23624,-115
E09000019,Semi detached,2639,2723,-84
E09000019,Terraced,12265,12933,-668
E09000020,A caravan or other mobile or temporary structure,74,88,-14
E09000020,Detached,767,1007,-240
E09000020,"In a commercial building, for example, in an office building, hotel or over a shop",1016,1543,-527
E09000020,In a purpose-built block of flats or tenement,37911,40287,-2376
E09000020,"Part of a converted or shared house, including bedsits",16491,23403,-6912
E09000020,Semi detached,2064,2528,-464
E09000020,Terraced,8561,9680,-1119
E09000021,A caravan or other mobile or temporary structure,96,62,34
E09000021,Detached,8284,8069,215
E09000021,"In a commercial building, for example, in an office building, hotel or over a shop",934,1123,-189
E09000021,In a purpose-built block of flats or tenement,19535,17922,1613
E09000021,"Part of a converted or shared house, including bedsits",4680,4748,-68
E09000021,Semi detached,20797,20217,580
E09000021,Terraced,11300,11498,-198
E09000022,A caravan or other mobile or temporary structure,78,37,41
E09000022,Detached,2726,3160,-434
E09000022,"In a commercial building, for example, in an office building, hotel or over a shop",1455,1760,-305
E09000022,In a purpose-built block of flats or tenement,69465,62681,6784
E09000022,"Part of a converted or shared house, including bedsits",30276,30410,-134
E09000022,Semi detached,10494,10699,-205
E09000022,Terraced,20194,21270,-1076
E09000023,A caravan or other mobile or temporary structure,127,52,75
E09000023,Detached,3682,3771,-89
E09000023,"In a commercial building, for example, in an office building, hotel or over a shop",1570,1774,-204
E09000023,In a purpose-built block of flats or tenement,47837,41459,6378
E09000023,"Part of a converted or shared house, including bedsits",21223,20927,296
E09000023,Semi detached,15884,15328,556
E09000023,Terraced,32070,32780,-710
E09000024,A caravan or other mobile or temporary structure,54,28,26
E09000024,Detached,4659,4536,123
E09000024,"In a commercial building, for example, in an office building, hotel or over a shop",1035,1142,-107
E09000024,In a purpose-built block of flats or tenement,23191,20762,2429
E09000024,"Part of a converted or shared house, including bedsits",8099,7566,533
E09000024,Semi detached,15514,14485,1029
E09000024,Terraced,29176,30238,-1062
