lad22cd,category,count_21,count_11,change
E09000027,2 rooms,11073,3525,7548
E09000027,3 rooms,19172,10854,8318
E09000027,4 rooms,15570,18326,-2756
E09000027,5 rooms,18186,15082,3104
E09000027,6 rooms,8106,12217,-4111
E09000027,7 rooms,3577,7745,-4168
E09000027,8 rooms,1880,5222,-3342
E09000027,9 or more rooms,1584,5974,-4390
E09000028,1 room,3681,3373,308
E09000028,2 rooms,33333,10624,22709
E09000028,3 rooms,46901,31167,15734
E09000028,4 rooms,24842,34008,-9166
E09000028,5 rooms,10836,22174,-11338
E09000028,6 rooms,6094,9709,-3615
E09000028,7 rooms,2853,4287,-1434
E09000028,8 rooms,1222,2582,-1360
E09000028,9 or more rooms,1055,2498,-1443
E09000029,1 room,1262,721,541
E09000029,2 rooms,11186,2790,8396
E09000029,3 rooms,21909,10466,11443
E09000029,4 rooms,15211,18520,-3309
E09000029,5 rooms,22753,16618,6135
E09000029,6 rooms,5996,13890,-7894
E09000029,7 rooms,2278,7051,-4773
E09000029,8 rooms,955,4280,-3325
E09000029,9 or more rooms,797,3838,-3041
E09000030,1 room,4197,2761,1436
E09000030,2 rooms,32963,11303,21660
E09000030,3 rooms,48021,27608,20413
E09000030,4 rooms,24235,31026,-6791
E09000030,5 rooms,7901,18024,-10123
E09000030,6 rooms,2092,6546,-4454
E09000030,7 rooms,744,2180,-1436
E09000030,8 rooms,193,1022,-829
E09000030,9 or more rooms,193,787,-594
E09000031,1 room,1677,1836,-159
E09000031,2 rooms,19840,5436,14404
E09000031,3 rooms,26085,16462,9623
E09000031,4 rooms,19037,23666,-4629
E09000031,5 rooms,28869,22447,6422
E09000031,6 rooms,5205,15692,-10487
E09000031,7 rooms,1463,6585,-5122
E09000031,8 rooms,420,3045,-2625
E09000031,9 or more rooms,304,1692,-1388
E09000032,1 room,3651,2473,1178
E09000032,2 rooms,28019,9125,18894
E09000032,3 rooms,45764,27297,18467
E09000032,4 rooms,25349,36229,-10880
E09000032,5 rooms,18418,23918,-5500
E09000032,6 rooms,8569,14341,-5772
E09000032,7 rooms,3909,7635,-3726
E09000032,8 rooms,1810,4419,-2609
E09000032,9 or more rooms,1905,5056,-3151
E09000033,1 room,8182,5661,2521
E09000033,2 rooms,26433,14088,12345
E09000033,3 rooms,29985,28089,1896
E09000033,4 rooms,16524,28759,-12235
E09000033,5 rooms,6337,15556,-9219
E09000033,6 rooms,2811,5908,-3097
E09000033,7 rooms,1644,2793,-1149
E09000033,8 rooms,982,1863,-881
E09000033,9 or more rooms,1918,3055,-1137
