lad22cd,category,count_21,count_11,change
E09000025,Main language is not English (English or Welsh in Wales): Cannot speak English well,23756,21673,2083
E09000026,Main language is English (English or Welsh in Wales),218924,200597,18327
E09000026,Main language is not English (English or Welsh in Wales): Can speak English very well,32968,28530,4438
E09000026,Main language is not English (English or Welsh in Wales): Can speak English well,30036,24794,5242
E09000026,Main language is not English (English or Welsh in Wales): Cannot speak English,2004,1737,267
E09000026,Main language is not English (English or Welsh in Wales): Cannot speak English well,13705,10310,3395
E09000027,Main language is English (English or Welsh in Wales),167514,159702,7812
E09000027,Main language is not English (English or Welsh in Wales): Can speak English very well,13209,11090,2119
E09000027,Main language is not English (English or Welsh in Wales): Can speak English well,5731,5695,36
E09000027,Main language is not English (English or Welsh in Wales): Cannot speak English,347,243,104
E09000027,Main language is not English (English or Welsh in Wales): Cannot speak English well,2087,1591,496
E09000028,Main language is English (English or Welsh in Wales),244002,221308,22694
E09000028,Main language is not English (English or Welsh in Wales): Can speak English very well,27450,26410,1040
E09000028,Main language is not English (English or Welsh in Wales): Can speak English well,16058,19129,-3071
E09000028,Main language is not English (English or Welsh in Wales): Cannot speak English,1616,1125,491
E09000028,Main language is not English (English or Welsh in Wales): Cannot speak English well,8603,7269,1334
E09000029,Main language is English (English or Welsh in Wales),173379,164103,9276
E09000029,Main language is not English (English or Welsh in Wales): Can speak English very well,15289,8766,6523
E09000029,Main language is not English (English or Welsh in Wales): Can speak English well,9709,6984,2725
E09000029,Main language is not English (English or Welsh in Wales): Cannot speak English,514,315,199
E09000029,Main language is not English (English or Welsh in Wales): Cannot speak English well,3363,2212,1151
E09000030,Main language is English (English or Welsh in Wales),218131,159488,58643
E09000030,Main language is not English (English or Welsh in Wales): Can speak English very well,37285,37641,-356
E09000030,Main language is not English (English or Welsh in Wales): Can speak English well,24671,25932,-1261
E09000030,Main language is not English (English or Welsh in Wales): Cannot speak English,3101,3778,-677
E09000030,Main language is not English (English or Welsh in Wales): Cannot speak English well,15566,15529,37
E09000031,Main language is English (English or Welsh in Wales),206863,180543,26320
E09000031,Main language is not English (English or Welsh in Wales): Can speak English very well,22586,23346,-760
E09000031,Main language is not English (English or Welsh in Wales): Can speak English well,24055,27281,-3226
