lad22cd,lad22nm,lsoa21cd,category,count_21
E09000002,Barking and Dagenham,E01000058,10 years or more,527
E09000002,Barking and Dagenham,E01000058,"5 years or more, but less than 10 years",238
E09000002,Barking and Dagenham,E01000058,"2 years or more, but less than 5 years",155
E09000002,Barking and Dagenham,E01000058,Less than 2 years,56
E09000002,Barking and Dagenham,E01000059,Born in the UK,1130
E09000002,Barking and Dagenham,E01000059,10 years or more,338
E09000002,Barking and Dagenham,E01000059,"5 years or more, but less than 10 years",134
E09000002,Barking and Dagenham,E01000059,"2 years or more, but less than 5 years",54
E09000002,Barking and Dagenham,E01000059,Less than 2 years,50
E09000002,Barking and Dagenham,E01000060,Born in the UK,1460
E09000002,Barking and Dagenham,E01000060,10 years or more,492
E09000002,Barking and Dagenham,E01000060,"5 years or more, but less than 10 years",122
E09000002,Barking and Dagenham,E01000060,"2 years or more, but less than 5 years",67
E09000002,Barking and Dagenham,E01000060,Less than 2 years,36
E09000002,Barking and Dagenham,E01000061,Born in the UK,1291
E09000002,Barking and Dagenham,E01000061,10 years or more,421
E09000002,Barking and Dagenham,E01000061,"5 years or more, but less than 10 years",109
E09000002,Barking and Dagenham,E01000061,"2 years or more, but less than 5 years",69
E09000002,Barking and Dagenham,E01000061,Less than 2 years,32
E09000002,Barking and Dagenham,E01000062,Born in the UK,1363
E09000002,Barking and Dagenham,E01000062,10 years or more,550
E09000002,Barking and Dagenham,E01000062,"5 years or more, but less than 10 years",126
E09000002,Barking and Dagenham,E01000062,"2 years or more, but less than 5 years",113
E09000002,Barking and Dagenham,E01000062,Less than 2 years,65
E09000002,Barking and Dagenham,E01000063,Born in the UK,1156
E09000002,Barking and Dagenham,E01000063,10 years or more,411
E09000002,Barking and Dagenham,E01000063,"5 years or more, but less than 10 years",110
E09000002,Barking and Dagenham,E01000063,"2 years or more, but less than 5 years",62
E09000002,Barking and Dagenham,E01000063,Less than 2 years,38
E09000002,Barking and Dagenham,E01000064,Born in the UK,1390
E09000002,Barking and Dagenham,E01000064,10 years or more,574
E09000002,Barking and Dagenham,E01000064,"5 years or more, but less than 10 years",173
E09000002,Barking and Dagenham,E01000064,"2 years or more, but less than 5 years",107
E09000002,Barking and Dagenham,E01000064,Less than 2 years,54
E09000002,Barking and Dagenham,E01000065,Born in the UK,1232
E09000002,Barking and Dagenham,E01000065,10 years or more,492
E09000002,Barking and Dagenham,E01000065,"5 years or more, but less than 10 years",131
E09000002,Barking and Dagenham,E01000065,"2 years or more, but less than 5 years",91
E09000002,Barking and Dagenham,E01000065,Less than 2 years,36
E09000002,Barking and Dagenham,E01000066,Born in the UK,1544
E09000002,Barking and Dagenham,E01000066,10 years or more,643
E09000002,Barking and Dagenham,E01000066,"5 years or more, but less than 10 years",112
E09000002,Barking and Dagenham,E01000066,"2 years or more, but less than 5 years",67
E09000002,Barking and Dagenham,E01000066,Less than 2 years,131
E09000002,Barking and Dagenham,E01000067,Born in the UK,1395
E09000002,Barking and Dagenham,E01000067,10 years or more,607
E09000002,Barking and Dagenham,E01000067,"5 years or more, but less than 10 years",114
E09000002,Barking and Dagenham,E01000067,"2 years or more, but less than 5 years",68
E09000002,Barking and Dagenham,E01000067,Less than 2 years,54
E09000002,Barking and Dagenham,E01000068,Born in the UK,976
E09000002,Barking and Dagenham,E01000068,10 years or more,525
E09000002,Barking and Dagenham,E01000068,"5 years or more, but less than 10 years",128
E09000002,Barking and Dagenham,E01000068,"2 years or more, but less than 5 years",84
E09000002,Barking and Dagenham,E01000068,Less than 2 years,81
E09000002,Barking and Dagenham,E01000069,Born in the UK,1392
E09000002,Barking and Dagenham,E01000069,10 years or more,540
E09000002,Barking and Dagenham,E01000069,"5 years or more, but less than 10 years",77
E09000002,Barking and Dagenham,E01000069,"2 years or more, but less than 5 years",45
E09000002,Barking and Dagenham,E01000069,Less than 2 years,41
E09000002,Barking and Dagenham,E01000070,Born in the UK,1228
E09000002,Barking and Dagenham,E01000070,10 years or more,581
E09000002,Barking and Dagenham,E01000070,"5 years or more, but less than 10 years",128
E09000002,Barking and Dagenham,E01000070,"2 years or more, but less than 5 years",75
E09000002,Barking and Dagenham,E01000070,Less than 2 years,65
E09000002,Barking and Dagenham,E01000071,Born in the UK,1496
E09000002,Barking and Dagenham,E01000071,10 years or more,701
E09000002,Barking and Dagenham,E01000071,"5 years or more, but less than 10 years",208
E09000002,Barking and Dagenham,E01000071,"2 years or more, but less than 5 years",117
E09000002,Barking and Dagenham,E01000071,Less than 2 years,81
E09000002,Barking and Dagenham,E01000072,Born in the UK,1361
E09000002,Barking and Dagenham,E01000072,10 years or more,490
E09000002,Barking and Dagenham,E01000072,"5 years or more, but less than 10 years",116
E09000002,Barking and Dagenham,E01000072,"2 years or more, but less than 5 years",105
E09000002,Barking and Dagenham,E01000072,Less than 2 years,78
E09000002,Barking and Dagenham,E01000073,Born in the UK,1160
E09000002,Barking and Dagenham,E01000073,10 years or more,422
E09000002,Barking and Dagenham,E01000073,"5 years or more, but less than 10 years",145
E09000002,Barking and Dagenham,E01000073,"2 years or more, but less than 5 years",98
E09000002,Barking and Dagenham,E01000073,Less than 2 years,26
E09000002,Barking and Dagenham,E01000074,Born in the UK,1107
E09000002,Barking and Dagenham,E01000074,10 years or more,387
E09000002,Barking and Dagenham,E01000074,"5 years or more, but less than 10 years",128
E09000002,Barking and Dagenham,E01000074,"2 years or more, but less than 5 years",88
E09000002,Barking and Dagenham,E01000074,Less than 2 years,48
E09000002,Barking and Dagenham,E01000075,Born in the UK,1286
E09000002,Barking and Dagenham,E01000075,10 years or more,470
E09000002,Barking and Dagenham,E01000075,"5 years or more, but less than 10 years",155
E09000002,Barking and Dagenham,E01000075,"2 years or more, but less than 5 years",118
E09000002,Barking and Dagenham,E01000075,Less than 2 years,50
E09000002,Barking and Dagenham,E01000076,Born in the UK,1336
E09000002,Barking and Dagenham,E01000076,10 years or more,522
E09000002,Barking and Dagenham,E01000076,"5 years or more, but less than 10 years",137
E09000002,Barking and Dagenham,E01000076,"2 years or more, but less than 5 years",93
E09000002,Barking and Dagenham,E01000076,Less than 2 years,71
E09000002,Barking and Dagenham,E01000077,Born in the UK,1076
E09000002,Barking and Dagenham,E01000077,10 years or more,418
E09000002,Barking and Dagenham,E01000077,"5 years or more, but less than 10 years",116
E09000002,Barking and Dagenham,E01000077,"2 years or more, but less than 5 years",65
E09000002,Barking and Dagenham,E01000077,Less than 2 years,44
E09000002,Barking and Dagenham,E01000078,Born in the UK,1192
E09000002,Barking and Dagenham,E01000078,10 years or more,396
E09000002,Barking and Dagenham,E01000078,"5 years or more, but less than 10 years",162
E09000002,Barking and Dagenham,E01000078,"2 years or more, but less than 5 years",84
E09000002,Barking and Dagenham,E01000078,Less than 2 years,62
E09000002,Barking and Dagenham,E01000079,Born in the UK,1062
E09000002,Barking and Dagenham,E01000079,10 years or more,402
E09000002,Barking and Dagenham,E01000079,"5 years or more, but less than 10 years",125
E09000002,Barking and Dagenham,E01000079,"2 years or more, but less than 5 years",84
E09000002,Barking and Dagenham,E01000079,Less than 2 years,41
E09000002,Barking and Dagenham,E01000080,Born in the UK,1120
E09000002,Barking and Dagenham,E01000080,10 years or more,431
E09000002,Barking and Dagenham,E01000080,"5 years or more, but less than 10 years",115
E09000002,Barking and Dagenham,E01000080,"2 years or more, but less than 5 years",69
E09000002,Barking and Dagenham,E01000080,Less than 2 years,41
E09000002,Barking and Dagenham,E01000081,Born in the UK,1183
E09000002,Barking and Dagenham,E01000081,10 years or more,514
E09000002,Barking and Dagenham,E01000081,"5 years or more, but less than 10 years",149
E09000002,Barking and Dagenham,E01000081,"2 years or more, but less than 5 years",79
E09000002,Barking and Dagenham,E01000081,Less than 2 years,51
E09000002,Barking and Dagenham,E01000082,Born in the UK,1239
E09000002,Barking and Dagenham,E01000082,10 years or more,403
E09000002,Barking and Dagenham,E01000082,"5 years or more, but less than 10 years",159
E09000002,Barking and Dagenham,E01000082,"2 years or more, but less than 5 years",61
E09000002,Barking and Dagenham,E01000082,Less than 2 years,50
E09000002,Barking and Dagenham,E01000083,Born in the UK,1272
E09000002,Barking and Dagenham,E01000083,10 years or more,415
E09000002,Barking and Dagenham,E01000083,"5 years or more, but less than 10 years",125
E09000002,Barking and Dagenham,E01000083,"2 years or more, but less than 5 years",67
E09000002,Barking and Dagenham,E01000083,Less than 2 years,42
E09000002,Barking and Dagenham,E01000084,Born in the UK,883
E09000002,Barking and Dagenham,E01000084,10 years or more,341
E09000002,Barking and Dagenham,E01000084,"5 years or more, but less than 10 years",110
E09000002,Barking and Dagenham,E01000084,"2 years or more, but less than 5 years",71
E09000002,Barking and Dagenham,E01000084,Less than 2 years,31
E09000002,Barking and Dagenham,E01000085,Born in the UK,1016
E09000002,Barking and Dagenham,E01000085,10 years or more,372
E09000002,Barking and Dagenham,E01000085,"5 years or more, but less than 10 years",146
E09000002,Barking and Dagenham,E01000085,"2 years or more, but less than 5 years",68
E09000002,Barking and Dagenham,E01000085,Less than 2 years,44
E09000002,Barking and Dagenham,E01000086,Born in the UK,918
E09000002,Barking and Dagenham,E01000086,10 years or more,300
E09000002,Barking and Dagenham,E01000086,"5 years or more, but less than 10 years",104
E09000002,Barking and Dagenham,E01000086,"2 years or more, but less than 5 years",72
E09000002,Barking and Dagenham,E01000086,Less than 2 years,55
E09000002,Barking and Dagenham,E01000087,Born in the UK,991
E09000002,Barking and Dagenham,E01000087,10 years or more,403
E09000002,Barking and Dagenham,E01000087,"5 years or more, but less than 10 years",115
E09000002,Barking and Dagenham,E01000087,"2 years or more, but less than 5 years",77
E09000002,Barking and Dagenham,E01000087,Less than 2 years,52
E09000002,Barking and Dagenham,E01000088,Born in the UK,1096
E09000002,Barking and Dagenham,E01000088,10 years or more,563
E09000002,Barking and Dagenham,E01000088,"5 years or more, but less than 10 years",167
E09000002,Barking and Dagenham,E01000088,"2 years or more, but less than 5 years",75
E09000002,Barking and Dagenham,E01000088,Less than 2 years,70
E09000002,Barking and Dagenham,E01000089,Born in the UK,1013
E09000002,Barking and Dagenham,E01000089,10 years or more,505
E09000002,Barking and Dagenham,E01000089,"5 years or more, but less than 10 years",147
E09000002,Barking and Dagenham,E01000089,"2 years or more, but less than 5 years",109
E09000002,Barking and Dagenham,E01000089,Less than 2 years,52
E09000002,Barking and Dagenham,E01000090,Born in the UK,885
E09000002,Barking and Dagenham,E01000090,10 years or more,534
E09000002,Barking and Dagenham,E01000090,"5 years or more, but less than 10 years",149
E09000002,Barking and Dagenham,E01000090,"2 years or more, but less than 5 years",80
E09000002,Barking and Dagenham,E01000090,Less than 2 years,57
E09000002,Barking and Dagenham,E01000091,Born in the UK,1235
E09000002,Barking and Dagenham,E01000091,10 years or more,613
E09000002,Barking and Dagenham,E01000091,"5 years or more, but less than 10 years",117
E09000002,Barking and Dagenham,E01000091,"2 years or more, but less than 5 years",75
E09000002,Barking and Dagenham,E01000091,Less than 2 years,53
E09000002,Barking and Dagenham,E01000093,Born in the UK,1098
E09000002,Barking and Dagenham,E01000093,10 years or more,487
E09000002,Barking and Dagenham,E01000093,"5 years or more, but less than 10 years",115
E09000002,Barking and Dagenham,E01000093,"2 years or more, but less than 5 years",67
E09000002,Barking and Dagenham,E01000093,Less than 2 years,39
E09000002,Barking and Dagenham,E01000094,Born in the UK,1298
E09000002,Barking and Dagenham,E01000094,10 years or more,747
