dat_21,num_dat_21,dat_11,common_cats
Lives in a household,1,Lives in a household,Lives in a household
Lives in a communal establishment,2,Lives in a communal establishment,Lives in a communal establishment
Lives in a communal establishment,2,Communal establishments with persons sleeping rough identified,Lives in a communal establishment
