lad22cd,lad22nm,lsoa21cd,category,count_21,count_11,change
E09000002,Barking and Dagenham,E01000018,Two or more types of central heating,50,22,28
E09000002,Barking and Dagenham,E01000019,Electric (including storage heaters) central heating,25,20,5
E09000002,Barking and Dagenham,E01000019,Gas central heating,398,432,-34
E09000002,Barking and Dagenham,E01000019,No central heating,13,12,1
E09000002,Barking and Dagenham,E01000019,Oil central heating,1,0,1
E09000002,Barking and Dagenham,E01000019,Other central heating,16,13,3
E09000002,Barking and Dagenham,E01000019,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000019,Two or more types of central heating,43,27,16
E09000002,Barking and Dagenham,E01000020,Electric (including storage heaters) central heating,42,31,11
E09000002,Barking and Dagenham,E01000020,Gas central heating,538,552,-14
E09000002,Barking and Dagenham,E01000020,No central heating,10,16,-6
E09000002,Barking and Dagenham,E01000020,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000020,Other central heating,15,21,-6
E09000002,Barking and Dagenham,E01000020,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000020,Two or more types of central heating,60,30,30
E09000002,Barking and Dagenham,E01000021,Electric (including storage heaters) central heating,56,87,-31
E09000002,Barking and Dagenham,E01000021,Gas central heating,447,412,35
E09000002,Barking and Dagenham,E01000021,No central heating,14,48,-34
E09000002,Barking and Dagenham,E01000021,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000021,Other central heating,13,14,-1
E09000002,Barking and Dagenham,E01000021,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000021,Two or more types of central heating,61,32,29
E09000002,Barking and Dagenham,E01000022,Electric (including storage heaters) central heating,18,13,5
E09000002,Barking and Dagenham,E01000022,Gas central heating,399,416,-17
E09000002,Barking and Dagenham,E01000022,No central heating,5,11,-6
E09000002,Barking and Dagenham,E01000022,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000022,Other central heating,20,15,5
E09000002,Barking and Dagenham,E01000022,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000022,Two or more types of central heating,37,19,18
E09000002,Barking and Dagenham,E01000024,Electric (including storage heaters) central heating,17,13,4
E09000002,Barking and Dagenham,E01000024,Gas central heating,379,396,-17
E09000002,Barking and Dagenham,E01000024,No central heating,9,10,-1
E09000002,Barking and Dagenham,E01000024,Oil central heating,1,0,1
E09000002,Barking and Dagenham,E01000024,Other central heating,13,18,-5
E09000002,Barking and Dagenham,E01000024,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000024,Two or more types of central heating,40,19,21
E09000002,Barking and Dagenham,E01000025,Electric (including storage heaters) central heating,43,27,16
E09000002,Barking and Dagenham,E01000025,Gas central heating,557,534,23
E09000002,Barking and Dagenham,E01000025,No central heating,11,15,-4
E09000002,Barking and Dagenham,E01000025,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000025,Other central heating,16,10,6
E09000002,Barking and Dagenham,E01000025,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000025,Two or more types of central heating,66,43,23
E09000002,Barking and Dagenham,E01000027,Electric (including storage heaters) central heating,41,34,7
E09000002,Barking and Dagenham,E01000027,Gas central heating,546,538,8
E09000002,Barking and Dagenham,E01000027,No central heating,11,21,-10
E09000002,Barking and Dagenham,E01000027,Oil central heating,1,3,-2
E09000002,Barking and Dagenham,E01000027,Other central heating,11,15,-4
E09000002,Barking and Dagenham,E01000027,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000027,Two or more types of central heating,50,30,20
E09000002,Barking and Dagenham,E01000028,Electric (including storage heaters) central heating,36,30,6
E09000002,Barking and Dagenham,E01000028,Gas central heating,473,527,-54
E09000002,Barking and Dagenham,E01000028,No central heating,13,6,7
E09000002,Barking and Dagenham,E01000028,Oil central heating,0,1,-1
E09000002,Barking and Dagenham,E01000028,Other central heating,40,10,30
E09000002,Barking and Dagenham,E01000028,"Solid fuel (for example wood, coal) central heating",0,0,0
