lad22cd,lad22nm,category,count_21
E09000021,Kingston upon Thames,Not living in a couple: Widowed or surviving partner from a civil partnership,5566
E09000022,Lambeth,Living in an opposite-sex couple: Married or in a civil partnership,58661
E09000022,Lambeth,Living in a same-sex couple: Married or in a civil partnership,2531
E09000022,Lambeth,"Living in a couple: Separated, but still married or in a civil partnership",319
E09000022,Lambeth,Living in an opposite-sex couple: Cohabiting,39090
E09000022,Lambeth,Living in a same-sex couple: Cohabiting,4575
E09000022,Lambeth,Not living in a couple: Single (never married and never registered a same-sex civil partnership),125052
E09000022,Lambeth,Not living in a couple: Married or in a registered civil partnership,6157
E09000022,Lambeth,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),5842
E09000022,Lambeth,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,15502
E09000022,Lambeth,Not living in a couple: Widowed or surviving partner from a civil partnership,6855
E09000023,Lewisham,Living in an opposite-sex couple: Married or in a civil partnership,70632
E09000023,Lewisham,Living in a same-sex couple: Married or in a civil partnership,1469
E09000023,Lewisham,"Living in a couple: Separated, but still married or in a civil partnership",423
E09000023,Lewisham,Living in an opposite-sex couple: Cohabiting,35207
E09000023,Lewisham,Living in a same-sex couple: Cohabiting,3194
E09000023,Lewisham,Not living in a couple: Single (never married and never registered a same-sex civil partnership),94704
E09000023,Lewisham,Not living in a couple: Married or in a registered civil partnership,5245
E09000023,Lewisham,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),5499
E09000023,Lewisham,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,15629
E09000023,Lewisham,Not living in a couple: Widowed or surviving partner from a civil partnership,7749
E09000024,Merton,Living in an opposite-sex couple: Married or in a civil partnership,71243
E09000024,Merton,Living in a same-sex couple: Married or in a civil partnership,771
E09000024,Merton,"Living in a couple: Separated, but still married or in a civil partnership",278
E09000024,Merton,Living in an opposite-sex couple: Cohabiting,20785
E09000024,Merton,Living in a same-sex couple: Cohabiting,1273
E09000024,Merton,Not living in a couple: Single (never married and never registered a same-sex civil partnership),53537
E09000024,Merton,Not living in a couple: Married or in a registered civil partnership,4427
E09000024,Merton,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),2861
E09000024,Merton,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,9757
E09000024,Merton,Not living in a couple: Widowed or surviving partner from a civil partnership,6772
E09000025,Newham,Living in an opposite-sex couple: Married or in a civil partnership,95658
