lad22cd,lad22nm,category,count_21
E09000013,Hammersmith and Fulham,Antarctica and Oceania: Australasia: Other Australasia,0
E09000013,Hammersmith and Fulham,Antarctica and Oceania: Other Oceania and Antarctica,57
E09000013,Hammersmith and Fulham,Other,0
E09000014,Haringey,Europe: United Kingdom: England,137952
E09000014,Haringey,Europe: United Kingdom: Northern Ireland,973
E09000014,Haringey,Europe: United Kingdom: Scotland,2585
E09000014,Haringey,Europe: United Kingdom: Wales,1583
E09000014,Haringey,Europe: United Kingdom: Great Britain not otherwise specified,1
E09000014,Haringey,Europe: United Kingdom: United Kingdom not otherwise specified,23
E09000014,Haringey,Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,3312
E09000014,Haringey,Europe: Other Europe: EU countries: Member countries in March 2001: France,2157
E09000014,Haringey,Europe: Other Europe: EU countries: Member countries in March 2001: Germany,1535
E09000014,Haringey,Europe: Other Europe: EU countries: Member countries in March 2001: Italy,5279
E09000014,Haringey,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores),1676
E09000014,Haringey,Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),3357
E09000014,Haringey,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001,4469
E09000014,Haringey,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Lithuania,919
E09000014,Haringey,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Poland,7212
E09000014,Haringey,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,6353
E09000014,Haringey,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Other EU countries,12087
E09000014,Haringey,Europe: Other Europe: EU countries: Countries that joined the EU between April 2011 and March 2021: Croatia,157
E09000014,Haringey,Europe: Other Europe: Rest of Europe: Turkey,9465
E09000014,Haringey,Europe: Other Europe: Rest of Europe: Other Europe,6932
E09000014,Haringey,Africa: North Africa,1827
E09000014,Haringey,Africa: Central and Western Africa: Ghana,3153
E09000014,Haringey,Africa: Central and Western Africa: Nigeria,2380
E09000014,Haringey,Africa: Central and Western Africa: Other Central and Western Africa,3029
E09000014,Haringey,Africa: South and Eastern Africa: Kenya,792
E09000014,Haringey,Africa: South and Eastern Africa: Somalia,2642
E09000014,Haringey,Africa: South and Eastern Africa: South Africa,1214
E09000014,Haringey,Africa: South and Eastern Africa: Zimbabwe,395
E09000014,Haringey,Africa: South and Eastern Africa: Other South and Eastern Africa,4233
E09000014,Haringey,Africa: Africa not otherwise specified,47
E09000014,Haringey,Middle East and Asia: Middle East: Iran,980
E09000014,Haringey,Middle East and Asia: Middle East: Iraq,385
E09000014,Haringey,Middle East and Asia: Middle East: Other Middle East,1881
E09000014,Haringey,Middle East and Asia: Eastern Asia: China,1451
E09000014,Haringey,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),832
E09000014,Haringey,Middle East and Asia: Eastern Asia: Other Eastern Asia,724
E09000014,Haringey,Middle East and Asia: Southern Asia: Afghanistan,338
E09000014,Haringey,Middle East and Asia: Southern Asia: India,2135
E09000014,Haringey,Middle East and Asia: Southern Asia: Pakistan,980
E09000014,Haringey,Middle East and Asia: Southern Asia: Bangladesh,2153
E09000014,Haringey,Middle East and Asia: Southern Asia: Sri Lanka,478
E09000014,Haringey,Middle East and Asia: Southern Asia: Other Southern Asia,74
E09000014,Haringey,Middle East and Asia: South-East Asia: Philippines,1073
E09000014,Haringey,Middle East and Asia: South-East Asia: Malaysia,506
E09000014,Haringey,Middle East and Asia: South-East Asia: Singapore,200
E09000014,Haringey,Middle East and Asia: South-East Asia: Other South-East Asia,1039
E09000014,Haringey,Middle East and Asia: Central Asia,185
E09000014,Haringey,The Americas and the Caribbean: North America: United States,2238
E09000014,Haringey,The Americas and the Caribbean: North America: Canada,779
E09000014,Haringey,The Americas and the Caribbean: North America: Other North America,22
E09000014,Haringey,The Americas and the Caribbean: Central America: All Central American countries,315
E09000014,Haringey,The Americas and the Caribbean: South America: All South American countries,8730
E09000014,Haringey,The Americas and the Caribbean: The Caribbean: Jamaica,3799
E09000014,Haringey,The Americas and the Caribbean: The Caribbean: Other Caribbean,3188
E09000014,Haringey,Antarctica and Oceania: Australasia: Australia,1407
E09000014,Haringey,Antarctica and Oceania: Australasia: New Zealand,558
E09000014,Haringey,Antarctica and Oceania: Australasia: Other Australasia,0
E09000014,Haringey,Antarctica and Oceania: Other Oceania and Antarctica,47
E09000014,Haringey,Other,0
E09000015,Harrow,Europe: United Kingdom: England,125093
E09000015,Harrow,Europe: United Kingdom: Northern Ireland,469
E09000015,Harrow,Europe: United Kingdom: Scotland,1191
E09000015,Harrow,Europe: United Kingdom: Wales,836
E09000015,Harrow,Europe: United Kingdom: Great Britain not otherwise specified,7
E09000015,Harrow,Europe: United Kingdom: United Kingdom not otherwise specified,14
E09000015,Harrow,Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,3245
E09000015,Harrow,Europe: Other Europe: EU countries: Member countries in March 2001: France,1043
E09000015,Harrow,Europe: Other Europe: EU countries: Member countries in March 2001: Germany,1165
E09000015,Harrow,Europe: Other Europe: EU countries: Member countries in March 2001: Italy,1453
E09000015,Harrow,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores),774
E09000015,Harrow,Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),718
E09000015,Harrow,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001,2062
E09000015,Harrow,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Lithuania,462
E09000015,Harrow,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Poland,3602
E09000015,Harrow,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,21082
E09000015,Harrow,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Other EU countries,2466
