lad22cd,lad22nm,category,count_21
E09000015,Harrow,Arrived in the UK: Aged 18 to 19 years,9054
E09000015,Harrow,Arrived in the UK: Aged 20 to 24 years,25254
E09000015,Harrow,Arrived in the UK: Aged 25 to 29 years,22438
E09000015,Harrow,Arrived in the UK: Aged 30 to 44 years,28801
E09000015,Harrow,Arrived in the UK: Aged 45 to 59 years,6810
E09000015,Harrow,Arrived in the UK: Aged 60 to 64 years,1001
E09000015,Harrow,Arrived in the UK: Aged 65 to 74 years,1173
E09000015,Harrow,Arrived in the UK: Aged 75 to 84 years,371
E09000015,Harrow,Arrived in the UK: Aged 85 to 89 years,46
E09000015,Harrow,Arrived in the UK: Aged 90 years and over,10
E09000016,Havering,Born in the UK,211166
E09000016,Havering,Arrived in the UK: Aged 0 to 4 years,4801
E09000016,Havering,Arrived in the UK: Aged 5 to 7 years,2097
E09000016,Havering,Arrived in the UK: Aged 8 to 9 years,1351
E09000016,Havering,Arrived in the UK: Aged 10 to 14 years,3226
E09000016,Havering,Arrived in the UK: Aged 15 years,798
E09000016,Havering,Arrived in the UK: Aged 16 to 17 years,1980
E09000016,Havering,Arrived in the UK: Aged 18 to 19 years,3416
E09000016,Havering,Arrived in the UK: Aged 20 to 24 years,10589
E09000016,Havering,Arrived in the UK: Aged 25 to 29 years,9544
E09000016,Havering,Arrived in the UK: Aged 30 to 44 years,10100
E09000016,Havering,Arrived in the UK: Aged 45 to 59 years,2286
E09000016,Havering,Arrived in the UK: Aged 60 to 64 years,325
E09000016,Havering,Arrived in the UK: Aged 65 to 74 years,271
E09000016,Havering,Arrived in the UK: Aged 75 to 84 years,92
E09000016,Havering,Arrived in the UK: Aged 85 to 89 years,6
E09000016,Havering,Arrived in the UK: Aged 90 years and over,1
E09000017,Hillingdon,Born in the UK,188260
E09000017,Hillingdon,Arrived in the UK: Aged 0 to 4 years,10385
E09000017,Hillingdon,Arrived in the UK: Aged 5 to 7 years,4970
E09000017,Hillingdon,Arrived in the UK: Aged 8 to 9 years,3119
E09000017,Hillingdon,Arrived in the UK: Aged 10 to 14 years,7926
E09000017,Hillingdon,Arrived in the UK: Aged 15 years,1968
E09000017,Hillingdon,Arrived in the UK: Aged 16 to 17 years,5177
