lad22cd,lad22nm,lsoa21cd,"Asian, Asian British or Asian Welsh: Bangladeshi","Asian, Asian British or Asian Welsh: Chinese","Asian, Asian British or Asian Welsh: Indian","Asian, Asian British or Asian Welsh: Other Asian","Asian, Asian British or Asian Welsh: Pakistani","Black, Black British, Black Welsh, Caribbean or African: African","Black, Black British, Black Welsh, Caribbean or African: Caribbean","Black, Black British, Black Welsh, Caribbean or African: Other Black",Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Mixed or Multiple ethnic groups: White and Asian,Mixed or Multiple ethnic groups: White and Black African,Mixed or Multiple ethnic groups: White and Black Caribbean,Other ethnic group: Any other ethnic group,Other ethnic group: Arab,"White: English, Welsh, Scottish, Northern Irish or British",White: Gypsy or Irish Traveller,White: Irish,White: Other White
E09000008,Croydon,E01001037,7,20,45,55,17,88,77,45,35,19,13,49,15,12,780,0,14,105
E09000008,Croydon,E01001038,4,31,102,58,50,99,94,37,19,35,17,40,17,17,966,0,31,175
E09000008,Croydon,E01001039,16,23,80,48,27,24,40,17,19,20,9,15,6,2,1013,0,28,87
E09000008,Croydon,E01001040,4,13,58,71,15,47,68,48,20,56,1,52,31,4,1034,0,43,143
E09000008,Croydon,E01001041,14,15,60,44,25,106,89,44,41,36,23,51,36,4,859,0,39,125
E09000008,Croydon,E01001042,13,27,66,107,33,158,94,73,51,36,13,83,32,19,773,0,25,215
E09000008,Croydon,E01001044,14,32,368,109,39,80,43,59,20,34,5,14,20,12,885,0,30,158
E09000008,Croydon,E01001046,6,48,628,116,62,23,31,8,20,20,3,12,36,28,573,0,15,122
E09000008,Croydon,E01001047,4,31,84,72,43,90,77,39,28,29,9,37,29,11,853,0,31,206
E09000008,Croydon,E01001049,10,44,349,91,22,52,39,28,11,27,4,21,14,9,616,0,18,64
E09000008,Croydon,E01001050,6,44,374,94,31,72,58,32,25,15,6,20,32,3,681,1,24,128
E09000008,Croydon,E01001051,8,1,3,28,4,236,90,54,16,8,24,62,20,5,933,0,14,43
E09000008,Croydon,E01001052,1,14,14,14,7,221,75,96,11,5,20,64,4,5,857,0,8,31
