lad22cd,lad22nm,lsoa21cd,"Asian, Asian British or Asian Welsh: Bangladeshi","Asian, Asian British or Asian Welsh: Chinese","Asian, Asian British or Asian Welsh: Indian","Asian, Asian British or Asian Welsh: Other Asian","Asian, Asian British or Asian Welsh: Pakistani","Black, Black British, Black Welsh, Caribbean or African: African","Black, Black British, Black Welsh, Caribbean or African: Caribbean","Black, Black British, Black Welsh, Caribbean or African: Other Black",Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Mixed or Multiple ethnic groups: White and Asian,Mixed or Multiple ethnic groups: White and Black African,Mixed or Multiple ethnic groups: White and Black Caribbean,Other ethnic group: Any other ethnic group,Other ethnic group: Arab,"White: English, Welsh, Scottish, Northern Irish or British",White: Gypsy or Irish Traveller,White: Irish,White: Other White
E09000017,Hillingdon,E01002482,11,17,342,89,72,29,6,2,29,29,3,2,16,4,819,4,19,114
E09000017,Hillingdon,E01002483,9,29,315,152,34,46,19,7,15,21,2,23,20,11,786,1,50,199
E09000017,Hillingdon,E01002484,3,4,155,65,25,16,15,3,17,24,3,20,17,3,916,0,31,107
E09000017,Hillingdon,E01002485,0,37,247,102,26,41,30,8,10,32,7,21,19,4,955,0,12,162
E09000017,Hillingdon,E01002486,24,10,485,187,126,160,42,86,27,33,14,22,71,38,695,13,40,119
E09000017,Hillingdon,E01002487,3,9,541,179,125,182,37,53,19,17,11,25,76,15,410,1,29,89
E09000017,Hillingdon,E01002488,29,0,490,148,138,113,17,45,14,11,3,5,42,17,509,0,36,112
E09000017,Hillingdon,E01002489,11,11,717,205,188,108,19,45,19,18,9,7,57,20,244,0,22,124
E09000017,Hillingdon,E01002490,11,10,612,242,166,102,53,46,23,31,10,22,68,22,486,0,44,134
E09000017,Hillingdon,E01002491,17,7,430,136,128,132,35,55,22,20,9,12,62,10,414,8,31,76
E09000017,Hillingdon,E01002492,0,7,712,126,119,83,14,36,10,23,29,13,63,14,293,3,12,90
E09000017,Hillingdon,E01002493,10,11,311,229,115,244,30,74,25,15,16,25,58,42,554,0,12,97
E09000017,Hillingdon,E01002494,2,17,124,64,33,31,38,10,29,13,4,18,41,18,1042,0,76,136
E09000017,Hillingdon,E01002495,3,16,191,95,36,26,41,19,23,20,7,23,19,20,1514,5,57,115
E09000017,Hillingdon,E01002496,7,17,117,83,34,39,60,15,24,11,7,28,26,18,1092,0,52,172
E09000017,Hillingdon,E01002497,4,29,149,101,36,56,44,34,23,29,7,18,34,13,1036,0,51,168
E09000017,Hillingdon,E01002498,0,13,162,45,11,14,30,3,18,25,2,20,12,1,927,0,53,80
E09000017,Hillingdon,E01002499,3,16,140,96,61,36,45,14,21,34,1,20,10,15,1005,0,72,116
E09000017,Hillingdon,E01002501,29,5,461,147,105,131,38,31,8,22,6,10,76,16,479,0,23,84
E09000017,Hillingdon,E01002502,27,6,258,178,107,86,42,47,6,33,12,37,47,20,785,0,26,113
E09000017,Hillingdon,E01002503,49,7,369,204,148,110,23,42,17,21,7,9,52,19,472,4,28,100
E09000017,Hillingdon,E01002505,14,16,294,135,108,204,49,44,19,22,1,25,52,25,523,0,44,119
E09000017,Hillingdon,E01002506,39,4,414,246,201,247,21,99,24,20,18,10,46,5,259,0,29,154
E09000017,Hillingdon,E01002507,27,3,494,235,142,142,46,36,3,20,4,8,40,24,292,0,36,104
E09000017,Hillingdon,E01002508,38,5,330,220,123,142,25,89,20,25,8,29,75,17,478,2,13,75
E09000017,Hillingdon,E01002509,10,12,228,84,31,11,10,19,6,6,7,1,25,9,913,1,47,32
E09000017,Hillingdon,E01002511,17,19,103,67,33,50,29,14,17,29,13,10,17,23,986,2,39,54
E09000017,Hillingdon,E01002512,12,25,246,41,21,13,13,5,22,24,3,3,37,16,1145,0,41,74
E09000017,Hillingdon,E01002513,14,13,164,27,31,35,8,7,4,29,4,5,15,6,878,0,53,48
E09000017,Hillingdon,E01002514,17,55,150,82,24,31,10,16,13,50,12,25,15,58,1103,2,25,188
E09000017,Hillingdon,E01002516,4,25,285,71,46,31,11,6,14,39,4,2,50,24,731,0,23,88
E09000017,Hillingdon,E01002518,25,23,93,78,19,28,15,8,16,17,10,6,19,25,884,1,36,30
E09000017,Hillingdon,E01002519,24,10,89,42,30,62,11,10,10,8,5,16,19,17,1019,3,18,98
E09000017,Hillingdon,E01002520,72,30,81,39,50,54,20,13,15,22,9,34,23,31,891,0,34,131
E09000017,Hillingdon,E01002521,28,37,97,82,29,95,19,43,7,19,17,25,21,45,866,0,46,240
E09000017,Hillingdon,E01002523,120,27,148,52,123,34,20,25,33,40,4,30,18,21,791,0,36,103
E09000017,Hillingdon,E01002525,0,14,154,46,16,41,15,6,22,23,7,6,19,6,1069,0,50,119
E09000017,Hillingdon,E01002526,19,8,184,81,111,109,27,57,15,35,15,24,23,19,1050,5,24,119
E09000017,Hillingdon,E01002527,12,14,111,81,36,60,28,35,4,12,21,14,13,39,1192,18,31,118
E09000017,Hillingdon,E01002528,35,9,156,87,96,79,29,19,19,8,13,18,14,15,971,17,17,83
E09000017,Hillingdon,E01002529,18,40,269,97,81,184,47,40,27,37,12,30,47,37,839,1,30,250
E09000017,Hillingdon,E01002530,16,12,69,52,26,78,11,30,16,9,29,25,11,16,819,5,16,76
E09000017,Hillingdon,E01002531,13,0,159,73,36,25,11,12,24,21,9,11,11,8,1086,1,33,84
E09000017,Hillingdon,E01002533,5,9,59,15,3,12,22,4,6,16,2,28,11,15,1168,1,37,49
E09000017,Hillingdon,E01002534,0,5,75,15,3,10,13,7,11,31,7,16,12,9,1130,0,53,68
E09000017,Hillingdon,E01002535,1,35,180,43,29,10,10,3,11,22,12,12,37,12,1132,0,68,150
E09000017,Hillingdon,E01002536,0,10,95,70,12,33,22,1,14,20,4,15,14,8,981,0,41,80
E09000017,Hillingdon,E01002537,0,21,145,53,8,12,17,2,10,16,7,12,20,9,969,0,35,68
E09000017,Hillingdon,E01002538,4,11,97,44,0,5,5,5,18,15,5,8,14,6,1210,0,52,70
E09000017,Hillingdon,E01002539,0,6,62,19,13,7,12,5,11,18,4,19,4,6,1207,0,56,75
E09000017,Hillingdon,E01002540,16,13,206,160,75,192,64,41,23,25,14,21,27,31,611,7,28,122
E09000017,Hillingdon,E01002541,21,31,255,136,86,70,49,50,33,20,17,26,70,33,801,0,38,213
E09000017,Hillingdon,E01002542,22,22,289,250,88,252,64,98,20,24,34,22,53,31,523,3,32,86
E09000017,Hillingdon,E01002543,26,20,262,168,87,158,66,42,16,20,11,28,61,17,633,0,35,78
E09000017,Hillingdon,E01002544,18,23,438,211,122,112,38,18,10,32,11,33,97,25,348,0,16,126
E09000017,Hillingdon,E01002545,44,6,237,126,28,123,77,86,25,16,16,57,45,20,488,5,17,87
E09000017,Hillingdon,E01002546,19,2,590,298,69,88,45,25,13,14,4,12,85,13,242,0,15,39
E09000017,Hillingdon,E01002547,12,9,475,214,202,108,50,43,17,24,14,14,80,15,199,5,12,73
E09000017,Hillingdon,E01002548,30,6,118,57,49,66,23,17,12,22,13,17,14,8,1089,3,30,101
E09000017,Hillingdon,E01002549,17,13,281,123,42,98,29,26,20,14,25,13,43,18,1252,1,37,87
E09000017,Hillingdon,E01002550,17,23,101,92,23,91,35,17,13,17,8,25,53,37,1063,7,32,156
E09000017,Hillingdon,E01002551,46,11,128,129,36,54,14,21,16,19,9,15,30,10,864,0,30,85
E09000017,Hillingdon,E01002552,22,17,142,79,76,62,19,27,12,9,4,12,24,11,902,1,33,130
E09000017,Hillingdon,E01002553,24,14,122,85,23,66,22,15,11,21,10,18,45,28,1078,6,13,92
E09000018,Hounslow,E01002555,13,11,450,145,92,49,11,16,25,32,10,15,37,3,804,0,23,181
E09000018,Hounslow,E01002556,17,7,182,163,74,83,21,11,10,15,7,14,35,8,900,2,13,119
E09000018,Hounslow,E01002557,30,6,192,82,68,51,27,18,9,17,15,18,26,8,1025,0,23,170
E09000018,Hounslow,E01002558,19,19,183,118,48,127,40,9,15,20,11,15,34,10,1045,2,24,206
E09000018,Hounslow,E01002559,8,14,167,162,103,131,14,47,24,34,20,35,18,10,1197,1,25,269
E09000018,Hounslow,E01002560,12,14,179,83,64,50,28,6,8,10,7,27,13,8,1057,0,15,134
E09000018,Hounslow,E01002561,8,5,61,82,45,86,25,14,13,7,19,23,19,39,824,8,14,87
E09000018,Hounslow,E01002562,22,12,48,72,43,72,27,26,20,25,6,29,8,39,658,1,48,223
E09000018,Hounslow,E01002563,3,40,125,107,44,45,27,27,24,28,4,22,34,9,688,0,126,289
E09000018,Hounslow,E01002564,6,25,80,92,56,141,52,25,29,22,16,53,33,36,843,0,51,328
E09000018,Hounslow,E01002565,17,59,114,61,25,121,71,28,55,35,24,54,42,25,1416,2,154,526
E09000018,Hounslow,E01002567,8,16,49,59,16,32,20,20,27,18,10,20,18,29,1053,0,66,272
E09000018,Hounslow,E01002569,4,21,27,41,16,27,20,13,17,15,9,19,27,8,1125,0,96,279
E09000018,Hounslow,E01002570,14,12,58,45,6,42,22,1,17,20,3,6,30,28,970,0,58,350
E09000018,Hounslow,E01002571,0,10,58,22,4,12,10,7,14,19,5,8,14,27,862,0,31,222
E09000018,Hounslow,E01002572,19,12,21,44,19,138,37,35,29,25,17,43,39,43,819,0,76,227
E09000018,Hounslow,E01002573,0,27,27,41,6,26,13,18,20,25,7,2,10,13,1051,0,42,322
E09000018,Hounslow,E01002574,9,16,63,36,12,7,6,2,15,24,26,18,27,23,928,1,58,266
E09000018,Hounslow,E01002575,0,17,40,58,20,20,11,10,24,36,11,12,35,19,1009,1,61,361
E09000018,Hounslow,E01002576,1,12,28,41,29,43,33,8,24,28,13,25,22,35,909,0,33,155
E09000018,Hounslow,E01002577,6,19,73,68,17,58,37,15,37,32,9,16,36,18,1100,1,65,335
E09000018,Hounslow,E01002578,2,48,55,27,18,14,5,5,17,36,5,13,22,22,943,0,38,232
E09000018,Hounslow,E01002579,2,30,51,35,11,16,6,14,16,31,7,21,17,21,1168,0,50,250
E09000018,Hounslow,E01002580,5,8,52,35,7,53,29,16,18,18,7,11,22,20,748,0,65,272
E09000018,Hounslow,E01002581,0,22,66,50,11,30,20,7,31,30,9,18,21,28,1143,1,70,303
E09000018,Hounslow,E01002582,0,22,27,31,4,23,19,2,11,28,16,12,6,8,1183,0,53,223
E09000018,Hounslow,E01002583,4,6,476,139,155,57,4,25,12,22,2,3,54,8,132,0,11,124
E09000018,Hounslow,E01002584,4,3,766,206,231,57,2,18,9,22,9,3,58,15,133,0,5,150
E09000018,Hounslow,E01002585,20,7,422,263,222,85,17,31,17,17,5,4,44,26,284,8,25,154
E09000018,Hounslow,E01002586,9,4,1018,245,260,69,9,17,13,26,5,2,94,2,84,0,3,262
E09000018,Hounslow,E01002587,10,8,680,266,243,82,10,39,9,25,4,3,43,15,242,0,11,205
E09000018,Hounslow,E01002588,25,5,98,207,70,230,36,60,19,21,7,31,34,54,720,2,31,105
E09000018,Hounslow,E01002589,14,10,528,289,198,185,28,32,25,30,42,13,32,28,354,1,24,149
E09000018,Hounslow,E01002590,12,12,190,117,48,78,16,18,23,18,22,14,25,15,978,0,29,224
E09000018,Hounslow,E01002591,17,7,139,107,52,44,14,15,14,24,13,8,20,19,1074,1,22,139
E09000018,Hounslow,E01002592,8,9,248,163,134,105,21,29,24,22,16,14,39,14,919,1,23,210
E09000018,Hounslow,E01002593,26,20,215,277,64,65,21,12,22,16,13,10,14,41,1021,2,21,258
E09000018,Hounslow,E01002594,32,11,338,207,176,75,12,15,33,36,18,16,33,19,729,3,21,180
E09000018,Hounslow,E01002595,16,17,155,178,83,91,33,14,25,25,5,25,28,16,1028,1,27,157
E09000018,Hounslow,E01002596,18,2,159,130,65,181,56,26,21,15,34,29,29,30,917,7,19,258
E09000018,Hounslow,E01002598,4,15,94,145,40,120,16,8,32,22,30,33,14,17,1078,4,25,143
E09000018,Hounslow,E01002599,9,4,112,93,44,74,31,7,19,20,12,16,28,11,953,1,28,145
E09000018,Hounslow,E01002600,1,14,95,72,57,76,9,31,9,12,17,4,11,0,963,0,26,127
E09000018,Hounslow,E01002601,6,11,148,105,29,64,25,9,9,22,28,15,8,20,939,0,29,198
E09000018,Hounslow,E01002602,2,8,48,18,14,32,12,2,19,13,1,14,12,13,1170,0,20,79
E09000018,Hounslow,E01002603,11,33,181,136,63,127,19,23,25,15,11,16,27,33,948,3,17,236
E09000018,Hounslow,E01002604,28,5,52,182,39,192,60,16,27,8,10,26,30,8,866,1,12,171
E09000018,Hounslow,E01002605,69,10,85,125,61,75,33,9,18,16,22,11,21,33,1025,0,34,200
E09000018,Hounslow,E01002606,14,13,90,109,64,117,32,20,22,14,13,25,17,9,947,5,22,108
E09000018,Hounslow,E01002607,13,18,101,131,97,89,48,17,28,46,21,22,36,27,929,2,20,278
E09000018,Hounslow,E01002608,4,11,104,92,64,86,13,34,19,28,28,12,28,25,1027,0,10,132
E09000018,Hounslow,E01002609,23,11,89,67,38,30,26,8,20,19,9,9,27,15,1164,1,44,130
E09000018,Hounslow,E01002610,10,18,76,88,29,79,18,14,21,20,19,35,16,34,964,3,18,102
E09000018,Hounslow,E01002611,33,17,153,96,61,54,26,9,19,22,13,28,16,15,1037,6,26,154
E09000018,Hounslow,E01002612,4,14,157,115,41,67,23,7,10,19,23,20,39,30,939,9,33,120
E09000018,Hounslow,E01002613,40,5,170,144,105,60,10,12,14,16,6,20,26,15,950,0,19,149
E09000018,Hounslow,E01002614,10,18,113,131,62,60,12,7,19,24,15,21,15,19,931,0,23,266
E09000018,Hounslow,E01002615,12,7,145,99,84,87,31,9,14,33,12,25,16,18,764,0,17,97
E09000018,Hounslow,E01002616,0,11,56,49,39,51,23,4,19,12,11,16,12,4,965,0,11,99
E09000018,Hounslow,E01002617,1,3,83,46,46,48,12,7,7,25,13,13,12,2,1148,0,17,111
E09000018,Hounslow,E01002618,27,14,748,232,236,26,0,8,11,26,0,5,68,28,221,0,25,83
E09000018,Hounslow,E01002619,8,18,847,284,195,43,19,8,26,36,9,5,78,11,233,0,18,121
E09000018,Hounslow,E01002620,16,12,492,230,182,97,33,28,34,25,10,7,77,31,349,1,39,188
E09000018,Hounslow,E01002621,13,24,636,294,137,82,24,16,19,13,6,6,42,30,303,0,22,150
E09000018,Hounslow,E01002622,15,11,727,205,223,47,17,4,22,12,8,8,48,15,201,0,10,158
E09000018,Hounslow,E01002623,37,7,610,178,225,47,33,35,7,11,11,8,76,31,205,3,17,126
E09000018,Hounslow,E01002624,8,18,614,151,146,42,13,13,11,18,7,1,39,18,267,0,25,114
E09000018,Hounslow,E01002625,7,1,811,179,198,40,7,25,9,11,6,4,111,17,165,0,12,78
E09000018,Hounslow,E01002626,11,20,696,150,117,37,22,30,21,17,7,4,103,16,211,0,42,122
E09000018,Hounslow,E01002627,24,7,393,200,158,175,26,42,35,23,16,4,61,77,285,0,26,110
E09000018,Hounslow,E01002628,25,10,797,195,185,49,18,12,15,28,11,7,87,14,267,1,34,185
E09000018,Hounslow,E01002629,17,0,876,166,126,104,25,46,19,36,15,13,83,30,323,0,20,188
E09000018,Hounslow,E01002630,8,25,676,202,101,74,9,7,11,23,3,8,64,51,190,2,11,230
E09000018,Hounslow,E01002631,9,2,652,268,131,47,15,31,24,38,1,15,96,18,177,0,18,86
E09000018,Hounslow,E01002632,10,17,799,177,194,32,32,21,23,14,5,8,82,22,257,2,21,116
E09000018,Hounslow,E01002633,16,4,317,199,148,132,26,45,23,16,9,14,39,26,514,9,17,89
E09000018,Hounslow,E01002634,44,1,312,213,194,177,23,57,20,31,15,4,37,25,449,5,10,95
E09000018,Hounslow,E01002635,13,14,745,229,250,58,18,9,11,7,3,0,63,17,172,0,14,130
E09000018,Hounslow,E01002636,6,18,860,308,183,70,13,18,11,21,2,1,60,29,229,0,15,172
E09000018,Hounslow,E01002637,8,5,628,270,111,187,35,33,15,14,12,5,119,9,156,2,5,45
E09000018,Hounslow,E01002638,30,3,494,268,249,144,17,44,23,16,12,8,51,22,341,11,21,69
E09000018,Hounslow,E01002639,18,12,780,151,162,23,4,9,1,14,5,3,58,26,160,0,2,275
E09000018,Hounslow,E01002640,61,16,865,215,154,33,7,11,2,20,7,7,56,24,116,0,2,204
E09000018,Hounslow,E01002641,32,30,735,207,143,58,16,12,17,12,14,18,41,29,259,0,18,291
E09000018,Hounslow,E01002643,27,39,505,224,157,96,40,28,35,26,20,26,39,29,745,0,40,213
E09000018,Hounslow,E01002645,26,19,519,267,126,103,39,15,22,34,6,21,44,36,462,0,31,284
E09000018,Hounslow,E01002646,45,16,727,202,155,126,22,28,27,28,8,13,43,45,317,0,34,180
E09000018,Hounslow,E01002647,48,27,606,283,228,111,39,37,21,25,11,13,55,49,446,0,19,195
E09000018,Hounslow,E01002649,50,16,441,240,107,103,20,7,21,23,23,12,27,20,436,0,23,261
E09000018,Hounslow,E01002650,7,21,825,287,323,124,58,42,26,31,13,36,63,53,291,2,13,221
E09000018,Hounslow,E01002651,16,23,608,243,270,61,23,19,24,29,12,9,51,31,156,0,19,184
E09000018,Hounslow,E01002652,51,13,631,189,260,42,19,19,16,29,5,6,32,14,280,0,17,142
E09000018,Hounslow,E01002653,33,12,612,221,133,31,28,27,17,28,6,9,75,15,356,0,17,193
E09000018,Hounslow,E01002654,7,54,351,144,91,38,21,21,13,36,2,13,52,23,648,1,54,216
E09000018,Hounslow,E01002655,15,19,471,110,103,35,21,4,45,25,7,21,26,16,666,9,33,259
E09000018,Hounslow,E01002656,13,24,126,66,46,33,2,5,17,17,2,11,31,9,762,0,33,121
E09000018,Hounslow,E01002657,15,12,365,118,99,39,21,6,19,37,7,25,35,12,842,0,43,181
E09000018,Hounslow,E01002658,2,10,124,33,21,22,28,7,11,22,17,15,11,12,808,0,59,131
E09000018,Hounslow,E01002659,0,12,189,145,55,56,18,9,19,32,5,3,20,4,612,0,50,169
E09000018,Hounslow,E01002660,11,9,708,321,140,49,6,5,20,22,4,6,69,39,167,0,19,163
E09000018,Hounslow,E01002661,8,6,902,277,232,27,4,21,11,10,3,6,86,17,61,3,2,173
E09000018,Hounslow,E01002662,23,18,984,201,136,19,9,15,21,16,4,7,32,23,179,0,24,288
E09000018,Hounslow,E01002663,35,6,814,379,158,105,52,35,28,31,14,41,54,10,461,6,30,247
E09000018,Hounslow,E01002665,11,3,564,304,112,86,10,13,19,10,7,10,20,26,251,0,12,160
E09000018,Hounslow,E01002666,6,0,612,211,185,56,8,11,4,12,8,6,28,10,304,1,3,93
E09000018,Hounslow,E01002667,8,22,86,72,29,55,24,23,28,20,15,11,22,28,914,0,35,181
E09000018,Hounslow,E01002668,20,37,175,71,44,92,34,14,37,36,5,23,23,17,1018,0,72,296
E09000018,Hounslow,E01002669,16,5,76,98,46,77,27,26,32,26,14,27,41,39,972,1,41,218
E09000018,Hounslow,E01002670,1,22,112,97,42,76,13,10,11,24,10,20,16,28,961,0,50,244
E09000018,Hounslow,E01002671,10,14,37,43,26,41,16,8,11,22,10,15,20,16,1153,4,46,167
E09000018,Hounslow,E01002672,10,24,149,122,70,232,36,28,15,11,30,15,34,24,589,1,29,159
E09000018,Hounslow,E01002673,15,23,126,167,79,268,20,85,33,21,41,13,41,43,507,1,19,132
E09000018,Hounslow,E01002674,14,26,495,139,152,33,26,5,30,15,4,8,41,28,405,0,37,249
E09000018,Hounslow,E01002675,21,41,547,192,140,98,36,17,29,46,15,17,82,58,1065,1,71,277
E09000018,Hounslow,E01002676,16,17,737,176,107,29,1,2,10,34,9,3,42,28,301,0,26,177
E09000018,Hounslow,E01002677,9,19,182,84,28,72,22,7,12,17,5,14,31,12,538,0,44,172
E09000018,Hounslow,E01002678,8,19,553,129,169,48,6,4,32,38,6,6,38,46,503,0,34,216
E09000018,Hounslow,E01002679,10,13,440,122,96,33,6,1,33,15,9,9,51,71,518,0,52,302
E09000018,Hounslow,E01002680,26,22,454,125,100,37,40,8,32,31,15,16,64,33,626,3,45,275
E09000018,Hounslow,E01002681,39,31,201,141,41,142,52,26,30,36,23,32,28,79,819,0,37,306
E09000018,Hounslow,E01002682,15,23,194,174,74,97,30,27,34,42,18,49,17,58,1083,1,85,304
E09000018,Hounslow,E01002686,25,14,52,89,44,125,48,20,28,17,11,25,26,33,905,4,57,242
E09000018,Hounslow,E01002687,1,28,39,50,12,14,15,7,32,20,8,4,18,9,778,2,49,295
E09000018,Hounslow,E01002689,1,17,57,44,21,65,45,16,12,28,7,22,14,36,917,1,71,211
E09000018,Hounslow,E01002690,1,10,39,32,10,24,16,5,14,17,10,6,16,30,934,0,55,251
E09000018,Hounslow,E01002691,13,55,77,99,25,47,16,13,32,28,23,12,37,65,558,7,37,452
E09000018,Hounslow,E01002692,1,25,72,93,24,40,47,8,33,51,17,17,46,40,861,2,56,349
E09000018,Hounslow,E01002693,8,25,54,71,7,21,26,10,23,18,7,11,27,33,966,2,64,321
E09000019,Islington,E01002694,120,55,19,34,8,149,49,67,39,34,18,26,58,6,596,2,41,211
E09000019,Islington,E01002695,33,77,42,55,5,65,27,58,27,26,16,59,32,10,789,3,60,326
E09000019,Islington,E01002696,10,28,31,40,4,41,31,15,19,35,14,27,9,6,1072,3,64,364
E09000019,Islington,E01002697,167,114,116,85,30,152,84,110,42,21,16,43,72,45,566,1,40,394
E09000019,Islington,E01002698,13,39,29,49,3,54,65,50,38,40,18,37,34,11,1184,0,68,331
E09000019,Islington,E01002699,0,22,29,18,1,12,36,7,8,16,8,21,14,5,823,2,54,155
E09000019,Islington,E01002700,26,21,22,26,8,26,4,14,15,19,8,13,13,8,1177,0,55,299
E09000019,Islington,E01002701,32,65,36,53,4,116,50,47,26,23,5,14,54,13,719,0,57,268
E09000019,Islington,E01002702,47,102,60,75,22,206,79,32,29,26,22,30,58,21,690,1,63,394
E09000019,Islington,E01002703,38,48,40,67,16,144,42,52,40,13,22,43,42,19,677,0,50,282
E09000019,Islington,E01002704,28,66,38,61,4,211,65,57,57,23,21,49,67,16,998,0,64,373
E09000019,Islington,E01002706,26,48,29,57,2,121,52,66,56,26,6,46,56,33,992,0,57,343
E09000019,Islington,E01002707,23,68,45,68,13,85,35,32,21,26,10,24,37,20,771,0,52,396
E09000019,Islington,E01002708,41,102,31,101,10,97,69,51,22,26,17,46,53,9,853,0,61,390
E09000019,Islington,E01002709,93,83,35,50,8,91,74,64,31,11,24,30,45,16,760,0,60,279
E09000019,Islington,E01002710,107,69,16,42,16,142,66,94,27,12,10,27,61,10,710,0,57,210
E09000019,Islington,E01002711,90,78,18,95,10,112,55,33,51,39,22,35,35,38,791,0,63,374
E09000019,Islington,E01002712,79,26,37,32,27,101,89,56,35,15,26,62,30,13,834,10,61,247
E09000019,Islington,E01002713,16,14,7,40,8,126,73,59,35,11,25,25,41,1,753,1,105,219
E09000019,Islington,E01002714,24,29,32,30,6,28,34,14,27,19,8,14,18,10,1027,5,56,317
E09000019,Islington,E01002715,91,54,13,39,7,191,74,37,33,8,21,24,69,15,559,0,47,229
E09000019,Islington,E01002716,65,30,35,47,4,192,96,58,58,55,31,71,87,20,1084,6,72,289
E09000019,Islington,E01002717,24,26,26,27,10,74,24,29,20,12,4,19,19,9,775,0,41,176
E09000019,Islington,E01002718,14,15,21,25,4,35,36,17,22,31,9,32,20,10,1012,0,55,303
E09000019,Islington,E01002719,10,30,18,22,1,36,25,18,14,35,10,23,16,8,945,1,53,225
E09000019,Islington,E01002720,65,43,30,53,11,273,104,74,72,27,21,81,87,40,932,1,78,342
E09000019,Islington,E01002721,9,15,15,26,2,53,35,42,34,28,18,33,35,8,997,0,73,244
E09000019,Islington,E01002722,32,9,6,25,3,61,58,25,14,25,7,32,29,16,707,0,77,179
E09000019,Islington,E01002723,34,38,50,49,6,110,38,46,22,11,9,19,53,7,767,2,36,232
E09000019,Islington,E01002724,1,112,88,57,21,51,14,22,23,42,7,11,25,12,987,0,58,442
E09000019,Islington,E01002725,29,55,24,63,23,111,35,30,29,13,9,22,45,18,640,1,40,257
E09000019,Islington,E01002726,52,51,21,45,0,100,40,45,34,17,8,36,27,16,850,2,40,308
E09000019,Islington,E01002727,24,52,23,39,6,48,36,30,23,21,12,23,30,5,886,1,63,302
E09000019,Islington,E01002728,40,151,58,78,22,109,25,52,15,32,7,40,34,27,560,1,37,347
E09000019,Islington,E01002729,22,21,14,27,5,78,31,23,21,21,14,27,18,6,970,3,50,242
E09000019,Islington,E01002730,38,63,29,70,9,86,84,22,31,22,33,23,53,19,770,0,73,356
E09000019,Islington,E01002732,106,25,33,62,15,196,149,133,48,20,22,36,74,12,590,0,62,262
E09000019,Islington,E01002733,24,45,47,41,9,32,53,41,28,48,13,22,41,7,854,0,87,367
E09000019,Islington,E01002734,68,22,13,36,6,312,113,108,66,17,38,66,59,35,393,1,35,304
E09000019,Islington,E01002735,39,14,44,76,4,113,123,69,37,26,22,56,27,18,598,4,81,294
E09000019,Islington,E01002736,59,59,26,35,0,222,112,109,45,13,19,34,69,15,485,0,57,221
E09000019,Islington,E01002737,96,17,12,56,1,231,162,129,56,24,37,68,69,24,585,4,83,303
E09000019,Islington,E01002738,16,12,24,41,2,73,57,54,31,27,16,31,26,14,995,1,56,309
E09000019,Islington,E01002739,17,14,27,41,0,35,47,20,15,34,10,34,32,11,1139,4,78,277
E09000019,Islington,E01002740,25,19,17,37,3,61,23,8,36,40,10,17,12,2,1077,0,71,368
E09000019,Islington,E01002741,21,9,10,42,8,148,75,71,17,19,12,22,55,24,658,4,52,266
E09000019,Islington,E01002742,14,17,20,24,0,35,29,33,43,21,12,15,19,1,996,2,81,199
E09000019,Islington,E01002743,23,16,31,38,13,84,85,81,50,23,12,37,30,16,809,1,57,266
E09000019,Islington,E01002744,15,7,21,23,2,40,44,27,24,11,10,34,29,20,851,4,61,219
E09000019,Islington,E01002745,14,17,17,15,6,38,33,22,29,34,9,25,29,8,897,1,54,219
E09000019,Islington,E01002747,28,34,12,52,11,72,39,24,28,37,13,17,31,3,869,2,72,291
E09000019,Islington,E01002748,99,29,22,24,15,172,103,69,31,27,10,20,41,13,523,2,57,210
E09000019,Islington,E01002749,45,25,19,33,6,87,55,71,43,7,14,44,28,8,605,2,60,164
E09000019,Islington,E01002751,61,46,29,60,13,276,87,110,49,22,26,25,78,29,521,0,74,290
E09000019,Islington,E01002752,90,17,10,36,6,87,70,49,28,26,6,46,41,24,723,1,60,202
E09000019,Islington,E01002753,43,28,8,30,4,115,86,67,41,21,18,29,32,13,595,2,100,197
E09000019,Islington,E01002754,16,14,25,28,1,67,25,25,21,32,11,23,18,7,835,0,79,281
E09000019,Islington,E01002755,37,5,18,26,3,97,84,38,27,9,25,51,40,21,599,0,57,189
E09000019,Islington,E01002756,7,7,18,40,3,50,103,15,28,26,11,28,25,10,736,2,48,175
E09000019,Islington,E01002757,56,9,22,25,13,96,73,33,27,19,16,37,45,10,699,0,62,191
E09000019,Islington,E01002758,45,9,18,56,5,154,95,60,39,11,37,44,55,24,418,3,66,184
E09000019,Islington,E01002759,7,18,33,43,4,53,50,53,22,33,15,29,29,2,953,1,87,215
E09000019,Islington,E01002760,54,10,17,46,9,146,124,72,31,25,42,49,52,14,541,0,85,226
E09000019,Islington,E01002762,39,28,35,56,7,50,50,46,35,28,11,33,34,23,1023,0,90,361
E09000019,Islington,E01002763,15,59,39,44,10,55,55,41,22,16,7,29,33,21,609,0,69,313
E09000019,Islington,E01002764,53,18,19,42,3,96,60,61,45,18,16,62,41,16,878,0,72,279
E09000019,Islington,E01002765,103,110,28,60,17,267,75,95,67,31,40,56,98,40,879,5,79,463
E09000019,Islington,E01002766,58,62,23,87,8,209,68,77,45,19,21,30,51,24,677,0,65,270
E09000019,Islington,E01002767,32,63,18,56,4,150,77,72,72,24,17,36,67,17,868,1,114,356
