lad22cd,lad22nm,lsoa21cd,All household members have the same ethnic group,Any other combination of multiple ethnic identities,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ within partnerships,One-person household
E09000020,Kensington and Chelsea,E01002867,291,73,54,128,452
E09000020,Kensington and Chelsea,E01002868,244,60,21,133,267
E09000020,Kensington and Chelsea,E01002869,226,59,34,109,340
E09000020,Kensington and Chelsea,E01002870,206,32,41,52,362
E09000020,Kensington and Chelsea,E01002871,287,49,24,117,265
E09000020,Kensington and Chelsea,E01002872,230,32,39,68,357
E09000020,Kensington and Chelsea,E01002873,240,37,28,67,260
E09000020,Kensington and Chelsea,E01002874,201,51,49,102,245
E09000020,Kensington and Chelsea,E01002875,196,54,26,87,318
E09000020,Kensington and Chelsea,E01002876,278,56,45,86,279
E09000020,Kensington and Chelsea,E01002877,304,35,66,68,174
E09000020,Kensington and Chelsea,E01002878,222,58,52,106,430
E09000020,Kensington and Chelsea,E01002879,231,42,62,64,296
E09000020,Kensington and Chelsea,E01002880,237,32,71,64,249
E09000020,Kensington and Chelsea,E01002881,230,34,59,52,169
E09000020,Kensington and Chelsea,E01002882,175,47,33,73,375
E09000020,Kensington and Chelsea,E01002883,260,58,30,148,306
E09000020,Kensington and Chelsea,E01002884,145,35,20,93,417
E09000020,Kensington and Chelsea,E01002885,214,49,25,115,547
E09000020,Kensington and Chelsea,E01002886,226,47,27,112,369
E09000020,Kensington and Chelsea,E01002887,240,49,17,122,513
E09000020,Kensington and Chelsea,E01002888,307,77,16,144,605
E09000020,Kensington and Chelsea,E01002889,179,40,6,81,273
E09000020,Kensington and Chelsea,E01002890,295,75,34,108,193
E09000020,Kensington and Chelsea,E01002891,238,56,23,81,320
E09000020,Kensington and Chelsea,E01002892,222,71,25,97,371
E09000020,Kensington and Chelsea,E01002893,279,72,30,112,494
E09000020,Kensington and Chelsea,E01002894,227,53,28,84,381
E09000020,Kensington and Chelsea,E01002896,270,76,33,109,387
E09000020,Kensington and Chelsea,E01002897,208,57,26,83,358
E09000020,Kensington and Chelsea,E01002898,251,55,29,101,303
E09000020,Kensington and Chelsea,E01002899,224,25,35,70,414
E09000020,Kensington and Chelsea,E01002900,232,59,18,87,286
E09000020,Kensington and Chelsea,E01002901,146,14,14,44,342
E09000020,Kensington and Chelsea,E01002902,281,38,30,110,550
E09000020,Kensington and Chelsea,E01002903,283,39,19,99,251
E09000020,Kensington and Chelsea,E01002904,199,19,54,26,226
E09000020,Kensington and Chelsea,E01002905,246,38,54,64,270
