lad22cd,lad22nm,lsoa21cd,"All adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language"
E09000009,Ealing,E01001291,186,93,18,79
E09000009,Ealing,E01001292,252,118,18,116
E09000009,Ealing,E01001293,251,147,40,159
E09000009,Ealing,E01001294,178,184,26,150
E09000009,Ealing,E01001295,210,144,33,134
E09000009,Ealing,E01001296,168,119,25,92
E09000009,Ealing,E01001297,171,151,32,141
E09000009,Ealing,E01001298,209,164,27,129
E09000009,Ealing,E01001299,504,75,8,64
E09000009,Ealing,E01001300,444,86,8,70
E09000009,Ealing,E01001301,480,77,11,139
E09000009,Ealing,E01001302,459,83,11,61
E09000009,Ealing,E01001303,468,88,7,61
E09000009,Ealing,E01001304,562,77,6,60
E09000009,Ealing,E01001305,479,88,4,63
E09000009,Ealing,E01001306,569,72,5,67
E09000009,Ealing,E01001307,375,91,21,146
E09000009,Ealing,E01001308,388,112,29,150
E09000009,Ealing,E01001309,397,72,29,116
E09000009,Ealing,E01001310,439,74,32,118
E09000009,Ealing,E01001311,421,71,29,142
E09000009,Ealing,E01001312,294,101,28,167
E09000009,Ealing,E01001313,273,115,15,113
E09000009,Ealing,E01001314,290,70,22,124
E09000009,Ealing,E01001315,327,54,16,98
E09000009,Ealing,E01001316,418,50,30,122
E09000009,Ealing,E01001317,439,72,36,139
E09000009,Ealing,E01001318,449,53,32,143
E09000009,Ealing,E01001319,313,55,31,91
E09000009,Ealing,E01001320,380,47,31,76
E09000009,Ealing,E01001321,521,77,31,129
E09000009,Ealing,E01001322,406,60,32,129
E09000009,Ealing,E01001323,437,66,24,157
E09000009,Ealing,E01001324,434,57,28,143
E09000009,Ealing,E01001325,462,59,18,63
E09000009,Ealing,E01001326,466,56,40,112
E09000009,Ealing,E01001327,383,75,39,103
E09000009,Ealing,E01001328,394,59,35,132
E09000009,Ealing,E01001329,425,63,36,107
E09000009,Ealing,E01001330,386,60,37,153
E09000009,Ealing,E01001331,392,57,45,124
E09000009,Ealing,E01001332,393,49,31,106
E09000009,Ealing,E01001333,170,127,34,232
E09000009,Ealing,E01001334,188,129,30,175
E09000009,Ealing,E01001335,286,124,16,98
E09000009,Ealing,E01001336,261,116,23,119
E09000009,Ealing,E01001337,275,82,16,79
E09000009,Ealing,E01001338,173,180,22,143
E09000009,Ealing,E01001339,287,122,42,117
E09000009,Ealing,E01001340,294,80,25,107
E09000009,Ealing,E01001341,228,99,32,170
E09000009,Ealing,E01001342,288,114,31,205
E09000009,Ealing,E01001343,249,79,32,123
E09000009,Ealing,E01001344,489,119,34,238
E09000009,Ealing,E01001345,244,88,39,130
E09000009,Ealing,E01001346,340,108,29,157
E09000009,Ealing,E01001347,280,77,18,143
E09000009,Ealing,E01001348,351,80,28,167
E09000009,Ealing,E01001349,323,81,14,89
E09000009,Ealing,E01001350,379,84,11,147
E09000009,Ealing,E01001351,483,107,18,203
E09000009,Ealing,E01001352,342,106,13,110
E09000009,Ealing,E01001353,438,84,25,171
E09000009,Ealing,E01001354,431,90,11,145
E09000009,Ealing,E01001355,531,79,19,131
E09000009,Ealing,E01001356,441,103,60,237
E09000009,Ealing,E01001357,222,63,32,109
E09000009,Ealing,E01001358,299,79,55,153
E09000009,Ealing,E01001359,115,187,56,204
E09000009,Ealing,E01001360,117,171,26,191
E09000009,Ealing,E01001361,126,143,36,155
E09000009,Ealing,E01001362,129,172,28,182
E09000009,Ealing,E01001363,133,125,40,173
E09000009,Ealing,E01001364,178,140,25,173
E09000009,Ealing,E01001365,128,191,49,222
E09000009,Ealing,E01001366,166,144,54,179
E09000009,Ealing,E01001367,134,131,38,224
E09000009,Ealing,E01001368,113,147,29,167
E09000009,Ealing,E01001369,146,149,25,205
E09000009,Ealing,E01001370,155,172,31,174
E09000009,Ealing,E01001371,193,155,42,204
E09000009,Ealing,E01001372,137,122,34,200
E09000009,Ealing,E01001373,121,112,33,146
E09000009,Ealing,E01001374,627,88,14,76
E09000009,Ealing,E01001375,591,66,3,46
E09000009,Ealing,E01001376,537,86,10,110
E09000009,Ealing,E01001377,585,79,6,48
E09000009,Ealing,E01001379,567,77,12,53
E09000009,Ealing,E01001380,620,77,6,59
E09000009,Ealing,E01001381,477,99,11,151
E09000009,Ealing,E01001382,440,70,3,51
E09000009,Ealing,E01001383,476,89,4,93
E09000009,Ealing,E01001384,498,86,10,83
E09000009,Ealing,E01001385,508,84,6,69
E09000009,Ealing,E01001386,587,65,4,79
E09000009,Ealing,E01001387,528,64,11,110
E09000009,Ealing,E01001388,513,62,34,134
E09000009,Ealing,E01001389,468,88,13,157
E09000010,Enfield,E01001390,490,113,20,139
E09000010,Enfield,E01001391,404,89,11,183
E09000010,Enfield,E01001392,440,110,11,104
E09000010,Enfield,E01001393,481,142,20,196
E09000010,Enfield,E01001394,329,100,32,179
E09000010,Enfield,E01001395,385,75,41,119
E09000010,Enfield,E01001396,259,100,14,138
E09000010,Enfield,E01001397,404,130,26,223
E09000010,Enfield,E01001398,439,30,4,18
E09000010,Enfield,E01001399,420,45,5,29
E09000010,Enfield,E01001400,396,29,4,18
E09000010,Enfield,E01001401,426,41,10,24
E09000010,Enfield,E01001402,537,77,11,66
E09000010,Enfield,E01001403,604,77,12,80
E09000010,Enfield,E01001404,368,71,16,70
E09000010,Enfield,E01001405,739,54,5,64
E09000010,Enfield,E01001406,554,48,19,54
E09000010,Enfield,E01001407,431,23,8,25
E09000010,Enfield,E01001408,669,28,9,25
E09000010,Enfield,E01001409,628,58,37,83
E09000010,Enfield,E01001410,690,61,22,108
E09000010,Enfield,E01001411,668,32,15,44
E09000010,Enfield,E01001412,590,41,15,31
E09000010,Enfield,E01001413,575,21,2,14
E09000010,Enfield,E01001414,549,45,27,66
E09000010,Enfield,E01001415,515,61,14,87
E09000010,Enfield,E01001416,571,95,5,49
E09000010,Enfield,E01001417,514,57,5,25
E09000010,Enfield,E01001418,524,72,18,89
E09000010,Enfield,E01001419,519,72,15,66
E09000010,Enfield,E01001420,418,65,23,63
E09000010,Enfield,E01001421,515,81,28,90
E09000010,Enfield,E01001422,479,48,5,27
E09000010,Enfield,E01001423,326,66,20,84
E09000010,Enfield,E01001424,411,77,40,115
E09000010,Enfield,E01001425,427,73,64,173
E09000010,Enfield,E01001426,389,82,42,115
E09000010,Enfield,E01001427,358,87,55,183
E09000010,Enfield,E01001428,386,75,39,111
E09000010,Enfield,E01001429,705,111,52,266
E09000010,Enfield,E01001430,365,87,67,134
E09000010,Enfield,E01001431,372,55,34,153
E09000010,Enfield,E01001432,416,88,51,145
E09000010,Enfield,E01001433,448,52,31,53
E09000010,Enfield,E01001434,388,61,19,83
E09000010,Enfield,E01001435,348,69,9,63
E09000010,Enfield,E01001436,451,92,22,88
E09000010,Enfield,E01001437,694,90,50,156
E09000010,Enfield,E01001438,400,68,17,81
E09000010,Enfield,E01001439,521,72,69,128
E09000010,Enfield,E01001440,415,60,30,92
E09000010,Enfield,E01001441,461,44,27,105
E09000010,Enfield,E01001442,436,50,37,94
E09000010,Enfield,E01001444,503,50,24,61
E09000010,Enfield,E01001445,713,69,38,160
E09000010,Enfield,E01001446,549,54,28,83
E09000010,Enfield,E01001447,578,57,30,118
E09000010,Enfield,E01001448,468,66,27,94
E09000010,Enfield,E01001449,447,50,22,56
E09000010,Enfield,E01001450,750,60,26,88
E09000010,Enfield,E01001451,580,39,5,37
E09000010,Enfield,E01001452,325,35,4,14
E09000010,Enfield,E01001453,575,42,10,34
E09000010,Enfield,E01001454,575,46,8,31
E09000010,Enfield,E01001455,487,55,6,33
E09000010,Enfield,E01001456,506,44,3,38
E09000010,Enfield,E01001457,687,39,11,61
E09000010,Enfield,E01001458,362,62,55,185
E09000010,Enfield,E01001459,344,93,25,94
E09000010,Enfield,E01001460,370,58,45,187
E09000010,Enfield,E01001461,448,66,37,156
E09000010,Enfield,E01001462,339,62,26,104
E09000010,Enfield,E01001463,302,79,24,108
E09000010,Enfield,E01001464,291,52,12,67
E09000010,Enfield,E01001465,290,86,29,101
E09000010,Enfield,E01001466,359,54,51,156
E09000010,Enfield,E01001467,373,89,47,125
E09000010,Enfield,E01001468,453,29,4,38
E09000010,Enfield,E01001469,540,49,10,34
E09000010,Enfield,E01001470,566,33,6,36
E09000010,Enfield,E01001471,825,55,5,45
E09000010,Enfield,E01001472,801,56,11,36
E09000010,Enfield,E01001473,455,44,9,39
E09000010,Enfield,E01001474,645,26,5,31
E09000010,Enfield,E01001475,522,68,5,40
E09000010,Enfield,E01001476,363,85,31,114
E09000010,Enfield,E01001477,394,76,41,96
E09000010,Enfield,E01001478,423,44,26,51
E09000010,Enfield,E01001479,407,82,30,120
E09000010,Enfield,E01001480,412,68,21,87
E09000010,Enfield,E01001481,365,77,23,91
E09000010,Enfield,E01001482,449,88,36,117
E09000010,Enfield,E01001483,381,38,21,169
E09000010,Enfield,E01001484,381,50,25,60
E09000010,Enfield,E01001485,347,50,37,118
E09000010,Enfield,E01001486,499,81,56,182
E09000010,Enfield,E01001487,458,80,37,148
E09000010,Enfield,E01001488,428,73,45,117
E09000010,Enfield,E01001489,423,83,41,117
E09000010,Enfield,E01001491,455,98,41,128
E09000010,Enfield,E01001492,515,118,43,134
E09000010,Enfield,E01001493,528,78,25,104
E09000010,Enfield,E01001494,300,98,14,98
E09000010,Enfield,E01001495,472,103,9,147
E09000010,Enfield,E01001496,404,100,11,87
E09000010,Enfield,E01001497,321,93,18,99
E09000010,Enfield,E01001498,488,99,15,144
E09000010,Enfield,E01001499,329,110,15,110
E09000010,Enfield,E01001500,342,95,14,103
E09000010,Enfield,E01001501,561,80,21,156
E09000010,Enfield,E01001502,361,103,32,103
E09000010,Enfield,E01001503,452,95,28,79
E09000010,Enfield,E01001504,329,72,28,84
E09000010,Enfield,E01001505,343,102,25,97
E09000010,Enfield,E01001507,449,93,42,182
E09000010,Enfield,E01001508,441,98,39,140
E09000010,Enfield,E01001509,406,73,40,169
E09000010,Enfield,E01001511,488,67,25,68
E09000010,Enfield,E01001512,627,49,28,78
E09000010,Enfield,E01001513,471,62,20,70
E09000010,Enfield,E01001514,560,54,19,52
E09000010,Enfield,E01001515,503,81,46,125
E09000010,Enfield,E01001516,481,56,25,86
E09000010,Enfield,E01001517,447,84,42,123
E09000010,Enfield,E01001518,542,68,13,61
E09000010,Enfield,E01001520,486,92,16,79
E09000010,Enfield,E01001521,546,78,13,61
E09000010,Enfield,E01001522,583,63,27,78
E09000010,Enfield,E01001523,605,65,11,57
E09000010,Enfield,E01001524,398,74,14,60
E09000010,Enfield,E01001525,535,83,13,92
E09000010,Enfield,E01001526,503,67,14,55
E09000010,Enfield,E01001527,483,73,9,80
E09000010,Enfield,E01001528,359,68,26,100
E09000010,Enfield,E01001529,409,59,15,152
E09000010,Enfield,E01001530,291,88,10,78
E09000010,Enfield,E01001531,453,40,7,44
E09000010,Enfield,E01001532,566,65,7,49
E09000010,Enfield,E01001533,403,76,9,42
E09000010,Enfield,E01001534,367,101,12,108
E09000010,Enfield,E01001535,334,97,4,70
E09000010,Enfield,E01001536,663,34,11,34
E09000010,Enfield,E01001537,612,42,16,39
E09000010,Enfield,E01001538,557,25,6,15
E09000010,Enfield,E01001539,592,37,7,21
E09000010,Enfield,E01001540,696,40,22,36
E09000010,Enfield,E01001541,602,26,5,17
E09000010,Enfield,E01001542,587,38,14,39
E09000010,Enfield,E01001543,532,39,2,23
E09000010,Enfield,E01001544,525,40,5,40
E09000010,Enfield,E01001545,489,60,25,91
E09000010,Enfield,E01001546,498,56,18,68
E09000010,Enfield,E01001547,452,68,28,111
E09000010,Enfield,E01001548,494,56,35,91
E09000010,Enfield,E01001549,519,61,48,170
E09000010,Enfield,E01001550,426,53,24,67
E09000010,Enfield,E01001551,503,49,28,81
E09000010,Enfield,E01001552,519,51,18,71
E09000010,Enfield,E01001553,320,65,36,109
E09000010,Enfield,E01001554,419,87,46,204
E09000010,Enfield,E01001555,370,79,21,154
E09000010,Enfield,E01001556,315,114,18,96
E09000010,Enfield,E01001557,353,64,34,95
E09000010,Enfield,E01001558,299,79,47,133
E09000010,Enfield,E01001559,457,79,48,159
E09000010,Enfield,E01001560,284,80,30,122
E09000010,Enfield,E01001562,406,82,34,189
E09000010,Enfield,E01001563,518,46,13,92
E09000010,Enfield,E01001564,554,49,4,39
E09000010,Enfield,E01001565,550,80,11,68
E09000010,Enfield,E01001566,502,64,7,53
E09000010,Enfield,E01001567,553,45,6,28
E09000010,Enfield,E01001568,417,76,4,41
E09000010,Enfield,E01001569,655,56,14,53
E09000010,Enfield,E01001570,604,65,21,61
E09000011,Greenwich,E01001571,500,49,20,46
E09000011,Greenwich,E01001572,511,44,21,52
E09000011,Greenwich,E01001573,408,47,10,48
E09000011,Greenwich,E01001574,643,43,23,59
E09000011,Greenwich,E01001575,487,49,24,39
E09000011,Greenwich,E01001576,557,41,10,50
E09000011,Greenwich,E01001577,624,51,14,48
E09000011,Greenwich,E01001578,635,75,24,75
E09000011,Greenwich,E01001579,542,41,16,38
E09000011,Greenwich,E01001580,726,63,1,43
E09000011,Greenwich,E01001581,732,55,6,45
E09000011,Greenwich,E01001582,544,38,13,46
E09000011,Greenwich,E01001583,736,44,5,33
E09000011,Greenwich,E01001584,645,42,3,23
E09000011,Greenwich,E01001585,540,58,3,27
E09000011,Greenwich,E01001586,596,50,3,34
E09000011,Greenwich,E01001587,802,51,5,63
E09000011,Greenwich,E01001588,532,58,25,44
E09000011,Greenwich,E01001589,478,58,6,74
E09000011,Greenwich,E01001590,527,82,8,84
E09000011,Greenwich,E01001591,665,61,24,89
E09000011,Greenwich,E01001592,621,55,11,53
E09000011,Greenwich,E01001593,652,42,9,25
E09000011,Greenwich,E01001594,569,74,28,92
E09000011,Greenwich,E01001595,515,70,31,77
E09000011,Greenwich,E01001596,538,34,8,17
E09000011,Greenwich,E01001597,519,43,9,36
E09000011,Greenwich,E01001598,529,47,11,19
E09000011,Greenwich,E01001599,547,38,16,14
E09000011,Greenwich,E01001600,593,42,8,20
E09000011,Greenwich,E01001601,552,25,3,21
E09000011,Greenwich,E01001602,656,19,11,32
E09000011,Greenwich,E01001603,713,22,7,26
E09000011,Greenwich,E01001604,503,35,4,26
E09000011,Greenwich,E01001605,531,31,1,8
E09000011,Greenwich,E01001606,570,21,5,22
E09000011,Greenwich,E01001607,557,26,8,13
E09000011,Greenwich,E01001608,565,16,2,9
E09000011,Greenwich,E01001609,672,23,3,40
E09000011,Greenwich,E01001610,639,27,7,34
E09000011,Greenwich,E01001611,688,26,3,24
E09000011,Greenwich,E01001613,709,26,3,37
E09000011,Greenwich,E01001614,494,25,3,8
E09000011,Greenwich,E01001615,645,38,4,69
E09000011,Greenwich,E01001617,678,24,6,30
E09000011,Greenwich,E01001618,598,24,7,19
E09000011,Greenwich,E01001619,741,35,8,34
E09000011,Greenwich,E01001620,421,31,11,42
E09000011,Greenwich,E01001621,523,39,10,39
E09000011,Greenwich,E01001623,570,42,7,45
E09000011,Greenwich,E01001624,579,24,6,22
E09000011,Greenwich,E01001625,511,39,8,29
E09000011,Greenwich,E01001629,630,75,26,121
E09000011,Greenwich,E01001631,578,78,35,102
E09000011,Greenwich,E01001632,342,132,29,132
E09000011,Greenwich,E01001633,487,59,27,79
E09000011,Greenwich,E01001634,524,49,16,78
E09000011,Greenwich,E01001635,476,70,9,63
E09000011,Greenwich,E01001636,416,70,14,93
E09000011,Greenwich,E01001637,544,65,15,82
E09000011,Greenwich,E01001638,584,70,32,120
E09000011,Greenwich,E01001641,682,50,6,41
E09000011,Greenwich,E01001642,703,56,1,31
E09000011,Greenwich,E01001644,842,83,9,88
E09000011,Greenwich,E01001645,476,41,14,51
E09000011,Greenwich,E01001646,920,123,17,119
E09000011,Greenwich,E01001647,471,52,9,41
E09000011,Greenwich,E01001648,708,73,15,65
E09000011,Greenwich,E01001649,479,46,5,39
E09000011,Greenwich,E01001650,509,49,12,45
E09000011,Greenwich,E01001651,634,55,19,53
E09000011,Greenwich,E01001652,571,75,6,29
E09000011,Greenwich,E01001653,529,25,17,39
E09000011,Greenwich,E01001654,532,34,16,21
E09000011,Greenwich,E01001655,564,27,7,39
E09000011,Greenwich,E01001656,519,31,5,27
E09000011,Greenwich,E01001657,606,38,8,34
E09000011,Greenwich,E01001658,626,47,11,39
E09000011,Greenwich,E01001659,433,55,9,32
E09000011,Greenwich,E01001660,489,39,11,47
E09000011,Greenwich,E01001661,498,48,11,31
E09000011,Greenwich,E01001664,708,88,7,51
E09000011,Greenwich,E01001665,613,77,7,91
E09000011,Greenwich,E01001666,465,71,16,95
E09000011,Greenwich,E01001669,569,50,21,49
E09000011,Greenwich,E01001671,583,40,9,43
E09000011,Greenwich,E01001672,389,86,23,132
E09000011,Greenwich,E01001673,460,59,17,149
E09000011,Greenwich,E01001674,459,60,24,128
E09000011,Greenwich,E01001675,375,106,17,131
E09000011,Greenwich,E01001676,464,69,29,84
E09000011,Greenwich,E01001677,464,72,20,112
E09000011,Greenwich,E01001678,556,38,6,28
E09000011,Greenwich,E01001679,465,32,7,16
E09000011,Greenwich,E01001680,547,33,6,32
E09000011,Greenwich,E01001681,323,29,5,18
E09000011,Greenwich,E01001682,503,39,4,19
E09000011,Greenwich,E01001683,552,68,7,51
E09000011,Greenwich,E01001684,483,33,17,28
E09000011,Greenwich,E01001685,519,47,11,33
E09000011,Greenwich,E01001686,640,67,8,52
E09000011,Greenwich,E01001687,397,38,14,62
E09000011,Greenwich,E01001688,712,66,44,115
E09000011,Greenwich,E01001690,676,45,21,103
E09000011,Greenwich,E01001692,428,28,16,50
E09000011,Greenwich,E01001693,486,43,19,62
E09000011,Greenwich,E01001694,463,67,15,53
E09000011,Greenwich,E01001695,453,70,24,107
E09000011,Greenwich,E01001696,323,64,35,84
E09000011,Greenwich,E01001697,501,110,29,130
E09000011,Greenwich,E01001698,511,60,39,72
E09000011,Greenwich,E01001699,461,51,21,69
E09000011,Greenwich,E01001700,450,91,29,133
E09000011,Greenwich,E01001701,507,35,13,43
E09000011,Greenwich,E01001702,324,78,23,50
E09000011,Greenwich,E01001703,497,76,52,128
E09000011,Greenwich,E01001704,480,71,14,50
E09000011,Greenwich,E01001705,578,60,36,86
E09000011,Greenwich,E01001708,540,43,8,49
E09000011,Greenwich,E01001710,475,58,46,106
E09000011,Greenwich,E01001712,688,96,33,118
E09000012,Hackney,E01001714,356,84,27,165
E09000012,Hackney,E01001715,458,79,8,128
E09000012,Hackney,E01001716,426,62,15,130
E09000012,Hackney,E01001717,286,75,12,54
E09000012,Hackney,E01001718,589,90,5,140
E09000012,Hackney,E01001719,309,68,10,97
E09000012,Hackney,E01001720,618,79,3,85
E09000012,Hackney,E01001722,605,83,30,142
E09000012,Hackney,E01001723,440,112,15,104
E09000012,Hackney,E01001724,658,116,20,186
E09000012,Hackney,E01001725,344,113,20,96
E09000012,Hackney,E01001726,269,76,23,96
E09000012,Hackney,E01001727,381,121,9,62
E09000012,Hackney,E01001728,373,126,36,92
E09000012,Hackney,E01001729,620,102,33,108
E09000012,Hackney,E01001730,529,97,47,128
E09000012,Hackney,E01001731,724,121,31,157
E09000012,Hackney,E01001732,473,74,41,108
E09000012,Hackney,E01001733,494,81,13,113
E09000012,Hackney,E01001734,589,110,18,132
E09000012,Hackney,E01001735,513,72,17,59
E09000012,Hackney,E01001736,546,72,11,78
E09000012,Hackney,E01001737,596,94,6,58
E09000012,Hackney,E01001738,572,95,11,107
E09000012,Hackney,E01001739,733,72,14,79
E09000012,Hackney,E01001740,400,93,31,100
E09000012,Hackney,E01001741,493,58,4,44
E09000012,Hackney,E01001742,612,84,14,79
E09000012,Hackney,E01001744,572,104,20,90
E09000012,Hackney,E01001745,653,116,35,154
E09000012,Hackney,E01001746,391,91,59,91
E09000012,Hackney,E01001747,641,107,19,176
E09000012,Hackney,E01001749,592,98,13,40
E09000012,Hackney,E01001750,556,110,20,96
E09000012,Hackney,E01001751,583,65,3,25
E09000012,Hackney,E01001753,458,74,41,114
E09000012,Hackney,E01001755,505,73,32,114
E09000012,Hackney,E01001756,770,116,7,94
E09000012,Hackney,E01001757,412,107,34,101
E09000012,Hackney,E01001758,597,111,39,137
E09000012,Hackney,E01001759,573,91,15,71
E09000012,Hackney,E01001760,536,94,17,118
E09000012,Hackney,E01001761,658,78,13,120
E09000012,Hackney,E01001762,636,97,8,79
E09000012,Hackney,E01001763,588,71,5,78
E09000012,Hackney,E01001764,488,85,12,111
E09000012,Hackney,E01001765,498,87,30,107
E09000012,Hackney,E01001767,423,88,21,96
E09000012,Hackney,E01001768,532,90,10,87
E09000012,Hackney,E01001769,496,73,11,82
E09000012,Hackney,E01001770,523,90,27,144
E09000012,Hackney,E01001772,306,61,11,81
E09000012,Hackney,E01001773,583,121,23,133
E09000012,Hackney,E01001774,615,121,42,97
E09000012,Hackney,E01001775,510,89,25,135
E09000012,Hackney,E01001776,420,90,26,98
E09000012,Hackney,E01001777,662,118,42,221
E09000012,Hackney,E01001780,669,94,29,124
E09000012,Hackney,E01001781,488,85,29,129
E09000012,Hackney,E01001783,557,95,38,173
E09000012,Hackney,E01001784,521,113,36,127
E09000012,Hackney,E01001785,399,84,18,68
E09000012,Hackney,E01001786,471,90,42,114
E09000012,Hackney,E01001787,455,64,23,86
E09000012,Hackney,E01001788,474,81,20,95
E09000012,Hackney,E01001789,478,82,15,71
E09000012,Hackney,E01001790,313,64,37,78
E09000012,Hackney,E01001791,350,77,19,54
E09000012,Hackney,E01001792,412,107,21,80
E09000012,Hackney,E01001793,448,110,14,84
E09000012,Hackney,E01001794,405,115,8,128
E09000012,Hackney,E01001795,402,81,17,71
E09000012,Hackney,E01001796,475,96,11,155
E09000012,Hackney,E01001798,461,83,26,124
E09000012,Hackney,E01001799,268,58,3,35
E09000012,Hackney,E01001800,498,108,27,131
E09000012,Hackney,E01001801,447,65,13,63
E09000012,Hackney,E01001802,324,71,10,66
E09000012,Hackney,E01001803,536,81,14,88
E09000012,Hackney,E01001804,310,72,13,69
E09000012,Hackney,E01001805,361,59,9,81
E09000012,Hackney,E01001806,569,60,17,68
E09000012,Hackney,E01001807,461,103,13,116
E09000012,Hackney,E01001808,305,119,8,126
E09000012,Hackney,E01001809,386,102,10,112
E09000012,Hackney,E01001811,387,84,22,153
E09000012,Hackney,E01001812,449,75,11,79
E09000012,Hackney,E01001813,307,70,26,122
E09000012,Hackney,E01001814,341,97,9,112
E09000012,Hackney,E01001815,489,102,16,85
E09000012,Hackney,E01001816,495,80,25,40
E09000012,Hackney,E01001819,567,71,4,42
E09000012,Hackney,E01001820,440,79,14,66
E09000012,Hackney,E01001821,491,65,18,70
E09000012,Hackney,E01001822,419,96,24,167
E09000012,Hackney,E01001823,339,91,17,91
E09000012,Hackney,E01001824,341,67,21,110
E09000012,Hackney,E01001825,274,88,9,57
E09000012,Hackney,E01001826,357,92,23,113
E09000012,Hackney,E01001827,503,70,29,114
E09000012,Hackney,E01001828,565,86,43,137
E09000012,Hackney,E01001829,580,65,4,47
E09000012,Hackney,E01001830,680,90,17,145
E09000012,Hackney,E01001831,522,95,15,113
E09000012,Hackney,E01001832,462,95,9,76
E09000012,Hackney,E01001833,653,107,28,143
E09000012,Hackney,E01001834,605,111,20,126
E09000012,Hackney,E01001835,360,80,3,40
E09000012,Hackney,E01001836,694,64,15,84
E09000012,Hackney,E01001837,551,69,9,36
E09000012,Hackney,E01001838,477,90,32,106
E09000012,Hackney,E01001839,664,114,35,128
E09000012,Hackney,E01001840,520,84,24,87
E09000012,Hackney,E01001841,532,50,5,39
E09000012,Hackney,E01001842,459,76,22,74
E09000012,Hackney,E01001843,418,45,5,34
E09000012,Hackney,E01001844,635,78,12,87
E09000012,Hackney,E01001845,530,63,22,65
E09000012,Hackney,E01001846,419,50,11,55
E09000012,Hackney,E01001847,359,53,7,48
E09000012,Hackney,E01001848,516,66,18,55
E09000012,Hackney,E01001849,721,106,28,122
E09000012,Hackney,E01001850,472,77,36,91
E09000013,Hammersmith and Fulham,E01001851,520,77,14,85
E09000013,Hammersmith and Fulham,E01001852,673,121,10,152
E09000013,Hammersmith and Fulham,E01001853,503,83,8,101
E09000013,Hammersmith and Fulham,E01001854,624,100,14,149
E09000013,Hammersmith and Fulham,E01001855,649,97,11,137
E09000013,Hammersmith and Fulham,E01001856,393,56,21,102
E09000013,Hammersmith and Fulham,E01001857,496,82,20,135
E09000013,Hammersmith and Fulham,E01001858,537,84,9,102
E09000013,Hammersmith and Fulham,E01001859,759,139,56,186
E09000013,Hammersmith and Fulham,E01001860,544,92,24,135
E09000013,Hammersmith and Fulham,E01001861,434,78,19,123
E09000013,Hammersmith and Fulham,E01001862,589,98,17,126
E09000013,Hammersmith and Fulham,E01001863,522,67,12,70
E09000013,Hammersmith and Fulham,E01001864,565,73,9,114
E09000013,Hammersmith and Fulham,E01001865,499,78,8,66
E09000013,Hammersmith and Fulham,E01001866,425,105,10,164
E09000013,Hammersmith and Fulham,E01001867,390,74,10,138
E09000013,Hammersmith and Fulham,E01001868,377,83,32,111
E09000013,Hammersmith and Fulham,E01001869,561,70,13,88
E09000013,Hammersmith and Fulham,E01001870,603,142,15,249
E09000013,Hammersmith and Fulham,E01001871,484,112,7,166
E09000013,Hammersmith and Fulham,E01001872,495,97,5,162
E09000013,Hammersmith and Fulham,E01001873,488,77,18,106
E09000013,Hammersmith and Fulham,E01001875,453,74,32,107
E09000013,Hammersmith and Fulham,E01001876,473,64,41,256
E09000013,Hammersmith and Fulham,E01001877,398,59,15,131
E09000013,Hammersmith and Fulham,E01001878,448,54,34,69
E09000013,Hammersmith and Fulham,E01001879,456,71,8,98
E09000013,Hammersmith and Fulham,E01001880,552,66,13,126
E09000013,Hammersmith and Fulham,E01001881,499,79,16,87
E09000013,Hammersmith and Fulham,E01001882,472,121,9,100
E09000013,Hammersmith and Fulham,E01001883,517,79,13,125
E09000013,Hammersmith and Fulham,E01001884,666,95,17,153
E09000013,Hammersmith and Fulham,E01001885,340,72,40,86
E09000013,Hammersmith and Fulham,E01001886,441,78,19,90
E09000013,Hammersmith and Fulham,E01001887,511,73,10,64
E09000013,Hammersmith and Fulham,E01001888,507,89,4,44
E09000013,Hammersmith and Fulham,E01001889,448,78,3,64
E09000013,Hammersmith and Fulham,E01001890,641,93,13,203
E09000013,Hammersmith and Fulham,E01001891,572,116,13,162
E09000013,Hammersmith and Fulham,E01001892,452,67,19,67
E09000013,Hammersmith and Fulham,E01001893,358,64,21,61
E09000013,Hammersmith and Fulham,E01001894,440,60,17,85
E09000013,Hammersmith and Fulham,E01001895,520,89,11,54
E09000013,Hammersmith and Fulham,E01001896,507,69,7,86
E09000013,Hammersmith and Fulham,E01001897,476,61,7,75
E09000013,Hammersmith and Fulham,E01001898,530,84,9,113
E09000013,Hammersmith and Fulham,E01001899,495,60,20,116
E09000013,Hammersmith and Fulham,E01001900,495,100,17,111
E09000013,Hammersmith and Fulham,E01001901,531,80,11,73
E09000013,Hammersmith and Fulham,E01001902,639,74,7,94
E09000013,Hammersmith and Fulham,E01001903,486,106,15,74
E09000013,Hammersmith and Fulham,E01001904,519,75,8,79
E09000013,Hammersmith and Fulham,E01001905,595,79,6,70
E09000013,Hammersmith and Fulham,E01001906,526,63,3,64
E09000013,Hammersmith and Fulham,E01001907,437,58,5,63
E09000013,Hammersmith and Fulham,E01001908,549,78,9,239
E09000013,Hammersmith and Fulham,E01001909,572,104,18,127
E09000013,Hammersmith and Fulham,E01001910,591,63,17,169
E09000013,Hammersmith and Fulham,E01001911,490,94,44,123
E09000013,Hammersmith and Fulham,E01001912,353,94,36,117
