lad22cd,lad22nm,lsoa21cd,"All adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language"
E09000005,Brent,E01000517,247,124,12,108
E09000005,Brent,E01000518,338,88,24,107
E09000005,Brent,E01000519,333,120,36,140
E09000005,Brent,E01000520,369,100,17,100
E09000005,Brent,E01000521,469,104,48,284
E09000005,Brent,E01000522,467,81,48,114
E09000005,Brent,E01000523,591,117,49,236
E09000005,Brent,E01000524,559,117,65,294
E09000005,Brent,E01000525,483,77,42,183
E09000005,Brent,E01000526,538,114,32,129
E09000005,Brent,E01000527,478,89,47,199
E09000005,Brent,E01000528,385,86,36,93
E09000005,Brent,E01000530,467,119,13,101
E09000005,Brent,E01000531,580,98,29,201
E09000005,Brent,E01000532,560,74,10,89
E09000005,Brent,E01000533,533,104,46,269
E09000005,Brent,E01000534,448,93,16,94
E09000005,Brent,E01000535,498,111,34,186
E09000005,Brent,E01000536,317,98,9,98
E09000005,Brent,E01000538,334,70,13,61
E09000005,Brent,E01000539,360,98,6,84
E09000005,Brent,E01000540,311,86,10,64
E09000005,Brent,E01000541,277,78,18,126
E09000005,Brent,E01000543,227,111,18,144
E09000005,Brent,E01000544,443,96,46,157
E09000005,Brent,E01000545,561,105,18,172
E09000005,Brent,E01000546,514,87,7,148
E09000005,Brent,E01000547,537,102,19,110
E09000005,Brent,E01000548,683,112,20,199
E09000005,Brent,E01000549,682,105,14,82
E09000005,Brent,E01000550,620,98,38,150
E09000005,Brent,E01000551,589,98,59,194
E09000005,Brent,E01000552,450,77,69,197
E09000005,Brent,E01000553,379,142,25,150
E09000005,Brent,E01000554,399,112,33,139
E09000005,Brent,E01000555,334,103,8,67
E09000005,Brent,E01000556,380,121,19,280
E09000005,Brent,E01000557,417,110,25,199
E09000005,Brent,E01000558,449,92,6,118
E09000005,Brent,E01000559,425,92,4,129
E09000005,Brent,E01000560,517,87,7,116
E09000005,Brent,E01000561,554,96,25,148
E09000005,Brent,E01000562,245,87,4,29
E09000005,Brent,E01000563,288,104,10,72
E09000005,Brent,E01000564,170,64,25,84
E09000005,Brent,E01000565,318,79,10,90
E09000005,Brent,E01000566,290,84,21,80
E09000005,Brent,E01000567,383,77,27,114
E09000005,Brent,E01000568,434,79,19,255
E09000005,Brent,E01000569,301,104,12,63
E09000005,Brent,E01000570,264,99,33,117
E09000005,Brent,E01000571,226,129,18,104
E09000005,Brent,E01000572,279,90,16,77
E09000005,Brent,E01000573,235,95,21,123
E09000005,Brent,E01000574,251,70,20,87
E09000005,Brent,E01000575,318,93,31,183
E09000005,Brent,E01000576,285,114,26,109
E09000005,Brent,E01000577,396,136,46,215
E09000005,Brent,E01000578,444,95,25,125
E09000005,Brent,E01000579,480,106,14,83
E09000005,Brent,E01000580,638,89,11,83
E09000005,Brent,E01000581,466,68,8,61
E09000005,Brent,E01000582,553,77,14,76
E09000005,Brent,E01000583,725,125,16,151
E09000005,Brent,E01000584,400,103,19,97
E09000005,Brent,E01000585,481,95,22,120
E09000005,Brent,E01000586,697,133,31,232
E09000005,Brent,E01000587,217,109,24,108
E09000005,Brent,E01000589,262,140,30,160
