lad22cd,lad22nm,lsoa21cd,category,count_21,count_11,change
E09000002,Barking and Dagenham,E01000038,Main language is not English (English or Welsh in Wales): Cannot speak English,5,0,5
E09000002,Barking and Dagenham,E01000038,Main language is not English (English or Welsh in Wales): Cannot speak English well,41,9,32
E09000002,Barking and Dagenham,E01000039,Main language is English (English or Welsh in Wales),1422,1435,-13
E09000002,Barking and Dagenham,E01000039,Main language is not English (English or Welsh in Wales): Can speak English very well,107,44,63
E09000002,Barking and Dagenham,E01000039,Main language is not English (English or Welsh in Wales): Can speak English well,97,41,56
E09000002,Barking and Dagenham,E01000039,Main language is not English (English or Welsh in Wales): Cannot speak English,5,1,4
E09000002,Barking and Dagenham,E01000039,Main language is not English (English or Welsh in Wales): Cannot speak English well,42,7,35
E09000002,Barking and Dagenham,E01000040,Main language is English (English or Welsh in Wales),1247,1186,61
E09000002,Barking and Dagenham,E01000040,Main language is not English (English or Welsh in Wales): Can speak English very well,147,123,24
E09000002,Barking and Dagenham,E01000040,Main language is not English (English or Welsh in Wales): Can speak English well,271,114,157
E09000002,Barking and Dagenham,E01000040,Main language is not English (English or Welsh in Wales): Cannot speak English,5,10,-5
E09000002,Barking and Dagenham,E01000040,Main language is not English (English or Welsh in Wales): Cannot speak English well,119,59,60
E09000002,Barking and Dagenham,E01000041,Main language is English (English or Welsh in Wales),1357,1316,41
E09000002,Barking and Dagenham,E01000041,Main language is not English (English or Welsh in Wales): Can speak English very well,134,136,-2
E09000002,Barking and Dagenham,E01000041,Main language is not English (English or Welsh in Wales): Can speak English well,188,95,93
E09000002,Barking and Dagenham,E01000041,Main language is not English (English or Welsh in Wales): Cannot speak English,13,13,0
E09000002,Barking and Dagenham,E01000041,Main language is not English (English or Welsh in Wales): Cannot speak English well,75,33,42
E09000002,Barking and Dagenham,E01000042,Main language is English (English or Welsh in Wales),1387,1279,108
E09000002,Barking and Dagenham,E01000042,Main language is not English (English or Welsh in Wales): Can speak English very well,149,153,-4
E09000002,Barking and Dagenham,E01000042,Main language is not English (English or Welsh in Wales): Can speak English well,139,145,-6
E09000002,Barking and Dagenham,E01000042,Main language is not English (English or Welsh in Wales): Cannot speak English,8,8,0
E09000002,Barking and Dagenham,E01000042,Main language is not English (English or Welsh in Wales): Cannot speak English well,95,71,24
E09000002,Barking and Dagenham,E01000043,Main language is English (English or Welsh in Wales),1097,948,149
E09000002,Barking and Dagenham,E01000043,Main language is not English (English or Welsh in Wales): Can speak English very well,132,143,-11
E09000002,Barking and Dagenham,E01000043,Main language is not English (English or Welsh in Wales): Can speak English well,154,136,18
E09000002,Barking and Dagenham,E01000043,Main language is not English (English or Welsh in Wales): Cannot speak English,8,6,2
E09000002,Barking and Dagenham,E01000043,Main language is not English (English or Welsh in Wales): Cannot speak English well,95,64,31
E09000002,Barking and Dagenham,E01000044,Main language is English (English or Welsh in Wales),1219,1159,60
E09000002,Barking and Dagenham,E01000044,Main language is not English (English or Welsh in Wales): Can speak English very well,242,217,25
E09000002,Barking and Dagenham,E01000044,Main language is not English (English or Welsh in Wales): Can speak English well,271,215,56
E09000002,Barking and Dagenham,E01000044,Main language is not English (English or Welsh in Wales): Cannot speak English,17,16,1
E09000002,Barking and Dagenham,E01000044,Main language is not English (English or Welsh in Wales): Cannot speak English well,148,87,61
E09000002,Barking and Dagenham,E01000045,Main language is English (English or Welsh in Wales),1269,1282,-13
E09000002,Barking and Dagenham,E01000045,Main language is not English (English or Welsh in Wales): Can speak English very well,123,114,9
E09000002,Barking and Dagenham,E01000045,Main language is not English (English or Welsh in Wales): Can speak English well,164,108,56
E09000002,Barking and Dagenham,E01000045,Main language is not English (English or Welsh in Wales): Cannot speak English,11,7,4
E09000002,Barking and Dagenham,E01000045,Main language is not English (English or Welsh in Wales): Cannot speak English well,75,42,33
E09000002,Barking and Dagenham,E01000046,Main language is English (English or Welsh in Wales),1460,1427,33
E09000002,Barking and Dagenham,E01000046,Main language is not English (English or Welsh in Wales): Can speak English very well,157,99,58
E09000002,Barking and Dagenham,E01000046,Main language is not English (English or Welsh in Wales): Can speak English well,189,110,79
E09000002,Barking and Dagenham,E01000046,Main language is not English (English or Welsh in Wales): Cannot speak English,9,4,5
E09000002,Barking and Dagenham,E01000046,Main language is not English (English or Welsh in Wales): Cannot speak English well,65,39,26
E09000002,Barking and Dagenham,E01000049,Main language is English (English or Welsh in Wales),1361,1167,194
E09000002,Barking and Dagenham,E01000049,Main language is not English (English or Welsh in Wales): Can speak English very well,224,195,29
E09000002,Barking and Dagenham,E01000049,Main language is not English (English or Welsh in Wales): Can speak English well,172,208,-36
E09000002,Barking and Dagenham,E01000049,Main language is not English (English or Welsh in Wales): Cannot speak English,12,8,4
E09000002,Barking and Dagenham,E01000049,Main language is not English (English or Welsh in Wales): Cannot speak English well,104,81,23
E09000002,Barking and Dagenham,E01000050,Main language is English (English or Welsh in Wales),1076,999,77
E09000002,Barking and Dagenham,E01000050,Main language is not English (English or Welsh in Wales): Can speak English very well,238,214,24
E09000002,Barking and Dagenham,E01000050,Main language is not English (English or Welsh in Wales): Can speak English well,288,251,37
E09000002,Barking and Dagenham,E01000050,Main language is not English (English or Welsh in Wales): Cannot speak English,19,18,1
E09000002,Barking and Dagenham,E01000050,Main language is not English (English or Welsh in Wales): Cannot speak English well,123,72,51
E09000002,Barking and Dagenham,E01000051,Main language is English (English or Welsh in Wales),679,1142,-463
E09000002,Barking and Dagenham,E01000051,Main language is not English (English or Welsh in Wales): Can speak English very well,171,259,-88
E09000002,Barking and Dagenham,E01000051,Main language is not English (English or Welsh in Wales): Can speak English well,126,250,-124
E09000002,Barking and Dagenham,E01000051,Main language is not English (English or Welsh in Wales): Cannot speak English,9,10,-1
E09000002,Barking and Dagenham,E01000051,Main language is not English (English or Welsh in Wales): Cannot speak English well,28,124,-96
E09000002,Barking and Dagenham,E01000052,Main language is English (English or Welsh in Wales),1447,1270,177
E09000002,Barking and Dagenham,E01000052,Main language is not English (English or Welsh in Wales): Can speak English very well,282,234,48
E09000002,Barking and Dagenham,E01000052,Main language is not English (English or Welsh in Wales): Can speak English well,315,266,49
E09000002,Barking and Dagenham,E01000052,Main language is not English (English or Welsh in Wales): Cannot speak English,15,15,0
E09000002,Barking and Dagenham,E01000052,Main language is not English (English or Welsh in Wales): Cannot speak English well,169,87,82
E09000002,Barking and Dagenham,E01000053,Main language is English (English or Welsh in Wales),1223,1177,46
E09000002,Barking and Dagenham,E01000053,Main language is not English (English or Welsh in Wales): Can speak English very well,112,86,26
E09000002,Barking and Dagenham,E01000053,Main language is not English (English or Welsh in Wales): Can speak English well,137,90,47
E09000002,Barking and Dagenham,E01000053,Main language is not English (English or Welsh in Wales): Cannot speak English,6,9,-3
E09000002,Barking and Dagenham,E01000053,Main language is not English (English or Welsh in Wales): Cannot speak English well,60,35,25
E09000002,Barking and Dagenham,E01000054,Main language is English (English or Welsh in Wales),1432,1431,1
E09000002,Barking and Dagenham,E01000054,Main language is not English (English or Welsh in Wales): Can speak English very well,153,73,80
E09000002,Barking and Dagenham,E01000054,Main language is not English (English or Welsh in Wales): Can speak English well,143,82,61
E09000002,Barking and Dagenham,E01000054,Main language is not English (English or Welsh in Wales): Cannot speak English,11,6,5
E09000002,Barking and Dagenham,E01000054,Main language is not English (English or Welsh in Wales): Cannot speak English well,45,36,9
E09000002,Barking and Dagenham,E01000055,Main language is English (English or Welsh in Wales),1316,1268,48
E09000002,Barking and Dagenham,E01000055,Main language is not English (English or Welsh in Wales): Can speak English very well,118,90,28
E09000002,Barking and Dagenham,E01000055,Main language is not English (English or Welsh in Wales): Can speak English well,143,86,57
E09000002,Barking and Dagenham,E01000055,Main language is not English (English or Welsh in Wales): Cannot speak English,6,6,0
E09000002,Barking and Dagenham,E01000055,Main language is not English (English or Welsh in Wales): Cannot speak English well,58,22,36
E09000002,Barking and Dagenham,E01000056,Main language is English (English or Welsh in Wales),1350,1272,78
E09000002,Barking and Dagenham,E01000056,Main language is not English (English or Welsh in Wales): Can speak English very well,111,94,17
E09000002,Barking and Dagenham,E01000056,Main language is not English (English or Welsh in Wales): Can speak English well,116,77,39
E09000002,Barking and Dagenham,E01000056,Main language is not English (English or Welsh in Wales): Cannot speak English,9,7,2
E09000002,Barking and Dagenham,E01000056,Main language is not English (English or Welsh in Wales): Cannot speak English well,54,30,24
E09000002,Barking and Dagenham,E01000057,Main language is English (English or Welsh in Wales),1158,1173,-15
E09000002,Barking and Dagenham,E01000057,Main language is not English (English or Welsh in Wales): Can speak English very well,128,103,25
E09000002,Barking and Dagenham,E01000057,Main language is not English (English or Welsh in Wales): Can speak English well,125,83,42
E09000002,Barking and Dagenham,E01000057,Main language is not English (English or Welsh in Wales): Cannot speak English,9,3,6
E09000002,Barking and Dagenham,E01000057,Main language is not English (English or Welsh in Wales): Cannot speak English well,76,28,48
E09000002,Barking and Dagenham,E01000058,Main language is English (English or Welsh in Wales),1506,1419,87
E09000002,Barking and Dagenham,E01000058,Main language is not English (English or Welsh in Wales): Can speak English very well,188,141,47
E09000002,Barking and Dagenham,E01000058,Main language is not English (English or Welsh in Wales): Can speak English well,247,116,131
E09000002,Barking and Dagenham,E01000058,Main language is not English (English or Welsh in Wales): Cannot speak English,9,7,2
E09000002,Barking and Dagenham,E01000058,Main language is not English (English or Welsh in Wales): Cannot speak English well,103,42,61
E09000002,Barking and Dagenham,E01000059,Main language is English (English or Welsh in Wales),1308,1350,-42
E09000002,Barking and Dagenham,E01000059,Main language is not English (English or Welsh in Wales): Can speak English very well,124,68,56
E09000002,Barking and Dagenham,E01000059,Main language is not English (English or Welsh in Wales): Can speak English well,139,57,82
E09000002,Barking and Dagenham,E01000059,Main language is not English (English or Welsh in Wales): Cannot speak English,15,3,12
E09000002,Barking and Dagenham,E01000059,Main language is not English (English or Welsh in Wales): Cannot speak English well,64,23,41
E09000002,Barking and Dagenham,E01000060,Main language is English (English or Welsh in Wales),1733,1522,211
E09000002,Barking and Dagenham,E01000060,Main language is not English (English or Welsh in Wales): Can speak English very well,154,79,75
E09000002,Barking and Dagenham,E01000060,Main language is not English (English or Welsh in Wales): Can speak English well,132,64,68
E09000002,Barking and Dagenham,E01000060,Main language is not English (English or Welsh in Wales): Cannot speak English,13,2,11
E09000002,Barking and Dagenham,E01000060,Main language is not English (English or Welsh in Wales): Cannot speak English well,53,29,24
E09000002,Barking and Dagenham,E01000061,Main language is English (English or Welsh in Wales),1552,1428,124
E09000002,Barking and Dagenham,E01000061,Main language is not English (English or Welsh in Wales): Can speak English very well,114,85,29
E09000002,Barking and Dagenham,E01000061,Main language is not English (English or Welsh in Wales): Can speak English well,116,94,22
E09000002,Barking and Dagenham,E01000061,Main language is not English (English or Welsh in Wales): Cannot speak English,8,6,2
E09000002,Barking and Dagenham,E01000061,Main language is not English (English or Welsh in Wales): Cannot speak English well,38,30,8
E09000002,Barking and Dagenham,E01000062,Main language is English (English or Welsh in Wales),1716,1609,107
E09000002,Barking and Dagenham,E01000062,Main language is not English (English or Welsh in Wales): Can speak English very well,171,117,54
