lad22cd,lad22nm,lsoa21cd,All household members have the same ethnic group,Any other combination of multiple ethnic identities,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ within partnerships,One-person household
E09000001,City of London,E01000001,17,3,-5,30,-82
E09000001,City of London,E01000002,11,0,-5,-6,-7
E09000001,City of London,E01000003,57,17,-2,50,75
E09000001,City of London,E01000005,16,13,-16,11,-10
E09000002,Barking and Dagenham,E01000006,12,19,-17,-2,-4
E09000002,Barking and Dagenham,E01000007,348,5,14,27,184
E09000002,Barking and Dagenham,E01000008,42,-18,-10,11,4
E09000002,Barking and Dagenham,E01000009,42,-36,-22,-3,-18
E09000002,Barking and Dagenham,E01000011,33,-24,-21,1,26
E09000002,Barking and Dagenham,E01000012,63,35,-12,3,-2
E09000002,Barking and Dagenham,E01000013,-79,28,-11,-11,-84
E09000002,Barking and Dagenham,E01000014,82,19,5,-6,23
E09000002,Barking and Dagenham,E01000015,-3,20,-24,15,-12
E09000002,Barking and Dagenham,E01000016,10,27,4,16,-54
E09000002,Barking and Dagenham,E01000017,4,14,-3,8,-32
E09000002,Barking and Dagenham,E01000018,25,8,-6,9,-3
E09000002,Barking and Dagenham,E01000019,24,15,-12,11,-40
E09000002,Barking and Dagenham,E01000020,43,15,-9,13,-45
E09000002,Barking and Dagenham,E01000021,33,-2,-23,18,-29
E09000002,Barking and Dagenham,E01000022,25,8,-11,-5,-11
E09000002,Barking and Dagenham,E01000024,34,16,-10,-13,-24
E09000002,Barking and Dagenham,E01000025,-27,16,5,0,72
E09000002,Barking and Dagenham,E01000027,28,30,-1,8,-42
E09000002,Barking and Dagenham,E01000028,17,18,-19,3,-7
E09000002,Barking and Dagenham,E01000029,27,14,-3,-9,-35
E09000002,Barking and Dagenham,E01000030,94,34,-5,14,2
E09000002,Barking and Dagenham,E01000031,-14,21,-15,6,-5
E09000002,Barking and Dagenham,E01000032,56,30,-5,17,-4
E09000002,Barking and Dagenham,E01000033,24,11,-2,-6,-2
E09000002,Barking and Dagenham,E01000034,-24,25,4,8,-17
E09000002,Barking and Dagenham,E01000035,20,17,-3,-1,-6
E09000002,Barking and Dagenham,E01000036,-3,14,-4,-1,-4
E09000002,Barking and Dagenham,E01000037,-19,21,0,12,-1
E09000002,Barking and Dagenham,E01000038,16,21,-4,-2,-32
E09000002,Barking and Dagenham,E01000039,-8,15,1,-3,-21
E09000002,Barking and Dagenham,E01000040,50,12,-13,6,-34
E09000002,Barking and Dagenham,E01000041,30,29,-16,-3,-41
E09000002,Barking and Dagenham,E01000042,39,-11,-19,-7,-25
E09000002,Barking and Dagenham,E01000043,27,11,-11,-3,-15
E09000002,Barking and Dagenham,E01000044,9,12,-17,-14,42
E09000002,Barking and Dagenham,E01000045,6,-4,-21,19,-17
E09000002,Barking and Dagenham,E01000046,-4,35,-13,-8,-2
E09000002,Barking and Dagenham,E01000049,32,14,-49,-13,-51
E09000002,Barking and Dagenham,E01000050,69,10,-39,8,-36
E09000002,Barking and Dagenham,E01000051,-103,-7,-82,4,-107
E09000002,Barking and Dagenham,E01000052,77,19,-21,10,-61
E09000002,Barking and Dagenham,E01000053,34,-3,6,-24,-10
E09000002,Barking and Dagenham,E01000054,-6,16,18,-4,-25
E09000002,Barking and Dagenham,E01000055,31,26,-8,-5,-39
E09000002,Barking and Dagenham,E01000056,15,11,-12,-5,-20
E09000002,Barking and Dagenham,E01000057,11,16,-9,3,-26
E09000002,Barking and Dagenham,E01000058,84,14,-22,-3,-66
E09000002,Barking and Dagenham,E01000059,8,22,-17,6,-27
E09000002,Barking and Dagenham,E01000060,38,25,-10,26,-39
E09000002,Barking and Dagenham,E01000061,44,13,-43,-7,77
E09000002,Barking and Dagenham,E01000062,3,33,2,6,-43
E09000002,Barking and Dagenham,E01000063,22,17,-8,4,-43
E09000002,Barking and Dagenham,E01000064,41,21,-8,18,14
E09000002,Barking and Dagenham,E01000065,29,30,-10,-1,-39
E09000002,Barking and Dagenham,E01000066,48,14,-24,-3,-10
E09000002,Barking and Dagenham,E01000067,22,5,-7,6,-48
E09000002,Barking and Dagenham,E01000068,36,11,-14,1,-20
E09000002,Barking and Dagenham,E01000069,-71,53,-36,-19,-22
E09000002,Barking and Dagenham,E01000070,92,14,-12,-10,18
E09000002,Barking and Dagenham,E01000071,74,30,-27,-21,-35
E09000002,Barking and Dagenham,E01000072,15,29,-10,4,-80
E09000002,Barking and Dagenham,E01000073,4,14,-6,21,5
E09000002,Barking and Dagenham,E01000074,11,22,-5,6,-39
E09000002,Barking and Dagenham,E01000075,29,11,-5,16,-33
E09000002,Barking and Dagenham,E01000076,26,22,-12,21,24
E09000002,Barking and Dagenham,E01000077,16,16,-8,17,-11
E09000002,Barking and Dagenham,E01000078,23,30,3,-11,-73
E09000002,Barking and Dagenham,E01000079,9,17,-1,7,-19
E09000002,Barking and Dagenham,E01000080,76,5,-14,-2,-57
E09000002,Barking and Dagenham,E01000081,28,22,-20,6,-34
E09000002,Barking and Dagenham,E01000082,56,14,-2,11,-55
E09000002,Barking and Dagenham,E01000083,29,21,-20,1,-26
E09000002,Barking and Dagenham,E01000084,-12,21,-6,7,-29
E09000002,Barking and Dagenham,E01000085,-26,-2,-9,0,-29
E09000002,Barking and Dagenham,E01000086,-5,16,-3,-8,-25
E09000002,Barking and Dagenham,E01000087,22,25,-5,11,-42
E09000002,Barking and Dagenham,E01000088,7,19,-15,-2,-48
E09000002,Barking and Dagenham,E01000089,-15,26,-7,4,-20
E09000002,Barking and Dagenham,E01000090,17,25,-27,-7,-4
E09000002,Barking and Dagenham,E01000091,25,23,-6,20,-24
E09000002,Barking and Dagenham,E01000093,35,22,-15,8,-31
E09000002,Barking and Dagenham,E01000094,248,9,28,19,19
E09000002,Barking and Dagenham,E01000095,120,20,3,30,18
E09000002,Barking and Dagenham,E01000096,-60,17,-37,-3,-70
E09000002,Barking and Dagenham,E01000097,14,28,-9,0,-55
E09000002,Barking and Dagenham,E01000098,-3,24,-25,2,0
E09000002,Barking and Dagenham,E01000099,156,41,15,24,31
E09000002,Barking and Dagenham,E01000100,63,15,-4,4,-37
E09000002,Barking and Dagenham,E01000101,6,13,-2,8,-11
E09000002,Barking and Dagenham,E01000102,11,13,15,7,-40
E09000002,Barking and Dagenham,E01000103,-37,17,-4,4,-46
E09000002,Barking and Dagenham,E01000104,-4,14,8,-5,-61
E09000002,Barking and Dagenham,E01000105,2,26,11,-9,-8
E09000002,Barking and Dagenham,E01000106,34,28,8,-21,-86
E09000002,Barking and Dagenham,E01000107,-52,30,7,20,-5
E09000002,Barking and Dagenham,E01000108,50,22,-11,-1,-29
E09000002,Barking and Dagenham,E01000110,39,9,-14,-16,6
E09000002,Barking and Dagenham,E01000111,-26,43,-10,-5,17
E09000002,Barking and Dagenham,E01000112,3,2,-5,-9,-29
E09000002,Barking and Dagenham,E01000113,39,12,2,3,-44
E09000002,Barking and Dagenham,E01000114,7,21,-14,15,-30
E09000003,Barnet,E01000115,-18,9,-9,3,11
E09000003,Barnet,E01000116,-24,13,3,-5,7
E09000003,Barnet,E01000117,-53,22,-5,6,-35
E09000003,Barnet,E01000118,19,11,-18,18,9
E09000003,Barnet,E01000119,22,19,-8,13,-24
E09000003,Barnet,E01000120,-6,14,-13,4,-8
E09000003,Barnet,E01000121,10,16,-8,12,-7
E09000003,Barnet,E01000122,4,6,5,9,-28
E09000003,Barnet,E01000123,25,18,0,12,-10
E09000003,Barnet,E01000124,7,16,-9,31,87
E09000003,Barnet,E01000126,24,26,-28,5,18
E09000003,Barnet,E01000127,8,14,-24,-4,7
E09000003,Barnet,E01000128,5,33,-25,0,-5
E09000003,Barnet,E01000129,14,3,-34,-8,-28
E09000003,Barnet,E01000130,55,32,-22,-1,23
E09000003,Barnet,E01000131,19,19,28,7,7
E09000003,Barnet,E01000132,-1,22,-6,9,-13
E09000003,Barnet,E01000133,0,4,-21,7,18
E09000003,Barnet,E01000134,45,16,-18,-3,-28
E09000003,Barnet,E01000135,34,-5,-8,8,51
E09000003,Barnet,E01000136,-6,4,-11,10,6
E09000003,Barnet,E01000137,49,2,-9,-12,-27
E09000003,Barnet,E01000138,26,3,-3,7,96
E09000003,Barnet,E01000139,-10,-7,-7,15,-6
E09000003,Barnet,E01000140,99,-21,21,42,40
E09000003,Barnet,E01000141,4,-41,-37,1,-2
E09000003,Barnet,E01000142,-17,-2,-25,12,-30
E09000003,Barnet,E01000143,63,15,6,8,49
E09000003,Barnet,E01000144,50,-21,-4,-11,123
E09000003,Barnet,E01000145,17,5,-9,11,22
E09000003,Barnet,E01000146,42,-6,-24,35,77
E09000003,Barnet,E01000147,8,28,-15,-9,3
E09000003,Barnet,E01000150,9,22,-22,17,4
E09000003,Barnet,E01000151,20,-5,21,-14,19
E09000003,Barnet,E01000152,202,51,-34,51,94
E09000003,Barnet,E01000153,40,22,16,9,40
E09000003,Barnet,E01000154,145,18,-9,16,35
E09000003,Barnet,E01000156,-17,1,7,36,-27
E09000003,Barnet,E01000157,6,7,-6,9,-36
E09000003,Barnet,E01000158,-58,-2,-29,1,-87
E09000003,Barnet,E01000159,17,15,-25,-10,7
E09000003,Barnet,E01000160,-30,3,-19,12,-85
E09000003,Barnet,E01000161,122,-8,14,54,69
E09000003,Barnet,E01000162,-5,5,-10,14,-4
E09000003,Barnet,E01000163,42,-4,-22,4,17
E09000003,Barnet,E01000164,7,0,-18,8,1
E09000003,Barnet,E01000165,5,-14,-3,1,8
E09000003,Barnet,E01000166,3,16,-12,16,-19
E09000003,Barnet,E01000167,-13,18,-5,9,-11
E09000003,Barnet,E01000168,-44,13,-9,5,14
E09000003,Barnet,E01000169,1,7,7,23,-18
E09000003,Barnet,E01000170,51,4,-1,20,-36
E09000003,Barnet,E01000171,56,18,14,41,12
E09000003,Barnet,E01000172,-1,-4,-9,34,-17
E09000003,Barnet,E01000173,-33,4,-5,23,3
E09000003,Barnet,E01000174,-14,14,1,16,-20
E09000003,Barnet,E01000175,-6,30,-4,31,-22
E09000003,Barnet,E01000176,-15,-3,-9,46,-2
E09000003,Barnet,E01000177,-15,-23,2,15,28
E09000003,Barnet,E01000178,-14,-15,-5,14,-1
E09000003,Barnet,E01000179,25,0,-2,31,-49
E09000003,Barnet,E01000180,20,-4,-20,12,-29
E09000003,Barnet,E01000181,-3,-6,8,7,17
E09000003,Barnet,E01000182,-9,-15,2,19,-10
E09000003,Barnet,E01000183,44,-15,-6,-10,6
E09000003,Barnet,E01000184,67,22,2,30,88
E09000003,Barnet,E01000185,5,7,-19,18,28
E09000003,Barnet,E01000186,-31,30,-7,10,3
E09000003,Barnet,E01000187,-13,8,-6,0,12
E09000003,Barnet,E01000188,7,-4,-12,0,2
E09000003,Barnet,E01000189,151,27,-8,41,66
E09000003,Barnet,E01000190,36,4,-9,8,-18
E09000003,Barnet,E01000191,-11,9,8,-6,24
E09000003,Barnet,E01000192,15,19,-6,16,-19
E09000003,Barnet,E01000193,60,11,5,4,32
E09000003,Barnet,E01000194,31,11,7,0,43
E09000003,Barnet,E01000195,26,17,-14,3,-9
E09000003,Barnet,E01000196,62,-26,-8,29,137
E09000003,Barnet,E01000197,46,-18,-9,12,-9
E09000003,Barnet,E01000198,34,13,7,24,15
E09000003,Barnet,E01000199,3,-3,-7,24,-31
E09000003,Barnet,E01000200,5,-10,-2,35,-17
E09000003,Barnet,E01000201,4,0,-4,13,-5
E09000003,Barnet,E01000202,2,-14,-16,22,-26
E09000003,Barnet,E01000203,88,1,-18,12,-14
E09000003,Barnet,E01000204,13,-2,-15,15,-6
E09000003,Barnet,E01000205,9,-2,-15,9,-15
E09000003,Barnet,E01000206,47,-8,-12,-12,-5
E09000003,Barnet,E01000207,0,-10,-10,8,48
E09000003,Barnet,E01000208,-3,21,-2,19,-13
E09000003,Barnet,E01000209,-15,-3,-5,-1,18
E09000003,Barnet,E01000210,23,-11,-7,6,-27
E09000003,Barnet,E01000211,48,-14,19,-7,19
E09000003,Barnet,E01000212,-81,-1,-15,-35,15
E09000003,Barnet,E01000213,-27,-7,-4,23,3
E09000003,Barnet,E01000214,60,-8,21,21,102
E09000003,Barnet,E01000215,31,-12,-13,3,25
E09000003,Barnet,E01000216,-14,-5,-22,15,62
E09000003,Barnet,E01000217,3,-5,-15,31,15
E09000003,Barnet,E01000218,36,-14,-8,1,-7
E09000003,Barnet,E01000219,53,-3,-22,-1,51
E09000003,Barnet,E01000220,45,-2,-16,-10,69
E09000003,Barnet,E01000221,0,11,8,6,18
E09000003,Barnet,E01000222,46,36,21,24,92
E09000003,Barnet,E01000223,168,20,0,7,76
E09000003,Barnet,E01000224,23,19,-8,-7,11
E09000003,Barnet,E01000225,30,8,-26,-7,45
E09000003,Barnet,E01000226,4,22,-25,0,-31
E09000003,Barnet,E01000227,-13,34,-12,-2,-9
E09000003,Barnet,E01000228,-22,10,-4,4,-6
E09000003,Barnet,E01000229,-13,13,-14,10,-12
E09000003,Barnet,E01000230,-2,11,-12,3,9
E09000003,Barnet,E01000231,-32,2,-4,11,-17
E09000003,Barnet,E01000232,3,7,-4,-1,-7
E09000003,Barnet,E01000233,9,7,-7,12,3
E09000003,Barnet,E01000234,19,-1,-5,5,3
E09000003,Barnet,E01000235,35,-5,-10,16,31
E09000003,Barnet,E01000236,40,6,-18,-18,20
E09000003,Barnet,E01000237,3,-24,15,22,-30
E09000003,Barnet,E01000238,33,23,-16,1,-14
E09000003,Barnet,E01000239,12,5,-6,-7,49
E09000003,Barnet,E01000240,4,38,-5,-14,22
E09000003,Barnet,E01000241,21,3,2,-4,-19
E09000003,Barnet,E01000242,-22,-2,-5,3,25
E09000003,Barnet,E01000243,61,-4,1,22,35
E09000003,Barnet,E01000244,18,11,1,-11,23
E09000003,Barnet,E01000245,51,-15,-5,8,24
E09000003,Barnet,E01000246,-4,12,-8,17,-24
E09000003,Barnet,E01000247,-19,1,4,19,-26
E09000003,Barnet,E01000248,-16,11,-7,45,18
E09000003,Barnet,E01000249,29,5,-5,17,0
E09000003,Barnet,E01000250,76,13,14,35,28
E09000003,Barnet,E01000251,38,13,18,8,32
E09000003,Barnet,E01000252,7,-9,-8,54,-5
E09000003,Barnet,E01000253,38,11,-16,44,33
E09000003,Barnet,E01000254,-17,18,3,20,-13
E09000003,Barnet,E01000255,48,17,-13,16,37
E09000003,Barnet,E01000256,-35,8,-3,31,17
E09000003,Barnet,E01000257,53,0,-25,40,123
E09000003,Barnet,E01000258,64,15,-17,18,4
E09000003,Barnet,E01000259,16,16,-29,2,-8
E09000003,Barnet,E01000260,46,16,0,3,17
E09000003,Barnet,E01000261,16,4,-6,14,4
E09000003,Barnet,E01000263,14,-8,-15,-1,9
E09000003,Barnet,E01000264,11,19,-10,13,51
E09000003,Barnet,E01000265,-26,6,-22,31,-11
E09000003,Barnet,E01000266,-13,8,-7,11,2
E09000003,Barnet,E01000267,-6,9,3,-2,8
E09000003,Barnet,E01000268,76,-7,-14,29,103
E09000003,Barnet,E01000269,-48,17,-7,25,21
E09000003,Barnet,E01000270,-21,-2,-1,33,4
E09000003,Barnet,E01000271,18,14,1,19,-17
E09000003,Barnet,E01000272,18,10,-12,10,8
E09000003,Barnet,E01000273,32,-2,2,21,37
E09000003,Barnet,E01000274,-3,12,-23,17,-4
E09000003,Barnet,E01000275,47,5,-20,23,-34
E09000003,Barnet,E01000276,-15,15,-6,12,-19
E09000003,Barnet,E01000277,-4,9,-12,-1,-28
E09000003,Barnet,E01000278,-6,1,-12,12,12
E09000003,Barnet,E01000279,-14,3,-12,5,10
E09000003,Barnet,E01000280,-11,6,-6,21,2
E09000003,Barnet,E01000281,83,3,8,80,127
E09000003,Barnet,E01000282,10,-2,-3,31,21
E09000003,Barnet,E01000283,-4,4,-6,4,-5
E09000003,Barnet,E01000284,-15,13,24,11,-4
E09000003,Barnet,E01000285,-30,19,8,17,-10
E09000003,Barnet,E01000286,50,6,-21,16,-38
E09000003,Barnet,E01000287,-44,24,-12,20,-3
E09000003,Barnet,E01000288,-45,15,-4,34,-4
E09000003,Barnet,E01000289,-54,12,-20,-4,-18
E09000003,Barnet,E01000290,3,7,6,10,-26
E09000003,Barnet,E01000291,-17,10,-24,10,37
E09000003,Barnet,E01000292,-1,0,-5,32,-3
E09000003,Barnet,E01000293,-2,7,2,21,44
E09000003,Barnet,E01000294,45,10,9,8,-15
E09000003,Barnet,E01000295,-3,-15,-2,2,-21
E09000003,Barnet,E01000296,14,-17,7,27,2
E09000003,Barnet,E01000297,27,-5,-19,24,-41
E09000003,Barnet,E01000298,3,-24,-8,8,23
E09000003,Barnet,E01000299,48,19,-17,23,52
E09000003,Barnet,E01000300,14,5,-15,32,-23
E09000003,Barnet,E01000301,-19,7,-7,5,14
E09000003,Barnet,E01000302,3,-6,-3,8,-4
E09000003,Barnet,E01000303,7,1,-24,-2,15
E09000003,Barnet,E01000304,4,-16,-4,7,-9
E09000003,Barnet,E01000305,33,-2,-27,10,2
E09000003,Barnet,E01000306,40,2,-5,-8,24
E09000003,Barnet,E01000307,8,14,-20,13,11
E09000003,Barnet,E01000308,138,19,-16,53,95
E09000003,Barnet,E01000309,24,29,-12,-1,53
E09000003,Barnet,E01000310,36,-9,-7,2,121
E09000003,Barnet,E01000311,9,20,-16,-4,41
E09000003,Barnet,E01000312,51,7,-13,-2,-29
E09000003,Barnet,E01000313,45,-8,-20,8,15
E09000003,Barnet,E01000314,56,26,-9,-3,53
E09000003,Barnet,E01000315,-4,21,-14,-12,31
E09000003,Barnet,E01000316,7,-31,0,-7,42
E09000003,Barnet,E01000317,-12,-6,1,19,-21
E09000003,Barnet,E01000318,4,20,-19,9,5
E09000003,Barnet,E01000319,-39,10,-15,21,-4
E09000003,Barnet,E01000320,88,17,0,36,40
E09000003,Barnet,E01000321,84,-18,4,28,30
E09000003,Barnet,E01000322,39,4,-21,16,-9
E09000003,Barnet,E01000323,69,17,16,-5,56
E09000003,Barnet,E01000324,-1,15,-1,17,-34
E09000004,Bexley,E01000325,4,6,-5,14,-14
E09000004,Bexley,E01000326,-35,8,10,27,-13
E09000004,Bexley,E01000327,-1,0,0,13,9
E09000004,Bexley,E01000328,17,9,-3,15,-20
E09000004,Bexley,E01000329,70,9,8,31,25
E09000004,Bexley,E01000330,12,15,11,4,-46
E09000004,Bexley,E01000331,-28,15,-4,15,-1
E09000004,Bexley,E01000332,-27,25,-9,17,-5
E09000004,Bexley,E01000333,21,25,9,28,-69
E09000004,Bexley,E01000334,-15,5,-2,21,-9
E09000004,Bexley,E01000335,127,58,18,62,135
E09000004,Bexley,E01000336,10,25,7,-24,-25
E09000004,Bexley,E01000337,-27,26,4,21,-40
E09000004,Bexley,E01000338,1,22,-2,28,-50
E09000004,Bexley,E01000339,-8,15,6,11,-22
E09000004,Bexley,E01000340,63,12,1,28,32
E09000004,Bexley,E01000341,11,6,-6,17,-16
E09000004,Bexley,E01000342,-114,-3,-13,5,-13
E09000004,Bexley,E01000343,-41,7,1,16,25
E09000004,Bexley,E01000344,-26,10,-2,20,-9
E09000004,Bexley,E01000345,0,9,-3,3,-10
E09000004,Bexley,E01000346,-13,9,-13,12,-4
E09000004,Bexley,E01000347,-11,9,-5,12,2
E09000004,Bexley,E01000348,-10,4,-1,13,-2
E09000004,Bexley,E01000349,22,-4,-13,9,-10
E09000004,Bexley,E01000350,-3,4,-11,13,-2
E09000004,Bexley,E01000351,-4,11,0,6,-5
E09000004,Bexley,E01000352,-13,17,0,4,-17
E09000004,Bexley,E01000353,-33,4,1,8,9
E09000004,Bexley,E01000354,-22,9,7,4,-18
E09000004,Bexley,E01000355,-12,9,3,6,-16
E09000004,Bexley,E01000356,-39,7,-1,10,29
E09000004,Bexley,E01000357,-21,2,-8,9,17
E09000004,Bexley,E01000358,-24,16,-5,18,0
E09000004,Bexley,E01000359,-5,10,-5,2,6
E09000004,Bexley,E01000360,39,10,22,25,11
E09000004,Bexley,E01000361,8,6,1,24,-41
E09000004,Bexley,E01000362,67,12,18,18,34
E09000004,Bexley,E01000363,-3,9,-3,19,-22
E09000004,Bexley,E01000364,-23,20,-3,23,-18
E09000004,Bexley,E01000365,-18,9,6,14,-2
E09000004,Bexley,E01000366,-23,3,-2,30,0
E09000004,Bexley,E01000367,98,35,19,26,15
E09000004,Bexley,E01000368,-14,23,1,14,-32
E09000004,Bexley,E01000369,-17,17,2,6,-3
E09000004,Bexley,E01000370,-56,13,-1,14,12
E09000004,Bexley,E01000371,-16,13,5,21,-28
E09000004,Bexley,E01000372,3,9,-6,9,-15
E09000004,Bexley,E01000373,-93,10,-13,6,-137
E09000004,Bexley,E01000374,-20,29,-3,11,-24
E09000004,Bexley,E01000375,121,25,2,40,31
E09000004,Bexley,E01000376,-18,3,10,21,-11
E09000004,Bexley,E01000377,-7,11,8,15,-20
E09000004,Bexley,E01000379,29,-1,-5,14,-30
E09000004,Bexley,E01000380,58,6,17,15,54
E09000004,Bexley,E01000381,11,15,-8,6,-25
E09000004,Bexley,E01000382,-2,0,1,14,-11
E09000004,Bexley,E01000383,0,10,6,12,-29
E09000004,Bexley,E01000384,-28,9,-4,28,-24
E09000004,Bexley,E01000385,-33,27,0,24,-1
E09000004,Bexley,E01000386,-8,15,1,17,-37
E09000004,Bexley,E01000387,-26,-3,-3,26,6
E09000004,Bexley,E01000388,-38,0,-2,23,-5
E09000004,Bexley,E01000389,-30,0,-6,23,10
E09000004,Bexley,E01000390,-9,4,-3,23,-15
E09000004,Bexley,E01000391,-11,12,2,9,-17
E09000004,Bexley,E01000392,47,30,-5,9,-11
E09000004,Bexley,E01000393,-7,13,0,22,-40
E09000004,Bexley,E01000394,17,11,1,5,15
E09000004,Bexley,E01000395,16,11,-2,20,3
E09000004,Bexley,E01000396,-31,21,2,15,-10
E09000004,Bexley,E01000398,-28,16,6,0,2
E09000004,Bexley,E01000399,-1,11,-11,13,-5
E09000004,Bexley,E01000400,-9,10,-1,5,-2
E09000004,Bexley,E01000401,23,18,2,4,9
E09000004,Bexley,E01000402,-3,15,2,1,-29
E09000004,Bexley,E01000403,-4,28,28,14,4
E09000004,Bexley,E01000404,-38,22,43,10,-7
E09000004,Bexley,E01000405,16,19,12,5,-13
E09000004,Bexley,E01000406,59,26,28,43,41
E09000004,Bexley,E01000407,51,13,5,29,26
E09000004,Bexley,E01000408,-11,27,-9,16,-15
E09000004,Bexley,E01000409,-38,13,4,10,15
E09000004,Bexley,E01000410,-20,14,2,20,-9
E09000004,Bexley,E01000411,2,11,0,3,-14
E09000004,Bexley,E01000412,-8,6,-5,15,4
E09000004,Bexley,E01000413,4,2,3,7,2
E09000004,Bexley,E01000414,19,20,0,13,2
E09000004,Bexley,E01000415,-35,18,-2,10,12
E09000004,Bexley,E01000416,-37,43,-3,10,-22
E09000004,Bexley,E01000417,-32,16,5,23,-19
E09000004,Bexley,E01000418,-23,17,-11,10,-20
E09000004,Bexley,E01000419,-28,10,3,20,-16
E09000004,Bexley,E01000420,-22,7,-11,16,2
E09000004,Bexley,E01000421,0,3,-1,16,-21
E09000004,Bexley,E01000422,-108,19,-22,-8,-56
E09000004,Bexley,E01000423,-26,4,5,8,5
E09000004,Bexley,E01000424,10,-3,5,2,-26
E09000004,Bexley,E01000425,11,6,5,4,-8
E09000004,Bexley,E01000426,-20,9,7,20,-23
E09000004,Bexley,E01000427,-9,1,9,16,-32
E09000004,Bexley,E01000428,57,0,7,26,-62
E09000004,Bexley,E01000429,-17,17,13,7,-32
E09000004,Bexley,E01000430,14,7,14,24,-34
E09000004,Bexley,E01000431,-131,7,-12,-10,-101
E09000004,Bexley,E01000433,0,21,-7,7,-29
E09000004,Bexley,E01000434,-45,17,6,14,-14
E09000004,Bexley,E01000435,-2,17,-16,11,-20
E09000004,Bexley,E01000436,-13,10,3,-3,7
E09000004,Bexley,E01000437,-23,10,-4,23,-4
E09000004,Bexley,E01000438,-4,7,0,9,-10
E09000004,Bexley,E01000439,-5,15,1,-1,13
E09000004,Bexley,E01000440,-37,11,-10,13,21
E09000004,Bexley,E01000441,23,18,-1,2,-13
E09000004,Bexley,E01000442,-15,14,-8,12,-5
E09000004,Bexley,E01000443,-3,11,2,8,-9
E09000004,Bexley,E01000444,-4,10,2,3,0
E09000004,Bexley,E01000445,-7,0,-6,8,-10
E09000004,Bexley,E01000446,-20,9,3,1,1
E09000004,Bexley,E01000447,98,10,1,41,21
E09000004,Bexley,E01000448,-49,5,3,21,30
E09000004,Bexley,E01000449,15,1,-9,20,-30
E09000004,Bexley,E01000450,-21,1,6,7,-9
E09000004,Bexley,E01000451,-1,10,-11,22,-19
E09000004,Bexley,E01000452,-26,16,-3,17,-6
E09000004,Bexley,E01000453,-11,0,-3,13,-2
E09000004,Bexley,E01000454,-20,10,7,12,-6
E09000004,Bexley,E01000455,11,7,-4,16,-16
E09000004,Bexley,E01000456,-6,7,-3,9,-10
E09000004,Bexley,E01000457,66,22,8,33,42
E09000004,Bexley,E01000458,-9,7,0,24,33
E09000004,Bexley,E01000459,31,18,11,27,15
E09000004,Bexley,E01000460,-36,-2,-3,15,10
E09000004,Bexley,E01000461,-13,11,-10,13,-4
E09000004,Bexley,E01000462,36,9,5,36,9
E09000004,Bexley,E01000463,-33,3,4,15,11
E09000004,Bexley,E01000464,-13,20,-4,-5,10
E09000004,Bexley,E01000465,-34,35,19,5,-4
E09000004,Bexley,E01000466,-19,35,-7,0,-11
E09000004,Bexley,E01000467,16,16,-1,0,-27
E09000004,Bexley,E01000468,1,46,14,-19,13
E09000004,Bexley,E01000469,-3,16,-3,1,-18
E09000004,Bexley,E01000470,-58,20,-10,8,-22
E09000005,Brent,E01000471,30,5,-18,-10,16
E09000005,Brent,E01000472,245,17,4,53,88
E09000005,Brent,E01000473,284,11,3,11,101
E09000005,Brent,E01000474,60,5,-31,-8,-7
E09000005,Brent,E01000475,33,10,-28,-7,12
E09000005,Brent,E01000476,89,11,-41,2,37
E09000005,Brent,E01000477,83,0,-29,0,-31
E09000005,Brent,E01000478,67,9,-9,3,61
E09000005,Brent,E01000479,15,17,-13,1,-14
E09000005,Brent,E01000480,-21,5,-10,6,-4
E09000005,Brent,E01000481,23,6,-20,3,-20
E09000005,Brent,E01000483,68,10,-36,-14,-13
E09000005,Brent,E01000484,106,28,12,27,17
E09000005,Brent,E01000485,40,18,-24,9,-2
E09000005,Brent,E01000486,-43,3,-24,-18,-54
E09000005,Brent,E01000487,127,7,-4,-6,21
E09000005,Brent,E01000488,-7,2,-23,7,42
E09000005,Brent,E01000489,23,9,-16,10,66
E09000005,Brent,E01000490,30,-2,6,13,56
E09000005,Brent,E01000491,0,-6,1,43,23
E09000005,Brent,E01000492,-8,-7,-11,32,-20
E09000005,Brent,E01000493,-19,-4,-5,21,-6
E09000005,Brent,E01000494,30,-28,-3,36,-36
E09000005,Brent,E01000495,27,-39,14,7,-76
E09000005,Brent,E01000497,19,18,-32,104,-4
E09000005,Brent,E01000498,8,20,-15,11,33
E09000005,Brent,E01000499,46,10,-24,17,31
E09000005,Brent,E01000501,65,16,-34,-10,-8
E09000005,Brent,E01000502,114,3,15,25,49
E09000005,Brent,E01000503,12,-2,-30,11,61
E09000005,Brent,E01000504,7,-3,-16,41,-13
E09000005,Brent,E01000505,-10,4,-1,14,39
E09000005,Brent,E01000506,26,2,-15,-2,2
E09000005,Brent,E01000507,6,-3,-25,13,18
E09000005,Brent,E01000508,102,0,-30,36,41
E09000005,Brent,E01000509,10,12,-35,-5,44
E09000005,Brent,E01000510,-17,15,-23,3,68
E09000005,Brent,E01000511,0,-1,3,23,-9
E09000005,Brent,E01000512,18,-26,-24,27,46
E09000005,Brent,E01000513,-18,23,-13,-3,10
E09000005,Brent,E01000514,-18,29,-1,3,-16
E09000005,Brent,E01000515,67,-2,-7,-1,-37
E09000005,Brent,E01000516,110,29,-8,56,53
