orig_names_21,plot_name_21,orig_names,plot_name
1 person in household,1 person,1 person in household,1 person
2 people in household,2 people,2 people in household,2 people
3 people in household,3 people,3 people in household,3 people
4 people in household,4 people,4 people in household,4 people
5 people in household,5 people,5 people in household,5 people
6 people in household,6 people,6 people in household,6 people
7 people in household,7 people,7 people in household,7 people
8 or more people in household,8 or more people,8 or more people in household,8 or more people
