orig_names_21,plot_name_21,orig_names,plot_name
Address one year ago is the same as the address of enumeration,Same address as one year ago,Address one year ago is the same as the address of enumeration,Same address as one year ago
Address one year ago is student term-time or boarding school address in the UK,Address one year ago is term-time address,Address one year ago is student term-time or boarding school address in the UK,Address one year ago is term-time address
Migrant from within the UK: Address one year ago was in the UK,Migrant with address one year ago in UK,Migrant from within the UK: Address one year ago was in the UK,Migrant with address one year ago in UK
Migrant from outside the UK: Address one year ago was outside the UK,Migrant with address one year ago outside UK,Migrant from outside the UK: Address one year ago was outside the UK,Migrant with address one year ago outside UK
