orig_names_21,plot_name_21,orig_names,plot_name
Household is not deprived in any dimension,Not deprived,Household is not deprived in any dimension,Not deprived
Household is deprived in one dimension,One dimension,Household is deprived in one dimension,One dimension
Household is deprived in two dimensions,Two dimensions,Household is deprived in two dimensions,Two dimensions
Household is deprived in three dimensions,Three dimensions,Household is deprived in three dimensions,Three dimensions
Household is deprived in four dimensions,Four dimensions,Household is deprived in four dimensions,Four dimensions
