LSOA11CD,ward_gss,lsoa_ward_weight,gss
E01000001,E09000001_01,0.900662252,E09000001
E01000001,E09000001_11,0,E09000001
E01000001,E09000001_17,0.099337748,E09000001
E01000002,E09000001_03,0,E09000001
E01000002,E09000001_11,0,E09000001
E01000002,E09000001_12,0,E09000001
E01000002,E09000001_15,1,E09000001
E01000003,E09000001_01,0.246621622,E09000001
E01000003,E09000001_15,0.753378378,E09000001
E01000005,E09000001_02,0,E09000001
E01000005,E09000001_05,0,E09000001
E01000005,E09000001_21,0.772802653,E09000001
E01000005,E09000001_23,0.227197347,E09000001
E01000006,E09000002_14,1,E09000002
E01000007,E09000002_14,1,E09000002
E01000008,E09000002_14,1,E09000002
E01000009,E09000002_14,1,E09000002
E01000010,E09000002_01,0.788870704,E09000002
E01000010,E09000002_14,0.211129296,E09000002
E01000011,E09000002_14,1,E09000002
E01000012,E09000002_14,1,E09000002
E01000013,E09000002_02,0.366718028,E09000002
E01000013,E09000002_15,0.633281972,E09000002
E01000014,E09000002_02,0,E09000002
E01000014,E09000002_15,1,E09000002
E01000015,E09000002_02,1,E09000002
E01000016,E09000002_02,1,E09000002
E01000016,E09000002_15,0,E09000002
E01000017,E09000002_02,0.191869919,E09000002
E01000017,E09000002_15,0.808130081,E09000002
E01000018,E09000002_02,1,E09000002
E01000019,E09000002_05,1,E09000002
E01000020,E09000002_05,1,E09000002
E01000021,E09000002_05,0.936560935,E09000002
E01000021,E09000002_13,0.063439065,E09000002
E01000022,E09000002_05,1,E09000002
E01000023,E09000002_05,0.333333333,E09000002
E01000023,E09000002_13,0.666666667,E09000002
E01000024,E09000002_05,0.494600432,E09000002
E01000024,E09000002_13,0.505399568,E09000002
E01000025,E09000002_13,1,E09000002
E01000027,E09000002_06,1,E09000002
E01000028,E09000002_06,1,E09000002
E01000029,E09000002_06,1,E09000002
E01000030,E09000002_06,1,E09000002
E01000031,E09000002_06,1,E09000002
E01000032,E09000002_06,1,E09000002
E01000033,E09000002_07,1,E09000002
E01000034,E09000002_07,1,E09000002
E01000035,E09000002_02,0.757673667,E09000002
E01000035,E09000002_07,0.242326333,E09000002
E01000036,E09000002_02,1,E09000002
E01000037,E09000002_07,1,E09000002
E01000038,E09000002_07,1,E09000002
E01000039,E09000002_07,1,E09000002
E01000040,E09000002_08,1,E09000002
E01000041,E09000002_08,1,E09000002
E01000042,E09000002_08,1,E09000002
E01000043,E09000002_08,1,E09000002
E01000044,E09000002_08,1,E09000002
E01000045,E09000002_08,1,E09000002
E01000046,E09000002_08,1,E09000002
E01000048,E09000002_09,1,E09000002
E01000049,E09000002_09,1,E09000002
E01000050,E09000002_01,0.546031746,E09000002
E01000050,E09000002_09,0.453968254,E09000002
E01000051,E09000002_01,0.067215364,E09000002
E01000051,E09000002_09,0.932784636,E09000002
E01000052,E09000002_09,1,E09000002
E01000053,E09000002_10,1,E09000002
E01000054,E09000002_10,1,E09000002
E01000055,E09000002_08,0.698961938,E09000002
E01000055,E09000002_10,0.301038062,E09000002
E01000056,E09000002_10,1,E09000002
E01000057,E09000002_08,0.548623853,E09000002
E01000057,E09000002_10,0.451376147,E09000002
E01000058,E09000002_10,1,E09000002
E01000059,E09000002_10,1,E09000002
E01000060,E09000002_07,0,E09000002
E01000060,E09000002_11,1,E09000002
E01000061,E09000002_07,0,E09000002
E01000061,E09000002_11,1,E09000002
E01000062,E09000002_11,1,E09000002
E01000063,E09000002_11,0.24689441,E09000002
E01000063,E09000002_15,0.26863354,E09000002
E01000063,E09000002_17,0.48447205,E09000002
E01000064,E09000002_11,1,E09000002
E01000065,E09000002_11,0.071428571,E09000002
E01000065,E09000002_15,0.928571429,E09000002
E01000066,E09000002_12,1,E09000002
E01000067,E09000002_12,1,E09000002
E01000068,E09000002_12,1,E09000002
E01000069,E09000002_12,1,E09000002
E01000070,E09000002_12,1,E09000002
E01000071,E09000002_12,1,E09000002
E01000072,E09000002_13,1,E09000002
E01000073,E09000002_13,1,E09000002
E01000074,E09000002_13,1,E09000002
E01000074,E09000002_15,0,E09000002
E01000075,E09000002_10,0.150078989,E09000002
E01000075,E09000002_13,0.668246445,E09000002
E01000075,E09000002_15,0.181674566,E09000002
E01000076,E09000002_10,0.145804677,E09000002
E01000076,E09000002_13,0.854195323,E09000002
E01000077,E09000002_13,0,E09000002
E01000077,E09000002_15,1,E09000002
E01000078,E09000002_15,0.447328244,E09000002
E01000078,E09000002_17,0.552671756,E09000002
E01000079,E09000002_15,1,E09000002
E01000080,E09000002_15,1,E09000002
E01000081,E09000002_15,1,E09000002
E01000082,E09000002_15,0,E09000002
E01000082,E09000002_17,1,E09000002
E01000083,E09000002_17,1,E09000002
E01000084,E09000002_04,0,E09000002
E01000084,E09000002_10,1,E09000002
E01000085,E09000002_04,0.5792,E09000002
E01000085,E09000002_10,0,E09000002
E01000085,E09000002_18,0.4208,E09000002
E01000086,E09000002_04,0.171206226,E09000002
E01000086,E09000002_10,0.828793774,E09000002
E01000087,E09000002_04,1,E09000002
E01000088,E09000002_04,1,E09000002
E01000088,E09000002_18,0,E09000002
E01000089,E09000002_04,1,E09000002
E01000090,E09000002_04,1,E09000002
E01000091,E09000002_03,0.648690293,E09000002
E01000091,E09000002_16,0.351309707,E09000002
E01000092,E09000002_03,0.310126582,E09000002
E01000092,E09000002_16,0.689873418,E09000002
E01000093,E09000002_08,0,E09000002
E01000093,E09000002_16,1,E09000002
E01000094,E09000002_03,1,E09000002
E01000095,E09000002_03,1,E09000002
E01000095,E09000002_10,0,E09000002
E01000096,E09000002_03,0.424657534,E09000002
E01000096,E09000002_08,0.575342466,E09000002
E01000097,E09000002_17,0.596614951,E09000002
E01000097,E09000002_19,0.403385049,E09000002
E01000098,E09000002_17,1,E09000002
E01000099,E09000002_17,0.499272198,E09000002
E01000099,E09000002_19,0.500727802,E09000002
E01000100,E09000002_17,1,E09000002
E01000101,E09000002_17,1,E09000002
E01000102,E09000002_17,1,E09000002
E01000103,E09000002_18,1,E09000002
E01000104,E09000002_18,1,E09000002
E01000105,E09000002_18,1,E09000002
E01000106,E09000002_18,1,E09000002
E01000107,E09000002_18,1,E09000002
E01000108,E09000002_18,1,E09000002
E01000109,E09000002_19,1,E09000002
E01000110,E09000002_06,0.75334608,E09000002
E01000110,E09000002_19,0.24665392,E09000002
E01000111,E09000002_06,0.163346614,E09000002
E01000111,E09000002_19,0.836653386,E09000002
E01000112,E09000002_06,0.12,E09000002
E01000112,E09000002_19,0.88,E09000002
E01000113,E09000002_19,1,E09000002
E01000114,E09000002_19,1,E09000002
E01000115,E09000003_02,1,E09000003
E01000116,E09000003_02,1,E09000003
E01000117,E09000003_02,0.694193548,E09000003
E01000117,E09000003_08,0.305806452,E09000003
E01000118,E09000003_02,0.934081346,E09000003
E01000118,E09000003_23,0.065918654,E09000003
E01000119,E09000003_02,1,E09000003
E01000120,E09000003_02,1,E09000003
E01000121,E09000003_02,1,E09000003
E01000122,E09000003_02,1,E09000003
E01000123,E09000003_02,1,E09000003
E01000124,E09000003_02,1,E09000003
E01000125,E09000003_03,1,E09000003
E01000126,E09000003_03,0.276653171,E09000003
E01000126,E09000003_05,0.723346829,E09000003
E01000127,E09000003_03,1,E09000003
E01000128,E09000003_03,1,E09000003
E01000129,E09000003_03,1,E09000003
E01000130,E09000003_03,1,E09000003
E01000131,E09000003_03,0.447949527,E09000003
E01000131,E09000003_05,0.552050473,E09000003
E01000132,E09000003_03,1,E09000003
E01000133,E09000003_03,1,E09000003
E01000134,E09000003_03,1,E09000003
E01000135,E09000003_04,1,E09000003
E01000136,E09000003_04,1,E09000003
E01000137,E09000003_04,1,E09000003
E01000138,E09000003_04,1,E09000003
E01000139,E09000003_04,1,E09000003
E01000140,E09000003_04,1,E09000003
E01000141,E09000003_04,0.090016367,E09000003
E01000141,E09000003_07,0.909983633,E09000003
E01000142,E09000003_04,0.903121636,E09000003
E01000142,E09000003_07,0.096878364,E09000003
E01000143,E09000003_04,0.182170543,E09000003
E01000143,E09000003_07,0.817829457,E09000003
E01000144,E09000003_04,1,E09000003
E01000145,E09000003_04,1,E09000003
E01000146,E09000003_04,1,E09000003
E01000147,E09000003_06,1,E09000003
E01000148,E09000003_06,1,E09000003
E01000150,E09000003_06,0.576923077,E09000003
E01000150,E09000003_22,0.423076923,E09000003
E01000151,E09000003_05,1,E09000003
E01000152,E09000003_05,1,E09000003
E01000153,E09000003_05,1,E09000003
E01000154,E09000003_05,1,E09000003
E01000155,E09000003_05,0.871046229,E09000003
E01000155,E09000003_06,0.128953771,E09000003
E01000156,E09000003_13,1,E09000003
E01000157,E09000003_13,1,E09000003
E01000158,E09000003_13,1,E09000003
E01000159,E09000003_13,0.851622875,E09000003
E01000159,E09000003_24,0.148377125,E09000003
E01000160,E09000003_13,1,E09000003
E01000161,E09000003_13,1,E09000003
E01000161,E09000003_24,0,E09000003
E01000162,E09000003_13,0.740143369,E09000003
E01000162,E09000003_24,0.259856631,E09000003
E01000163,E09000003_13,1,E09000003
E01000164,E09000003_13,1,E09000003
E01000165,E09000003_13,1,E09000003
E01000166,E09000003_08,1,E09000003
E01000167,E09000003_08,1,E09000003
E01000168,E09000003_08,1,E09000003
E01000169,E09000003_08,1,E09000003
E01000170,E09000003_08,1,E09000003
E01000171,E09000003_08,1,E09000003
E01000172,E09000003_08,1,E09000003
E01000173,E09000003_08,1,E09000003
E01000174,E09000003_08,1,E09000003
E01000175,E09000003_08,1,E09000003
E01000176,E09000003_09,1,E09000003
E01000177,E09000003_09,1,E09000003
E01000178,E09000003_09,1,E09000003
E01000179,E09000003_09,1,E09000003
E01000180,E09000003_09,1,E09000003
E01000181,E09000003_09,1,E09000003
E01000182,E09000003_09,1,E09000003
E01000183,E09000003_09,0.816498316,E09000003
E01000183,E09000003_14,0.183501684,E09000003
E01000184,E09000003_09,1,E09000003
E01000185,E09000003_09,1,E09000003
E01000186,E09000003_10,0.295049505,E09000003
E01000186,E09000003_11,0.704950495,E09000003
E01000187,E09000003_11,1,E09000003
E01000188,E09000003_10,0.186538462,E09000003
E01000188,E09000003_11,0.813461538,E09000003
E01000189,E09000003_10,1,E09000003
E01000190,E09000003_10,1,E09000003
E01000191,E09000003_10,0.91697417,E09000003
E01000191,E09000003_11,0.08302583,E09000003
E01000192,E09000003_10,1,E09000003
E01000193,E09000003_10,1,E09000003
E01000194,E09000003_03,0.540453074,E09000003
E01000194,E09000003_10,0.459546926,E09000003
E01000195,E09000003_11,1,E09000003
E01000196,E09000003_12,1,E09000003
E01000197,E09000003_12,1,E09000003
E01000198,E09000003_12,1,E09000003
E01000199,E09000003_12,1,E09000003
E01000200,E09000003_12,1,E09000003
E01000201,E09000003_12,1,E09000003
E01000202,E09000003_12,1,E09000003
E01000203,E09000003_12,1,E09000003
E01000204,E09000003_12,1,E09000003
E01000205,E09000003_14,1,E09000003
E01000206,E09000003_04,0.128978224,E09000003
E01000206,E09000003_14,0.871021776,E09000003
E01000207,E09000003_14,1,E09000003
E01000208,E09000003_14,1,E09000003
E01000209,E09000003_14,1,E09000003
E01000210,E09000003_14,1,E09000003
E01000211,E09000003_14,0.381578947,E09000003
E01000211,E09000003_15,0.618421053,E09000003
E01000212,E09000003_04,0.170923379,E09000003
E01000212,E09000003_14,0.481335953,E09000003
E01000212,E09000003_15,0.347740668,E09000003
E01000213,E09000003_14,1,E09000003
E01000214,E09000003_04,0.624301676,E09000003
E01000214,E09000003_14,0.375698324,E09000003
E01000215,E09000003_15,1,E09000003
E01000216,E09000003_04,0.114779874,E09000003
E01000216,E09000003_15,0.885220126,E09000003
E01000217,E09000003_15,1,E09000003
E01000218,E09000003_04,0.189239332,E09000003
E01000218,E09000003_15,0.810760668,E09000003
E01000219,E09000003_15,1,E09000003
E01000220,E09000003_15,1,E09000003
E01000221,E09000003_07,0.921052632,E09000003
E01000221,E09000003_15,0.078947368,E09000003
E01000222,E09000003_07,1,E09000003
E01000223,E09000003_07,1,E09000003
E01000224,E09000003_07,1,E09000003
E01000225,E09000003_15,1,E09000003
E01000226,E09000003_03,1,E09000003
E01000227,E09000003_10,1,E09000003
E01000228,E09000003_11,1,E09000003
E01000229,E09000003_10,0.143564356,E09000003
E01000229,E09000003_11,0.856435644,E09000003
E01000230,E09000003_10,0.376899696,E09000003
E01000230,E09000003_11,0.623100304,E09000003
E01000231,E09000003_11,1,E09000003
E01000232,E09000003_10,1,E09000003
E01000232,E09000003_11,0,E09000003
E01000232,E09000003_18,0,E09000003
E01000233,E09000003_10,1,E09000003
E01000234,E09000003_10,1,E09000003
E01000235,E09000003_03,0.863874346,E09000003
E01000235,E09000003_10,0.136125654,E09000003
E01000236,E09000003_16,1,E09000003
E01000237,E09000003_16,1,E09000003
E01000238,E09000003_16,1,E09000003
E01000239,E09000003_16,1,E09000003
E01000240,E09000003_16,1,E09000003
E01000241,E09000003_16,1,E09000003
E01000242,E09000003_16,1,E09000003
E01000243,E09000003_16,1,E09000003
E01000244,E09000003_16,1,E09000003
E01000245,E09000003_16,1,E09000003
E01000246,E09000003_01,1,E09000003
E01000246,E09000003_17,0,E09000003
E01000247,E09000003_01,1,E09000003
E01000248,E09000003_17,1,E09000003
E01000248,E09000003_20,0,E09000003
E01000249,E09000003_17,1,E09000003
E01000250,E09000003_01,0.202083333,E09000003
E01000250,E09000003_17,0.797916667,E09000003
E01000251,E09000003_01,1,E09000003
E01000252,E09000003_01,1,E09000003
E01000253,E09000003_17,1,E09000003
E01000254,E09000003_17,1,E09000003
E01000255,E09000003_18,1,E09000003
E01000256,E09000003_18,1,E09000003
E01000257,E09000003_18,0.720488467,E09000003
E01000257,E09000003_19,0.279511533,E09000003
E01000258,E09000003_18,1,E09000003
E01000259,E09000003_18,1,E09000003
E01000260,E09000003_18,1,E09000003
E01000261,E09000003_18,1,E09000003
E01000262,E09000003_18,0.52420307,E09000003
E01000262,E09000003_19,0.47579693,E09000003
E01000263,E09000003_18,1,E09000003
E01000264,E09000003_18,1,E09000003
E01000265,E09000003_13,0.80548926,E09000003
E01000265,E09000003_23,0.19451074,E09000003
E01000266,E09000003_13,0,E09000003
E01000266,E09000003_23,1,E09000003
E01000267,E09000003_01,1,E09000003
E01000267,E09000003_23,0,E09000003
E01000268,E09000003_01,1,E09000003
E01000269,E09000003_01,1,E09000003
E01000270,E09000003_01,1,E09000003
E01000271,E09000003_01,1,E09000003
E01000271,E09000003_23,0,E09000003
E01000272,E09000003_01,0.076109937,E09000003
E01000272,E09000003_23,0.923890063,E09000003
E01000273,E09000003_23,1,E09000003
E01000274,E09000003_13,0.26227209,E09000003
E01000274,E09000003_23,0.73772791,E09000003
E01000275,E09000003_19,0.886942675,E09000003
E01000275,E09000003_23,0.113057325,E09000003
E01000276,E09000003_19,1,E09000003
E01000277,E09000003_19,1,E09000003
E01000278,E09000003_19,1,E09000003
E01000279,E09000003_19,1,E09000003
E01000280,E09000003_19,1,E09000003
E01000281,E09000003_23,1,E09000003
E01000282,E09000003_01,0.15052161,E09000003
E01000282,E09000003_19,0.281669151,E09000003
E01000282,E09000003_23,0.56780924,E09000003
E01000283,E09000003_19,1,E09000003
E01000284,E09000003_19,0.276463263,E09000003
E01000284,E09000003_23,0.723536737,E09000003
E01000285,E09000003_20,1,E09000003
E01000286,E09000003_17,0.764179104,E09000003
E01000286,E09000003_20,0.235820896,E09000003
E01000287,E09000003_17,0,E09000003
E01000287,E09000003_20,1,E09000003
E01000288,E09000003_01,0.674740484,E09000003
E01000288,E09000003_20,0.325259516,E09000003
E01000289,E09000003_20,1,E09000003
E01000290,E09000003_17,0.828034682,E09000003
E01000290,E09000003_20,0.171965318,E09000003
E01000291,E09000003_20,1,E09000003
E01000292,E09000003_17,0.055555556,E09000003
E01000292,E09000003_20,0.944444444,E09000003
E01000293,E09000003_17,0.096439169,E09000003
E01000293,E09000003_20,0.903560831,E09000003
E01000294,E09000003_20,1,E09000003
E01000295,E09000003_21,1,E09000003
E01000296,E09000003_12,0.256371814,E09000003
E01000296,E09000003_21,0.743628186,E09000003
E01000297,E09000003_21,1,E09000003
E01000298,E09000003_21,1,E09000003
E01000299,E09000003_21,1,E09000003
E01000300,E09000003_19,0.18974359,E09000003
E01000300,E09000003_21,0.81025641,E09000003
E01000301,E09000003_19,0.052631579,E09000003
E01000301,E09000003_21,0.947368421,E09000003
E01000302,E09000003_21,1,E09000003
E01000303,E09000003_12,0.165048544,E09000003
E01000303,E09000003_21,0.834951456,E09000003
E01000304,E09000003_12,1,E09000003
E01000305,E09000003_22,1,E09000003
E01000306,E09000003_22,1,E09000003
E01000307,E09000003_22,1,E09000003
E01000308,E09000003_22,1,E09000003
E01000309,E09000003_22,1,E09000003
E01000310,E09000003_16,0.424855491,E09000003
E01000310,E09000003_22,0.575144509,E09000003
E01000311,E09000003_16,1,E09000003
E01000312,E09000003_22,1,E09000003
E01000313,E09000003_22,1,E09000003
E01000314,E09000003_22,1,E09000003
E01000315,E09000003_13,0.072933549,E09000003
E01000315,E09000003_24,0.927066451,E09000003
E01000316,E09000003_21,0.82373678,E09000003
E01000316,E09000003_24,0.17626322,E09000003
E01000317,E09000003_21,1,E09000003
E01000318,E09000003_21,0.133105802,E09000003
E01000318,E09000003_24,0.866894198,E09000003
E01000319,E09000003_21,1,E09000003
E01000320,E09000003_24,1,E09000003
E01000321,E09000003_24,1,E09000003
E01000322,E09000003_24,1,E09000003
E01000323,E09000003_21,0.052941176,E09000003
E01000323,E09000003_24,0.947058824,E09000003
E01000324,E09000003_24,1,E09000003
E01000325,E09000004_01,0.883445946,E09000004
E01000325,E09000004_06,0.116554054,E09000004
E01000326,E09000004_01,1,E09000004
E01000326,E09000004_06,0,E09000004
E01000327,E09000004_01,0.264516129,E09000004
E01000327,E09000004_03,0.735483871,E09000004
E01000327,E09000004_06,0,E09000004
E01000328,E09000004_03,0.303571429,E09000004
E01000328,E09000004_06,0.696428571,E09000004
E01000329,E09000004_03,0.769961977,E09000004
E01000329,E09000004_06,0.230038023,E09000004
E01000330,E09000004_03,1,E09000004
E01000330,E09000004_06,0,E09000004
E01000331,E09000004_03,0.264090177,E09000004
E01000331,E09000004_06,0.735909823,E09000004
E01000332,E09000004_02,1,E09000004
E01000333,E09000004_02,1,E09000004
E01000334,E09000004_02,1,E09000004
E01000334,E09000004_17,0,E09000004
E01000335,E09000004_02,1,E09000004
E01000336,E09000004_02,1,E09000004
E01000337,E09000004_02,1,E09000004
E01000338,E09000004_02,1,E09000004
E01000339,E09000004_04,1,E09000004
E01000340,E09000004_04,1,E09000004
E01000341,E09000004_04,1,E09000004
E01000342,E09000004_04,1,E09000004
E01000343,E09000004_04,1,E09000004
E01000344,E09000004_04,1,E09000004
E01000345,E09000004_04,1,E09000004
E01000346,E09000004_05,1,E09000004
E01000347,E09000004_04,0.082442748,E09000004
E01000347,E09000004_05,0.917557252,E09000004
E01000348,E09000004_05,1,E09000004
E01000349,E09000004_05,1,E09000004
E01000350,E09000004_04,0.351005484,E09000004
E01000350,E09000004_05,0.648994516,E09000004
E01000351,E09000004_05,1,E09000004
E01000352,E09000004_04,0,E09000004
E01000352,E09000004_05,1,E09000004
E01000353,E09000004_03,0.644245142,E09000004
E01000353,E09000004_07,0.355754858,E09000004
E01000354,E09000004_07,0.596491228,E09000004
E01000354,E09000004_17,0.403508772,E09000004
E01000355,E09000004_03,1,E09000004
E01000355,E09000004_12,0,E09000004
E01000356,E09000004_07,1,E09000004
E01000357,E09000004_07,0.625,E09000004
E01000357,E09000004_17,0.375,E09000004
E01000358,E09000004_03,0.418502203,E09000004
E01000358,E09000004_07,0.581497797,E09000004
E01000359,E09000004_17,1,E09000004
E01000360,E09000004_03,0.611650485,E09000004
E01000360,E09000004_07,0.388349515,E09000004
E01000361,E09000004_07,1,E09000004
E01000362,E09000004_03,1,E09000004
E01000363,E09000004_03,0.476521739,E09000004
E01000363,E09000004_07,0.523478261,E09000004
E01000364,E09000004_03,1,E09000004
E01000365,E09000004_03,1,E09000004
E01000366,E09000004_03,0.117391304,E09000004
E01000366,E09000004_07,0.882608696,E09000004
E01000367,E09000004_01,0.712369598,E09000004
E01000367,E09000004_09,0.131147541,E09000004
E01000367,E09000004_12,0.156482861,E09000004
E01000367,E09000004_14,0,E09000004
E01000368,E09000004_01,1,E09000004
E01000369,E09000004_01,1,E09000004
E01000370,E09000004_01,1,E09000004
E01000371,E09000004_01,1,E09000004
E01000372,E09000004_01,0.132352941,E09000004
E01000372,E09000004_12,0.867647059,E09000004
E01000373,E09000004_01,0.068376068,E09000004
E01000373,E09000004_09,0.931623932,E09000004
E01000374,E09000004_06,1,E09000004
E01000375,E09000004_06,1,E09000004
E01000376,E09000004_06,1,E09000004
E01000377,E09000004_06,1,E09000004
E01000378,E09000004_06,1,E09000004
E01000379,E09000004_06,1,E09000004
E01000380,E09000004_06,1,E09000004
E01000381,E09000004_13,0.910581222,E09000004
E01000381,E09000004_15,0.089418778,E09000004
E01000382,E09000004_13,1,E09000004
E01000383,E09000004_15,1,E09000004
E01000384,E09000004_13,1,E09000004
E01000385,E09000004_13,0.123609394,E09000004
E01000385,E09000004_15,0.876390606,E09000004
E01000386,E09000004_13,1,E09000004
E01000387,E09000004_13,1,E09000004
E01000388,E09000004_10,1,E09000004
E01000389,E09000004_07,1,E09000004
E01000390,E09000004_07,1,E09000004
E01000390,E09000004_10,0,E09000004
E01000391,E09000004_07,0.053598775,E09000004
E01000391,E09000004_10,0.946401225,E09000004
E01000392,E09000004_10,1,E09000004
E01000393,E09000004_07,0.106153846,E09000004
E01000393,E09000004_10,0.893846154,E09000004
E01000394,E09000004_07,1,E09000004
E01000395,E09000004_08,1,E09000004
E01000396,E09000004_08,1,E09000004
E01000398,E09000004_08,1,E09000004
E01000399,E09000004_08,1,E09000004
E01000400,E09000004_08,1,E09000004
E01000401,E09000004_08,1,E09000004
E01000402,E09000004_02,0.331352155,E09000004
E01000402,E09000004_09,0.588410104,E09000004
E01000402,E09000004_12,0.080237741,E09000004
E01000403,E09000004_09,1,E09000004
E01000403,E09000004_14,0,E09000004
E01000404,E09000004_09,1,E09000004
E01000405,E09000004_02,0.055555556,E09000004
E01000405,E09000004_09,0.944444444,E09000004
E01000406,E09000004_09,0.86327504,E09000004
E01000406,E09000004_12,0.13672496,E09000004
E01000407,E09000004_09,0.917445483,E09000004
E01000407,E09000004_12,0.082554517,E09000004
E01000408,E09000004_02,1,E09000004
E01000409,E09000004_10,1,E09000004
E01000410,E09000004_10,1,E09000004
E01000411,E09000004_10,1,E09000004
E01000412,E09000004_04,0.092879257,E09000004
E01000412,E09000004_10,0.907120743,E09000004
E01000413,E09000004_04,0.908396947,E09000004
E01000413,E09000004_10,0.091603053,E09000004
E01000414,E09000004_10,1,E09000004
E01000415,E09000004_10,1,E09000004
E01000416,E09000004_16,1,E09000004
E01000417,E09000004_02,0.173972603,E09000004
E01000417,E09000004_17,0.826027397,E09000004
E01000418,E09000004_02,0.850980392,E09000004
E01000418,E09000004_16,0.149019608,E09000004
E01000419,E09000004_17,1,E09000004
E01000420,E09000004_17,1,E09000004
E01000421,E09000004_17,1,E09000004
E01000422,E09000004_16,1,E09000004
E01000423,E09000004_11,1,E09000004
E01000424,E09000004_11,0.94344473,E09000004
E01000424,E09000004_13,0.05655527,E09000004
E01000425,E09000004_11,1,E09000004
E01000426,E09000004_11,1,E09000004
E01000427,E09000004_11,1,E09000004
E01000428,E09000004_11,0.753488372,E09000004
E01000428,E09000004_13,0.246511628,E09000004
E01000429,E09000004_14,1,E09000004
E01000430,E09000004_14,1,E09000004
E01000431,E09000004_14,1,E09000004
E01000432,E09000004_14,1,E09000004
E01000433,E09000004_14,1,E09000004
E01000434,E09000004_14,1,E09000004
E01000435,E09000004_01,0.195,E09000004
E01000435,E09000004_14,0.805,E09000004
E01000436,E09000004_03,0,E09000004
E01000436,E09000004_12,0,E09000004
E01000436,E09000004_17,1,E09000004
E01000437,E09000004_12,1,E09000004
E01000438,E09000004_12,1,E09000004
E01000439,E09000004_01,0,E09000004
E01000439,E09000004_12,1,E09000004
E01000440,E09000004_03,0.087954111,E09000004
E01000440,E09000004_12,0.835564054,E09000004
E01000440,E09000004_17,0.076481836,E09000004
E01000441,E09000004_03,0,E09000004
E01000441,E09000004_12,1,E09000004
E01000442,E09000004_12,0.8046875,E09000004
E01000442,E09000004_17,0.1953125,E09000004
E01000443,E09000004_05,1,E09000004
E01000444,E09000004_15,1,E09000004
E01000445,E09000004_05,0.515804598,E09000004
E01000445,E09000004_15,0.484195402,E09000004
E01000446,E09000004_05,1,E09000004
E01000447,E09000004_15,1,E09000004
E01000448,E09000004_05,0,E09000004
E01000448,E09000004_15,1,E09000004
E01000449,E09000004_15,1,E09000004
E01000450,E09000004_17,1,E09000004
E01000451,E09000004_08,0.071202532,E09000004
E01000451,E09000004_17,0.928797468,E09000004
E01000452,E09000004_07,0,E09000004
E01000452,E09000004_17,1,E09000004
E01000453,E09000004_07,0.639123103,E09000004
E01000453,E09000004_08,0.222596965,E09000004
E01000453,E09000004_17,0.138279933,E09000004
E01000454,E09000004_08,1,E09000004
E01000455,E09000004_08,1,E09000004
E01000456,E09000004_07,0.380081301,E09000004
E01000456,E09000004_08,0.619918699,E09000004
E01000457,E09000004_13,1,E09000004
E01000458,E09000004_13,1,E09000004
E01000459,E09000004_13,1,E09000004
E01000460,E09000004_04,1,E09000004
E01000461,E09000004_05,0.745644599,E09000004
E01000461,E09000004_13,0.254355401,E09000004
E01000462,E09000004_04,0.419191919,E09000004
E01000462,E09000004_05,0.13510101,E09000004
E01000462,E09000004_11,0,E09000004
E01000462,E09000004_13,0.445707071,E09000004
E01000463,E09000004_04,1,E09000004
E01000464,E09000004_16,1,E09000004
E01000465,E09000004_02,0,E09000004
E01000465,E09000004_16,1,E09000004
E01000466,E09000004_16,1,E09000004
E01000467,E09000004_16,1,E09000004
E01000468,E09000004_16,1,E09000004
E01000469,E09000004_16,1,E09000004
E01000470,E09000004_16,1,E09000004
E01000471,E09000005_01,1,E09000005
E01000472,E09000005_01,1,E09000005
E01000473,E09000005_01,0.612121212,E09000005
E01000473,E09000005_19,0.387878788,E09000005
E01000474,E09000005_01,0.058585859,E09000005
E01000474,E09000005_19,0.941414141,E09000005
E01000475,E09000005_01,1,E09000005
E01000476,E09000005_01,0.831578947,E09000005
E01000476,E09000005_19,0.168421053,E09000005
E01000477,E09000005_01,1,E09000005
E01000478,E09000005_01,1,E09000005
E01000479,E09000005_02,0.47826087,E09000005
E01000479,E09000005_18,0.52173913,E09000005
E01000480,E09000005_02,1,E09000005
E01000481,E09000005_02,1,E09000005
E01000481,E09000005_18,0,E09000005
E01000482,E09000005_02,1,E09000005
E01000483,E09000005_02,1,E09000005
E01000484,E09000005_07,1,E09000005
E01000485,E09000005_07,1,E09000005
E01000486,E09000005_02,0.826589595,E09000005
E01000486,E09000005_07,0.173410405,E09000005
E01000487,E09000005_02,0.449067432,E09000005
E01000487,E09000005_07,0.550932568,E09000005
E01000488,E09000005_03,1,E09000005
E01000489,E09000005_03,1,E09000005
E01000490,E09000005_03,1,E09000005
E01000491,E09000005_03,1,E09000005
E01000492,E09000005_03,1,E09000005
E01000493,E09000005_03,1,E09000005
E01000494,E09000005_03,1,E09000005
E01000495,E09000005_03,1,E09000005
E01000497,E09000005_05,1,E09000005
E01000498,E09000005_05,1,E09000005
E01000499,E09000005_05,1,E09000005
E01000501,E09000005_05,1,E09000005
E01000502,E09000005_05,1,E09000005
E01000503,E09000005_05,1,E09000005
E01000504,E09000005_22,1,E09000005
E01000505,E09000005_22,1,E09000005
E01000506,E09000005_05,0.461295419,E09000005
E01000506,E09000005_14,0.538704581,E09000005
E01000506,E09000005_22,0,E09000005
E01000507,E09000005_22,1,E09000005
E01000508,E09000005_14,1,E09000005
