lad22cd,lad22nm,category,count_21,count_11,change
E09000005,Brent,Europe: Other Europe: Rest of Europe: Other Europe,1958,1095,863
E09000005,Brent,Europe: Other Europe: Rest of Europe: Turkey,299,143,156
E09000005,Brent,Europe: United Kingdom,217300,202334,14966
E09000005,Brent,Middle East and Asia: Central Asia,51,135,-84
E09000005,Brent,Middle East and Asia: Eastern Asia: China,816,551,265
E09000005,Brent,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),128,41,87
E09000005,Brent,Middle East and Asia: Eastern Asia: Japan,297,412,-115
E09000005,Brent,Middle East and Asia: Eastern Asia: Other Eastern Asia,158,156,2
E09000005,Brent,Middle East and Asia: Middle East: Iran,306,512,-206
E09000005,Brent,Middle East and Asia: Middle East: Iraq,260,230,30
E09000005,Brent,Middle East and Asia: Middle East: Other Middle East,1182,522,660
E09000005,Brent,Middle East and Asia: South-East Asia: Malaysia,433,614,-181
E09000005,Brent,Middle East and Asia: South-East Asia: Other South-East Asia,344,515,-171
E09000005,Brent,Middle East and Asia: South-East Asia: Philippines,1643,1975,-332
E09000005,Brent,Middle East and Asia: South-East Asia: Singapore,109,75,34
E09000005,Brent,Middle East and Asia: Southern Asia: Afghanistan,524,716,-192
E09000005,Brent,Middle East and Asia: Southern Asia: Bangladesh,144,170,-26
E09000005,Brent,Middle East and Asia: Southern Asia: India,11812,13046,-1234
E09000005,Brent,Middle East and Asia: Southern Asia: Other Southern Asia,818,2113,-1295
E09000005,Brent,Middle East and Asia: Southern Asia: Pakistan,1275,2077,-802
E09000005,Brent,Middle East and Asia: Southern Asia: Sri Lanka,1089,2568,-1479
E09000005,Brent,No passport held,14503,15798,-1295
E09000005,Brent,The Americas and the Caribbean: Central America,110,73,37
E09000005,Brent,The Americas and the Caribbean: North America: Canada,305,304,1
E09000005,Brent,The Americas and the Caribbean: North America: United States,876,731,145
E09000005,Brent,The Americas and the Caribbean: South America,3074,2495,579
E09000005,Brent,The Americas and the Caribbean: The Caribbean: Jamaica,1008,1660,-652
E09000005,Brent,The Americas and the Caribbean: The Caribbean: Other Caribbean,352,519,-167
E09000006,Bromley,Africa: Central and Western Africa: Ghana,314,365,-51
E09000006,Bromley,Africa: Central and Western Africa: Nigeria,1134,1135,-1
E09000006,Bromley,Africa: Central and Western Africa: Other Central and Western Africa,226,250,-24
E09000006,Bromley,Africa: North Africa,233,225,8
E09000006,Bromley,Africa: South and Eastern Africa: Kenya,55,96,-41
E09000006,Bromley,Africa: South and Eastern Africa: Other South and Eastern Africa,207,354,-147
E09000006,Bromley,Africa: South and Eastern Africa: Somalia,7,2,5
E09000006,Bromley,Africa: South and Eastern Africa: South Africa,395,638,-243
E09000006,Bromley,Africa: South and Eastern Africa: Zimbabwe,195,318,-123
E09000006,Bromley,Antarctica and Oceania: Australasia: Australia,457,445,12
E09000006,Bromley,Antarctica and Oceania: Australasia: New Zealand,229,237,-8
E09000006,Bromley,Antarctica and Oceania: Other Antarctica and Oceania,1,1,0
E09000006,Bromley,British Overseas Territories,1,4,-3
E09000006,Bromley,Europe: Ireland,3486,3199,287
E09000006,Bromley,Europe: Other Europe: EU Member countries: France,1391,1134,257
E09000006,Bromley,Europe: Other Europe: EU Member countries: Germany,835,832,3
E09000006,Bromley,Europe: Other Europe: EU Member countries: Italy,2434,1174,1260
E09000006,Bromley,Europe: Other Europe: EU Member countries: Lithuania,1310,619,691
E09000006,Bromley,Europe: Other Europe: EU Member countries: Other EU countries,5253,2793,2460
E09000006,Bromley,Europe: Other Europe: EU Member countries: Poland,2507,1750,757
E09000006,Bromley,Europe: Other Europe: EU Member countries: Portugal,1404,523,881
E09000006,Bromley,Europe: Other Europe: EU Member countries: Romania,2191,336,1855
E09000006,Bromley,Europe: Other Europe: EU Member countries: Spain,1429,510,919
E09000006,Bromley,Europe: Other Europe: Rest of Europe: Other Europe,1225,619,606
E09000006,Bromley,Europe: Other Europe: Rest of Europe: Turkey,405,184,221
E09000006,Bromley,Europe: United Kingdom,271017,256502,14515
E09000006,Bromley,Middle East and Asia: Central Asia,32,37,-5
E09000006,Bromley,Middle East and Asia: Eastern Asia: China,862,292,570
E09000006,Bromley,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),113,31,82
E09000006,Bromley,Middle East and Asia: Eastern Asia: Japan,328,270,58
E09000006,Bromley,Middle East and Asia: Eastern Asia: Other Eastern Asia,61,51,10
E09000006,Bromley,Middle East and Asia: Middle East: Iran,70,59,11
E09000006,Bromley,Middle East and Asia: Middle East: Iraq,8,67,-59
E09000006,Bromley,Middle East and Asia: Middle East: Other Middle East,95,86,9
E09000006,Bromley,Middle East and Asia: South-East Asia: Malaysia,312,239,73
E09000006,Bromley,Middle East and Asia: South-East Asia: Other South-East Asia,147,159,-12
E09000006,Bromley,Middle East and Asia: South-East Asia: Philippines,652,353,299
E09000006,Bromley,Middle East and Asia: South-East Asia: Singapore,90,69,21
E09000006,Bromley,Middle East and Asia: Southern Asia: Afghanistan,31,32,-1
