lad22cd,lad22nm,category,count_21,count_11,change
E09000022,Lambeth,Arrived in the UK: Aged 10 to 14 years,7392,7884,-492
E09000022,Lambeth,Arrived in the UK: Aged 15 years,1874,2031,-157
E09000022,Lambeth,Arrived in the UK: Aged 16 to 17 years,5381,4932,449
E09000022,Lambeth,Arrived in the UK: Aged 18 to 19 years,8042,7618,424
E09000022,Lambeth,Arrived in the UK: Aged 20 to 24 years,26009,27593,-1584
E09000022,Lambeth,Arrived in the UK: Aged 25 to 29 years,24612,24442,170
E09000022,Lambeth,Arrived in the UK: Aged 30 to 44 years,26237,21694,4543
E09000022,Lambeth,Arrived in the UK: Aged 45 to 59 years,5718,3707,2011
E09000022,Lambeth,Arrived in the UK: Aged 5 to 7 years,4103,4393,-290
E09000022,Lambeth,Arrived in the UK: Aged 60 to 64 years,650,438,212
E09000022,Lambeth,Arrived in the UK: Aged 65 to 74 years,559,427,132
E09000022,Lambeth,Arrived in the UK: Aged 75 to 84 years,198,125,73
E09000022,Lambeth,Arrived in the UK: Aged 8 to 9 years,2865,2997,-132
E09000022,Lambeth,Arrived in the UK: Aged 85 to 89 years,36,22,14
E09000022,Lambeth,Arrived in the UK: Aged 90 years and over,13,7,6
E09000022,Lambeth,Born in the UK,195091,185337,9754
E09000023,Lewisham,Arrived in the UK: Aged 0 to 4 years,8409,7918,491
E09000023,Lewisham,Arrived in the UK: Aged 10 to 14 years,6893,7002,-109
E09000023,Lewisham,Arrived in the UK: Aged 15 years,1654,1795,-141
E09000023,Lewisham,Arrived in the UK: Aged 16 to 17 years,4410,4381,29
E09000023,Lewisham,Arrived in the UK: Aged 18 to 19 years,6965,6431,534
E09000023,Lewisham,Arrived in the UK: Aged 20 to 24 years,21292,20684,608
E09000023,Lewisham,Arrived in the UK: Aged 25 to 29 years,20912,18005,2907
E09000023,Lewisham,Arrived in the UK: Aged 30 to 44 years,23768,17009,6759
E09000023,Lewisham,Arrived in the UK: Aged 45 to 59 years,4515,2655,1860
E09000023,Lewisham,Arrived in the UK: Aged 5 to 7 years,4086,3737,349
E09000023,Lewisham,Arrived in the UK: Aged 60 to 64 years,515,339,176
E09000023,Lewisham,Arrived in the UK: Aged 65 to 74 years,512,345,167
E09000023,Lewisham,Arrived in the UK: Aged 75 to 84 years,183,89,94
E09000023,Lewisham,Arrived in the UK: Aged 8 to 9 years,2934,2679,255
E09000023,Lewisham,Arrived in the UK: Aged 85 to 89 years,20,10,10
E09000023,Lewisham,Arrived in the UK: Aged 90 years and over,6,7,-1
E09000023,Lewisham,Born in the UK,193483,182799,10684
E09000024,Merton,Arrived in the UK: Aged 0 to 4 years,6906,6092,814
E09000024,Merton,Arrived in the UK: Aged 10 to 14 years,4765,4365,400
E09000024,Merton,Arrived in the UK: Aged 15 years,1102,1019,83
E09000024,Merton,Arrived in the UK: Aged 16 to 17 years,2922,2636,286
E09000024,Merton,Arrived in the UK: Aged 18 to 19 years,4968,4601,367
E09000024,Merton,Arrived in the UK: Aged 20 to 24 years,17963,18245,-282
E09000024,Merton,Arrived in the UK: Aged 25 to 29 years,17570,15930,1640
E09000024,Merton,Arrived in the UK: Aged 30 to 44 years,20747,14572,6175
E09000024,Merton,Arrived in the UK: Aged 45 to 59 years,4649,2783,1866
E09000024,Merton,Arrived in the UK: Aged 5 to 7 years,3069,2649,420
E09000024,Merton,Arrived in the UK: Aged 60 to 64 years,540,325,215
E09000024,Merton,Arrived in the UK: Aged 65 to 74 years,609,344,265
E09000024,Merton,Arrived in the UK: Aged 75 to 84 years,180,84,96
E09000024,Merton,Arrived in the UK: Aged 8 to 9 years,1930,1746,184
E09000024,Merton,Arrived in the UK: Aged 85 to 89 years,17,8,9
E09000024,Merton,Arrived in the UK: Aged 90 years and over,5,4,1
E09000024,Merton,Born in the UK,127245,124290,2955
E09000025,Newham,Arrived in the UK: Aged 0 to 4 years,14676,12868,1808
E09000025,Newham,Arrived in the UK: Aged 10 to 14 years,11883,11403,480
E09000025,Newham,Arrived in the UK: Aged 15 years,2886,2749,137
E09000025,Newham,Arrived in the UK: Aged 16 to 17 years,7049,6916,133
E09000025,Newham,Arrived in the UK: Aged 18 to 19 years,12513,11781,732
E09000025,Newham,Arrived in the UK: Aged 20 to 24 years,37505,39903,-2398
E09000025,Newham,Arrived in the UK: Aged 25 to 29 years,33964,31583,2381
E09000025,Newham,Arrived in the UK: Aged 30 to 44 years,43815,30384,13431
E09000025,Newham,Arrived in the UK: Aged 45 to 59 years,9992,5745,4247
E09000025,Newham,Arrived in the UK: Aged 5 to 7 years,7281,6318,963
E09000025,Newham,Arrived in the UK: Aged 60 to 64 years,1021,639,382
E09000025,Newham,Arrived in the UK: Aged 65 to 74 years,945,699,246
E09000025,Newham,Arrived in the UK: Aged 75 to 84 years,251,167,84
E09000025,Newham,Arrived in the UK: Aged 8 to 9 years,4762,4222,540
E09000025,Newham,Arrived in the UK: Aged 85 to 89 years,35,25,10
E09000025,Newham,Arrived in the UK: Aged 90 years and over,10,12,-2
E09000025,Newham,Born in the UK,162447,142570,19877
E09000026,Redbridge,Arrived in the UK: Aged 0 to 4 years,13605,10980,2625
E09000026,Redbridge,Arrived in the UK: Aged 10 to 14 years,9070,7677,1393
E09000026,Redbridge,Arrived in the UK: Aged 15 years,1905,1726,179
E09000026,Redbridge,Arrived in the UK: Aged 16 to 17 years,5020,4604,416
E09000026,Redbridge,Arrived in the UK: Aged 18 to 19 years,8471,7450,1021
E09000026,Redbridge,Arrived in the UK: Aged 20 to 24 years,26452,22916,3536
E09000026,Redbridge,Arrived in the UK: Aged 25 to 29 years,23882,18033,5849
E09000026,Redbridge,Arrived in the UK: Aged 30 to 44 years,28842,17004,11838
E09000026,Redbridge,Arrived in the UK: Aged 45 to 59 years,5713,3082,2631
E09000026,Redbridge,Arrived in the UK: Aged 5 to 7 years,6376,5116,1260
E09000026,Redbridge,Arrived in the UK: Aged 60 to 64 years,765,514,251
E09000026,Redbridge,Arrived in the UK: Aged 65 to 74 years,815,655,160
E09000026,Redbridge,Arrived in the UK: Aged 75 to 84 years,267,130,137
E09000026,Redbridge,Arrived in the UK: Aged 8 to 9 years,4084,3170,914
E09000026,Redbridge,Arrived in the UK: Aged 85 to 89 years,22,12,10
E09000026,Redbridge,Arrived in the UK: Aged 90 years and over,7,4,3
E09000026,Redbridge,Born in the UK,174963,175897,-934
E09000027,Richmond upon Thames,Arrived in the UK: Aged 0 to 4 years,6718,5937,781
E09000027,Richmond upon Thames,Arrived in the UK: Aged 10 to 14 years,2810,2456,354
E09000027,Richmond upon Thames,Arrived in the UK: Aged 15 years,561,568,-7
E09000027,Richmond upon Thames,Arrived in the UK: Aged 16 to 17 years,1662,1583,79
E09000027,Richmond upon Thames,Arrived in the UK: Aged 18 to 19 years,2608,2463,145
E09000027,Richmond upon Thames,Arrived in the UK: Aged 20 to 24 years,9168,8434,734
E09000027,Richmond upon Thames,Arrived in the UK: Aged 25 to 29 years,9968,8406,1562
E09000027,Richmond upon Thames,Arrived in the UK: Aged 30 to 44 years,14662,10019,4643
E09000027,Richmond upon Thames,Arrived in the UK: Aged 45 to 59 years,3384,1867,1517
E09000027,Richmond upon Thames,Arrived in the UK: Aged 5 to 7 years,2396,2014,382
E09000027,Richmond upon Thames,Arrived in the UK: Aged 60 to 64 years,320,197,123
E09000027,Richmond upon Thames,Arrived in the UK: Aged 65 to 74 years,403,204,199
E09000027,Richmond upon Thames,Arrived in the UK: Aged 75 to 84 years,144,59,85
E09000027,Richmond upon Thames,Arrived in the UK: Aged 8 to 9 years,1388,1185,203
E09000027,Richmond upon Thames,Arrived in the UK: Aged 85 to 89 years,24,8,16
E09000027,Richmond upon Thames,Arrived in the UK: Aged 90 years and over,6,5,1
E09000027,Richmond upon Thames,Born in the UK,139053,141585,-2532
E09000028,Southwark,Arrived in the UK: Aged 0 to 4 years,8780,8303,477
E09000028,Southwark,Arrived in the UK: Aged 10 to 14 years,6829,7162,-333
E09000028,Southwark,Arrived in the UK: Aged 15 years,1782,1965,-183
E09000028,Southwark,Arrived in the UK: Aged 16 to 17 years,5657,5211,446
E09000028,Southwark,Arrived in the UK: Aged 18 to 19 years,8699,7763,936
E09000028,Southwark,Arrived in the UK: Aged 20 to 24 years,26637,26144,493
E09000028,Southwark,Arrived in the UK: Aged 25 to 29 years,25750,23890,1860
E09000028,Southwark,Arrived in the UK: Aged 30 to 44 years,27558,22074,5484
E09000028,Southwark,Arrived in the UK: Aged 45 to 59 years,5758,3699,2059
E09000028,Southwark,Arrived in the UK: Aged 5 to 7 years,3777,3720,57
E09000028,Southwark,Arrived in the UK: Aged 60 to 64 years,622,435,187
E09000028,Southwark,Arrived in the UK: Aged 65 to 74 years,592,458,134
E09000028,Southwark,Arrived in the UK: Aged 75 to 84 years,194,112,82
E09000028,Southwark,Arrived in the UK: Aged 8 to 9 years,2552,2702,-150
E09000028,Southwark,Arrived in the UK: Aged 85 to 89 years,31,19,12
E09000028,Southwark,Arrived in the UK: Aged 90 years and over,25,10,15
E09000028,Southwark,Born in the UK,182392,174616,7776
E09000029,Sutton,Arrived in the UK: Aged 0 to 4 years,5482,3743,1739
E09000029,Sutton,Arrived in the UK: Aged 10 to 14 years,3194,2429,765
E09000029,Sutton,Arrived in the UK: Aged 15 years,726,573,153
E09000029,Sutton,Arrived in the UK: Aged 16 to 17 years,2084,1617,467
E09000029,Sutton,Arrived in the UK: Aged 18 to 19 years,3261,2481,780
E09000029,Sutton,Arrived in the UK: Aged 20 to 24 years,11549,7960,3589
E09000029,Sutton,Arrived in the UK: Aged 25 to 29 years,11612,7119,4493
E09000029,Sutton,Arrived in the UK: Aged 30 to 44 years,13140,7347,5793
E09000029,Sutton,Arrived in the UK: Aged 45 to 59 years,2583,1309,1274
E09000029,Sutton,Arrived in the UK: Aged 5 to 7 years,2200,1707,493
E09000029,Sutton,Arrived in the UK: Aged 60 to 64 years,361,187,174
E09000029,Sutton,Arrived in the UK: Aged 65 to 74 years,487,217,270
E09000029,Sutton,Arrived in the UK: Aged 75 to 84 years,119,37,82
E09000029,Sutton,Arrived in the UK: Aged 8 to 9 years,1379,1020,359
E09000029,Sutton,Arrived in the UK: Aged 85 to 89 years,11,8,3
E09000029,Sutton,Arrived in the UK: Aged 90 years and over,3,2,1
E09000029,Sutton,Born in the UK,151447,152390,-943
E09000030,Tower Hamlets,Arrived in the UK: Aged 0 to 4 years,10954,9661,1293
E09000030,Tower Hamlets,Arrived in the UK: Aged 10 to 14 years,8335,7387,948
E09000030,Tower Hamlets,Arrived in the UK: Aged 15 years,1966,1662,304
E09000030,Tower Hamlets,Arrived in the UK: Aged 16 to 17 years,6308,5237,1071
E09000030,Tower Hamlets,Arrived in the UK: Aged 18 to 19 years,12375,9224,3151
E09000030,Tower Hamlets,Arrived in the UK: Aged 20 to 24 years,33419,25766,7653
E09000030,Tower Hamlets,Arrived in the UK: Aged 25 to 29 years,30160,22500,7660
E09000030,Tower Hamlets,Arrived in the UK: Aged 30 to 44 years,26987,17187,9800
E09000030,Tower Hamlets,Arrived in the UK: Aged 45 to 59 years,4698,2718,1980
E09000030,Tower Hamlets,Arrived in the UK: Aged 5 to 7 years,5236,4298,938
E09000030,Tower Hamlets,Arrived in the UK: Aged 60 to 64 years,577,388,189
E09000030,Tower Hamlets,Arrived in the UK: Aged 65 to 74 years,566,414,152
E09000030,Tower Hamlets,Arrived in the UK: Aged 75 to 84 years,160,109,51
E09000030,Tower Hamlets,Arrived in the UK: Aged 8 to 9 years,3458,2864,594
E09000030,Tower Hamlets,Arrived in the UK: Aged 85 to 89 years,17,9,8
E09000030,Tower Hamlets,Arrived in the UK: Aged 90 years and over,9,10,-1
E09000030,Tower Hamlets,Born in the UK,165081,144662,20419
E09000031,Waltham Forest,Arrived in the UK: Aged 0 to 4 years,8316,8032,284
E09000031,Waltham Forest,Arrived in the UK: Aged 10 to 14 years,6582,7063,-481
E09000031,Waltham Forest,Arrived in the UK: Aged 15 years,1559,1826,-267
E09000031,Waltham Forest,Arrived in the UK: Aged 16 to 17 years,3944,4568,-624
E09000031,Waltham Forest,Arrived in the UK: Aged 18 to 19 years,7024,7520,-496
E09000031,Waltham Forest,Arrived in the UK: Aged 20 to 24 years,22942,24480,-1538
E09000031,Waltham Forest,Arrived in the UK: Aged 25 to 29 years,20819,18844,1975
E09000031,Waltham Forest,Arrived in the UK: Aged 30 to 44 years,23364,16938,6426
E09000031,Waltham Forest,Arrived in the UK: Aged 45 to 59 years,5080,3023,2057
E09000031,Waltham Forest,Arrived in the UK: Aged 5 to 7 years,3916,4006,-90
E09000031,Waltham Forest,Arrived in the UK: Aged 60 to 64 years,473,353,120
E09000031,Waltham Forest,Arrived in the UK: Aged 65 to 74 years,500,366,134
E09000031,Waltham Forest,Arrived in the UK: Aged 75 to 84 years,160,103,57
E09000031,Waltham Forest,Arrived in the UK: Aged 8 to 9 years,2656,2676,-20
E09000031,Waltham Forest,Arrived in the UK: Aged 85 to 89 years,20,11,9
E09000031,Waltham Forest,Arrived in the UK: Aged 90 years and over,3,3,0
E09000031,Waltham Forest,Born in the UK,171070,158437,12633
E09000032,Wandsworth,Arrived in the UK: Aged 0 to 4 years,10502,9818,684
E09000032,Wandsworth,Arrived in the UK: Aged 10 to 14 years,6185,5931,254
E09000032,Wandsworth,Arrived in the UK: Aged 15 years,1443,1341,102
E09000032,Wandsworth,Arrived in the UK: Aged 16 to 17 years,4244,3724,520
E09000032,Wandsworth,Arrived in the UK: Aged 18 to 19 years,7249,6280,969
E09000032,Wandsworth,Arrived in the UK: Aged 20 to 24 years,26112,26290,-178
E09000032,Wandsworth,Arrived in the UK: Aged 25 to 29 years,26805,25045,1760
E09000032,Wandsworth,Arrived in the UK: Aged 30 to 44 years,27323,19666,7657
E09000032,Wandsworth,Arrived in the UK: Aged 45 to 59 years,5641,3336,2305
E09000032,Wandsworth,Arrived in the UK: Aged 5 to 7 years,4184,3774,410
E09000032,Wandsworth,Arrived in the UK: Aged 60 to 64 years,745,394,351
E09000032,Wandsworth,Arrived in the UK: Aged 65 to 74 years,784,430,354
E09000032,Wandsworth,Arrived in the UK: Aged 75 to 84 years,246,127,119
E09000032,Wandsworth,Arrived in the UK: Aged 8 to 9 years,2677,2383,294
E09000032,Wandsworth,Arrived in the UK: Aged 85 to 89 years,34,26,8
E09000032,Wandsworth,Arrived in the UK: Aged 90 years and over,10,8,2
E09000032,Wandsworth,Born in the UK,203322,198422,4900
E09000033,Westminster,Arrived in the UK: Aged 0 to 4 years,7353,8375,-1022
E09000033,Westminster,Arrived in the UK: Aged 10 to 14 years,5301,6031,-730
E09000033,Westminster,Arrived in the UK: Aged 15 years,1489,1560,-71
E09000033,Westminster,Arrived in the UK: Aged 16 to 17 years,5121,5221,-100
E09000033,Westminster,Arrived in the UK: Aged 18 to 19 years,7639,7460,179
E09000033,Westminster,Arrived in the UK: Aged 20 to 24 years,21978,22996,-1018
E09000033,Westminster,Arrived in the UK: Aged 25 to 29 years,22340,25071,-2731
E09000033,Westminster,Arrived in the UK: Aged 30 to 44 years,27059,26364,695
E09000033,Westminster,Arrived in the UK: Aged 45 to 59 years,7770,6383,1387
E09000033,Westminster,Arrived in the UK: Aged 5 to 7 years,3175,3443,-268
E09000033,Westminster,Arrived in the UK: Aged 60 to 64 years,941,845,96
E09000033,Westminster,Arrived in the UK: Aged 65 to 74 years,937,684,253
E09000033,Westminster,Arrived in the UK: Aged 75 to 84 years,275,199,76
E09000033,Westminster,Arrived in the UK: Aged 8 to 9 years,2096,2323,-227
E09000033,Westminster,Arrived in the UK: Aged 85 to 89 years,49,22,27
E09000033,Westminster,Arrived in the UK: Aged 90 years and over,10,12,-2
E09000033,Westminster,Born in the UK,90702,102407,-11705
