lad22cd,lad22nm,category,count_21,count_11,change
E09000027,Richmond upon Thames,Household is deprived in two dimensions,6992,8994,-2002
E09000027,Richmond upon Thames,Household is not deprived in any dimension,49261,46005,3256
E09000028,Southwark,Household is deprived in four dimensions,410,1322,-912
E09000028,Southwark,Household is deprived in one dimension,41817,42428,-611
E09000028,Southwark,Household is deprived in three dimensions,6066,8961,-2895
E09000028,Southwark,Household is deprived in two dimensions,19018,24121,-5103
E09000028,Southwark,Household is not deprived in any dimension,63507,43590,19917
E09000029,Sutton,Household is deprived in four dimensions,187,356,-169
E09000029,Sutton,Household is deprived in one dimension,27257,26211,1046
E09000029,Sutton,Household is deprived in three dimensions,2549,3195,-646
E09000029,Sutton,Household is deprived in two dimensions,10463,12776,-2313
E09000029,Sutton,Household is not deprived in any dimension,41892,35636,6256
E09000030,Tower Hamlets,Household is deprived in four dimensions,527,1495,-968
E09000030,Tower Hamlets,Household is deprived in one dimension,38337,36199,2138
E09000030,Tower Hamlets,Household is deprived in three dimensions,7054,9432,-2378
E09000030,Tower Hamlets,Household is deprived in two dimensions,18685,20987,-2302
E09000030,Tower Hamlets,Household is not deprived in any dimension,55936,33144,22792
E09000031,Waltham Forest,Household is deprived in four dimensions,380,933,-553
E09000031,Waltham Forest,Household is deprived in one dimension,34786,33920,866
E09000031,Waltham Forest,Household is deprived in three dimensions,4600,7027,-2427
E09000031,Waltham Forest,Household is deprived in two dimensions,16559,21764,-5205
E09000031,Waltham Forest,Household is not deprived in any dimension,46576,33217,13359
E09000032,Wandsworth,Household is deprived in four dimensions,396,819,-423
E09000032,Wandsworth,Household is deprived in one dimension,38272,39677,-1405
E09000032,Wandsworth,Household is deprived in three dimensions,4113,6064,-1951
E09000032,Wandsworth,Household is deprived in two dimensions,14425,18174,-3749
E09000032,Wandsworth,Household is not deprived in any dimension,80186,65759,14427
E09000033,Westminster,Household is deprived in four dimensions,683,1628,-945
E09000033,Westminster,Household is deprived in one dimension,28839,36506,-7667
E09000033,Westminster,Household is deprived in three dimensions,5025,7790,-2765
E09000033,Westminster,Household is deprived in two dimensions,12728,18341,-5613
E09000033,Westminster,Household is not deprived in any dimension,47540,41507,6033
