lad22cd,lad22nm,lsoa21cd,"All adults in household have English in England, or English or Welsh in Wales as a main language","At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","No people in household have English in England, or English or Welsh in Wales as a main language"
E09000001,City of London,E01000001,697,47,5,85
E09000001,City of London,E01000002,653,45,3,122
E09000001,City of London,E01000003,827,62,12,119
E09000001,City of London,E01000005,302,86,13,80
E09000002,Barking and Dagenham,E01000006,297,104,39,111
E09000002,Barking and Dagenham,E01000007,735,109,76,267
E09000002,Barking and Dagenham,E01000008,327,128,25,67
E09000002,Barking and Dagenham,E01000009,281,112,53,156
E09000002,Barking and Dagenham,E01000011,201,112,31,129
E09000002,Barking and Dagenham,E01000012,452,98,70,161
E09000002,Barking and Dagenham,E01000013,439,62,40,78
E09000002,Barking and Dagenham,E01000014,466,51,45,72
E09000002,Barking and Dagenham,E01000015,591,77,67,97
E09000002,Barking and Dagenham,E01000016,466,50,42,72
E09000002,Barking and Dagenham,E01000017,446,64,31,57
E09000002,Barking and Dagenham,E01000018,475,52,40,77
E09000002,Barking and Dagenham,E01000019,334,68,40,60
E09000002,Barking and Dagenham,E01000020,469,85,39,70
E09000002,Barking and Dagenham,E01000021,393,80,41,86
E09000002,Barking and Dagenham,E01000022,338,59,27,54
E09000002,Barking and Dagenham,E01000024,307,65,30,54
E09000002,Barking and Dagenham,E01000025,511,68,41,72
E09000002,Barking and Dagenham,E01000027,517,58,29,59
E09000002,Barking and Dagenham,E01000028,435,91,32,63
E09000002,Barking and Dagenham,E01000029,514,71,26,70
E09000002,Barking and Dagenham,E01000030,718,74,56,57
E09000002,Barking and Dagenham,E01000031,426,97,21,53
E09000002,Barking and Dagenham,E01000032,478,93,55,99
E09000002,Barking and Dagenham,E01000033,465,29,24,34
E09000002,Barking and Dagenham,E01000034,414,51,16,33
E09000002,Barking and Dagenham,E01000035,421,66,34,73
E09000002,Barking and Dagenham,E01000036,320,61,19,70
E09000002,Barking and Dagenham,E01000037,496,46,11,35
E09000002,Barking and Dagenham,E01000038,453,40,23,47
E09000002,Barking and Dagenham,E01000039,533,41,20,49
E09000002,Barking and Dagenham,E01000040,414,91,40,111
E09000002,Barking and Dagenham,E01000041,425,75,37,63
E09000002,Barking and Dagenham,E01000042,468,80,33,74
E09000002,Barking and Dagenham,E01000043,310,89,19,53
E09000002,Barking and Dagenham,E01000044,389,121,40,112
E09000002,Barking and Dagenham,E01000045,418,63,26,70
E09000002,Barking and Dagenham,E01000046,486,65,42,68
E09000002,Barking and Dagenham,E01000049,333,130,44,68
E09000002,Barking and Dagenham,E01000050,358,84,57,133
E09000002,Barking and Dagenham,E01000051,273,36,20,103
E09000002,Barking and Dagenham,E01000052,472,104,77,141
E09000002,Barking and Dagenham,E01000053,501,40,36,74
E09000002,Barking and Dagenham,E01000054,485,53,40,61
E09000002,Barking and Dagenham,E01000055,422,63,31,52
E09000002,Barking and Dagenham,E01000056,431,62,32,39
E09000002,Barking and Dagenham,E01000057,378,65,34,57
E09000002,Barking and Dagenham,E01000058,467,86,48,100
E09000002,Barking and Dagenham,E01000059,443,44,27,59
E09000002,Barking and Dagenham,E01000060,637,53,50,70
E09000002,Barking and Dagenham,E01000061,604,47,23,78
E09000002,Barking and Dagenham,E01000062,593,61,37,77
E09000002,Barking and Dagenham,E01000063,477,62,32,52
E09000002,Barking and Dagenham,E01000064,575,82,39,103
E09000002,Barking and Dagenham,E01000065,592,63,43,84
E09000002,Barking and Dagenham,E01000066,421,171,23,93
E09000002,Barking and Dagenham,E01000067,434,125,43,59
E09000002,Barking and Dagenham,E01000068,281,122,10,64
E09000002,Barking and Dagenham,E01000069,340,138,17,43
E09000002,Barking and Dagenham,E01000070,355,148,24,54
E09000002,Barking and Dagenham,E01000071,520,158,40,90
E09000002,Barking and Dagenham,E01000072,538,80,43,80
E09000002,Barking and Dagenham,E01000073,494,55,41,71
E09000002,Barking and Dagenham,E01000074,455,68,35,68
E09000002,Barking and Dagenham,E01000075,470,77,31,64
E09000002,Barking and Dagenham,E01000076,583,66,37,110
E09000002,Barking and Dagenham,E01000077,424,73,30,68
E09000002,Barking and Dagenham,E01000078,448,55,51,67
E09000002,Barking and Dagenham,E01000079,481,48,29,62
E09000002,Barking and Dagenham,E01000080,470,51,30,57
E09000002,Barking and Dagenham,E01000081,473,68,41,70
E09000002,Barking and Dagenham,E01000082,535,58,32,74
E09000002,Barking and Dagenham,E01000083,468,60,39,64
E09000002,Barking and Dagenham,E01000084,374,49,25,54
E09000002,Barking and Dagenham,E01000085,418,54,33,72
E09000002,Barking and Dagenham,E01000086,369,37,35,48
E09000002,Barking and Dagenham,E01000087,366,71,24,58
E09000002,Barking and Dagenham,E01000088,402,89,46,68
E09000002,Barking and Dagenham,E01000089,423,64,39,74
E09000002,Barking and Dagenham,E01000090,350,82,44,77
E09000002,Barking and Dagenham,E01000091,461,108,39,64
E09000002,Barking and Dagenham,E01000093,491,73,37,64
E09000002,Barking and Dagenham,E01000094,563,86,58,136
E09000002,Barking and Dagenham,E01000095,537,69,59,75
E09000002,Barking and Dagenham,E01000096,341,65,40,40
E09000002,Barking and Dagenham,E01000097,498,76,37,73
E09000002,Barking and Dagenham,E01000098,434,84,32,70
E09000002,Barking and Dagenham,E01000099,657,95,59,132
E09000002,Barking and Dagenham,E01000100,475,68,34,78
E09000002,Barking and Dagenham,E01000101,429,67,27,58
E09000002,Barking and Dagenham,E01000102,455,52,42,80
E09000002,Barking and Dagenham,E01000103,408,54,29,43
E09000002,Barking and Dagenham,E01000104,548,55,42,46
E09000002,Barking and Dagenham,E01000105,722,67,48,100
E09000002,Barking and Dagenham,E01000106,657,64,45,104
E09000002,Barking and Dagenham,E01000107,452,57,32,63
E09000002,Barking and Dagenham,E01000108,485,65,33,101
E09000002,Barking and Dagenham,E01000110,370,74,21,54
E09000002,Barking and Dagenham,E01000111,551,83,30,84
E09000002,Barking and Dagenham,E01000112,475,91,40,97
E09000002,Barking and Dagenham,E01000113,428,95,36,85
E09000002,Barking and Dagenham,E01000114,541,93,45,80
E09000003,Barnet,E01000115,374,70,5,29
E09000003,Barnet,E01000116,483,74,18,43
E09000003,Barnet,E01000117,573,52,18,51
E09000003,Barnet,E01000118,587,88,16,63
E09000003,Barnet,E01000119,425,107,21,77
E09000003,Barnet,E01000120,384,66,5,45
E09000003,Barnet,E01000121,420,61,13,31
E09000003,Barnet,E01000122,384,71,15,51
E09000003,Barnet,E01000123,548,82,23,76
E09000003,Barnet,E01000124,573,80,35,105
E09000003,Barnet,E01000126,456,142,45,124
E09000003,Barnet,E01000127,329,76,39,74
E09000003,Barnet,E01000128,377,116,36,104
E09000003,Barnet,E01000129,306,92,32,138
E09000003,Barnet,E01000130,404,93,44,112
E09000003,Barnet,E01000131,393,120,36,164
E09000003,Barnet,E01000132,291,102,37,75
E09000003,Barnet,E01000133,382,82,30,80
E09000003,Barnet,E01000134,361,105,29,138
E09000003,Barnet,E01000135,437,66,16,108
E09000003,Barnet,E01000136,425,64,11,70
E09000003,Barnet,E01000137,401,95,79,94
E09000003,Barnet,E01000138,390,85,31,152
E09000003,Barnet,E01000139,368,85,25,65
E09000003,Barnet,E01000140,616,87,30,136
E09000003,Barnet,E01000141,456,116,27,186
E09000003,Barnet,E01000142,536,104,49,206
E09000003,Barnet,E01000143,465,60,26,130
E09000003,Barnet,E01000144,381,81,27,253
E09000003,Barnet,E01000145,321,72,13,83
E09000003,Barnet,E01000146,551,92,16,204
E09000003,Barnet,E01000147,289,129,21,120
E09000003,Barnet,E01000150,458,137,37,140
E09000003,Barnet,E01000151,384,81,54,139
E09000003,Barnet,E01000152,592,123,71,142
E09000003,Barnet,E01000153,502,93,34,112
E09000003,Barnet,E01000154,421,101,42,143
E09000003,Barnet,E01000156,538,87,48,78
E09000003,Barnet,E01000157,501,62,32,73
E09000003,Barnet,E01000158,403,61,23,59
E09000003,Barnet,E01000159,491,89,21,49
E09000003,Barnet,E01000160,566,83,30,121
E09000003,Barnet,E01000161,535,96,38,140
E09000003,Barnet,E01000162,379,70,15,88
E09000003,Barnet,E01000163,544,78,44,134
E09000003,Barnet,E01000164,447,92,26,79
E09000003,Barnet,E01000165,492,86,26,107
E09000003,Barnet,E01000166,540,52,15,44
E09000003,Barnet,E01000167,426,42,16,37
E09000003,Barnet,E01000168,462,54,7,36
E09000003,Barnet,E01000169,565,46,27,60
E09000003,Barnet,E01000170,540,66,25,63
E09000003,Barnet,E01000171,711,86,44,157
E09000003,Barnet,E01000172,512,53,10,30
E09000003,Barnet,E01000173,507,54,17,27
E09000003,Barnet,E01000174,591,56,28,88
E09000003,Barnet,E01000175,519,75,15,34
E09000003,Barnet,E01000176,573,60,18,69
E09000003,Barnet,E01000177,549,68,23,52
E09000003,Barnet,E01000178,537,62,19,60
E09000003,Barnet,E01000179,552,78,30,107
E09000003,Barnet,E01000180,491,82,25,73
E09000003,Barnet,E01000181,520,71,17,78
E09000003,Barnet,E01000182,587,58,12,71
E09000003,Barnet,E01000183,466,55,19,62
E09000003,Barnet,E01000184,450,109,27,121
E09000003,Barnet,E01000185,432,100,21,89
E09000003,Barnet,E01000186,418,46,5,41
E09000003,Barnet,E01000187,493,48,6,45
E09000003,Barnet,E01000188,414,53,11,33
E09000003,Barnet,E01000189,678,120,42,140
E09000003,Barnet,E01000190,452,61,12,41
E09000003,Barnet,E01000191,446,43,16,51
E09000003,Barnet,E01000192,484,73,39,119
E09000003,Barnet,E01000193,453,101,23,133
E09000003,Barnet,E01000194,423,72,62,146
E09000003,Barnet,E01000195,484,69,63,102
E09000003,Barnet,E01000196,680,99,41,270
E09000003,Barnet,E01000197,475,96,31,131
E09000003,Barnet,E01000198,591,81,28,75
E09000003,Barnet,E01000199,535,59,9,51
E09000003,Barnet,E01000200,683,65,33,93
E09000003,Barnet,E01000201,430,41,6,42
E09000003,Barnet,E01000202,456,72,19,71
E09000003,Barnet,E01000203,467,91,25,100
E09000003,Barnet,E01000204,556,65,9,64
E09000003,Barnet,E01000205,503,41,21,35
E09000003,Barnet,E01000206,415,59,11,38
E09000003,Barnet,E01000207,514,52,19,60
E09000003,Barnet,E01000208,497,74,17,50
E09000003,Barnet,E01000209,665,29,14,35
E09000003,Barnet,E01000210,469,51,15,51
E09000003,Barnet,E01000211,544,132,73,175
E09000003,Barnet,E01000212,401,69,11,72
E09000003,Barnet,E01000213,397,34,4,17
E09000003,Barnet,E01000214,585,70,8,108
E09000003,Barnet,E01000215,522,63,13,110
E09000003,Barnet,E01000216,488,66,25,145
E09000003,Barnet,E01000217,423,43,10,80
E09000003,Barnet,E01000218,415,61,8,102
E09000003,Barnet,E01000219,431,83,22,126
E09000003,Barnet,E01000220,450,82,10,137
E09000003,Barnet,E01000221,307,84,33,102
E09000003,Barnet,E01000222,409,127,37,157
E09000003,Barnet,E01000223,416,111,53,165
E09000003,Barnet,E01000224,296,121,26,111
E09000003,Barnet,E01000225,480,47,7,44
E09000003,Barnet,E01000226,371,88,29,111
E09000003,Barnet,E01000227,419,85,19,78
E09000003,Barnet,E01000228,354,55,19,32
E09000003,Barnet,E01000229,407,62,40,73
E09000003,Barnet,E01000230,524,54,12,68
E09000003,Barnet,E01000231,439,77,34,69
E09000003,Barnet,E01000232,549,56,27,73
E09000003,Barnet,E01000233,466,79,27,85
E09000003,Barnet,E01000234,523,61,27,63
E09000003,Barnet,E01000235,442,97,34,81
E09000003,Barnet,E01000236,558,43,14,83
E09000003,Barnet,E01000237,418,96,33,179
E09000003,Barnet,E01000238,428,89,28,102
E09000003,Barnet,E01000239,574,110,42,209
E09000003,Barnet,E01000240,370,124,24,112
E09000003,Barnet,E01000241,501,68,27,106
E09000003,Barnet,E01000242,480,48,12,56
E09000003,Barnet,E01000243,557,95,31,214
E09000003,Barnet,E01000244,351,104,20,151
E09000003,Barnet,E01000245,531,100,44,201
E09000003,Barnet,E01000246,566,30,17,31
E09000003,Barnet,E01000247,632,44,12,45
E09000003,Barnet,E01000248,637,46,6,32
E09000003,Barnet,E01000249,545,39,14,21
E09000003,Barnet,E01000250,895,92,17,146
E09000003,Barnet,E01000251,837,77,27,114
E09000003,Barnet,E01000252,648,49,20,81
E09000003,Barnet,E01000253,595,72,13,28
E09000003,Barnet,E01000254,568,38,8,17
E09000003,Barnet,E01000255,474,96,20,38
E09000003,Barnet,E01000256,518,72,23,66
E09000003,Barnet,E01000257,677,99,40,95
E09000003,Barnet,E01000258,611,69,20,75
E09000003,Barnet,E01000259,709,118,37,117
E09000003,Barnet,E01000260,580,97,46,118
E09000003,Barnet,E01000261,597,48,4,31
E09000003,Barnet,E01000263,458,34,3,8
E09000003,Barnet,E01000264,497,73,24,118
E09000003,Barnet,E01000265,547,78,39,109
E09000003,Barnet,E01000266,445,35,3,25
E09000003,Barnet,E01000267,454,54,14,56
E09000003,Barnet,E01000268,673,76,47,136
E09000003,Barnet,E01000269,468,34,17,27
E09000003,Barnet,E01000270,516,60,12,46
E09000003,Barnet,E01000271,483,63,12,58
E09000003,Barnet,E01000272,428,37,6,26
E09000003,Barnet,E01000273,543,65,23,108
E09000003,Barnet,E01000274,518,80,31,68
E09000003,Barnet,E01000275,455,78,18,115
E09000003,Barnet,E01000276,382,52,15,46
E09000003,Barnet,E01000277,524,54,27,136
E09000003,Barnet,E01000278,375,53,13,62
E09000003,Barnet,E01000279,434,47,8,17
E09000003,Barnet,E01000280,438,41,3,25
E09000003,Barnet,E01000281,587,73,34,90
E09000003,Barnet,E01000282,529,66,12,86
E09000003,Barnet,E01000283,394,39,8,35
E09000003,Barnet,E01000284,569,81,12,148
E09000003,Barnet,E01000285,484,49,26,51
E09000003,Barnet,E01000286,523,44,31,69
E09000003,Barnet,E01000287,499,53,20,37
E09000003,Barnet,E01000288,440,57,18,48
E09000003,Barnet,E01000289,405,73,25,43
E09000003,Barnet,E01000290,589,41,16,23
E09000003,Barnet,E01000291,492,57,16,55
E09000003,Barnet,E01000292,552,41,10,53
E09000003,Barnet,E01000293,571,61,7,67
E09000003,Barnet,E01000294,574,55,14,88
E09000003,Barnet,E01000295,455,84,19,92
E09000003,Barnet,E01000296,475,99,23,168
E09000003,Barnet,E01000297,339,77,23,103
E09000003,Barnet,E01000298,464,81,35,153
E09000003,Barnet,E01000299,504,142,35,223
E09000003,Barnet,E01000300,483,86,18,94
E09000003,Barnet,E01000301,378,63,17,73
E09000003,Barnet,E01000302,491,76,39,232
E09000003,Barnet,E01000303,367,71,18,80
E09000003,Barnet,E01000304,414,77,27,85
E09000003,Barnet,E01000305,352,116,22,162
E09000003,Barnet,E01000306,255,131,32,203
E09000003,Barnet,E01000307,304,120,24,105
E09000003,Barnet,E01000308,672,93,25,170
E09000003,Barnet,E01000309,394,128,23,162
E09000003,Barnet,E01000310,442,152,29,222
E09000003,Barnet,E01000311,411,45,5,60
E09000003,Barnet,E01000312,455,94,33,141
E09000003,Barnet,E01000313,363,126,38,185
E09000003,Barnet,E01000314,424,142,24,188
E09000003,Barnet,E01000315,460,92,17,64
E09000003,Barnet,E01000316,552,112,48,176
E09000003,Barnet,E01000317,431,70,15,118
E09000003,Barnet,E01000318,388,128,20,99
E09000003,Barnet,E01000319,383,65,8,41
E09000003,Barnet,E01000320,595,75,24,114
E09000003,Barnet,E01000321,548,76,33,175
E09000003,Barnet,E01000322,538,90,59,115
E09000003,Barnet,E01000323,614,88,40,277
E09000003,Barnet,E01000324,481,77,29,64
E09000004,Bexley,E01000325,548,22,5,11
E09000004,Bexley,E01000326,490,18,10,25
E09000004,Bexley,E01000327,556,35,11,23
E09000004,Bexley,E01000328,563,25,13,10
E09000004,Bexley,E01000329,567,47,18,27
E09000004,Bexley,E01000330,685,32,18,37
E09000004,Bexley,E01000331,569,25,6,16
E09000004,Bexley,E01000332,530,44,9,32
E09000004,Bexley,E01000333,711,41,18,40
E09000004,Bexley,E01000334,556,37,8,38
E09000004,Bexley,E01000335,777,86,28,144
E09000004,Bexley,E01000336,632,50,21,85
E09000004,Bexley,E01000337,527,47,20,53
E09000004,Bexley,E01000338,544,55,16,76
E09000004,Bexley,E01000339,554,22,13,13
E09000004,Bexley,E01000340,585,16,4,17
E09000004,Bexley,E01000341,591,15,5,14
E09000004,Bexley,E01000342,594,16,7,18
E09000004,Bexley,E01000343,519,18,7,14
E09000004,Bexley,E01000344,598,19,6,14
E09000004,Bexley,E01000345,471,9,3,6
E09000004,Bexley,E01000346,588,8,6,15
E09000004,Bexley,E01000347,576,27,6,18
E09000004,Bexley,E01000348,498,18,3,5
E09000004,Bexley,E01000349,616,19,10,11
E09000004,Bexley,E01000350,486,25,4,8
E09000004,Bexley,E01000351,585,19,9,9
E09000004,Bexley,E01000352,603,29,12,25
E09000004,Bexley,E01000353,611,20,8,11
E09000004,Bexley,E01000354,552,22,11,21
E09000004,Bexley,E01000355,561,22,11,11
E09000004,Bexley,E01000356,550,29,19,27
E09000004,Bexley,E01000357,444,25,9,11
E09000004,Bexley,E01000358,589,31,23,25
E09000004,Bexley,E01000359,455,14,4,19
E09000004,Bexley,E01000360,643,42,26,61
E09000004,Bexley,E01000361,554,23,12,14
E09000004,Bexley,E01000362,687,41,16,31
E09000004,Bexley,E01000363,499,36,7,22
E09000004,Bexley,E01000364,579,36,14,22
E09000004,Bexley,E01000365,626,27,16,38
E09000004,Bexley,E01000366,566,42,12,38
E09000004,Bexley,E01000367,683,48,16,47
E09000004,Bexley,E01000368,559,26,16,30
E09000004,Bexley,E01000369,576,33,7,14
E09000004,Bexley,E01000370,580,21,9,26
E09000004,Bexley,E01000371,582,24,8,22
E09000004,Bexley,E01000372,515,34,14,26
E09000004,Bexley,E01000373,360,29,34,37
E09000004,Bexley,E01000374,462,25,11,24
E09000004,Bexley,E01000375,668,47,25,50
E09000004,Bexley,E01000376,537,28,15,29
E09000004,Bexley,E01000377,615,20,4,17
E09000004,Bexley,E01000379,592,26,11,42
E09000004,Bexley,E01000380,852,17,8,28
E09000004,Bexley,E01000381,622,24,7,5
E09000004,Bexley,E01000382,553,18,8,12
E09000004,Bexley,E01000383,593,12,14,10
E09000004,Bexley,E01000384,699,28,8,26
E09000004,Bexley,E01000385,706,37,18,26
E09000004,Bexley,E01000386,563,25,12,41
E09000004,Bexley,E01000387,588,23,2,10
E09000004,Bexley,E01000388,525,45,9,16
E09000004,Bexley,E01000389,640,30,12,30
E09000004,Bexley,E01000390,479,23,0,15
E09000004,Bexley,E01000391,570,31,23,16
E09000004,Bexley,E01000392,603,65,27,69
E09000004,Bexley,E01000393,531,45,21,34
E09000004,Bexley,E01000394,594,23,23,31
E09000004,Bexley,E01000395,482,29,16,18
E09000004,Bexley,E01000396,451,26,10,19
E09000004,Bexley,E01000398,530,39,11,29
E09000004,Bexley,E01000399,524,42,16,40
E09000004,Bexley,E01000400,485,37,20,50
E09000004,Bexley,E01000401,571,48,20,53
E09000004,Bexley,E01000402,558,36,21,39
E09000004,Bexley,E01000403,947,39,26,45
E09000004,Bexley,E01000404,811,58,39,84
E09000004,Bexley,E01000405,460,36,17,47
E09000004,Bexley,E01000406,649,46,16,75
E09000004,Bexley,E01000407,645,43,17,44
E09000004,Bexley,E01000408,432,56,24,70
E09000004,Bexley,E01000409,578,33,20,23
E09000004,Bexley,E01000410,517,35,20,26
E09000004,Bexley,E01000411,510,20,9,17
E09000004,Bexley,E01000412,560,25,23,32
E09000004,Bexley,E01000413,477,25,9,12
E09000004,Bexley,E01000414,572,60,22,68
E09000004,Bexley,E01000415,450,35,13,22
E09000004,Bexley,E01000416,363,70,22,57
E09000004,Bexley,E01000417,593,53,21,42
E09000004,Bexley,E01000418,544,76,25,85
E09000004,Bexley,E01000419,507,35,12,28
E09000004,Bexley,E01000420,546,23,7,18
E09000004,Bexley,E01000421,559,17,10,11
E09000004,Bexley,E01000422,409,45,15,32
E09000004,Bexley,E01000423,561,25,8,11
E09000004,Bexley,E01000424,713,17,5,14
E09000004,Bexley,E01000425,578,13,7,9
E09000004,Bexley,E01000426,644,35,9,19
E09000004,Bexley,E01000427,866,19,6,18
E09000004,Bexley,E01000428,811,37,11,48
E09000004,Bexley,E01000429,616,33,16,47
E09000004,Bexley,E01000430,611,36,15,41
E09000004,Bexley,E01000431,376,23,11,21
E09000004,Bexley,E01000433,625,34,11,39
E09000004,Bexley,E01000434,519,24,11,19
E09000004,Bexley,E01000435,527,32,7,21
E09000004,Bexley,E01000436,574,19,5,25
E09000004,Bexley,E01000437,461,23,6,10
E09000004,Bexley,E01000438,537,25,14,25
E09000004,Bexley,E01000439,456,24,10,27
E09000004,Bexley,E01000440,463,32,3,12
E09000004,Bexley,E01000441,625,23,12,43
E09000004,Bexley,E01000442,572,22,11,22
E09000004,Bexley,E01000443,489,11,5,11
E09000004,Bexley,E01000444,599,23,3,13
E09000004,Bexley,E01000445,632,20,6,13
E09000004,Bexley,E01000446,570,15,3,10
E09000004,Bexley,E01000447,821,35,8,20
E09000004,Bexley,E01000448,491,13,4,4
E09000004,Bexley,E01000449,615,12,3,13
E09000004,Bexley,E01000450,551,36,12,29
E09000004,Bexley,E01000451,555,31,8,26
E09000004,Bexley,E01000452,430,34,5,23
E09000004,Bexley,E01000453,447,29,7,28
E09000004,Bexley,E01000454,534,32,15,45
E09000004,Bexley,E01000455,500,53,21,45
E09000004,Bexley,E01000456,417,33,11,23
E09000004,Bexley,E01000457,879,38,21,55
E09000004,Bexley,E01000458,652,16,8,11
E09000004,Bexley,E01000459,808,21,13,43
E09000004,Bexley,E01000460,449,19,6,9
E09000004,Bexley,E01000461,534,17,8,8
E09000004,Bexley,E01000462,735,42,24,40
E09000004,Bexley,E01000463,425,18,5,6
E09000004,Bexley,E01000464,465,39,10,38
E09000004,Bexley,E01000465,635,28,14,51
E09000004,Bexley,E01000466,493,41,14,52
E09000004,Bexley,E01000467,499,38,15,41
E09000004,Bexley,E01000468,761,81,33,66
E09000004,Bexley,E01000469,505,51,19,67
E09000004,Bexley,E01000470,433,32,11,50
E09000005,Brent,E01000471,218,110,34,132
E09000005,Brent,E01000472,444,142,67,260
E09000005,Brent,E01000473,324,172,48,245
E09000005,Brent,E01000474,198,164,24,133
E09000005,Brent,E01000475,269,139,52,156
E09000005,Brent,E01000476,243,137,27,148
E09000005,Brent,E01000477,277,126,53,226
E09000005,Brent,E01000478,300,173,48,197
E09000005,Brent,E01000479,315,101,21,83
E09000005,Brent,E01000480,295,109,26,85
E09000005,Brent,E01000481,371,85,34,110
E09000005,Brent,E01000483,363,112,42,140
E09000005,Brent,E01000484,425,91,24,75
E09000005,Brent,E01000485,301,85,35,115
E09000005,Brent,E01000486,290,115,25,89
E09000005,Brent,E01000487,350,110,42,193
E09000005,Brent,E01000488,332,101,22,98
E09000005,Brent,E01000489,460,98,14,116
E09000005,Brent,E01000490,581,74,35,198
E09000005,Brent,E01000491,612,119,19,119
E09000005,Brent,E01000492,314,73,8,56
E09000005,Brent,E01000493,411,89,13,51
E09000005,Brent,E01000494,460,81,26,153
E09000005,Brent,E01000495,560,66,22,132
E09000005,Brent,E01000497,431,105,23,123
E09000005,Brent,E01000498,255,81,44,137
E09000005,Brent,E01000499,290,127,28,136
E09000005,Brent,E01000501,492,114,37,115
E09000005,Brent,E01000502,384,122,47,110
E09000005,Brent,E01000503,485,123,36,134
E09000005,Brent,E01000504,474,90,26,104
E09000005,Brent,E01000505,385,95,9,80
E09000005,Brent,E01000506,344,98,34,190
E09000005,Brent,E01000507,301,108,11,100
E09000005,Brent,E01000508,503,135,47,177
E09000005,Brent,E01000509,228,100,20,110
E09000005,Brent,E01000510,290,83,48,152
E09000005,Brent,E01000511,325,92,40,104
E09000005,Brent,E01000512,425,89,18,122
E09000005,Brent,E01000513,264,102,24,75
E09000005,Brent,E01000514,289,89,25,90
E09000005,Brent,E01000515,368,101,45,133
E09000005,Brent,E01000516,356,148,55,194
E09000005,Brent,E01000517,254,109,22,103
E09000005,Brent,E01000518,372,112,36,111
E09000005,Brent,E01000519,324,103,46,157
E09000005,Brent,E01000520,378,77,43,112
E09000005,Brent,E01000521,516,116,47,243
E09000005,Brent,E01000522,454,104,47,93
E09000005,Brent,E01000523,494,127,62,179
E09000005,Brent,E01000524,581,117,51,233
E09000005,Brent,E01000525,491,93,42,129
E09000005,Brent,E01000526,542,114,38,114
E09000005,Brent,E01000527,462,83,49,136
E09000005,Brent,E01000528,476,83,37,142
E09000005,Brent,E01000530,482,118,12,64
E09000005,Brent,E01000531,615,71,26,147
E09000005,Brent,E01000532,480,68,8,55
E09000005,Brent,E01000533,582,99,48,150
E09000005,Brent,E01000534,495,81,27,52
E09000005,Brent,E01000535,548,101,39,157
E09000005,Brent,E01000536,290,105,17,92
E09000005,Brent,E01000538,316,84,14,72
E09000005,Brent,E01000539,338,93,16,94
E09000005,Brent,E01000540,310,84,19,72
E09000005,Brent,E01000541,244,78,21,143
E09000005,Brent,E01000543,231,95,23,141
E09000005,Brent,E01000544,466,118,23,127
E09000005,Brent,E01000545,596,100,21,190
E09000005,Brent,E01000546,497,85,17,151
E09000005,Brent,E01000547,497,86,18,88
E09000005,Brent,E01000548,650,98,34,221
E09000005,Brent,E01000549,677,66,15,134
E09000005,Brent,E01000550,624,116,32,141
E09000005,Brent,E01000551,814,178,48,134
E09000005,Brent,E01000552,382,89,30,80
E09000005,Brent,E01000553,412,134,24,174
E09000005,Brent,E01000554,476,126,38,117
E09000005,Brent,E01000555,331,111,14,75
E09000005,Brent,E01000556,448,127,27,255
E09000005,Brent,E01000557,432,105,32,264
E09000005,Brent,E01000558,474,48,22,96
E09000005,Brent,E01000559,430,60,7,160
E09000005,Brent,E01000560,461,83,20,102
E09000005,Brent,E01000561,557,114,22,132
E09000005,Brent,E01000562,318,83,12,63
E09000005,Brent,E01000563,301,106,11,63
E09000005,Brent,E01000564,241,86,38,125
E09000005,Brent,E01000565,299,86,33,67
E09000005,Brent,E01000566,271,94,17,81
E09000005,Brent,E01000567,262,92,31,79
E09000005,Brent,E01000568,343,126,23,172
E09000005,Brent,E01000569,312,93,19,60
E09000005,Brent,E01000570,261,112,25,123
E09000005,Brent,E01000571,254,130,21,90
E09000005,Brent,E01000572,266,95,20,80
E09000005,Brent,E01000573,225,105,33,117
E09000005,Brent,E01000574,240,113,19,87
E09000005,Brent,E01000575,309,118,46,186
E09000005,Brent,E01000576,298,139,20,115
E09000005,Brent,E01000577,409,180,56,219
E09000005,Brent,E01000578,551,114,47,121
E09000005,Brent,E01000579,489,73,18,54
E09000005,Brent,E01000580,623,107,23,105
E09000005,Brent,E01000581,470,53,12,58
E09000005,Brent,E01000582,549,90,15,34
E09000005,Brent,E01000583,689,100,18,95
E09000005,Brent,E01000584,366,91,13,87
E09000005,Brent,E01000585,467,65,16,48
E09000005,Brent,E01000586,748,128,31,178
E09000005,Brent,E01000587,196,117,30,112
E09000005,Brent,E01000589,379,156,47,222
E09000005,Brent,E01000590,362,125,19,123
E09000005,Brent,E01000591,259,151,45,189
E09000005,Brent,E01000592,343,113,31,130
E09000005,Brent,E01000593,365,128,31,145
E09000005,Brent,E01000594,234,118,36,175
E09000005,Brent,E01000595,397,88,70,98
E09000005,Brent,E01000596,372,112,44,98
E09000005,Brent,E01000599,459,107,37,94
E09000005,Brent,E01000601,321,88,25,79
E09000005,Brent,E01000602,295,113,25,69
E09000005,Brent,E01000603,342,72,38,111
E09000005,Brent,E01000604,309,118,25,63
E09000005,Brent,E01000605,358,107,22,82
E09000005,Brent,E01000606,256,102,45,173
E09000005,Brent,E01000607,322,165,52,156
E09000005,Brent,E01000608,395,148,60,206
E09000005,Brent,E01000609,330,117,45,140
E09000005,Brent,E01000610,353,132,43,161
E09000005,Brent,E01000611,303,132,46,126
E09000005,Brent,E01000612,256,112,49,124
