lad22cd,lad22nm,lsoa21cd,category,count_21
E09000002,Barking and Dagenham,E01000052,Other religion,1
E09000002,Barking and Dagenham,E01000052,Not answered,94
E09000002,Barking and Dagenham,E01000053,No religion,326
E09000002,Barking and Dagenham,E01000053,Christian,915
E09000002,Barking and Dagenham,E01000053,Buddhist,7
E09000002,Barking and Dagenham,E01000053,Hindu,15
E09000002,Barking and Dagenham,E01000053,Jewish,3
E09000002,Barking and Dagenham,E01000053,Muslim,267
E09000002,Barking and Dagenham,E01000053,Sikh,6
E09000002,Barking and Dagenham,E01000053,Other religion,6
E09000002,Barking and Dagenham,E01000053,Not answered,73
E09000002,Barking and Dagenham,E01000054,No religion,455
E09000002,Barking and Dagenham,E01000054,Christian,1024
E09000002,Barking and Dagenham,E01000054,Buddhist,15
E09000002,Barking and Dagenham,E01000054,Hindu,25
E09000002,Barking and Dagenham,E01000054,Jewish,0
E09000002,Barking and Dagenham,E01000054,Muslim,239
E09000002,Barking and Dagenham,E01000054,Sikh,10
E09000002,Barking and Dagenham,E01000054,Other religion,5
E09000002,Barking and Dagenham,E01000054,Not answered,92
E09000002,Barking and Dagenham,E01000055,No religion,440
E09000002,Barking and Dagenham,E01000055,Christian,869
E09000002,Barking and Dagenham,E01000055,Buddhist,6
E09000002,Barking and Dagenham,E01000055,Hindu,34
E09000002,Barking and Dagenham,E01000055,Jewish,2
E09000002,Barking and Dagenham,E01000055,Muslim,226
E09000002,Barking and Dagenham,E01000055,Sikh,3
E09000002,Barking and Dagenham,E01000055,Other religion,10
E09000002,Barking and Dagenham,E01000055,Not answered,116
E09000002,Barking and Dagenham,E01000056,No religion,481
E09000002,Barking and Dagenham,E01000056,Christian,848
E09000002,Barking and Dagenham,E01000056,Buddhist,2
E09000002,Barking and Dagenham,E01000056,Hindu,15
E09000002,Barking and Dagenham,E01000056,Jewish,2
E09000002,Barking and Dagenham,E01000056,Muslim,245
E09000002,Barking and Dagenham,E01000056,Sikh,6
E09000002,Barking and Dagenham,E01000056,Other religion,2
