lad22cd,lad22nm,lsoa21cd,One-person household,All household members have the same ethnic group,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ within partnerships,Any other combination of multiple ethnic identities
E09000001,City of London,E01000001,371,293,7,139,29
E09000001,City of London,E01000002,411,275,11,106,20
E09000001,City of London,E01000003,582,258,20,119,35
E09000001,City of London,E01000005,218,162,21,42,38
E09000002,Barking and Dagenham,E01000006,93,308,31,56,63
E09000002,Barking and Dagenham,E01000007,437,558,60,87,48
E09000002,Barking and Dagenham,E01000008,133,295,49,37,36
E09000002,Barking and Dagenham,E01000009,173,333,17,38,40
E09000002,Barking and Dagenham,E01000011,96,295,15,21,45
E09000002,Barking and Dagenham,E01000012,163,427,53,51,91
E09000002,Barking and Dagenham,E01000013,117,390,33,30,46
E09000002,Barking and Dagenham,E01000014,166,384,33,24,31
E09000002,Barking and Dagenham,E01000015,183,506,52,53,38
E09000002,Barking and Dagenham,E01000016,122,390,36,39,42
E09000002,Barking and Dagenham,E01000017,146,352,30,32,40
E09000002,Barking and Dagenham,E01000018,155,394,33,35,28
E09000002,Barking and Dagenham,E01000019,73,339,21,38,31
E09000002,Barking and Dagenham,E01000020,146,404,22,54,41
E09000002,Barking and Dagenham,E01000021,160,325,26,51,28
E09000002,Barking and Dagenham,E01000022,92,306,27,28,27
E09000002,Barking and Dagenham,E01000024,74,304,23,25,33
E09000002,Barking and Dagenham,E01000025,231,354,30,49,31
E09000002,Barking and Dagenham,E01000027,133,413,40,36,42
E09000002,Barking and Dagenham,E01000028,190,326,37,32,39
E09000002,Barking and Dagenham,E01000029,189,394,27,49,25
E09000002,Barking and Dagenham,E01000030,220,508,69,58,54
E09000002,Barking and Dagenham,E01000031,154,324,27,46,40
E09000002,Barking and Dagenham,E01000032,177,416,30,51,51
E09000002,Barking and Dagenham,E01000033,156,335,24,21,22
E09000002,Barking and Dagenham,E01000034,125,302,26,27,33
E09000002,Barking and Dagenham,E01000035,145,358,27,36,28
E09000002,Barking and Dagenham,E01000036,94,296,19,29,33
E09000002,Barking and Dagenham,E01000037,128,373,18,44,29
E09000002,Barking and Dagenham,E01000038,121,359,17,34,31
E09000002,Barking and Dagenham,E01000039,164,382,23,52,22
E09000002,Barking and Dagenham,E01000040,154,398,34,37,38
E09000002,Barking and Dagenham,E01000041,108,386,37,29,46
E09000002,Barking and Dagenham,E01000042,189,369,40,31,27
E09000002,Barking and Dagenham,E01000043,102,296,16,18,38
E09000002,Barking and Dagenham,E01000044,194,325,43,44,55
E09000002,Barking and Dagenham,E01000045,118,361,25,42,39
E09000002,Barking and Dagenham,E01000046,143,413,30,27,49
E09000002,Barking and Dagenham,E01000049,116,347,44,26,43
E09000002,Barking and Dagenham,E01000050,156,343,45,38,45
E09000002,Barking and Dagenham,E01000051,128,227,20,36,19
E09000002,Barking and Dagenham,E01000052,167,469,43,49,65
E09000002,Barking and Dagenham,E01000053,231,327,42,28,20
E09000002,Barking and Dagenham,E01000054,124,413,43,23,34
E09000002,Barking and Dagenham,E01000055,90,382,28,32,33
E09000002,Barking and Dagenham,E01000056,113,364,28,30,27
E09000002,Barking and Dagenham,E01000057,95,331,40,34,32
E09000002,Barking and Dagenham,E01000058,122,451,32,40,52
E09000002,Barking and Dagenham,E01000059,126,350,30,33,31
E09000002,Barking and Dagenham,E01000060,247,447,30,47,39
E09000002,Barking and Dagenham,E01000061,269,388,35,30,30
E09000002,Barking and Dagenham,E01000062,187,433,51,41,50
E09000002,Barking and Dagenham,E01000063,142,393,21,35,36
E09000002,Barking and Dagenham,E01000064,212,465,41,41,36
E09000002,Barking and Dagenham,E01000065,282,394,32,28,47
E09000002,Barking and Dagenham,E01000066,198,410,20,36,44
E09000002,Barking and Dagenham,E01000067,124,419,24,49,41
E09000002,Barking and Dagenham,E01000068,64,332,9,21,50
E09000002,Barking and Dagenham,E01000069,82,351,3,30,70
E09000002,Barking and Dagenham,E01000070,103,396,13,32,38
E09000002,Barking and Dagenham,E01000071,187,495,25,40,59
E09000002,Barking and Dagenham,E01000072,162,430,61,37,52
E09000002,Barking and Dagenham,E01000073,180,368,39,48,30
E09000002,Barking and Dagenham,E01000074,161,359,42,30,32
E09000002,Barking and Dagenham,E01000075,126,397,24,57,36
E09000002,Barking and Dagenham,E01000076,227,439,42,44,39
E09000002,Barking and Dagenham,E01000077,138,352,29,42,29
E09000002,Barking and Dagenham,E01000078,113,387,57,21,43
E09000002,Barking and Dagenham,E01000079,175,352,32,31,32
E09000002,Barking and Dagenham,E01000080,114,407,34,21,26
E09000002,Barking and Dagenham,E01000081,136,421,29,35,29
E09000002,Barking and Dagenham,E01000082,168,424,36,43,25
E09000002,Barking and Dagenham,E01000083,117,412,35,36,34
E09000002,Barking and Dagenham,E01000084,109,307,21,29,32
E09000002,Barking and Dagenham,E01000085,142,348,24,32,28
E09000002,Barking and Dagenham,E01000086,96,315,23,21,28
E09000002,Barking and Dagenham,E01000087,90,327,27,38,32
E09000002,Barking and Dagenham,E01000088,120,362,41,35,43
E09000002,Barking and Dagenham,E01000089,112,351,50,43,44
E09000002,Barking and Dagenham,E01000090,106,340,34,31,42
E09000002,Barking and Dagenham,E01000091,171,365,48,48,39
E09000002,Barking and Dagenham,E01000093,215,316,48,39,43
E09000002,Barking and Dagenham,E01000094,163,487,72,65,53
E09000002,Barking and Dagenham,E01000095,141,445,43,72,39
E09000002,Barking and Dagenham,E01000096,76,297,40,25,48
E09000002,Barking and Dagenham,E01000097,200,372,27,44,43
E09000002,Barking and Dagenham,E01000098,147,367,27,38,44
E09000002,Barking and Dagenham,E01000099,195,564,61,56,57
E09000002,Barking and Dagenham,E01000100,118,438,29,36,35
E09000002,Barking and Dagenham,E01000101,133,345,26,44,33
E09000002,Barking and Dagenham,E01000102,144,364,43,42,38
E09000002,Barking and Dagenham,E01000103,91,337,28,34,44
E09000002,Barking and Dagenham,E01000104,220,352,53,27,39
E09000002,Barking and Dagenham,E01000105,321,465,60,49,42
E09000002,Barking and Dagenham,E01000106,307,436,54,38,44
E09000002,Barking and Dagenham,E01000107,126,360,32,41,42
E09000002,Barking and Dagenham,E01000108,166,407,36,39,35
E09000002,Barking and Dagenham,E01000110,98,359,13,31,24
E09000002,Barking and Dagenham,E01000111,242,382,29,39,59
E09000002,Barking and Dagenham,E01000112,184,374,52,53,38
E09000002,Barking and Dagenham,E01000113,125,375,44,52,49
E09000002,Barking and Dagenham,E01000114,145,462,37,71,42
E09000003,Barnet,E01000115,81,300,19,58,23
E09000003,Barnet,E01000116,137,329,29,87,35
E09000003,Barnet,E01000117,180,358,36,87,36
E09000003,Barnet,E01000118,174,396,30,114,34
E09000003,Barnet,E01000119,99,365,28,94,43
E09000003,Barnet,E01000120,79,285,22,74,36
E09000003,Barnet,E01000121,116,284,56,42,26
E09000003,Barnet,E01000122,95,276,31,88,28
E09000003,Barnet,E01000123,205,342,35,108,40
E09000003,Barnet,E01000124,303,304,46,90,49
E09000003,Barnet,E01000126,191,410,43,71,56
E09000003,Barnet,E01000127,109,289,29,44,44
E09000003,Barnet,E01000128,115,368,37,58,54
E09000003,Barnet,E01000129,150,322,28,31,40
E09000003,Barnet,E01000130,147,376,31,46,57
E09000003,Barnet,E01000131,161,345,77,70,61
E09000003,Barnet,E01000132,81,302,37,47,39
E09000003,Barnet,E01000133,151,306,41,47,28
E09000003,Barnet,E01000134,156,351,36,52,42
E09000003,Barnet,E01000135,179,282,18,96,46
E09000003,Barnet,E01000136,148,260,25,78,55
E09000003,Barnet,E01000137,189,320,62,56,45
E09000003,Barnet,E01000138,245,265,34,64,44
E09000003,Barnet,E01000139,145,238,30,70,62
E09000003,Barnet,E01000140,277,365,58,101,63
E09000003,Barnet,E01000141,288,293,33,99,76
E09000003,Barnet,E01000142,283,393,44,119,49
E09000003,Barnet,E01000143,224,295,45,68,47
E09000003,Barnet,E01000144,321,270,23,69,61
E09000003,Barnet,E01000145,113,234,21,69,53
E09000003,Barnet,E01000146,346,296,23,117,86
E09000003,Barnet,E01000147,111,311,23,46,68
E09000003,Barnet,E01000150,182,392,43,93,64
E09000003,Barnet,E01000151,218,283,97,32,28
E09000003,Barnet,E01000152,183,526,58,93,68
E09000003,Barnet,E01000153,245,336,64,58,44
E09000003,Barnet,E01000154,187,381,36,55,47
E09000003,Barnet,E01000156,176,318,57,144,56
E09000003,Barnet,E01000157,218,282,33,102,34
E09000003,Barnet,E01000158,125,279,23,80,36
E09000003,Barnet,E01000159,138,360,32,84,35
E09000003,Barnet,E01000160,234,347,33,142,48
E09000003,Barnet,E01000161,235,371,42,118,41
E09000003,Barnet,E01000162,138,280,29,67,38
E09000003,Barnet,E01000163,335,316,51,70,24
E09000003,Barnet,E01000164,181,288,40,94,43
E09000003,Barnet,E01000165,202,330,40,92,40
E09000003,Barnet,E01000166,190,325,24,82,31
E09000003,Barnet,E01000167,126,276,28,55,35
E09000003,Barnet,E01000168,117,322,16,71,29
E09000003,Barnet,E01000169,217,336,27,86,24
E09000003,Barnet,E01000170,165,369,35,100,25
E09000003,Barnet,E01000171,313,444,65,130,45
E09000003,Barnet,E01000172,122,330,27,99,27
E09000003,Barnet,E01000173,120,328,33,100,28
E09000003,Barnet,E01000174,263,339,36,91,34
E09000003,Barnet,E01000175,130,334,21,114,48
E09000003,Barnet,E01000176,269,270,38,109,29
E09000003,Barnet,E01000177,211,293,32,121,40
E09000003,Barnet,E01000178,197,291,29,112,45
E09000003,Barnet,E01000179,237,318,27,146,40
E09000003,Barnet,E01000180,210,314,24,76,44
E09000003,Barnet,E01000181,179,293,30,123,67
E09000003,Barnet,E01000182,243,281,22,146,41
E09000003,Barnet,E01000183,193,270,24,93,23
E09000003,Barnet,E01000184,226,311,36,85,54
E09000003,Barnet,E01000185,240,265,43,56,41
E09000003,Barnet,E01000186,63,337,12,56,38
E09000003,Barnet,E01000187,147,351,21,53,22
E09000003,Barnet,E01000188,72,371,13,37,16
E09000003,Barnet,E01000189,263,502,68,102,53
E09000003,Barnet,E01000190,99,368,19,57,24
E09000003,Barnet,E01000191,134,333,16,46,25
E09000003,Barnet,E01000192,165,382,30,79,52
E09000003,Barnet,E01000193,180,381,36,61,48
E09000003,Barnet,E01000194,191,356,42,55,58
E09000003,Barnet,E01000195,214,377,37,49,43
E09000003,Barnet,E01000196,483,417,24,105,61
E09000003,Barnet,E01000197,194,345,30,97,63
E09000003,Barnet,E01000198,201,383,40,98,56
E09000003,Barnet,E01000199,194,326,20,87,30
E09000003,Barnet,E01000200,324,367,27,107,49
E09000003,Barnet,E01000201,100,291,30,71,33
E09000003,Barnet,E01000202,134,311,20,107,44
E09000003,Barnet,E01000203,156,381,31,66,48
E09000003,Barnet,E01000204,195,330,21,101,45
E09000003,Barnet,E01000205,163,297,17,112,16
E09000003,Barnet,E01000206,94,295,13,53,69
E09000003,Barnet,E01000207,197,317,19,77,34
E09000003,Barnet,E01000208,146,327,21,87,60
E09000003,Barnet,E01000209,327,275,24,101,14
E09000003,Barnet,E01000210,130,307,27,90,30
E09000003,Barnet,E01000211,330,358,61,82,95
E09000003,Barnet,E01000212,153,269,18,65,50
E09000003,Barnet,E01000213,85,263,17,61,27
E09000003,Barnet,E01000214,308,292,33,95,42
E09000003,Barnet,E01000215,231,342,15,81,45
E09000003,Barnet,E01000216,244,299,26,96,55
E09000003,Barnet,E01000217,116,266,18,114,36
E09000003,Barnet,E01000218,140,303,18,68,52
E09000003,Barnet,E01000219,179,328,16,75,61
E09000003,Barnet,E01000220,262,293,12,59,53
E09000003,Barnet,E01000221,177,224,50,41,36
E09000003,Barnet,E01000222,199,330,58,68,70
E09000003,Barnet,E01000223,220,388,40,49,52
E09000003,Barnet,E01000224,128,290,35,43,66
E09000003,Barnet,E01000225,177,292,13,63,34
E09000003,Barnet,E01000226,153,306,35,47,59
E09000003,Barnet,E01000227,94,365,19,63,60
E09000003,Barnet,E01000228,60,299,21,51,26
E09000003,Barnet,E01000229,124,340,23,55,42
E09000003,Barnet,E01000230,158,394,20,56,31
E09000003,Barnet,E01000231,123,346,44,72,29
E09000003,Barnet,E01000232,189,389,26,70,30
E09000003,Barnet,E01000233,125,378,35,85,36
E09000003,Barnet,E01000234,156,359,33,93,30
E09000003,Barnet,E01000235,146,352,53,65,33
E09000003,Barnet,E01000236,207,366,17,70,44
E09000003,Barnet,E01000237,151,361,45,90,79
E09000003,Barnet,E01000238,113,366,22,62,79
E09000003,Barnet,E01000239,374,372,41,77,66
E09000003,Barnet,E01000240,152,282,40,61,92
E09000003,Barnet,E01000241,206,330,28,78,57
E09000003,Barnet,E01000242,186,289,21,65,35
E09000003,Barnet,E01000243,313,379,32,97,85
E09000003,Barnet,E01000244,196,271,35,58,64
E09000003,Barnet,E01000245,295,399,55,71,54
E09000003,Barnet,E01000246,193,306,23,100,25
E09000003,Barnet,E01000247,243,331,27,104,20
E09000003,Barnet,E01000248,227,310,14,142,24
E09000003,Barnet,E01000249,123,373,17,90,15
E09000003,Barnet,E01000250,401,508,47,143,46
E09000003,Barnet,E01000251,457,409,49,103,38
E09000003,Barnet,E01000252,294,333,24,125,16
E09000003,Barnet,E01000253,151,404,12,108,32
E09000003,Barnet,E01000254,169,325,15,95,29
E09000003,Barnet,E01000255,160,329,26,70,47
E09000003,Barnet,E01000256,154,337,35,110,38
E09000003,Barnet,E01000257,315,386,54,103,57
E09000003,Barnet,E01000258,228,390,26,96,40
E09000003,Barnet,E01000259,241,505,43,135,53
E09000003,Barnet,E01000260,210,447,42,88,56
E09000003,Barnet,E01000261,236,315,20,82,25
E09000003,Barnet,E01000263,70,340,11,57,20
E09000003,Barnet,E01000264,220,327,32,88,51
E09000003,Barnet,E01000265,218,361,52,100,38
E09000003,Barnet,E01000266,82,300,21,83,26
E09000003,Barnet,E01000267,137,316,23,73,30
E09000003,Barnet,E01000268,322,402,43,128,37
E09000003,Barnet,E01000269,122,290,20,84,27
E09000003,Barnet,E01000270,186,296,32,104,21
E09000003,Barnet,E01000271,142,326,23,89,37
E09000003,Barnet,E01000272,91,288,11,88,24
E09000003,Barnet,E01000273,262,321,36,87,32
E09000003,Barnet,E01000274,173,378,25,81,41
E09000003,Barnet,E01000275,159,363,21,90,32
E09000003,Barnet,E01000276,60,317,15,77,24
E09000003,Barnet,E01000277,315,282,23,83,38
E09000003,Barnet,E01000278,79,316,15,76,19
E09000003,Barnet,E01000279,90,318,9,60,28
E09000003,Barnet,E01000280,85,284,10,100,30
E09000003,Barnet,E01000281,269,331,34,123,24
E09000003,Barnet,E01000282,172,345,26,120,33
E09000003,Barnet,E01000283,68,304,15,67,19
E09000003,Barnet,E01000284,288,322,69,95,35
E09000003,Barnet,E01000285,184,277,32,86,35
E09000003,Barnet,E01000286,175,375,29,66,22
E09000003,Barnet,E01000287,151,321,39,63,33
E09000003,Barnet,E01000288,134,277,24,99,30
E09000003,Barnet,E01000289,116,305,49,46,31
E09000003,Barnet,E01000290,204,328,35,75,32
E09000003,Barnet,E01000291,194,304,32,63,25
E09000003,Barnet,E01000292,192,322,21,97,20
E09000003,Barnet,E01000293,187,345,27,110,45
E09000003,Barnet,E01000294,220,357,38,89,25
E09000003,Barnet,E01000295,184,280,20,117,46
E09000003,Barnet,E01000296,212,341,35,134,45
E09000003,Barnet,E01000297,125,279,17,88,31
E09000003,Barnet,E01000298,231,342,30,89,43
E09000003,Barnet,E01000299,307,383,31,109,77
E09000003,Barnet,E01000300,192,286,31,136,35
E09000003,Barnet,E01000301,116,269,18,91,34
E09000003,Barnet,E01000302,355,322,32,88,41
E09000003,Barnet,E01000303,117,288,12,95,25
E09000003,Barnet,E01000304,146,283,29,94,51
E09000003,Barnet,E01000305,224,297,25,56,51
E09000003,Barnet,E01000306,133,355,19,37,67
E09000003,Barnet,E01000307,127,303,25,51,50
E09000003,Barnet,E01000308,352,411,45,105,45
E09000003,Barnet,E01000309,194,329,27,62,100
E09000003,Barnet,E01000310,252,411,23,87,71
E09000003,Barnet,E01000311,114,289,6,67,44
E09000003,Barnet,E01000312,229,363,39,59,34
E09000003,Barnet,E01000313,213,352,25,61,61
E09000003,Barnet,E01000314,190,391,20,76,104
E09000003,Barnet,E01000315,175,321,49,46,45
E09000003,Barnet,E01000316,236,434,61,108,46
E09000003,Barnet,E01000317,191,268,36,103,40
E09000003,Barnet,E01000318,114,355,25,80,55
E09000003,Barnet,E01000319,92,253,16,107,34
E09000003,Barnet,E01000320,244,359,28,130,48
E09000003,Barnet,E01000321,281,355,35,116,41
E09000003,Barnet,E01000322,260,354,43,105,41
E09000003,Barnet,E01000323,387,417,44,108,62
E09000003,Barnet,E01000324,148,323,36,103,41
E09000004,Bexley,E01000325,91,434,8,42,13
E09000004,Bexley,E01000326,117,341,16,55,12
E09000004,Bexley,E01000327,149,419,11,38,8
E09000004,Bexley,E01000328,134,414,10,45,11
E09000004,Bexley,E01000329,170,398,18,57,17
E09000004,Bexley,E01000330,308,380,25,35,20
E09000004,Bexley,E01000331,145,386,14,46,23
E09000004,Bexley,E01000332,157,366,13,43,33
E09000004,Bexley,E01000333,273,416,32,50,36
E09000004,Bexley,E01000334,166,385,18,52,19
E09000004,Bexley,E01000335,284,520,54,104,76
E09000004,Bexley,E01000336,273,391,39,36,47
E09000004,Bexley,E01000337,136,373,31,66,41
E09000004,Bexley,E01000338,159,403,29,67,34
E09000004,Bexley,E01000339,123,407,13,38,23
E09000004,Bexley,E01000340,156,392,12,51,15
E09000004,Bexley,E01000341,148,414,5,45,10
E09000004,Bexley,E01000342,186,398,7,40,4
E09000004,Bexley,E01000343,124,366,10,40,18
E09000004,Bexley,E01000344,160,400,13,51,15
E09000004,Bexley,E01000345,76,355,6,37,12
E09000004,Bexley,E01000346,142,409,2,50,13
E09000004,Bexley,E01000347,190,370,10,38,17
E09000004,Bexley,E01000348,74,393,8,43,9
E09000004,Bexley,E01000349,141,453,8,45,7
E09000004,Bexley,E01000350,86,383,8,33,12
E09000004,Bexley,E01000351,123,442,9,35,15
E09000004,Bexley,E01000352,201,394,15,34,23
E09000004,Bexley,E01000353,148,443,4,42,14
E09000004,Bexley,E01000354,164,368,15,40,16
E09000004,Bexley,E01000355,148,398,10,34,13
E09000004,Bexley,E01000356,171,396,8,41,18
E09000004,Bexley,E01000357,85,351,3,42,6
E09000004,Bexley,E01000358,163,414,14,51,22
E09000004,Bexley,E01000359,102,338,9,34,13
E09000004,Bexley,E01000360,211,425,34,71,28
E09000004,Bexley,E01000361,117,394,16,54,19
E09000004,Bexley,E01000362,233,441,32,52,17
E09000004,Bexley,E01000363,115,371,8,51,20
E09000004,Bexley,E01000364,164,390,13,56,27
E09000004,Bexley,E01000365,227,388,20,49,25
E09000004,Bexley,E01000366,169,392,16,73,13
E09000004,Bexley,E01000367,190,479,33,53,43
E09000004,Bexley,E01000368,140,400,21,35,28
E09000004,Bexley,E01000369,131,425,10,41,24
E09000004,Bexley,E01000370,176,375,6,55,19
E09000004,Bexley,E01000371,137,409,12,53,18
E09000004,Bexley,E01000372,124,388,18,37,26
E09000004,Bexley,E01000373,111,262,26,40,22
E09000004,Bexley,E01000374,100,345,20,29,33
E09000004,Bexley,E01000375,168,500,16,67,33
E09000004,Bexley,E01000376,143,390,24,43,11
E09000004,Bexley,E01000377,202,379,16,42,17
E09000004,Bexley,E01000379,164,431,19,46,10
E09000004,Bexley,E01000380,423,418,25,34,8
E09000004,Bexley,E01000381,182,401,12,45,19
E09000004,Bexley,E01000382,117,402,13,49,8
E09000004,Bexley,E01000383,147,409,14,45,17
E09000004,Bexley,E01000384,258,392,14,76,21
E09000004,Bexley,E01000385,216,446,33,50,42
E09000004,Bexley,E01000386,233,321,28,38,27
E09000004,Bexley,E01000387,155,393,8,56,6
E09000004,Bexley,E01000388,150,372,10,56,11
E09000004,Bexley,E01000389,225,412,11,50,13
E09000004,Bexley,E01000390,126,305,11,57,16
E09000004,Bexley,E01000391,124,436,14,46,19
E09000004,Bexley,E01000392,216,430,32,42,45
E09000004,Bexley,E01000393,135,400,15,56,22
E09000004,Bexley,E01000394,211,381,14,45,22
E09000004,Bexley,E01000395,89,380,8,52,18
E09000004,Bexley,E01000396,91,342,10,36,25
E09000004,Bexley,E01000398,144,387,21,32,23
E09000004,Bexley,E01000399,165,388,13,39,21
E09000004,Bexley,E01000400,144,377,13,38,21
E09000004,Bexley,E01000401,201,404,20,40,28
E09000004,Bexley,E01000402,196,365,26,35,24
E09000004,Bexley,E01000403,406,497,49,67,41
E09000004,Bexley,E01000404,325,453,84,81,46
E09000004,Bexley,E01000405,130,334,34,39,24
E09000004,Bexley,E01000406,186,438,50,72,45
E09000004,Bexley,E01000407,240,410,18,65,21
E09000004,Bexley,E01000408,101,358,29,53,37
E09000004,Bexley,E01000409,150,426,17,42,18
E09000004,Bexley,E01000410,122,393,13,53,20
E09000004,Bexley,E01000411,115,371,14,36,17
E09000004,Bexley,E01000412,150,411,9,54,20
E09000004,Bexley,E01000413,118,352,15,28,10
E09000004,Bexley,E01000414,208,401,25,53,41
E09000004,Bexley,E01000415,95,351,9,38,22
E09000004,Bexley,E01000416,86,302,20,40,60
E09000004,Bexley,E01000417,197,390,24,67,28
E09000004,Bexley,E01000418,194,408,30,60,35
E09000004,Bexley,E01000419,137,373,12,44,17
E09000004,Bexley,E01000420,139,385,5,47,20
E09000004,Bexley,E01000421,137,408,7,38,10
E09000004,Bexley,E01000422,179,226,39,26,36
E09000004,Bexley,E01000423,126,411,13,45,10
E09000004,Bexley,E01000424,256,427,9,52,9
E09000004,Bexley,E01000425,91,449,12,44,12
E09000004,Bexley,E01000426,192,416,18,61,18
E09000004,Bexley,E01000427,340,468,22,59,18
E09000004,Bexley,E01000428,405,377,30,70,28
E09000004,Bexley,E01000429,242,353,39,43,30
E09000004,Bexley,E01000430,126,459,38,60,20
E09000004,Bexley,E01000431,110,253,18,26,27
E09000004,Bexley,E01000433,181,425,35,38,33
E09000004,Bexley,E01000434,150,346,22,33,23
E09000004,Bexley,E01000435,168,349,17,32,21
E09000004,Bexley,E01000436,104,461,10,31,13
E09000004,Bexley,E01000437,119,325,6,38,12
E09000004,Bexley,E01000438,118,403,18,44,18
E09000004,Bexley,E01000439,118,327,15,34,25
E09000004,Bexley,E01000440,117,342,5,34,17
E09000004,Bexley,E01000441,183,432,23,37,26
E09000004,Bexley,E01000442,152,412,6,38,16
E09000004,Bexley,E01000443,133,319,7,45,15
E09000004,Bexley,E01000444,122,443,13,40,19
E09000004,Bexley,E01000445,172,444,6,42,8
E09000004,Bexley,E01000446,122,414,12,36,12
E09000004,Bexley,E01000447,293,477,13,84,17
E09000004,Bexley,E01000448,110,332,8,55,9
E09000004,Bexley,E01000449,180,399,2,58,6
E09000004,Bexley,E01000450,134,412,24,44,15
E09000004,Bexley,E01000451,102,440,9,56,15
E09000004,Bexley,E01000452,81,344,8,39,21
E09000004,Bexley,E01000453,86,365,7,44,8
E09000004,Bexley,E01000454,174,369,24,44,20
E09000004,Bexley,E01000455,97,439,14,51,18
E09000004,Bexley,E01000456,59,366,13,35,11
E09000004,Bexley,E01000457,389,460,21,78,48
E09000004,Bexley,E01000458,242,370,7,51,16
E09000004,Bexley,E01000459,351,414,21,68,29
E09000004,Bexley,E01000460,92,331,4,50,5
E09000004,Bexley,E01000461,72,421,1,48,24
E09000004,Bexley,E01000462,308,420,15,61,29
E09000004,Bexley,E01000463,83,306,12,44,7
E09000004,Bexley,E01000464,188,284,28,17,37
E09000004,Bexley,E01000465,302,304,43,30,49
E09000004,Bexley,E01000466,177,307,38,28,50
E09000004,Bexley,E01000467,127,354,35,43,36
E09000004,Bexley,E01000468,186,546,90,46,77
E09000004,Bexley,E01000469,170,354,30,45,39
E09000004,Bexley,E01000470,183,249,40,23,33
E09000005,Brent,E01000471,82,311,29,26,44
E09000005,Brent,E01000472,234,499,38,93,55
E09000005,Brent,E01000473,176,528,20,31,36
E09000005,Brent,E01000474,58,392,15,16,39
E09000005,Brent,E01000475,114,414,14,33,41
E09000005,Brent,E01000476,93,381,16,23,40
E09000005,Brent,E01000477,140,437,27,42,33
E09000005,Brent,E01000478,148,454,30,33,52
E09000005,Brent,E01000479,88,309,19,49,51
E09000005,Brent,E01000480,87,294,17,69,44
E09000005,Brent,E01000481,165,323,32,44,38
E09000005,Brent,E01000483,178,360,35,41,44
E09000005,Brent,E01000484,128,333,57,54,41
E09000005,Brent,E01000485,137,302,18,36,36
E09000005,Brent,E01000486,73,337,18,45,46
E09000005,Brent,E01000487,197,376,28,40,55
E09000005,Brent,E01000488,167,253,24,60,50
E09000005,Brent,E01000489,246,264,24,80,71
E09000005,Brent,E01000490,372,286,39,124,69
E09000005,Brent,E01000491,320,302,58,115,72
E09000005,Brent,E01000492,96,208,23,76,50
E09000005,Brent,E01000493,123,250,47,92,53
E09000005,Brent,E01000494,245,271,32,114,61
E09000005,Brent,E01000495,379,228,48,84,44
E09000005,Brent,E01000497,142,301,31,156,61
E09000005,Brent,E01000498,110,289,21,40,54
E09000005,Brent,E01000499,100,337,38,54,51
E09000005,Brent,E01000501,222,367,51,68,55
E09000005,Brent,E01000502,164,328,55,74,38
E09000005,Brent,E01000503,257,343,39,70,64
E09000005,Brent,E01000504,209,245,39,130,69
E09000005,Brent,E01000505,163,226,56,54,72
E09000005,Brent,E01000506,221,307,35,47,60
E09000005,Brent,E01000507,99,249,28,76,65
E09000005,Brent,E01000508,268,408,57,74,58
E09000005,Brent,E01000509,131,238,8,31,48
E09000005,Brent,E01000510,173,250,39,43,74
E09000005,Brent,E01000511,120,275,43,72,49
E09000005,Brent,E01000512,203,252,32,87,77
E09000005,Brent,E01000513,78,285,16,43,48
E09000005,Brent,E01000514,92,259,26,59,56
E09000005,Brent,E01000515,156,348,40,57,47
E09000005,Brent,E01000516,146,425,25,97,64
E09000005,Brent,E01000517,78,327,16,31,36
E09000005,Brent,E01000518,165,325,21,49,66
E09000005,Brent,E01000519,119,360,25,60,67
E09000005,Brent,E01000520,182,320,18,53,38
E09000005,Brent,E01000521,374,376,54,54,66
E09000005,Brent,E01000522,152,367,60,63,58
E09000005,Brent,E01000523,248,391,77,68,81
E09000005,Brent,E01000524,351,418,53,77,84
E09000005,Brent,E01000525,253,316,47,75,67
E09000005,Brent,E01000526,279,366,54,43,63
E09000005,Brent,E01000527,246,312,57,60,57
E09000005,Brent,E01000528,292,298,49,50,42
E09000005,Brent,E01000530,156,282,36,118,78
E09000005,Brent,E01000531,396,283,38,75,65
E09000005,Brent,E01000532,195,255,25,79,53
E09000005,Brent,E01000533,306,362,61,66,79
E09000005,Brent,E01000534,171,266,47,106,67
E09000005,Brent,E01000535,260,367,49,95,76
E09000005,Brent,E01000536,78,350,13,34,30
E09000005,Brent,E01000538,55,363,3,35,27
E09000005,Brent,E01000539,140,323,10,40,25
E09000005,Brent,E01000540,81,318,15,39,32
E09000005,Brent,E01000541,111,289,18,24,40
E09000005,Brent,E01000543,89,330,11,19,47
E09000005,Brent,E01000544,253,318,23,86,59
E09000005,Brent,E01000545,380,293,34,118,86
E09000005,Brent,E01000546,280,280,23,99,72
E09000005,Brent,E01000547,228,289,23,90,57
E09000005,Brent,E01000548,450,335,55,93,77
E09000005,Brent,E01000549,360,304,41,134,55
E09000005,Brent,E01000550,365,340,44,88,69
E09000005,Brent,E01000551,450,468,92,88,77
E09000005,Brent,E01000552,203,233,34,57,52
E09000005,Brent,E01000553,238,293,24,72,116
E09000005,Brent,E01000554,227,311,46,94,78
E09000005,Brent,E01000555,105,244,26,84,71
E09000005,Brent,E01000556,324,319,37,78,104
E09000005,Brent,E01000557,356,274,41,88,73
E09000005,Brent,E01000558,247,220,49,74,56
E09000005,Brent,E01000559,254,231,25,93,52
E09000005,Brent,E01000560,239,255,28,87,58
E09000005,Brent,E01000561,255,329,33,132,77
