lad22cd,lad22nm,lsoa21cd,"Asian, Asian British or Asian Welsh: Bangladeshi","Asian, Asian British or Asian Welsh: Chinese","Asian, Asian British or Asian Welsh: Indian","Asian, Asian British or Asian Welsh: Pakistani","Asian, Asian British or Asian Welsh: Other Asian","Black, Black British, Black Welsh, Caribbean or African: African","Black, Black British, Black Welsh, Caribbean or African: Caribbean","Black, Black British, Black Welsh, Caribbean or African: Other Black",Mixed or Multiple ethnic groups: White and Asian,Mixed or Multiple ethnic groups: White and Black African,Mixed or Multiple ethnic groups: White and Black Caribbean,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,"White: English, Welsh, Scottish, Northern Irish or British",White: Irish,White: Gypsy or Irish Traveller,White: Roma,White: Other White,Other ethnic group: Arab,Other ethnic group: Any other ethnic group
E09000008,Croydon,E01001133,8,17,125,34,54,44,73,9,23,5,17,12,998,32,0,0,96,5,40
E09000008,Croydon,E01001134,7,35,163,31,63,81,76,33,21,8,32,20,858,13,0,2,117,8,48
E09000008,Croydon,E01001135,6,18,132,33,70,72,86,50,21,17,38,24,946,20,0,0,97,6,44
E09000008,Croydon,E01001136,9,12,71,72,57,268,225,113,30,54,65,53,599,28,1,9,275,5,97
E09000008,Croydon,E01001137,2,24,43,19,42,153,148,62,51,23,53,75,1041,61,1,2,249,20,67
E09000008,Croydon,E01001138,4,9,20,12,37,136,102,41,27,18,65,41,777,37,1,1,162,5,20
E09000008,Croydon,E01001139,0,13,56,33,36,199,275,79,24,26,45,43,568,22,1,2,190,28,45
E09000008,Croydon,E01001140,13,11,40,34,32,157,153,45,22,10,56,50,713,26,0,7,216,6,40
E09000008,Croydon,E01001141,11,11,26,27,41,211,159,62,21,30,37,32,390,15,0,1,129,6,53
E09000008,Croydon,E01001142,7,20,50,46,30,216,280,79,28,18,56,46,655,23,1,5,295,10,60
E09000008,Croydon,E01001143,18,13,35,40,37,329,281,98,26,28,84,41,583,25,4,6,198,13,65
E09000008,Croydon,E01001144,9,5,9,20,95,306,300,78,16,28,53,41,495,23,0,9,185,7,79
E09000008,Croydon,E01001145,22,23,58,32,54,335,291,112,31,28,82,52,420,5,0,7,196,2,69
E09000008,Croydon,E01001146,2,10,58,60,66,200,377,62,15,20,47,58,372,9,0,8,121,6,39
E09000008,Croydon,E01001147,27,1,47,74,44,323,320,110,8,29,75,63,361,13,6,8,199,14,67
E09000008,Croydon,E01001148,3,23,58,63,41,257,450,82,20,26,54,37,399,22,0,0,162,14,60
E09000008,Croydon,E01001149,8,9,30,32,37,328,264,73,12,27,40,40,417,23,0,2,200,4,39
E09000008,Croydon,E01001150,14,13,25,29,48,204,276,51,40,42,44,48,585,37,0,9,163,11,68
E09000008,Croydon,E01001151,29,12,78,101,97,314,241,85,14,31,52,52,358,27,1,8,175,9,68
E09000008,Croydon,E01001152,8,14,63,73,71,394,275,98,16,24,64,70,317,16,0,6,368,20,165
E09000008,Croydon,E01001153,16,3,71,64,58,240,351,104,24,18,36,70,293,18,0,3,168,11,95
E09000008,Croydon,E01001154,16,22,59,84,70,397,311,99,24,26,74,44,352,26,0,22,225,20,94
E09000008,Croydon,E01001155,16,5,93,90,84,329,351,111,22,24,43,39,246,10,3,1,189,17,124
E09000008,Croydon,E01001156,24,14,47,29,40,216,152,52,32,17,54,59,770,23,1,12,180,9,46
E09000008,Croydon,E01001157,38,13,186,179,81,194,227,55,22,12,49,50,448,33,0,3,171,21,68
E09000008,Croydon,E01001158,2,10,26,23,39,184,185,40,14,19,55,47,609,41,0,3,192,2,38
E09000008,Croydon,E01001159,5,16,131,97,56,200,170,43,45,39,44,44,635,39,0,13,247,19,103
E09000008,Croydon,E01001160,44,31,320,270,95,129,234,53,17,17,35,44,371,21,0,8,175,7,79
E09000008,Croydon,E01001161,87,15,118,136,62,237,254,74,11,28,61,59,318,11,0,5,158,22,79
E09000008,Croydon,E01001162,4,8,40,23,43,204,258,87,30,32,44,52,684,29,1,5,170,4,89
E09000008,Croydon,E01001163,28,18,56,43,30,125,212,40,30,25,39,35,872,40,1,5,276,12,84
E09000008,Croydon,E01001164,11,21,39,22,36,107,90,43,40,18,67,63,984,47,3,9,307,3,65
E09000008,Croydon,E01001165,33,43,109,58,83,185,168,60,28,17,51,49,603,22,0,6,229,15,86
E09000008,Croydon,E01001166,7,23,96,43,73,281,193,59,24,26,82,52,642,21,0,11,241,5,84
E09000008,Croydon,E01001167,42,64,179,85,128,254,181,61,21,21,107,65,735,16,6,6,216,23,111
E09000008,Croydon,E01001168,3,23,95,65,91,139,164,40,42,16,45,48,664,19,0,7,306,7,40
E09000008,Croydon,E01001169,45,30,129,57,83,210,188,142,8,12,66,30,617,8,2,0,126,19,57
E09000008,Croydon,E01001170,12,21,121,53,77,245,149,52,39,29,49,55,700,37,0,10,212,25,61
E09000008,Croydon,E01001171,20,32,204,43,115,164,141,50,23,15,55,46,584,11,0,3,167,15,70
E09000008,Croydon,E01001172,17,25,91,90,106,408,219,76,28,23,68,81,715,19,0,5,166,8,59
E09000008,Croydon,E01001173,41,42,243,112,120,310,216,90,40,36,72,69,944,33,1,6,260,24,88
E09000008,Croydon,E01001174,60,8,283,280,123,186,247,76,12,14,16,26,140,9,0,0,146,6,61
E09000008,Croydon,E01001175,11,7,207,226,120,194,244,67,12,14,37,35,195,8,0,0,151,32,82
E09000008,Croydon,E01001176,35,8,288,185,173,249,274,74,21,18,42,51,186,7,2,3,127,10,89
E09000008,Croydon,E01001177,21,15,290,79,228,242,195,57,27,14,36,56,224,11,0,3,75,2,77
E09000008,Croydon,E01001178,23,11,108,220,67,242,222,70,10,32,50,35,251,8,1,7,164,17,87
E09000008,Croydon,E01001179,16,11,329,143,227,113,233,61,17,19,28,19,206,5,9,2,139,8,83
E09000008,Croydon,E01001180,13,18,351,132,228,237,230,74,7,46,31,31,184,7,3,1,191,95,99
E09000008,Croydon,E01001181,47,4,218,166,155,344,444,99,15,23,51,43,318,10,3,7,147,17,82
E09000008,Croydon,E01001182,30,6,268,167,84,102,157,32,15,19,29,35,135,23,0,1,181,2,73
E09000008,Croydon,E01001183,29,8,374,214,102,240,270,68,13,34,42,41,156,1,3,1,125,14,82
E09000008,Croydon,E01001184,14,14,180,152,100,165,219,40,12,22,23,33,151,12,0,3,120,2,38
E09000008,Croydon,E01001185,10,22,34,46,43,189,158,58,30,33,47,75,656,45,0,3,198,11,40
E09000008,Croydon,E01001186,10,5,55,47,29,234,263,76,19,20,59,41,524,30,0,6,189,11,64
E09000008,Croydon,E01001187,4,11,63,91,72,242,292,73,47,37,78,69,581,26,0,5,213,12,73
E09000008,Croydon,E01001188,74,14,53,42,42,290,285,90,24,24,114,40,621,18,0,5,152,1,72
E09000008,Croydon,E01001189,12,7,34,26,21,151,192,46,26,11,68,29,393,39,4,5,105,11,34
E09000008,Croydon,E01001190,6,14,41,33,28,183,290,94,29,23,67,50,504,21,1,1,106,13,46
E09000008,Croydon,E01001191,6,33,39,60,45,364,362,89,15,32,96,72,525,22,0,10,231,6,68
E09000008,Croydon,E01001192,8,9,52,21,36,242,274,78,21,27,78,52,469,23,0,2,145,4,44
E09000008,Croydon,E01001193,21,8,40,59,18,387,279,99,23,29,71,65,435,16,4,0,80,3,45
E09000008,Croydon,E01001194,0,10,49,24,48,140,238,55,30,15,60,31,651,26,1,0,193,4,36
E09000009,Ealing,E01001195,6,48,60,65,322,42,24,10,30,5,10,34,414,56,2,22,287,260,132
E09000009,Ealing,E01001196,15,20,68,41,93,117,142,41,18,21,43,47,378,43,2,15,323,96,92
E09000009,Ealing,E01001197,0,22,62,24,362,66,68,14,26,10,30,28,450,55,1,8,388,134,107
E09000009,Ealing,E01001198,0,15,67,19,36,60,41,10,26,25,30,23,635,39,0,8,391,102,35
E09000009,Ealing,E01001199,16,8,32,49,62,161,70,26,25,9,29,39,484,65,5,6,366,133,78
E09000009,Ealing,E01001200,25,24,43,57,36,44,45,15,36,14,11,20,727,54,1,10,293,91,46
E09000009,Ealing,E01001201,12,9,66,35,46,62,47,10,31,12,14,51,761,58,0,8,296,37,38
E09000009,Ealing,E01001202,25,33,69,49,166,298,56,26,50,36,25,140,604,52,2,20,500,195,159
E09000009,Ealing,E01001203,3,8,40,35,74,123,96,16,48,28,22,51,475,59,3,18,384,120,89
E09000009,Ealing,E01001204,4,29,137,36,78,72,34,17,47,12,20,38,598,72,0,6,256,60,101
E09000009,Ealing,E01001205,20,11,88,55,149,230,68,53,33,16,23,42,482,37,1,3,263,112,92
E09000009,Ealing,E01001206,13,7,83,59,94,489,86,37,12,11,34,60,225,14,5,0,161,91,104
E09000009,Ealing,E01001207,4,16,101,21,75,54,56,22,37,13,25,40,652,98,6,2,433,55,61
E09000009,Ealing,E01001208,3,22,88,24,39,21,29,1,31,8,12,26,669,56,0,0,228,31,68
E09000009,Ealing,E01001209,2,34,78,8,65,15,15,11,42,14,13,41,865,71,0,1,289,33,83
E09000009,Ealing,E01001210,9,12,140,89,193,321,116,37,20,3,43,42,390,54,5,1,209,61,151
E09000009,Ealing,E01001211,2,14,100,22,86,86,27,16,46,10,16,41,698,48,1,10,388,60,78
E09000009,Ealing,E01001212,18,31,127,41,95,41,30,7,35,2,9,28,712,56,0,8,328,78,110
E09000009,Ealing,E01001213,104,5,912,229,216,101,59,9,1,0,10,8,119,3,2,0,31,11,190
E09000009,Ealing,E01001214,21,0,897,156,238,36,14,11,12,2,1,6,59,3,1,1,101,18,165
E09000009,Ealing,E01001215,98,0,1017,209,264,97,39,20,16,3,6,13,68,4,1,1,40,21,135
E09000009,Ealing,E01001216,191,10,707,151,213,55,26,8,7,0,12,8,91,3,3,2,41,18,202
E09000009,Ealing,E01001217,15,5,406,175,170,45,83,21,12,3,13,21,147,40,0,8,142,58,87
E09000009,Ealing,E01001218,11,29,283,152,215,373,99,26,19,10,30,15,250,33,3,4,251,58,197
E09000009,Ealing,E01001219,43,10,328,213,226,414,129,161,19,12,42,49,181,21,0,2,108,104,136
E09000009,Ealing,E01001220,14,4,243,113,160,360,97,21,4,16,18,18,132,7,4,3,77,61,161
E09000009,Ealing,E01001223,4,30,100,10,90,34,8,8,44,9,8,17,550,50,2,9,361,53,76
E09000009,Ealing,E01001224,1,13,109,13,42,30,19,2,40,5,14,34,873,66,0,3,211,27,51
E09000009,Ealing,E01001225,8,66,114,34,115,47,41,9,32,9,13,96,618,46,0,10,301,75,180
E09000009,Ealing,E01001226,11,27,147,12,76,84,23,18,23,9,20,34,504,52,0,2,351,28,88
E09000009,Ealing,E01001227,16,44,106,14,86,13,20,7,40,10,14,40,639,53,0,5,315,40,64
E09000009,Ealing,E01001228,3,29,163,12,102,30,21,3,29,24,20,54,557,70,0,9,536,74,93
E09000009,Ealing,E01001229,9,16,63,34,78,129,79,20,21,12,46,47,542,50,0,0,236,66,67
E09000009,Ealing,E01001230,2,28,71,22,62,34,18,3,32,3,17,24,674,50,1,3,251,32,49
E09000009,Ealing,E01001231,21,57,154,117,133,72,18,6,33,16,14,49,672,44,0,16,439,91,99
E09000009,Ealing,E01001232,1,17,103,30,114,60,43,15,26,6,29,31,548,43,0,7,289,110,84
E09000009,Ealing,E01001233,1,35,72,37,69,74,49,7,27,11,19,45,588,46,0,10,261,26,74
E09000009,Ealing,E01001234,5,27,71,31,90,50,36,7,32,13,12,37,466,30,0,15,311,71,67
E09000009,Ealing,E01001235,5,55,121,15,123,70,25,15,37,7,21,45,548,29,0,12,506,48,93
E09000009,Ealing,E01001236,7,23,107,17,52,53,33,15,34,7,11,19,579,48,1,8,329,46,86
E09000009,Ealing,E01001237,1,22,95,12,43,26,32,3,35,8,21,21,793,39,0,9,328,25,44
E09000009,Ealing,E01001239,6,7,44,23,92,235,132,58,22,18,36,29,255,30,5,15,250,127,90
E09000009,Ealing,E01001240,9,22,70,62,84,160,65,32,21,12,20,60,349,19,0,35,529,187,92
E09000009,Ealing,E01001241,11,23,64,84,97,92,77,21,30,22,36,41,373,36,4,67,417,255,109
E09000009,Ealing,E01001242,4,4,51,49,53,59,65,17,25,8,15,75,557,38,0,18,313,203,65
E09000009,Ealing,E01001243,13,46,75,82,192,249,58,21,41,38,26,90,442,34,1,37,454,375,119
E09000009,Ealing,E01001244,13,32,97,37,199,412,119,62,41,24,42,48,510,46,6,15,540,386,161
E09000009,Ealing,E01001245,8,30,66,29,131,119,73,23,41,25,39,79,782,49,0,8,470,93,111
E09000009,Ealing,E01001246,6,19,57,53,77,227,157,34,25,26,70,42,420,42,33,20,326,75,120
E09000009,Ealing,E01001247,15,63,117,110,158,140,70,30,23,15,13,51,459,49,19,9,469,320,139
E09000009,Ealing,E01001248,14,26,113,46,76,92,58,13,27,19,44,27,671,77,0,0,217,28,54
E09000009,Ealing,E01001249,19,35,131,87,161,267,86,31,46,28,53,66,498,60,0,21,518,144,190
E09000009,Ealing,E01001250,4,8,100,62,114,148,109,47,36,27,47,59,643,81,0,10,443,102,136
E09000009,Ealing,E01001251,8,13,114,34,94,101,56,6,32,24,38,29,731,116,0,10,335,24,50
E09000009,Ealing,E01001252,3,34,154,72,139,180,132,25,43,14,35,42,686,129,0,22,584,57,118
E09000009,Ealing,E01001253,4,24,66,53,94,135,60,27,28,23,33,38,938,99,1,7,392,31,81
E09000009,Ealing,E01001254,8,21,60,16,54,53,39,11,39,12,40,31,908,102,1,3,261,39,47
E09000009,Ealing,E01001255,11,20,87,57,47,26,38,6,47,12,34,29,799,67,0,5,230,29,40
E09000009,Ealing,E01001257,15,8,215,132,283,272,152,63,28,20,55,42,447,22,2,2,288,48,138
E09000009,Ealing,E01001258,0,10,275,99,209,58,89,25,20,17,24,48,359,36,7,2,314,121,166
E09000009,Ealing,E01001259,5,2,255,113,220,50,70,6,36,3,16,25,244,59,1,1,322,78,94
E09000009,Ealing,E01001260,26,19,351,139,174,64,73,14,22,15,18,34,373,61,0,7,372,148,135
E09000009,Ealing,E01001261,12,10,245,119,238,128,161,21,27,15,57,45,474,84,1,5,424,71,188
E09000009,Ealing,E01001262,3,14,158,72,154,173,107,29,22,23,15,25,402,46,6,4,201,62,100
E09000009,Ealing,E01001263,23,13,179,97,259,227,144,76,19,28,50,35,373,39,4,3,225,62,93
E09000009,Ealing,E01001264,5,12,131,70,158,133,95,27,21,18,37,32,462,48,3,8,310,130,121
E09000009,Ealing,E01001265,37,20,157,66,118,124,88,28,15,3,15,28,326,33,0,7,490,78,85
E09000009,Ealing,E01001266,7,50,236,104,131,71,56,11,29,3,9,24,331,56,0,12,387,219,90
E09000009,Ealing,E01001267,16,14,243,82,167,124,113,30,27,14,34,33,434,46,0,3,430,108,116
E09000009,Ealing,E01001268,9,13,273,106,137,47,53,13,33,3,20,34,556,86,0,3,293,165,120
E09000009,Ealing,E01001269,13,28,307,95,248,76,81,21,28,9,27,29,416,53,0,3,616,123,102
E09000009,Ealing,E01001270,7,17,194,68,221,70,100,35,28,6,31,28,383,35,0,3,333,135,63
E09000009,Ealing,E01001271,2,5,272,73,270,80,110,24,28,8,32,22,410,39,0,4,353,87,98
E09000009,Ealing,E01001272,34,1,285,76,126,68,51,18,26,9,27,32,326,34,0,3,415,102,84
E09000009,Ealing,E01001273,13,29,211,64,171,33,9,2,69,19,2,29,396,36,0,6,304,170,112
E09000009,Ealing,E01001274,27,44,84,37,399,91,13,4,34,12,10,31,299,23,0,9,242,172,81
E09000009,Ealing,E01001275,15,45,129,33,80,63,35,11,38,20,28,43,609,51,0,14,405,108,78
E09000009,Ealing,E01001276,13,23,115,76,62,106,38,9,13,14,8,36,313,25,0,16,475,283,153
E09000009,Ealing,E01001277,7,57,166,101,167,40,30,7,36,14,20,27,346,31,1,17,672,188,107
E09000009,Ealing,E01001278,9,35,164,47,158,88,21,14,31,12,14,31,332,20,3,8,467,347,270
E09000009,Ealing,E01001279,14,48,117,52,70,29,16,0,36,12,8,44,547,46,0,1,241,80,130
E09000009,Ealing,E01001280,17,37,177,57,140,45,44,5,35,10,26,28,437,37,0,9,365,237,119
E09000009,Ealing,E01001281,3,22,100,11,64,24,21,5,40,7,19,33,809,68,0,2,226,58,62
E09000009,Ealing,E01001282,0,16,144,66,139,80,60,12,20,15,47,46,463,66,0,1,313,49,80
E09000009,Ealing,E01001283,12,30,99,33,98,117,154,22,32,23,34,49,480,76,9,12,309,76,123
E09000009,Ealing,E01001284,0,15,89,61,97,58,62,16,36,10,39,36,571,93,0,1,415,44,74
E09000009,Ealing,E01001285,14,19,83,47,114,124,91,17,44,13,47,46,488,33,1,10,359,103,116
E09000009,Ealing,E01001286,1,18,106,52,110,139,79,23,42,9,45,54,521,56,0,1,279,49,94
E09000009,Ealing,E01001287,7,13,95,50,278,296,97,25,49,18,34,39,283,28,4,0,161,61,85
E09000009,Ealing,E01001288,0,19,65,41,52,79,53,20,31,18,25,35,611,77,0,4,212,67,68
E09000009,Ealing,E01001289,0,17,66,21,45,61,49,6,21,7,27,41,580,64,0,1,262,31,36
E09000009,Ealing,E01001290,1,5,105,34,171,85,63,26,56,44,17,35,757,76,0,2,448,58,76
E09000009,Ealing,E01001291,21,4,559,124,287,37,71,28,21,8,15,14,157,31,0,0,200,35,152
E09000009,Ealing,E01001292,1,5,398,142,207,45,93,27,26,16,18,30,176,65,0,3,203,57,154
E09000009,Ealing,E01001293,24,4,589,277,314,39,119,14,5,2,2,21,85,16,0,0,128,18,169
E09000009,Ealing,E01001294,28,3,952,221,253,47,49,7,21,0,3,3,68,0,0,0,123,28,224
E09000009,Ealing,E01001295,29,3,746,207,264,30,45,14,5,6,15,11,89,0,0,4,121,23,179
E09000009,Ealing,E01001296,14,1,611,169,210,27,36,8,7,1,7,7,104,12,0,0,59,31,133
E09000009,Ealing,E01001297,52,2,907,196,214,75,34,20,4,2,4,8,75,6,0,0,39,14,188
E09000009,Ealing,E01001298,42,1,846,213,255,51,44,11,12,1,13,13,156,15,0,1,82,24,333
E09000009,Ealing,E01001299,5,43,104,33,65,41,35,4,46,2,28,23,920,87,1,2,246,12,52
E09000009,Ealing,E01001300,10,17,94,17,59,29,23,6,59,8,9,26,833,77,0,9,278,17,44
E09000009,Ealing,E01001301,18,29,92,18,81,74,49,8,46,19,29,34,633,64,0,32,526,57,73
E09000009,Ealing,E01001302,2,40,64,21,76,53,30,0,47,20,14,35,751,76,0,2,335,11,21
E09000009,Ealing,E01001303,4,30,84,7,59,37,13,7,52,7,13,26,784,68,0,10,455,40,30
E09000009,Ealing,E01001304,1,22,53,21,41,165,30,14,33,10,20,42,719,82,0,5,331,31,42
E09000009,Ealing,E01001305,5,40,119,40,57,16,38,6,48,12,5,32,873,85,0,5,278,27,45
E09000009,Ealing,E01001306,1,40,96,19,30,30,23,10,58,9,16,40,815,81,1,2,292,33,43
E09000009,Ealing,E01001307,26,22,292,147,176,53,72,11,20,6,11,25,350,38,0,10,448,76,95
E09000009,Ealing,E01001308,22,38,481,104,179,44,76,9,19,8,3,23,294,52,0,6,355,142,82
E09000009,Ealing,E01001309,9,34,256,92,361,52,100,16,19,6,11,24,326,45,0,1,344,67,88
E09000009,Ealing,E01001310,5,24,244,205,232,128,141,34,26,10,34,33,398,57,0,1,421,48,100
E09000009,Ealing,E01001311,16,10,302,107,241,254,201,74,31,17,64,43,484,52,0,6,365,104,147
E09000009,Ealing,E01001312,28,39,368,144,234,66,79,15,33,2,10,27,240,18,0,6,456,83,119
E09000009,Ealing,E01001313,12,16,468,154,155,57,86,14,11,9,21,22,250,34,0,3,259,72,84
E09000009,Ealing,E01001314,17,20,246,115,123,55,67,15,22,11,26,31,229,57,0,7,303,61,113
E09000009,Ealing,E01001315,3,16,171,39,317,61,99,14,19,11,20,18,300,19,0,14,215,39,92
E09000009,Ealing,E01001316,9,43,178,63,239,159,121,27,25,18,36,15,376,21,0,4,244,32,114
E09000009,Ealing,E01001317,14,13,190,102,314,202,99,39,22,18,43,40,421,34,5,14,372,102,137
E09000009,Ealing,E01001318,18,16,157,50,296,169,137,30,19,11,34,22,447,39,9,3,288,67,136
E09000009,Ealing,E01001319,5,18,153,47,221,59,132,9,8,5,19,15,368,49,0,0,230,88,123
E09000009,Ealing,E01001320,8,2,71,72,157,177,132,47,12,7,50,34,461,35,3,3,195,61,95
E09000009,Ealing,E01001321,17,22,165,93,267,170,112,31,24,22,53,32,571,32,2,3,415,112,121
E09000009,Ealing,E01001322,8,25,223,64,271,111,102,32,14,9,32,33,475,36,0,9,389,96,139
E09000009,Ealing,E01001323,13,19,227,91,297,217,80,22,30,16,9,34,400,28,0,4,312,70,144
E09000009,Ealing,E01001324,28,22,169,48,202,194,78,38,12,10,13,21,358,17,0,0,253,116,87
E09000009,Ealing,E01001325,7,7,176,122,248,155,93,43,32,10,29,72,530,51,1,15,172,94,121
E09000009,Ealing,E01001326,12,10,138,105,185,144,107,40,16,15,159,28,490,17,0,7,226,133,127
E09000009,Ealing,E01001327,10,14,184,118,221,233,72,21,14,4,37,30,441,48,1,4,218,96,128
E09000009,Ealing,E01001328,11,3,190,89,237,217,132,43,8,11,24,30,383,22,6,6,181,89,137
E09000009,Ealing,E01001329,25,25,190,83,241,175,94,33,44,18,21,36,496,30,3,8,203,96,152
E09000009,Ealing,E01001330,18,4,171,142,200,242,169,33,6,10,36,32,360,23,2,5,205,61,137
E09000009,Ealing,E01001331,0,2,105,46,279,290,115,56,16,24,52,17,351,23,0,4,206,80,137
E09000009,Ealing,E01001332,19,5,158,54,177,271,94,32,7,21,37,20,336,20,4,0,176,32,122
E09000009,Ealing,E01001333,60,6,1176,180,214,194,97,24,32,7,5,15,89,12,0,2,58,39,248
E09000009,Ealing,E01001334,7,4,539,128,230,306,47,19,10,6,12,10,79,3,8,0,59,49,148
E09000009,Ealing,E01001335,8,7,859,94,204,36,19,8,24,9,12,20,193,22,0,1,41,0,250
E09000009,Ealing,E01001336,16,0,732,162,209,75,32,7,10,2,2,12,189,21,0,0,60,62,249
E09000009,Ealing,E01001337,22,10,369,81,140,253,80,30,25,14,40,56,450,54,0,3,301,52,150
E09000009,Ealing,E01001338,14,8,848,184,189,111,32,11,14,12,8,16,103,9,0,2,84,25,198
E09000009,Ealing,E01001339,42,15,521,221,277,306,87,29,33,8,37,37,200,12,1,0,144,74,141
E09000009,Ealing,E01001340,46,4,134,76,103,236,99,36,26,17,31,33,368,38,2,5,166,40,102
E09000009,Ealing,E01001341,11,19,308,93,245,29,69,45,5,6,13,43,260,26,0,1,364,137,119
E09000009,Ealing,E01001342,15,31,394,124,221,66,38,10,18,13,7,24,199,20,1,7,390,161,152
E09000009,Ealing,E01001343,13,9,272,76,119,16,54,8,10,0,12,17,241,34,0,2,305,174,78
E09000009,Ealing,E01001344,18,51,202,65,131,77,60,19,50,6,25,55,418,46,0,11,598,255,195
E09000009,Ealing,E01001345,36,7,419,86,345,43,80,22,16,4,17,20,199,46,0,4,214,119,83
E09000009,Ealing,E01001346,4,9,97,83,189,97,54,11,21,16,21,21,367,38,0,7,560,218,146
E09000009,Ealing,E01001347,13,16,276,100,136,63,80,9,20,10,21,35,316,47,0,20,410,249,149
E09000009,Ealing,E01001348,15,16,127,56,75,93,54,23,19,9,28,30,366,26,2,7,378,204,148
E09000009,Ealing,E01001349,21,7,156,81,110,90,118,45,11,13,33,32,308,43,0,1,210,77,55
E09000009,Ealing,E01001350,6,23,75,15,130,70,22,20,28,9,13,20,522,53,0,11,323,61,41
E09000009,Ealing,E01001351,1,37,56,45,111,151,58,19,25,20,33,40,629,47,2,28,463,112,97
E09000009,Ealing,E01001352,3,32,62,32,120,65,20,13,31,18,6,48,547,51,2,19,410,36,70
E09000009,Ealing,E01001353,14,38,37,15,69,96,50,6,25,8,21,31,460,26,0,10,361,92,56
E09000009,Ealing,E01001354,7,45,90,37,152,80,78,8,44,34,24,43,681,79,0,11,495,78,70
E09000009,Ealing,E01001355,6,27,51,30,68,87,84,16,15,20,30,46,774,71,0,17,424,117,78
E09000009,Ealing,E01001356,10,11,39,34,130,359,75,40,15,19,19,25,240,37,2,8,210,108,117
E09000009,Ealing,E01001357,6,91,119,46,135,438,72,102,33,23,38,48,785,44,1,9,529,101,133
E09000009,Ealing,E01001358,1,63,78,26,144,300,88,47,34,20,26,49,495,32,0,24,372,68,122
E09000009,Ealing,E01001359,128,3,1224,411,324,106,9,9,6,2,3,14,16,1,0,0,31,8,173
E09000009,Ealing,E01001360,71,1,1391,240,241,43,13,2,5,1,0,10,12,13,0,0,24,4,141
E09000009,Ealing,E01001361,107,1,1233,213,234,114,32,19,21,5,10,8,63,2,0,2,66,18,128
E09000009,Ealing,E01001362,69,8,1190,339,340,164,54,16,13,14,14,17,83,3,3,8,72,30,188
E09000009,Ealing,E01001363,187,1,961,185,272,104,30,16,11,6,8,5,28,0,2,0,20,23,131
E09000009,Ealing,E01001364,85,5,593,343,203,209,71,12,4,2,13,26,93,5,1,2,25,8,135
E09000009,Ealing,E01001365,145,2,1221,266,349,86,20,20,17,2,6,9,61,6,0,1,36,4,329
E09000009,Ealing,E01001366,20,2,1018,154,230,142,45,7,13,8,8,16,54,4,0,0,31,25,273
E09000009,Ealing,E01001367,102,5,1449,279,279,93,43,15,11,9,8,28,56,9,6,2,64,31,217
E09000009,Ealing,E01001368,44,0,933,120,228,85,34,5,11,2,6,9,38,7,0,0,46,17,178
E09000009,Ealing,E01001369,16,4,1158,159,217,96,21,7,5,1,12,9,50,6,0,0,44,11,247
E09000009,Ealing,E01001370,25,2,1241,134,168,118,35,5,11,10,7,15,53,0,0,0,46,6,300
E09000009,Ealing,E01001371,23,1,1183,247,175,192,36,30,9,0,10,5,77,3,0,0,70,16,231
E09000009,Ealing,E01001372,82,2,1318,245,199,136,42,40,17,7,10,13,94,5,6,3,77,22,239
E09000009,Ealing,E01001373,52,5,1072,190,192,104,59,12,23,1,11,14,50,7,0,0,65,31,191
E09000009,Ealing,E01001374,11,26,56,21,69,65,69,16,38,17,20,36,980,51,0,7,387,15,62
E09000009,Ealing,E01001375,1,29,64,11,30,10,9,4,49,13,3,38,927,54,0,13,370,10,54
E09000009,Ealing,E01001376,3,12,83,27,89,86,104,24,42,20,23,45,593,36,0,7,391,48,78
E09000009,Ealing,E01001377,3,30,36,7,42,30,26,0,50,9,21,27,886,48,0,0,370,11,39
E09000009,Ealing,E01001379,1,21,60,13,30,15,39,6,46,13,19,22,908,75,0,4,393,21,49
E09000009,Ealing,E01001380,5,62,82,26,78,43,30,2,63,12,17,70,1107,72,0,8,526,28,74
E09000009,Ealing,E01001381,0,27,29,28,86,98,77,11,35,20,16,62,723,53,0,19,427,99,72
E09000009,Ealing,E01001382,3,28,90,24,32,7,16,13,46,6,6,27,812,84,0,3,217,8,55
E09000009,Ealing,E01001383,24,23,142,64,49,38,53,12,37,10,39,38,782,68,0,4,306,18,61
E09000009,Ealing,E01001384,1,20,98,23,68,57,44,13,39,11,25,51,757,95,1,15,309,29,97
E09000009,Ealing,E01001385,4,29,86,15,51,26,31,2,47,10,14,32,851,61,0,13,319,20,66
E09000009,Ealing,E01001386,4,19,72,16,61,13,14,1,60,16,10,28,984,68,0,7,367,31,34
E09000009,Ealing,E01001387,13,44,72,13,58,51,30,6,31,14,4,22,703,61,0,7,327,43,30
E09000009,Ealing,E01001388,0,15,68,29,107,167,61,21,21,14,20,33,474,67,0,5,219,53,66
E09000009,Ealing,E01001389,8,27,115,46,75,100,51,5,43,14,18,40,606,84,1,7,437,68,81
E09000010,Enfield,E01001390,3,38,145,16,68,60,43,17,41,8,30,37,679,43,1,10,433,21,120
E09000010,Enfield,E01001391,18,8,53,24,46,90,68,7,27,18,47,22,489,30,0,8,690,5,129
E09000010,Enfield,E01001392,40,32,183,52,36,55,44,10,35,13,28,39,698,76,1,6,404,14,96
E09000010,Enfield,E01001393,25,13,103,17,47,90,49,20,31,13,29,32,719,38,0,7,619,9,110
