lad22cd,lad22nm,lsoa21cd,"Asian, Asian British or Asian Welsh: Bangladeshi","Asian, Asian British or Asian Welsh: Chinese","Asian, Asian British or Asian Welsh: Indian","Asian, Asian British or Asian Welsh: Pakistani","Asian, Asian British or Asian Welsh: Other Asian","Black, Black British, Black Welsh, Caribbean or African: African","Black, Black British, Black Welsh, Caribbean or African: Caribbean","Black, Black British, Black Welsh, Caribbean or African: Other Black",Mixed or Multiple ethnic groups: White and Asian,Mixed or Multiple ethnic groups: White and Black African,Mixed or Multiple ethnic groups: White and Black Caribbean,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,"White: English, Welsh, Scottish, Northern Irish or British",White: Irish,White: Gypsy or Irish Traveller,White: Roma,White: Other White,Other ethnic group: Arab,Other ethnic group: Any other ethnic group
E09000017,Hillingdon,E01002438,0,12,129,6,19,31,8,5,29,7,15,10,1016,31,2,0,95,12,12
E09000017,Hillingdon,E01002439,9,5,66,6,72,14,21,6,22,11,15,11,1121,41,15,1,74,7,28
E09000017,Hillingdon,E01002440,0,3,92,7,17,35,7,6,20,13,12,11,1242,28,5,0,60,2,21
E09000017,Hillingdon,E01002441,0,6,108,12,51,22,12,5,26,14,13,22,1116,45,2,2,103,9,29
E09000017,Hillingdon,E01002442,3,4,69,5,36,24,10,1,11,4,16,25,1239,43,7,0,91,6,39
E09000017,Hillingdon,E01002443,14,7,826,193,183,63,19,4,26,4,14,26,203,10,6,9,286,24,130
E09000017,Hillingdon,E01002444,10,27,513,124,80,78,8,12,32,18,14,27,578,32,6,8,230,20,71
E09000017,Hillingdon,E01002445,48,11,187,40,112,166,51,34,19,44,28,18,705,13,5,3,190,25,67
E09000017,Hillingdon,E01002446,21,12,413,126,130,56,29,16,12,15,12,21,676,17,0,6,284,28,91
E09000017,Hillingdon,E01002447,0,8,552,161,136,79,26,10,18,14,20,28,435,6,0,10,442,36,89
E09000017,Hillingdon,E01002448,16,13,587,168,215,92,30,12,23,16,16,22,499,14,14,8,247,18,143
E09000017,Hillingdon,E01002449,31,12,757,141,181,93,16,10,35,11,23,22,283,16,4,4,316,27,158
E09000017,Hillingdon,E01002450,8,11,267,38,85,41,18,7,28,11,25,25,684,30,0,6,138,32,42
E09000017,Hillingdon,E01002451,16,24,232,106,113,45,44,12,20,6,18,26,615,43,0,1,104,29,53
E09000017,Hillingdon,E01002452,23,34,291,45,113,33,34,18,26,9,9,25,635,18,0,2,137,20,68
E09000017,Hillingdon,E01002453,9,8,308,68,122,67,34,4,37,12,24,19,755,34,0,0,153,46,87
E09000017,Hillingdon,E01002454,30,28,204,59,78,72,26,13,25,6,23,35,1033,24,3,8,166,24,63
E09000017,Hillingdon,E01002455,43,12,372,91,203,108,79,18,24,6,36,27,578,21,2,7,159,30,157
E09000017,Hillingdon,E01002456,13,23,246,73,147,81,27,9,26,19,33,30,745,27,5,0,120,35,84
E09000017,Hillingdon,E01002457,51,4,263,63,138,94,63,20,23,8,21,33,598,25,2,3,111,27,61
E09000017,Hillingdon,E01002458,4,29,263,37,57,28,4,0,25,4,9,12,807,30,1,0,67,12,44
E09000017,Hillingdon,E01002459,4,23,233,32,45,8,11,2,36,2,9,21,1114,29,0,0,61,26,19
E09000017,Hillingdon,E01002460,3,12,198,10,20,14,15,6,18,3,9,18,893,48,0,1,125,6,24
E09000017,Hillingdon,E01002461,2,10,440,82,34,22,14,4,23,3,4,12,599,31,0,1,94,66,70
E09000017,Hillingdon,E01002462,0,24,240,62,50,11,2,0,26,1,18,17,846,19,0,3,100,33,40
E09000017,Hillingdon,E01002463,9,21,331,56,60,11,8,5,16,9,11,22,773,34,0,0,50,17,54
E09000017,Hillingdon,E01002464,10,26,177,24,49,17,5,1,24,4,9,14,1071,38,0,1,106,24,19
E09000017,Hillingdon,E01002465,4,23,127,32,91,44,49,9,22,10,27,25,871,78,4,0,230,8,67
E09000017,Hillingdon,E01002466,7,24,145,21,52,12,27,8,25,9,17,26,1119,68,0,1,112,12,42
E09000017,Hillingdon,E01002467,5,17,180,20,44,15,4,3,28,2,17,26,982,112,0,0,134,8,9
E09000017,Hillingdon,E01002468,9,19,178,19,59,25,35,5,31,5,14,20,1035,68,0,7,143,2,32
E09000017,Hillingdon,E01002469,10,28,152,29,56,10,11,5,31,3,12,11,1023,92,0,4,135,10,30
E09000017,Hillingdon,E01002470,8,25,186,22,78,42,30,8,47,11,20,43,923,90,0,3,248,11,41
E09000017,Hillingdon,E01002471,9,27,201,17,42,16,17,6,31,8,12,34,946,67,0,6,147,13,35
E09000017,Hillingdon,E01002472,6,24,349,59,80,51,17,13,24,6,15,28,623,30,0,4,291,11,46
E09000017,Hillingdon,E01002473,5,22,681,60,75,42,13,2,27,7,13,3,578,12,0,1,84,10,48
E09000017,Hillingdon,E01002474,26,13,331,61,91,39,13,7,19,6,4,21,782,37,0,6,226,16,44
E09000017,Hillingdon,E01002475,5,12,331,31,82,62,27,18,36,7,17,32,686,29,0,1,197,16,44
E09000017,Hillingdon,E01002476,0,48,645,55,78,33,3,10,25,4,4,21,531,14,0,4,91,13,51
E09000017,Hillingdon,E01002477,4,24,406,56,83,36,16,3,36,10,10,22,432,25,0,0,135,8,44
E09000017,Hillingdon,E01002478,7,18,254,22,88,46,21,13,38,9,13,15,726,36,1,8,233,7,46
E09000017,Hillingdon,E01002479,6,22,330,51,78,37,32,18,25,8,13,12,920,36,0,9,153,17,71
E09000017,Hillingdon,E01002480,5,20,510,63,81,27,13,6,33,6,8,22,791,24,1,12,175,17,42
E09000017,Hillingdon,E01002481,26,16,263,42,88,84,21,10,20,20,25,23,805,28,0,3,110,21,46
E09000017,Hillingdon,E01002482,4,28,638,91,98,11,8,6,34,5,2,13,528,20,0,0,128,8,43
E09000017,Hillingdon,E01002483,13,19,489,84,150,35,27,13,12,11,25,12,589,44,8,12,278,31,88
E09000017,Hillingdon,E01002484,3,10,231,13,53,32,20,9,27,9,20,26,672,27,2,3,196,14,62
E09000017,Hillingdon,E01002485,1,37,345,50,167,107,38,11,27,10,21,30,721,9,1,1,314,31,108
E09000017,Hillingdon,E01002486,43,11,562,240,156,247,38,27,31,20,23,28,465,26,5,12,136,38,138
E09000017,Hillingdon,E01002487,14,20,673,181,242,125,41,22,8,4,6,19,254,15,2,1,103,29,162
E09000017,Hillingdon,E01002488,30,9,598,175,191,92,21,26,20,5,9,6,286,30,0,3,93,38,130
E09000017,Hillingdon,E01002489,6,12,892,186,220,86,21,6,17,7,6,13,154,9,0,1,116,27,142
E09000017,Hillingdon,E01002490,18,10,675,222,232,108,45,17,33,12,11,27,325,25,3,1,152,42,189
E09000017,Hillingdon,E01002491,19,14,492,166,175,165,42,25,13,6,19,19,282,20,0,0,98,22,146
E09000017,Hillingdon,E01002492,15,3,807,133,145,55,24,7,17,15,4,11,158,7,0,0,69,19,215
E09000017,Hillingdon,E01002493,31,1,433,115,185,335,49,45,13,15,20,29,379,5,4,4,105,29,199
E09000017,Hillingdon,E01002494,11,37,198,46,131,84,40,21,25,14,16,42,806,53,1,3,209,40,29
E09000017,Hillingdon,E01002495,15,23,218,36,145,44,44,8,16,14,34,42,887,61,2,3,189,48,55
E09000017,Hillingdon,E01002496,7,29,270,27,151,45,66,12,52,7,33,41,776,81,0,2,227,36,102
E09000017,Hillingdon,E01002497,16,45,371,76,202,97,39,7,26,13,33,32,941,70,1,25,329,42,115
E09000017,Hillingdon,E01002498,6,16,285,12,39,26,38,8,22,6,29,16,704,47,0,5,95,19,35
E09000017,Hillingdon,E01002499,10,26,265,55,110,49,38,7,28,12,26,23,966,64,0,10,261,35,78
E09000017,Hillingdon,E01002501,18,5,578,111,193,175,33,19,10,10,9,10,297,15,0,0,86,21,153
E09000017,Hillingdon,E01002502,62,3,444,180,233,141,56,8,22,25,24,23,391,19,0,0,58,37,280
E09000017,Hillingdon,E01002503,40,16,531,151,323,162,25,9,29,17,8,26,331,20,0,0,76,17,144
E09000017,Hillingdon,E01002505,19,10,367,139,142,282,46,39,7,12,25,33,375,20,6,1,136,24,101
E09000017,Hillingdon,E01002506,50,11,630,168,226,339,29,25,9,21,9,27,178,28,1,4,117,34,167
E09000017,Hillingdon,E01002507,38,5,617,171,293,141,42,25,12,7,6,21,241,14,0,13,119,27,180
E09000017,Hillingdon,E01002508,37,1,423,292,264,247,51,25,16,16,23,18,448,13,9,1,96,20,191
E09000017,Hillingdon,E01002509,16,16,326,49,63,13,22,1,21,0,5,14,676,47,0,1,87,32,104
E09000017,Hillingdon,E01002511,18,17,179,76,83,63,31,11,22,14,13,34,810,42,2,5,133,31,45
E09000017,Hillingdon,E01002512,15,33,318,157,57,49,17,12,44,12,9,48,964,39,7,1,135,44,103
E09000017,Hillingdon,E01002513,8,28,314,48,80,45,11,2,20,1,7,12,640,54,0,0,72,33,62
E09000017,Hillingdon,E01002514,33,36,194,63,129,58,28,7,39,19,21,46,882,42,1,7,246,40,76
E09000017,Hillingdon,E01002516,8,19,406,77,69,14,9,5,27,6,10,15,550,37,0,4,99,28,76
E09000017,Hillingdon,E01002518,29,15,168,62,57,49,20,5,8,10,23,17,615,36,0,5,104,30,67
E09000017,Hillingdon,E01002519,75,16,160,22,121,102,24,25,17,17,25,29,1016,24,2,3,223,20,57
E09000017,Hillingdon,E01002520,75,47,138,72,82,135,30,10,45,23,43,32,835,47,2,3,334,25,54
E09000017,Hillingdon,E01002521,63,49,128,66,119,140,30,16,27,43,31,56,705,52,6,12,400,55,69
E09000017,Hillingdon,E01002523,124,6,122,144,65,43,29,12,25,17,21,25,593,34,6,3,226,23,39
E09000017,Hillingdon,E01002525,10,22,266,85,95,61,18,2,39,10,15,20,826,44,5,8,205,19,50
E09000017,Hillingdon,E01002526,24,34,562,190,194,213,40,31,38,18,39,39,1022,28,2,10,327,46,104
E09000017,Hillingdon,E01002527,17,6,129,59,91,75,29,14,17,9,13,16,820,41,39,0,168,20,40
E09000017,Hillingdon,E01002528,41,8,241,147,135,159,25,17,23,8,16,35,765,8,12,2,149,42,56
E09000017,Hillingdon,E01002529,59,20,539,136,117,180,59,11,36,25,41,44,739,16,6,8,357,41,106
E09000017,Hillingdon,E01002530,33,5,150,128,126,143,30,19,12,22,27,13,793,9,35,4,125,43,69
E09000017,Hillingdon,E01002531,15,14,274,50,85,47,23,9,27,13,14,20,789,23,10,2,193,10,61
E09000017,Hillingdon,E01002533,7,16,88,15,30,12,32,3,22,9,42,17,987,34,0,0,100,12,32
E09000017,Hillingdon,E01002534,4,15,152,6,27,20,4,3,43,6,16,11,995,63,0,0,111,7,38
E09000017,Hillingdon,E01002535,17,31,361,56,114,24,22,5,38,10,18,26,948,103,0,8,320,23,70
E09000017,Hillingdon,E01002536,0,25,100,24,95,24,17,6,19,8,28,20,720,32,2,1,142,17,57
E09000017,Hillingdon,E01002537,15,56,452,69,102,45,44,13,39,8,12,26,1193,47,0,8,269,26,57
E09000017,Hillingdon,E01002538,14,9,142,26,29,24,24,4,28,15,13,22,1132,46,0,0,107,18,37
E09000017,Hillingdon,E01002539,6,11,178,32,49,15,14,12,27,9,12,9,1160,58,0,0,96,10,16
E09000017,Hillingdon,E01002540,24,14,287,109,204,236,57,24,23,12,30,20,404,9,2,8,203,34,121
E09000017,Hillingdon,E01002541,19,26,312,96,210,96,52,26,28,17,39,32,515,40,0,3,306,50,133
E09000017,Hillingdon,E01002542,39,13,343,106,424,328,70,39,25,20,19,23,303,19,1,8,144,32,158
E09000017,Hillingdon,E01002543,31,4,353,149,294,198,51,33,15,8,19,17,393,23,2,7,116,62,147
E09000017,Hillingdon,E01002544,27,38,557,116,157,90,32,14,32,22,11,17,237,9,0,3,145,28,163
E09000017,Hillingdon,E01002545,16,2,228,42,179,163,66,30,17,20,48,29,449,16,3,0,64,14,112
E09000017,Hillingdon,E01002546,39,5,679,82,314,96,36,10,15,1,4,10,141,11,0,0,45,23,226
E09000017,Hillingdon,E01002547,44,1,555,188,176,134,35,28,23,14,25,28,125,15,0,2,101,23,201
E09000017,Hillingdon,E01002548,56,5,176,62,97,101,34,23,24,21,35,18,1187,21,13,4,191,13,51
E09000017,Hillingdon,E01002549,35,12,298,73,158,94,44,23,24,18,20,33,770,48,8,7,103,23,91
E09000017,Hillingdon,E01002550,23,21,164,105,127,127,34,22,14,5,28,17,769,25,0,4,235,31,91
E09000017,Hillingdon,E01002551,82,18,215,77,149,318,44,12,24,12,23,23,824,27,4,8,145,18,119
E09000017,Hillingdon,E01002552,62,7,179,82,121,106,17,12,16,15,17,34,724,9,2,1,253,14,72
E09000017,Hillingdon,E01002553,30,10,183,84,111,134,19,14,18,9,18,21,842,22,6,1,155,24,60
E09000018,Hounslow,E01002555,14,12,578,152,196,81,9,21,25,8,11,20,548,16,0,4,245,15,109
E09000018,Hounslow,E01002556,7,4,307,109,164,123,14,3,20,36,14,15,669,14,0,9,256,22,61
E09000018,Hounslow,E01002557,26,11,283,113,202,103,8,19,29,6,35,20,723,5,0,6,383,15,86
E09000018,Hounslow,E01002558,24,13,233,70,196,154,33,26,40,18,12,35,899,12,3,13,279,22,117
E09000018,Hounslow,E01002559,23,11,227,177,211,224,25,21,21,24,29,36,1006,13,8,20,357,56,87
E09000018,Hounslow,E01002560,13,17,243,116,233,156,23,18,21,3,9,28,801,24,4,3,237,11,53
E09000018,Hounslow,E01002561,0,0,345,49,129,140,35,22,13,9,22,15,720,5,6,2,124,32,46
E09000018,Hounslow,E01002562,14,34,72,45,66,92,29,14,21,17,26,43,569,41,4,6,304,16,68
E09000018,Hounslow,E01002563,14,26,118,71,73,77,34,11,46,17,14,34,739,113,2,10,399,48,69
E09000018,Hounslow,E01002564,5,16,66,64,78,162,48,29,35,17,63,56,758,42,0,9,303,48,91
E09000018,Hounslow,E01002565,4,24,129,56,140,170,50,6,52,20,31,55,963,79,0,3,543,81,95
E09000018,Hounslow,E01002567,3,9,44,33,49,74,35,23,24,12,13,31,1067,52,1,6,282,23,49
E09000018,Hounslow,E01002569,3,113,51,27,36,40,14,14,40,8,36,51,1017,71,2,13,494,28,63
E09000018,Hounslow,E01002570,5,16,45,21,58,54,18,5,43,7,16,41,737,33,0,17,384,40,83
E09000018,Hounslow,E01002571,5,13,56,4,23,13,8,1,33,5,6,16,750,35,0,1,251,24,42
E09000018,Hounslow,E01002572,7,16,42,24,50,124,30,22,18,25,32,32,715,34,0,12,276,46,42
E09000018,Hounslow,E01002573,0,6,37,12,27,44,5,7,47,8,13,25,885,44,0,17,330,17,27
E09000018,Hounslow,E01002574,10,30,94,15,53,12,201,7,42,14,12,30,778,48,0,3,304,20,57
E09000018,Hounslow,E01002575,2,37,39,5,62,39,6,1,30,13,12,36,811,56,1,9,389,16,52
E09000018,Hounslow,E01002576,6,8,74,21,60,72,43,13,38,27,51,51,879,43,0,5,220,31,41
E09000018,Hounslow,E01002577,9,30,67,8,46,40,4,7,45,13,11,50,778,49,0,9,422,32,49
E09000018,Hounslow,E01002578,2,25,70,13,58,34,9,5,31,6,50,31,834,53,0,4,242,51,32
E09000018,Hounslow,E01002579,0,13,67,20,47,38,8,1,44,6,10,36,1006,50,0,0,289,35,55
E09000018,Hounslow,E01002580,7,23,60,27,36,62,18,19,33,13,18,42,632,39,0,2,334,31,57
E09000018,Hounslow,E01002581,5,22,52,25,54,40,36,15,36,14,24,59,944,46,0,13,361,47,86
E09000018,Hounslow,E01002582,0,4,30,15,36,35,24,5,44,9,18,36,1011,45,0,2,298,13,32
E09000018,Hounslow,E01002583,6,0,814,247,166,40,3,3,17,2,14,17,117,4,0,6,164,28,160
E09000018,Hounslow,E01002584,5,0,1025,227,218,16,10,6,20,2,8,15,203,2,0,12,227,9,123
E09000018,Hounslow,E01002585,47,4,685,227,178,84,6,8,12,10,8,13,193,6,5,3,179,33,131
E09000018,Hounslow,E01002586,4,9,971,188,142,30,5,3,19,2,1,13,88,4,0,15,165,8,172
E09000018,Hounslow,E01002587,26,8,1060,200,217,100,12,13,27,6,6,18,236,2,0,2,234,36,177
E09000018,Hounslow,E01002588,28,14,174,76,169,322,40,43,20,17,32,33,603,14,5,7,252,62,120
E09000018,Hounslow,E01002589,18,5,799,197,235,258,31,33,27,22,19,25,372,14,0,4,234,56,151
E09000018,Hounslow,E01002590,29,14,392,114,429,125,34,15,23,20,23,41,886,18,0,5,302,51,143
E09000018,Hounslow,E01002591,25,21,172,100,205,117,12,7,25,14,8,17,830,16,5,1,210,36,83
E09000018,Hounslow,E01002592,16,11,459,108,203,112,30,16,23,28,21,30,744,5,5,4,230,13,100
E09000018,Hounslow,E01002593,19,14,453,75,370,56,25,10,14,9,8,29,645,27,10,4,323,44,129
E09000018,Hounslow,E01002594,17,10,467,258,334,91,13,6,31,7,11,34,547,27,0,9,270,34,139
E09000018,Hounslow,E01002595,31,11,230,109,311,152,25,160,18,8,26,27,832,12,1,1,183,30,88
E09000018,Hounslow,E01002596,20,17,202,101,144,153,96,42,47,38,68,40,724,7,11,12,341,28,69
E09000018,Hounslow,E01002598,4,45,237,54,170,129,24,7,18,16,17,18,834,18,1,9,247,19,57
E09000018,Hounslow,E01002599,14,17,162,63,105,71,35,12,16,7,20,27,692,25,6,6,191,33,77
E09000018,Hounslow,E01002600,6,27,147,78,201,116,15,34,8,18,14,12,711,29,2,0,167,5,62
E09000018,Hounslow,E01002601,5,45,201,95,116,92,13,4,41,30,22,30,792,20,1,5,276,9,74
E09000018,Hounslow,E01002602,11,3,113,30,71,32,13,7,20,6,12,25,894,27,8,5,168,18,33
E09000018,Hounslow,E01002603,11,38,237,87,188,100,28,17,20,12,17,25,763,12,2,14,248,53,78
E09000018,Hounslow,E01002604,36,9,61,62,168,143,38,19,11,10,21,22,760,6,0,3,173,20,72
E09000018,Hounslow,E01002605,102,11,151,124,183,115,31,34,30,21,26,48,909,6,0,4,427,41,96
E09000018,Hounslow,E01002606,14,7,146,81,121,203,28,21,21,21,6,33,698,12,9,1,178,24,61
E09000018,Hounslow,E01002607,26,22,253,260,195,119,55,30,28,13,23,31,888,9,0,8,341,41,102
E09000018,Hounslow,E01002608,18,15,223,68,115,188,11,15,13,21,15,23,778,17,3,3,213,58,93
E09000018,Hounslow,E01002609,14,18,143,52,80,48,20,7,37,11,18,31,965,17,0,10,235,16,94
E09000018,Hounslow,E01002610,8,12,136,59,112,173,23,27,30,24,45,24,772,13,2,0,182,40,82
E09000018,Hounslow,E01002611,19,12,259,129,195,72,21,16,19,15,75,23,832,14,1,7,206,26,90
E09000018,Hounslow,E01002612,9,21,353,104,122,93,33,20,46,32,29,22,762,33,0,10,303,41,83
E09000018,Hounslow,E01002613,57,6,239,131,177,51,30,10,24,16,8,24,716,11,3,3,264,88,68
E09000018,Hounslow,E01002614,6,21,244,69,164,161,15,17,33,46,14,49,742,7,0,5,426,9,93
E09000018,Hounslow,E01002615,18,8,163,103,167,114,33,17,13,18,18,26,687,11,0,5,128,30,70
E09000018,Hounslow,E01002616,21,15,196,72,163,52,21,7,33,16,15,25,701,13,0,4,206,11,48
E09000018,Hounslow,E01002617,20,5,155,70,66,27,15,7,17,9,14,18,895,10,0,3,220,26,65
E09000018,Hounslow,E01002618,15,8,756,270,370,8,1,6,25,12,3,13,127,11,0,8,172,56,200
E09000018,Hounslow,E01002619,3,14,993,207,206,26,6,4,32,13,5,20,173,17,0,4,180,21,168
E09000018,Hounslow,E01002620,50,18,904,236,290,219,25,20,23,23,9,46,281,16,0,16,266,45,264
E09000018,Hounslow,E01002621,10,22,696,181,194,99,12,26,15,11,3,24,235,8,0,3,268,28,173
E09000018,Hounslow,E01002622,76,5,757,246,144,45,24,6,22,10,13,23,211,9,0,0,162,20,149
E09000018,Hounslow,E01002623,13,2,834,204,123,95,16,23,13,18,18,14,212,32,1,7,145,26,126
E09000018,Hounslow,E01002624,22,1,851,171,146,65,7,6,19,4,6,23,166,9,2,4,109,23,144
E09000018,Hounslow,E01002625,6,1,750,156,239,62,9,10,11,2,6,10,91,8,0,4,73,16,261
E09000018,Hounslow,E01002626,6,14,662,148,215,24,10,2,18,2,0,6,137,28,0,2,104,8,236
E09000018,Hounslow,E01002627,17,4,369,219,268,208,14,30,27,7,18,36,233,14,0,10,139,47,136
E09000018,Hounslow,E01002628,20,14,849,320,205,90,20,15,14,7,8,26,162,17,1,4,208,15,177
E09000018,Hounslow,E01002629,44,13,903,197,237,120,28,13,34,9,23,39,313,17,0,14,394,53,231
E09000018,Hounslow,E01002630,16,23,893,113,169,65,15,9,26,6,10,23,203,7,1,5,282,47,151
E09000018,Hounslow,E01002631,13,4,726,179,212,73,8,2,10,8,3,17,109,11,4,5,73,19,357
E09000018,Hounslow,E01002632,13,12,732,188,199,46,19,6,23,2,3,29,196,14,0,1,154,20,265
E09000018,Hounslow,E01002633,36,10,621,207,194,238,35,33,22,21,24,19,387,11,55,4,156,37,121
E09000018,Hounslow,E01002634,37,11,337,185,169,265,25,40,25,46,20,34,286,10,5,0,119,28,122
E09000018,Hounslow,E01002635,27,2,849,342,162,123,15,9,9,6,1,14,121,6,0,0,138,8,166
E09000018,Hounslow,E01002636,14,11,902,221,280,41,11,7,15,6,4,10,170,15,0,9,185,15,203
E09000018,Hounslow,E01002637,5,2,646,125,259,313,19,16,10,5,7,8,123,5,0,0,68,10,284
E09000018,Hounslow,E01002638,12,10,646,284,273,252,19,17,19,17,13,34,264,5,0,5,91,24,226
E09000018,Hounslow,E01002639,49,18,699,165,173,31,8,0,29,1,0,5,144,4,6,10,288,46,108
E09000018,Hounslow,E01002640,58,54,926,277,168,43,10,1,84,2,6,9,149,4,0,15,322,26,100
E09000018,Hounslow,E01002641,23,25,974,183,209,197,22,11,18,12,16,33,286,8,12,6,431,62,157
E09000018,Hounslow,E01002643,29,17,609,170,257,150,73,21,54,18,36,41,657,29,8,4,358,74,125
E09000018,Hounslow,E01002645,29,12,660,118,241,93,50,15,17,11,18,50,343,17,0,15,376,30,164
E09000018,Hounslow,E01002646,57,10,729,241,205,141,41,32,28,9,18,59,272,7,1,2,287,51,133
E09000018,Hounslow,E01002647,56,18,621,227,205,101,26,10,27,13,23,22,372,25,7,3,292,62,106
E09000018,Hounslow,E01002649,17,11,584,124,205,76,14,9,18,18,19,35,423,13,0,2,396,21,64
E09000018,Hounslow,E01002650,39,14,802,355,228,143,48,31,32,23,12,32,266,5,6,9,284,45,150
E09000018,Hounslow,E01002651,44,12,551,404,176,75,23,12,36,5,6,27,131,13,5,7,245,25,115
E09000018,Hounslow,E01002652,34,18,577,413,171,45,7,11,18,4,3,12,249,17,0,3,236,21,76
E09000018,Hounslow,E01002653,23,8,661,173,125,36,23,3,23,8,8,29,283,15,0,6,342,44,88
E09000018,Hounslow,E01002654,17,53,449,104,127,45,9,4,26,10,6,21,569,46,0,4,305,26,92
E09000018,Hounslow,E01002655,21,16,421,179,111,45,17,5,38,10,13,22,495,18,0,3,311,38,99
E09000018,Hounslow,E01002656,4,13,155,37,58,37,2,9,18,12,17,26,724,33,0,2,184,28,63
E09000018,Hounslow,E01002657,19,7,393,96,140,28,25,0,52,18,22,30,660,40,0,0,289,21,85
E09000018,Hounslow,E01002658,2,22,152,15,39,30,28,10,37,6,8,31,673,49,1,2,210,16,20
E09000018,Hounslow,E01002659,0,16,317,93,77,44,24,12,25,5,9,27,407,36,0,7,261,10,92
E09000018,Hounslow,E01002660,13,0,973,206,208,41,3,8,15,8,6,14,185,13,0,6,253,4,137
E09000018,Hounslow,E01002661,4,3,1344,198,167,26,5,0,18,4,3,5,136,3,2,10,256,26,168
E09000018,Hounslow,E01002662,9,20,1202,166,190,49,25,4,14,5,11,35,212,9,3,10,386,17,136
E09000018,Hounslow,E01002663,30,0,884,117,185,109,25,6,20,14,13,25,212,30,3,7,315,27,125
E09000018,Hounslow,E01002665,19,5,648,103,222,82,12,16,16,17,12,18,254,5,3,3,144,48,109
E09000018,Hounslow,E01002666,2,1,700,258,235,48,14,18,21,0,7,10,181,47,8,16,132,10,152
E09000018,Hounslow,E01002667,19,37,124,43,110,163,36,13,42,19,26,34,965,48,0,11,352,66,90
E09000018,Hounslow,E01002668,19,36,217,49,118,141,18,7,41,16,42,72,914,53,0,5,405,29,95
E09000018,Hounslow,E01002669,27,0,103,106,91,134,24,39,30,19,40,33,888,37,2,4,246,37,53
E09000018,Hounslow,E01002670,6,28,176,57,87,133,18,13,20,8,23,31,888,31,0,2,340,29,50
E09000018,Hounslow,E01002671,9,16,53,49,40,62,19,13,29,16,14,13,1180,50,0,0,219,23,39
E09000018,Hounslow,E01002672,3,26,141,90,130,229,45,29,12,24,21,24,437,28,1,8,232,62,50
E09000018,Hounslow,E01002673,23,13,90,96,210,405,25,65,10,15,11,35,343,11,6,8,142,46,105
E09000018,Hounslow,E01002674,31,35,624,182,123,40,21,13,42,22,10,33,332,32,0,26,335,68,121
E09000018,Hounslow,E01002675,15,24,524,184,153,137,39,17,74,16,21,35,773,46,0,4,351,47,116
E09000018,Hounslow,E01002676,21,16,713,100,87,18,14,1,13,10,9,19,207,19,0,6,231,23,141
E09000018,Hounslow,E01002677,13,26,290,90,129,120,21,15,40,22,22,28,664,60,0,11,339,71,108
E09000018,Hounslow,E01002678,5,23,597,158,88,65,38,7,32,6,20,44,417,48,0,6,301,46,152
E09000018,Hounslow,E01002679,6,12,370,139,100,46,17,7,37,15,4,29,493,44,0,3,383,45,106
E09000018,Hounslow,E01002680,15,21,497,123,80,51,33,6,34,17,24,41,519,44,0,12,424,39,102
E09000018,Hounslow,E01002681,20,21,293,106,154,157,53,38,40,20,56,44,833,41,1,2,384,79,97
E09000018,Hounslow,E01002682,16,27,200,129,163,80,34,16,61,27,49,57,869,44,3,8,388,80,88
E09000018,Hounslow,E01002686,25,22,75,65,100,141,42,27,32,10,26,30,770,52,0,4,250,40,59
E09000018,Hounslow,E01002687,9,28,74,16,163,31,13,10,37,10,24,36,680,50,1,9,382,35,64
E09000018,Hounslow,E01002689,8,19,48,33,42,72,29,10,32,5,33,44,741,65,0,3,278,40,54
E09000018,Hounslow,E01002690,1,16,39,10,46,30,12,5,31,15,10,34,742,66,0,2,265,18,34
E09000018,Hounslow,E01002691,3,69,78,20,79,25,19,6,17,15,16,29,529,20,0,22,403,218,64
E09000018,Hounslow,E01002692,8,43,123,37,103,64,11,12,46,30,32,99,743,69,1,14,471,108,85
E09000018,Hounslow,E01002693,1,33,55,25,50,30,7,9,43,7,13,55,924,67,0,3,386,28,46
E09000019,Islington,E01002694,114,40,13,6,43,214,63,24,9,35,24,71,628,36,0,7,196,33,112
E09000019,Islington,E01002695,45,64,59,1,57,62,21,22,20,15,29,71,571,54,0,3,316,17,51
E09000019,Islington,E01002696,0,42,25,8,32,50,40,12,31,9,18,30,914,65,0,7,419,1,45
E09000019,Islington,E01002697,177,80,25,10,61,201,79,51,34,22,25,44,476,41,0,9,449,25,156
E09000019,Islington,E01002698,23,35,51,6,33,85,59,42,33,19,47,78,915,92,0,3,433,29,54
E09000019,Islington,E01002699,5,26,22,7,10,63,36,14,23,5,60,22,853,55,4,3,215,16,42
E09000019,Islington,E01002700,11,18,19,11,21,30,5,4,33,5,15,39,845,40,0,2,244,8,28
E09000019,Islington,E01002701,29,54,42,13,64,132,58,28,25,10,16,30,544,36,0,6,254,27,106
E09000019,Islington,E01002702,59,110,67,14,123,298,94,25,35,27,45,52,768,45,1,17,452,72,173
E09000019,Islington,E01002703,46,91,73,11,84,258,72,25,34,15,33,55,758,51,0,12,486,31,203
E09000019,Islington,E01002704,42,93,76,11,70,276,57,42,33,30,40,61,777,51,0,2,459,46,178
E09000019,Islington,E01002706,47,79,28,5,62,187,41,27,44,16,33,44,875,41,0,12,353,38,105
E09000019,Islington,E01002707,44,62,48,13,48,149,32,18,17,19,37,56,652,41,1,7,442,40,101
