category,lad22cd,lad22nm,ward22cd,ward22nm,count_21,count_11,change
Occupancy rating of bedrooms: +2 or more,E09000031,Waltham Forest,E05013894,Larkswood,1350,1329,21
Occupancy rating of bedrooms: +2 or more,E09000031,Waltham Forest,E05013895,Lea Bridge,680,593,87
Occupancy rating of bedrooms: +2 or more,E09000031,Waltham Forest,E05013896,Leyton,724,588,136
Occupancy rating of bedrooms: +2 or more,E09000031,Waltham Forest,E05013897,Leytonstone,1086,903,183
Occupancy rating of bedrooms: +2 or more,E09000031,Waltham Forest,E05013898,Markhouse,720,486,234
Occupancy rating of bedrooms: +2 or more,E09000031,Waltham Forest,E05013899,St James,629,381,248
Occupancy rating of bedrooms: +2 or more,E09000031,Waltham Forest,E05013900,Upper Walthamstow,858,793,65
Occupancy rating of bedrooms: +2 or more,E09000031,Waltham Forest,E05013901,Valley,1509,1480,29
Occupancy rating of bedrooms: +2 or more,E09000031,Waltham Forest,E05013902,William Morris,937,690,247
Occupancy rating of bedrooms: +2 or more,E09000031,Waltham Forest,E05013903,Wood Street,658,530,128
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013904,Beckton,663,660,3
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013905,Boleyn,604,516,88
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013906,Canning Town North,408,417,-9
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013907,Canning Town South,249,238,11
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013908,Custom House,807,781,26
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013909,East Ham,658,546,112
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013910,East Ham South,716,690,26
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013911,Forest Gate North,696,627,69
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013912,Forest Gate South,890,768,122
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013913,Green Street East,690,504,186
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013914,Green Street West,695,529,166
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013915,Little Ilford,614,613,1
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013916,Manor Park,710,584,126
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013917,Maryland,627,532,95
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013918,Plaistow North,655,596,59
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013919,Plaistow South,626,532,94
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013920,Plaistow West & Canning Town East,684,639,45
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013921,Plashet,497,370,127
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013922,Royal Albert,298,285,13
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013923,Royal Victoria,396,155,241
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013924,Stratford,353,290,63
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013925,Stratford Olympic Park,360,2,358
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013926,Wall End,786,608,178
Occupancy rating of bedrooms: +2 or more,E09000025,Newham,E05013927,West Ham,798,682,116
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013928,Alexandra,1001,892,109
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013929,Berrylands,1093,968,125
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013930,Canbury Gardens,887,714,173
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013931,Chessington South & Malden Rushett,1155,1077,78
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013932,Coombe Hill,1367,1260,107
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013933,Coombe Vale,1626,1481,145
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013934,Green Lane & St James,817,762,55
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013935,Hook & Chessington North,1428,1370,58
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013936,King George's & Sunray,672,644,28
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013937,Kingston Gate,1240,1045,195
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013938,Kingston Town,948,692,256
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013939,Motspur Park & Old Malden East,1217,1168,49
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013940,New Malden Village,1424,1218,206
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013941,Norbiton,903,753,150
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013942,Old Malden,1065,965,100
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013943,St Mark's & Seething Wells,996,776,220
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013944,Surbiton Hill,1070,905,165
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013945,Tolworth,1235,1027,208
Occupancy rating of bedrooms: +2 or more,E09000021,Kingston upon Thames,E05013946,Tudor,1201,1087,114
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013967,Beam Park,343,333,10
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013968,Cranham,2504,2436,68
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013969,Elm Park,2359,2380,-21
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013970,Emerson Park,1878,1819,59
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013971,Gooshays,1321,1388,-67
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013972,Hacton,1521,1374,147
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013973,Harold Wood,1886,1803,83
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013974,Havering-atte-Bower,1997,2043,-46
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013975,Heaton,1195,1244,-49
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013976,Hylands & Harrow Lodge,2223,2019,204
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013977,Marshalls & Rise Park,2355,2284,71
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013978,Mawneys,1744,1774,-30
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013979,Rainham & Wennington,1749,1693,56
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013980,Rush Green & Crowlands,1219,1272,-53
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013981,St Alban's,634,596,38
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013982,St Andrew's,2035,1864,171
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013983,St Edward's,1071,1034,37
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013984,South Hornchurch,1354,1422,-68
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013985,Squirrels Heath,2450,2353,97
Occupancy rating of bedrooms: +2 or more,E09000016,Havering,E05013986,Upminster,2489,2324,165
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013987,Beckenham Town & Copers Cope,1880,1762,118
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013988,Bickley & Sundridge,3326,3151,175
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013989,Biggin Hill,2082,1893,189
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013990,Bromley Common & Holwood,2624,2443,181
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013991,Bromley Town,1977,1836,141
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013992,Chelsfield,2313,2206,107
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013993,Chislehurst,3004,2755,249
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013994,Clock House,2213,2035,178
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013995,Crystal Palace & Anerley,588,534,54
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013996,Darwin,1055,1021,34
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013997,Farnborough & Crofton,3363,3200,163
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013998,Hayes & Coney Hall,2782,2593,189
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05013999,Kelsey & Eden Park,2679,2574,105
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05014000,Mottingham,1259,1232,27
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05014001,Orpington,2092,2018,74
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05014002,Penge & Cator,1906,1699,207
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05014003,Petts Wood & Knoll,3587,3401,186
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05014004,Plaistow,1765,1697,68
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05014005,Shortlands & Park Langley,2747,2679,68
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05014006,St Mary Cray,2052,1968,84
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05014007,St Paul's Cray,1478,1379,99
Occupancy rating of bedrooms: +2 or more,E09000006,Bromley,E05014008,West Wickham,2905,2651,254
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014009,Balham,2064,1846,218
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014010,Battersea Park,1053,1045,8
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014011,East Putney,1576,1495,81
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014012,Falconbrook,434,422,12
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014013,Furzedown,1695,1479,216
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014014,Lavender,1228,1133,95
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014015,Nine Elms,129,31,98
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014016,Northcote,2285,2208,77
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014017,Roehampton,1142,1128,14
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014018,St Mary's,831,767,64
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014019,Shaftesbury & Queenstown,890,813,77
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014020,South Balham,992,943,49
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014021,Southfields,1804,1532,272
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014022,Thamesfield,1960,1870,90
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014023,Tooting Bec,1523,1253,270
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014024,Tooting Broadway,1051,811,240
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014025,Trinity,1272,1139,133
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014026,Wandle,1043,892,151
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014027,Wandsworth Common,2079,1844,235
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014028,Wandsworth Town,1441,1293,148
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014029,West Hill,1360,1318,42
Occupancy rating of bedrooms: +2 or more,E09000032,Wandsworth,E05014030,West Putney,1844,1743,101
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014053,Abbey,102,107,-5
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014054,Alibon,516,594,-78
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014055,Barking Riverside,336,252,84
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014056,Beam,520,634,-114
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014057,Becontree,452,516,-64
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014058,Chadwell Heath,885,957,-72
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014059,Eastbrook & Rush Green,812,890,-78
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014060,Eastbury,670,792,-122
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014061,Gascoigne,223,296,-73
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014062,Goresbrook,521,567,-46
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014063,Heath,472,530,-58
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014064,Longbridge,1089,1132,-43
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014065,Mayesbrook,625,619,6
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014066,Northbury,476,427,49
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014067,Parsloes,621,750,-129
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014068,Thames View,246,238,8
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014069,Valence,624,692,-68
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014070,Village,695,806,-111
Occupancy rating of bedrooms: +2 or more,E09000002,Barking and Dagenham,E05014071,Whalebone,833,861,-28
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014072,Abbey Wood,1119,1146,-27
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014073,Blackheath Westcombe,1899,1966,-67
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014074,Charlton Hornfair,997,1004,-7
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014075,Charlton Village & Riverside,925,849,76
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014076,East Greenwich,1101,736,365
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014077,Eltham Page,847,845,2
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014078,Eltham Park & Progress,1666,1584,82
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014079,Eltham Town & Avery Hill,1920,1843,77
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014080,Greenwich Creekside,348,255,93
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014081,Greenwich Park,838,735,103
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014082,Greenwich Peninsula,420,231,189
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014083,Kidbrooke Park,1037,1025,12
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014084,Kidbrooke Village & Sutcliffe,341,203,138
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014085,Middle Park & Horn Park,853,919,-66
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014086,"Mottingham, Coldharbour & New Eltham",2037,2039,-2
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014087,Plumstead & Glyndon,1173,924,249
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014088,Plumstead Common,1467,1289,178
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014089,Shooters Hill,1189,1113,76
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014090,Thamesmead Moorings,598,508,90
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014091,West Thamesmead,392,361,31
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014092,Woolwich Arsenal,356,243,113
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014093,Woolwich Common,597,511,86
Occupancy rating of bedrooms: +2 or more,E09000011,Greenwich,E05014094,Woolwich Dockyard,417,471,-54
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014095,Brixton Acre Lane,855,789,66
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014096,Brixton North,709,688,21
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014097,Brixton Rush Common,939,886,53
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014098,Brixton Windrush,469,448,21
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014099,Clapham Common & Abbeville,1129,1124,5
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014100,Clapham East,475,441,34
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014101,Clapham Park,793,679,114
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014102,Clapham Town,1078,1056,22
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014103,Gipsy Hill,764,711,53
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014104,Herne Hill & Loughborough Junction,1305,1193,112
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014105,Kennington,798,787,11
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014106,Knight's Hill,1475,1282,193
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014107,Myatt's Fields,580,530,50
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014108,Oval,681,672,9
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014109,St Martin's,638,600,38
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014110,Stockwell East,486,442,44
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014111,Stockwell West & Larkhall,694,655,39
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014112,Streatham Common & Vale,1755,1630,125
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014113,Streatham Hill East,845,742,103
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014114,Streatham Hill West & Thornton,1044,945,99
Occupancy rating of bedrooms: +2 or more,E09000022,Lambeth,E05014115,Streatham St Leonard's,1278,1136,142
