lad22cd,lad22nm,category,count_21
E09000028,Southwark,English (English or Welsh in Wales),244002
E09000028,Southwark,Welsh or Cymraeg (in England only),87
E09000028,Southwark,Other UK language: Gaelic (Irish),13
E09000028,Southwark,Other UK language: Gaelic (Scottish),0
E09000028,Southwark,Other UK language: Manx Gaelic,0
E09000028,Southwark,Other UK language: Gaelic (Not otherwise specified),8
E09000028,Southwark,Other UK language: Cornish,1
E09000028,Southwark,Other UK language: Scots,4
E09000028,Southwark,Other UK language: Ulster Scots,0
E09000028,Southwark,Other UK language: Romany English,17
E09000028,Southwark,Other UK language: Irish Traveller Cant,0
E09000028,Southwark,French,3527
E09000028,Southwark,Portuguese,3642
E09000028,Southwark,Spanish,12998
E09000028,Southwark,Other European language (EU): Italian,4254
E09000028,Southwark,Other European language (EU): German,1054
E09000028,Southwark,Other European language (EU): Polish,1721
E09000028,Southwark,Other European language (EU): Slovak,223
E09000028,Southwark,Other European language (EU): Czech,168
E09000028,Southwark,Other European language (EU): Romanian,1137
E09000028,Southwark,Other European language (EU): Lithuanian,466
E09000028,Southwark,Other European language (EU): Latvian,105
E09000028,Southwark,Other European language (EU): Hungarian,519
E09000028,Southwark,Other European language (EU): Bulgarian,531
E09000028,Southwark,Other European language (EU): Greek,1253
E09000028,Southwark,Other European language (EU): Dutch,380
E09000028,Southwark,Other European language (EU): Swedish,268
E09000028,Southwark,Other European language (EU): Danish,143
E09000028,Southwark,Other European language (EU): Finnish,111
E09000028,Southwark,Other European language (EU): Estonian,41
E09000028,Southwark,Other European language (EU): Slovenian,39
E09000028,Southwark,Other European language (EU): Maltese,15
E09000028,Southwark,Other European language (EU): Any other European language (EU),162
E09000028,Southwark,Other European language (non EU): Albanian,498
E09000028,Southwark,Other European language (non EU): Ukrainian,197
E09000028,Southwark,Other European language (non EU): Any other Eastern European language (non EU),6
E09000028,Southwark,Other European language (non EU): Northern European language (non EU),158
E09000028,Southwark,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",199
E09000028,Southwark,Other European language (non-national): Any Romani language,0
E09000028,Southwark,Other European language (non-national): Yiddish,0
E09000028,Southwark,Russian,1073
E09000028,Southwark,Turkish,1452
E09000028,Southwark,Arabic,1621
E09000028,Southwark,West or Central Asian language: Hebrew,66
E09000028,Southwark,West or Central Asian language: Kurdish,423
E09000028,Southwark,West or Central Asian language: Persian or Farsi,571
E09000028,Southwark,West or Central Asian language: Pashto,335
E09000028,Southwark,West or Central Asian language: Any other West or Central Asian language,107
E09000028,Southwark,South Asian language: Urdu,365
E09000028,Southwark,South Asian language: Hindi,211
E09000028,Southwark,South Asian language: Panjabi,106
E09000028,Southwark,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),10
E09000028,Southwark,South Asian language: Bengali (with Sylheti and Chatgaya),1563
E09000028,Southwark,South Asian language: Gujarati,227
E09000028,Southwark,South Asian language: Marathi,28
E09000028,Southwark,South Asian language: Telugu,23
E09000028,Southwark,South Asian language: Tamil,151
E09000028,Southwark,South Asian language: Malayalam,161
E09000028,Southwark,South Asian language: Sinhala,27
E09000028,Southwark,South Asian language: Nepalese,43
E09000028,Southwark,South Asian language: Any other South Asian language,66
E09000028,Southwark,East Asian language: Mandarin Chinese,605
E09000028,Southwark,East Asian language: Cantonese Chinese,836
E09000028,Southwark,East Asian language: All other Chinese,2224
E09000028,Southwark,East Asian language: Japanese,288
E09000028,Southwark,East Asian language: Korean,179
E09000028,Southwark,East Asian language: Vietnamese,788
E09000028,Southwark,East Asian language: Thai,172
E09000028,Southwark,East Asian language: Malay,71
E09000028,Southwark,East Asian language: Tagalog or Filipino,949
E09000028,Southwark,East Asian language: Any other East Asian language,76
E09000028,Southwark,Oceanic or Australian language,1
E09000028,Southwark,North or South American language,6
E09000028,Southwark,Caribbean Creole: English-based Caribbean Creole,2
E09000028,Southwark,Caribbean Creole: Any other Caribbean Creole,19
