ward_gss_code,ward_name,lad22cd,lad22nm,Simpson's 2011,Simpson's standardised 2011
E05014105,Kennington,E09000022,Lambeth,1.69474573960315,0.409940986053656
E05014106,Knight's Hill,E09000022,Lambeth,1.73843162295488,0.424768862464511
E05014107,Myatt's Fields,E09000022,Lambeth,1.72495812327531,0.420275781477393
E05014108,Oval,E09000022,Lambeth,2.0091355128501,0.50227349344822
E05014109,St Martin's,E09000022,Lambeth,1.81246213573084,0.448264335962656
E05014110,Stockwell East,E09000022,Lambeth,1.78708002275744,0.440427967821489
E05014111,Stockwell West & Larkhall,E09000022,Lambeth,2.15752000326512,0.536504876670143
E05014112,Streatham Common & Vale,E09000022,Lambeth,1.90798147620238,0.475885896968777
E05014113,Streatham Hill East,E09000022,Lambeth,1.89675581573181,0.472784007458453
E05014114,Streatham Hill West & Thornton,E09000022,Lambeth,1.52611297898421,0.344740518054173
E05014115,Streatham St Leonard's,E09000022,Lambeth,1.99942311068644,0.499855736059448
E05014116,Streatham Wells,E09000022,Lambeth,2.01187749791652,0.502951844217359
E05014117,Vauxhall,E09000022,Lambeth,2.08097766996053,0.519456640772621
E05014118,Waterloo & South Bank,E09000022,Lambeth,1.97719035359926,0.494231803134378
E05014119,West Dulwich,E09000022,Lambeth,1.4946997770571,0.330969325513052
E09000001,City of London,E09000001,City of London,1.76731632739282,0.434170338099451
