ward_gss_code,ward_name,la_gsscode,la_distric,simp_r_ind,simp_stand_ind,ent_ind,ent_ind_stand
E05013779,Hampton North,E09000027,Richmond upon Thames,2.53421533014326,0.60540054031499,1.23564009817357,0.562364043675311
E05013780,Hampton Wick & South Teddington,E09000027,Richmond upon Thames,2.52472548592321,0.603917334547628,1.15710227764175,0.526619941164389
E05013781,Heathfield,E09000027,Richmond upon Thames,3.05853154993658,0.673045713711623,1.46809259763864,0.66815773534559
E05013782,Kew,E09000027,Richmond upon Thames,2.58901132795982,0.613752172807982,1.24836689783532,0.568156259816085
E05013783,Mortlake & Barnes Common,E09000027,Richmond upon Thames,2.43603255004521,0.589496453985625,1.14800879463812,0.522481318696106
E05013784,North Richmond,E09000027,Richmond upon Thames,2.61689549065913,0.617867811852079,1.23872794937982,0.563769385322268
E05013785,St Margarets & North Twickenham,E09000027,Richmond upon Thames,2.54231128924461,0.606657137451831,1.20069159916872,0.546458296322339
E05013786,South Richmond,E09000027,Richmond upon Thames,2.58959821726396,0.613839709444754,1.21855740848902,0.554589376551726
E05013787,South Twickenham,E09000027,Richmond upon Thames,2.33049725262095,0.570907024723858,1.08379218089364,0.493255078280422
E05013788,Teddington,E09000027,Richmond upon Thames,2.40280939974496,0.583820506068379,1.10394260074024,0.502425929569108
E05013789,Twickenham Riverside,E09000027,Richmond upon Thames,2.51368676481084,0.602177958686411,1.15015726818957,0.523459131148053
E05013790,West Twickenham,E09000027,Richmond upon Thames,2.54252763308415,0.606690607021261,1.2285522752933,0.559138236466808
E05013791,Whitton,E09000027,Richmond upon Thames,2.56848233363268,0.610665027006173,1.29627424343402,0.589959832419836
E05013792,Abbey Road,E09000033,Westminster,4.53401871379956,0.779445109708868,1.70958603495851,0.778066135156336
E05013793,Bayswater,E09000033,Westminster,3.20796617157761,0.688276014610147,1.43325743525787,0.652303569713142
E05013794,Church Street,E09000033,Westminster,3.11718633145746,0.679197874728123,1.34920246219403,0.614048502875257
E05013795,Harrow Road,E09000033,Westminster,3.35895079928728,0.702287988197926,1.40840118697302,0.640991003605322
E05013796,Hyde Park,E09000033,Westminster,3.95351196391323,0.747060332907102,1.57605250460094,0.717292406455623
E05013797,Knightsbridge & Belgravia,E09000033,Westminster,3.02263181410019,0.6691624843836,1.42923188956686,0.650471464914878
E05013798,Lancaster Gate,E09000033,Westminster,3.37405548123138,0.703620759776291,1.46656787901023,0.667463805993015
E05013799,Little Venice,E09000033,Westminster,3.75227679938514,0.733495140826534,1.53774444054266,0.699857655154633
E05013800,Maida Vale,E09000033,Westminster,3.58957361425926,0.721415380359498,1.50660042934961,0.685683404823426
E05013801,Marylebone,E09000033,Westminster,3.56958715912556,0.719855558802221,1.53659386279909,0.699334004656893
E05013802,Pimlico North,E09000033,Westminster,2.70839272504897,0.630777327545096,1.29164550558054,0.587853203037831
E05013803,Pimlico South,E09000033,Westminster,2.69636042449785,0.62912969983001,1.26534773183702,0.575884570420678
E05013804,Queen's Park,E09000033,Westminster,3.08823688307183,0.676190642796381,1.32840696898529,0.604584066047436
E05013805,Regent's Park,E09000033,Westminster,4.5292963701772,0.779215154348384,1.72516533970418,0.78515658230788
E05013806,St James's,E09000033,Westminster,3.03219503963241,0.670205911252586,1.40440508167205,0.639172297705984
E05013807,Vincent Square,E09000033,Westminster,2.80522130491698,0.643521886046137,1.33188058458601,0.606164976636435
E05013808,West End,E09000033,Westminster,3.59066832793849,0.721500314518292,1.54672262140406,0.703943801356533
E05013809,Westbourne,E09000033,Westminster,3.28614486212143,0.695692051946112,1.38230103723387,0.629112313548617
E05013810,Abbey,E09000024,Merton,2.82490844203946,0.646006226213107,1.31950636347857,0.600533225910963
E05013811,Cannon Hill,E09000024,Merton,2.42782921552062,0.588109413295135,1.23381835934111,0.561534934602322
E05013812,Colliers Wood,E09000024,Merton,3.08745431791246,0.676108568085264,1.40092366890358,0.637587838473015
E05013813,Cricket Green,E09000024,Merton,2.71414350457129,0.631559643653421,1.3111180037432,0.596715518871867
E05013814,Figge's Marsh,E09000024,Merton,2.71916856054548,0.632240525832133,1.3251844268544,0.60311742391894
E05013815,Graveney,E09000024,Merton,3.12499176682204,0.679999156920355,1.42814292043694,0.649975853705555
E05013816,Hillside,E09000024,Merton,2.580877958273,0.612534952768881,1.25204880789039,0.569831969296601
E05013817,Lavender Fields,E09000024,Merton,2.92542549991997,0.658169384239196,1.37849534583799,0.627380268752135
E05013818,Longthornton,E09000024,Merton,2.55431469702169,0.608505560741598,1.29079994817639,0.58746837327902
E05013819,Lower Morden,E09000024,Merton,2.33089343786455,0.570979958261776,1.18226532123755,0.5380721358355
E05013820,Merton Park,E09000024,Merton,2.95428443258834,0.661508557209616,1.38755677275714,0.631504301867643
E05013821,Pollards Hill,E09000024,Merton,2.26280472856383,0.558070571721543,1.16766565450336,0.531427541156928
E05013822,Ravensbury,E09000024,Merton,2.72441305923335,0.632948463298954,1.3202678231113,0.600879781124562
E05013823,Raynes Park,E09000024,Merton,2.35212607861551,0.57485272193036,1.17381828718259,0.53422772496276
E05013824,St Helier,E09000024,Merton,3.01714012137437,0.668560305530497,1.39550172723597,0.635120206477842
E05013825,Village,E09000024,Merton,2.35887557275588,0.576069203670756,1.19619233426304,0.544410592618271
E05013826,Wandle,E09000024,Merton,2.64193987007101,0.621490249899926,1.26216205291856,0.574434705463164
E05013827,West Barnes,E09000024,Merton,2.501638273075,0.600261952032415,1.26792303027003,0.577056639247675
E05013828,Wimbledon Park,E09000024,Merton,2.59888673234978,0.615219860276153,1.24990079215748,0.568854365206848
E05013829,Wimbledon Town & Dundonald,E09000024,Merton,2.61323086733488,0.6173319347709,1.2457099186413,0.566947016472716
E05013882,Cann Hall,E09000031,Waltham Forest,2.9920092253557,0.665776431594686,1.34342839135103,0.611420609985949
E05013883,Cathall,E09000031,Waltham Forest,3.15164130628188,0.682705008972058,1.37882890373658,0.627532077493958
E05013884,Chapel End,E09000031,Waltham Forest,3.0949529609269,0.676893312232923,1.39150872050567,0.633302910798788
E05013885,Chingford Green,E09000031,Waltham Forest,2.19019447254206,0.543419539891659,1.09541228628975,0.49854361615496
E05013886,Endlebury,E09000031,Waltham Forest,2.386614166723,0.580996369692603,1.20676033367934,0.549220296426114
E05013887,Forest,E09000031,Waltham Forest,3.31022154692955,0.697905416352701,1.40172799045358,0.637953900985828
E05013888,Grove Green,E09000031,Waltham Forest,3.28306277139445,0.695406372149486,1.42329925303797,0.647771405671917
E05013889,Hale End & Highams Park South,E09000031,Waltham Forest,2.69868695647565,0.629449426284718,1.27796707473473,0.581627880880549
E05013890,Hatch Lane & Highams Park North,E09000031,Waltham Forest,2.47348288331889,0.595711776805097,1.21773726080419,0.554216111254546
E05013891,High Street,E09000031,Waltham Forest,3.53690802673956,0.717267174481257,1.46292666480892,0.665806617993726
E05013892,Higham Hill,E09000031,Waltham Forest,3.05673674390981,0.672853737897978,1.37120213707493,0.624060986400076
E05013893,Hoe Street,E09000031,Waltham Forest,3.529117555551,0.71664304624053,1.43505212875329,0.653120369922793
E05013894,Larkswood,E09000031,Waltham Forest,2.56116099461228,0.609552073413727,1.26429996409769,0.575407710772311
E05013895,Lea Bridge,E09000031,Waltham Forest,3.10539424366778,0.677979695480178,1.36544768025912,0.621442020239237
E05013896,Leyton,E09000031,Waltham Forest,3.09069444491113,0.67644811940355,1.35782843464901,0.617974352123424
E05013897,Leytonstone,E09000031,Waltham Forest,3.52336915838396,0.716180747731054,1.46140515355618,0.665114148380724
E05013898,Markhouse,E09000031,Waltham Forest,3.32884325515634,0.699595347888186,1.40114394541389,0.637688090633207
E05013899,St James,E09000031,Waltham Forest,3.33621862126092,0.700259451335941,1.39357405958048,0.634242887119877
E05013900,Upper Walthamstow,E09000031,Waltham Forest,2.91461408819427,0.656901404528809,1.32305430029946,0.602147961544946
E05013901,Valley,E09000031,Waltham Forest,2.57360367021922,0.611439783222403,1.25073761348125,0.569235219004134
E05013902,William Morris,E09000031,Waltham Forest,3.51620299783424,0.715602312888096,1.46283073802475,0.665762959832809
E05013903,Wood Street,E09000031,Waltham Forest,3.20296119062122,0.687788911421044,1.36761735545766,0.622429481976613
E05013904,Beckton,E09000025,Newham,2.81532996741773,0.644801848602771,1.34171421471794,0.610640454579548
E05013905,Boleyn,E09000025,Newham,3.2671444297985,0.693922316112094,1.41953967934856,0.646060349948169
E05013906,Canning Town North,E09000025,Newham,2.58118305855085,0.612580751804009,1.26772036279589,0.576964401305213
E05013907,Canning Town South,E09000025,Newham,2.64213022694953,0.62151752029477,1.27680321016435,0.581098183287329
E05013908,Custom House,E09000025,Newham,2.33131325976494,0.571057216008446,1.19040429159642,0.541776340877999
E05013909,East Ham,E09000025,Newham,3.53061217737758,0.716763000363646,1.46755153082881,0.667911485228323
E05013910,East Ham South,E09000025,Newham,3.0478803258301,0.671903128372455,1.37036111663665,0.623678221503419
E05013911,Forest Gate North,E09000025,Newham,3.26675482001575,0.693885811731908,1.42000059986856,0.646270123917002
E05013912,Forest Gate South,E09000025,Newham,3.55051732555399,0.718350902612771,1.4957583302936,0.680748952893548
E05013913,Green Street East,E09000025,Newham,3.13419942250894,0.680939255869208,1.41507073876047,0.6440264474358
E05013914,Green Street West,E09000025,Newham,3.11243734605642,0.67870839190802,1.43141774240648,0.651466289414003
E05013915,Little Ilford,E09000025,Newham,3.30587218838243,0.69750796672835,1.45297171724257,0.661275926106773
E05013916,Manor Park,E09000025,Newham,3.26695489746153,0.693904559020079,1.45067484506071,0.660230574527535
E05013917,Maryland,E09000025,Newham,3.09187531487724,0.676571692529683,1.39239080706055,0.633704365690555
E05013918,Plaistow North,E09000025,Newham,3.2632428272727,0.693556363123684,1.42400731709708,0.648093659512702
E05013919,Plaistow South,E09000025,Newham,2.79177103257845,0.641804435847158,1.30702154709666,0.594851141106938
E05013920,Plaistow West & Canning Town East,E09000025,Newham,2.75604175707175,0.637160795030013,1.29845888139721,0.590954104004874
E05013921,Plashet,E09000025,Newham,3.01366523618991,0.66817814135711,1.39174684991998,0.633411288165749
E05013922,Royal Albert,E09000025,Newham,2.76885717364528,0.638840164989995,1.34614438475262,0.612656711852643
E05013923,Royal Victoria,E09000025,Newham,3.40471497492855,0.70628965791153,1.47813038557628,0.672726129510291
E05013924,Stratford,E09000025,Newham,3.62041660749136,0.723788693839598,1.51615223754085,0.690030620073868
E05013925,Stratford Olympic Park,E09000025,Newham,2.65891472868217,0.623906705539359,1.20487789723824,0.548363562680954
E05013926,Wall End,E09000025,Newham,3.86690344828174,0.741395146433162,1.52279141904855,0.693052241794367
E05013927,West Ham,E09000025,Newham,3.04950933238984,0.672078393275052,1.39120116333143,0.63316293549658
E05013928,Alexandra,E09000021,Kingston upon Thames,2.63726799120794,0.620819725817105,1.31206522191284,0.597146616438958
E05013929,Berrylands,E09000021,Kingston upon Thames,2.50124888399686,0.60019972166782,1.21613854454403,0.553488504128422
E05013930,Canbury Gardens,E09000021,Kingston upon Thames,2.82207291454966,0.645650544731026,1.31205224581825,0.597140710763804
E05013931,Chessington South & Malden Rushett,E09000021,Kingston upon Thames,2.31654386493893,0.568322441402868,1.1307493888424,0.514626224604338
E05013932,Coombe Hill,E09000021,Kingston upon Thames,3.22106100862341,0.689543291069991,1.48388403648254,0.67534472888589
E05013933,Coombe Vale,E09000021,Kingston upon Thames,2.94275956726807,0.660182907525688,1.40898961908965,0.641258810602703
E05013934,Green Lane & St James,E09000021,Kingston upon Thames,2.92322531499119,0.657912103158215,1.38378788576923,0.629789007479083
E05013935,Hook & Chessington North,E09000021,Kingston upon Thames,2.28114928729278,0.561624482198279,1.12480344959967,0.511920111035401
E05013936,King George's & Sunray,E09000021,Kingston upon Thames,2.79871407679035,0.642693046677055,1.34967409280393,0.614263151216066
E05013937,Kingston Gate,E09000021,Kingston upon Thames,2.94306574568166,0.660218260000717,1.3560713837422,0.617174683794145
E05013938,Kingston Town,E09000021,Kingston upon Thames,2.92180166955607,0.657745421114795,1.3368476813312,0.608425599786394
E05013939,Motspur Park & Old Malden East,E09000021,Kingston upon Thames,2.64277843436845,0.621610352576162,1.3266190294276,0.603770339687311
E05013940,New Malden Village,E09000021,Kingston upon Thames,2.74567851202909,0.635791300540503,1.35217597889132,0.615401808644709
E05013941,Norbiton,E09000021,Kingston upon Thames,3.07719066028079,0.67502826103445,1.41412935475764,0.64359800511245
E05013942,Old Malden,E09000021,Kingston upon Thames,2.65337185221105,0.623121049103351,1.33264297415375,0.6065119550817
E05013943,St Mark's & Seething Wells,E09000021,Kingston upon Thames,2.85900992328889,0.650228566240987,1.30948990238214,0.595974538009986
E05013944,Surbiton Hill,E09000021,Kingston upon Thames,2.78945761107926,0.641507368304086,1.31208835176944,0.597157143290348
E05013945,Tolworth,E09000021,Kingston upon Thames,2.82476249850946,0.645987936852154,1.34835400594091,0.613662353793425
E05013946,Tudor,E09000021,Kingston upon Thames,2.529298706686,0.604633490952816,1.22553804620423,0.557766401689353
E05013967,Beam Park,E09000016,Havering,2.17512817568263,0.540256978333625,1.04418372818733,0.475228494600782
E05013968,Cranham,E09000016,Havering,1.78517346550283,0.439830347400816,0.872671388079698,0.397169864692517
E05013969,Elm Park,E09000016,Havering,2.01720340262688,0.504264171526897,1.0011896648569,0.455661053123066
E05013970,Emerson Park,E09000016,Havering,2.29778095869344,0.564797507692544,1.23296539726951,0.561146734834125
E05013971,Gooshays,E09000016,Havering,2.22542580004429,0.550647790647481,1.01920155626598,0.463858618176207
E05013972,Hacton,E09000016,Havering,1.84762781896801,0.458765456043768,0.90059100433826,0.409876629647972
E05013973,Harold Wood,E09000016,Havering,2.08395169579767,0.520142428437032,1.0226466794228,0.465426561295156
E05013974,Havering-atte-Bower,E09000016,Havering,2.17189274383906,0.539572106939134,1.05631740419439,0.480750768533183
E05013975,Heaton,E09000016,Havering,2.1694561100565,0.53905497540858,1.04141970277387,0.473970532423418
E05013976,Hylands & Harrow Lodge,E09000016,Havering,1.94600131464447,0.486125732560105,0.975178005767156,0.443822636896499
E05013977,Marshalls & Rise Park,E09000016,Havering,1.89302686449016,0.471745478757733,0.979477943251038,0.445779622781435
E05013978,Mawneys,E09000016,Havering,2.10268617825539,0.524417856387059,1.04407136673677,0.475177356700852
E05013979,Rainham & Wennington,E09000016,Havering,2.0442328490197,0.51081893607201,1.02696382778982,0.467391380190572
E05013980,Rush Green & Crowlands,E09000016,Havering,2.26362734254513,0.558231171180483,1.14625814504693,0.521684563731116
E05013981,St Alban's,E09000016,Havering,2.44640129947703,0.591236319154273,1.18321698093496,0.53850525482899
E05013982,St Andrew's,E09000016,Havering,1.90228803179869,0.474317252022839,0.931404546522283,0.423900477051582
E05013983,St Edward's,E09000016,Havering,2.24497028510971,0.554559805698662,1.10604425619585,0.503382434187384
E05013984,South Hornchurch,E09000016,Havering,2.01794812561446,0.504447122645682,0.969078707746564,0.441046726739884
E05013985,Squirrels Heath,E09000016,Havering,2.09635005217321,0.522980430218067,1.05466926013367,0.480000665845587
E05013986,Upminster,E09000016,Havering,1.68239684841171,0.405609918406549,0.807152299498651,0.367350842432863
E05013987,Beckenham Town & Copers Cope,E09000006,Bromley,2.43501552408898,0.589325000145889,1.1580981337234,0.527073174799185
E05013988,Bickley & Sundridge,E09000006,Bromley,2.32723830366101,0.570306144228166,1.15136095664932,0.524006953374406
E05013989,Biggin Hill,E09000006,Bromley,2.05213396625501,0.512702378868118,0.93047494562319,0.423477397449851
E05013990,Bromley Common & Holwood,E09000006,Bromley,2.2553440575749,0.556608670574515,1.07988954799856,0.491478913506309
E05013991,Bromley Town,E09000006,Bromley,2.47738501808062,0.596348572102547,1.19908281818087,0.54572610854124
E05013992,Chelsfield,E09000006,Bromley,2.12727693002248,0.529915458637802,1.04113364521455,0.473840342017636
E05013993,Chislehurst,E09000006,Bromley,2.20419582870476,0.546319801998888,1.08472599289297,0.493680074436464
E05013994,Clock House,E09000006,Bromley,2.44001450025363,0.590166369955566,1.12830486543671,0.513513674057206
E05013995,Crystal Palace & Anerley,E09000006,Bromley,2.70903959198854,0.630865490870895,1.2362676169103,0.562649639760117
E05013996,Darwin,E09000006,Bromley,2.02345329132738,0.505795362667352,0.942260329787475,0.42884115693345
E05013997,Farnborough & Crofton,E09000006,Bromley,2.06335170065912,0.515351648640144,1.01419476695301,0.461579930160147
E05013998,Hayes & Coney Hall,E09000006,Bromley,2.05835847289193,0.51417597412222,0.969065038178114,0.441040505451177
E05013999,Kelsey & Eden Park,E09000006,Bromley,2.18196656805627,0.541697835961431,1.07645305544939,0.489914898346174
E05014000,Mottingham,E09000006,Bromley,2.32010627008719,0.568985260333606,1.11593101997937,0.507882094297459
E05014001,Orpington,E09000006,Bromley,2.13421781498302,0.531444263570653,1.02711236881736,0.467458984125586
E05014002,Penge & Cator,E09000006,Bromley,2.62016524328953,0.618344681671857,1.22166360899654,0.556003069325581
E05014003,Petts Wood & Knoll,E09000006,Bromley,2.09482390858892,0.522632906804275,1.03827532833902,0.472539465946518
E05014004,Plaistow,E09000006,Bromley,2.29318267383275,0.563924840610874,1.12290038210381,0.511053987692576
E05014005,Shortlands & Park Langley,E09000006,Bromley,2.31922847378129,0.568822127140587,1.13529284972046,0.516694042762267
E05014006,St Mary Cray,E09000006,Bromley,2.20580296549519,0.546650351077253,1.02063354712238,0.464510345301041
E05014007,St Paul's Cray,E09000006,Bromley,2.25057648587145,0.555669400139143,1.03961664062238,0.473149923474252
E05014008,West Wickham,E09000006,Bromley,2.01801885576168,0.504464491426884,0.996849875611326,0.453685929919756
E05014009,Balham,E09000032,Wandsworth,2.62151267699549,0.618540849039075,1.22728357318657,0.558560825254582
E05014010,Battersea Park,E09000032,Wandsworth,2.56371479970456,0.609941012114437,1.219951091653,0.555223669094395
E05014011,East Putney,E09000032,Wandsworth,2.71580920639944,0.631785621153492,1.26726976751566,0.576759326555513
E05014012,Falconbrook,E09000032,Wandsworth,2.76774474008058,0.638695004810708,1.28613816667762,0.585346705085946
E05014013,Furzedown,E09000032,Wandsworth,3.18223599243446,0.685755549752618,1.41486933481467,0.643934784549865
E05014014,Lavender,E09000032,Wandsworth,2.41805702741771,0.586444823814631,1.10217342637342,0.501620743615398
E05014015,Nine Elms,E09000032,Wandsworth,3.12124337369279,0.679614858479656,1.3858928727383,0.63074702833448
E05014016,Northcote,E09000032,Wandsworth,2.27352955633107,0.560155267295598,1.06229040727152,0.483469199383969
E05014017,Roehampton,E09000032,Wandsworth,2.77089123091233,0.63910528538836,1.30399294648687,0.593472765568528
E05014018,St Mary's,E09000032,Wandsworth,2.58686343455202,0.613431468146607,1.23134368121334,0.560408660049736
E05014019,Shaftesbury & Queenstown,E09000032,Wandsworth,2.49552899368972,0.599283357344822,1.17979897906696,0.536949655140522
E05014020,South Balham,E09000032,Wandsworth,2.66117228282278,0.624225757026422,1.22092084503968,0.55566502288075
E05014021,Southfields,E09000032,Wandsworth,2.51581779237672,0.602514934495599,1.20475301451669,0.548306726105013
E05014022,Thamesfield,E09000032,Wandsworth,2.36347078683211,0.576893437578573,1.11376004812249,0.506894042425444
E05014023,Tooting Bec,E09000032,Wandsworth,3.67072743099065,0.727574433460422,1.50025612216001,0.682795986188554
E05014024,Tooting Broadway,E09000032,Wandsworth,3.60577512537643,0.722667120042434,1.49150498738684,0.678813173114533
E05014025,Trinity,E09000032,Wandsworth,2.64838038791328,0.62241073655287,1.24102441514472,0.564814551933178
E05014026,Wandle,E09000032,Wandsworth,2.59322324566851,0.614379517201108,1.21920663687803,0.554884853125081
E05014027,Wandsworth Common,E09000032,Wandsworth,2.47051108652736,0.595225455391242,1.18878618064506,0.541039906847515
E05014028,Wandsworth Town,E09000032,Wandsworth,2.577006079968,0.611952797560952,1.20432282404595,0.548110937984318
E05014029,West Hill,E09000032,Wandsworth,2.86440565970577,0.650887437464874,1.31582360315332,0.598857129455809
E05014030,West Putney,E09000032,Wandsworth,2.45877998465244,0.593294232813858,1.20584965819341,0.548805830151104
E05014053,Abbey,E09000002,Barking and Dagenham,4.08993165466032,0.755497136764978,1.60330921065008,0.729697467972907
E05014054,Alibon,E09000002,Barking and Dagenham,2.24859204541715,0.555277266928833,1.11704210410168,0.508387770473563
E05014055,Barking Riverside,E09000002,Barking and Dagenham,2.48578308999336,0.597712284701932,1.20963612227631,0.550529124220336
E05014056,Beam,E09000002,Barking and Dagenham,2.22379992784294,0.550319258724868,1.16466063938178,0.530059899836795
E05014057,Becontree,E09000002,Barking and Dagenham,2.80088095995926,0.64296947485603,1.34880777302781,0.613868872094549
E05014058,Chadwell Heath,E09000002,Barking and Dagenham,2.68171482694298,0.627104272999844,1.33477273659767,0.607481251741624
E05014059,Eastbrook & Rush Green,E09000002,Barking and Dagenham,2.12384924399509,0.529156787927687,1.03569236295068,0.471363907737774
E05014060,Eastbury,E09000002,Barking and Dagenham,2.58663769671305,0.61339773201684,1.24138324446659,0.564977862195393
E05014061,Gascoigne,E09000002,Barking and Dagenham,3.09013779056634,0.676389835089934,1.37535033497742,0.625948912625404
E05014062,Goresbrook,E09000002,Barking and Dagenham,2.3159005745505,0.568202533826784,1.11350548188425,0.506778184337533
E05014063,Heath,E09000002,Barking and Dagenham,2.20721592819251,0.546940565611585,1.07697085320437,0.490150558260195
E05014064,Longbridge,E09000002,Barking and Dagenham,3.35758380854584,0.702166779141964,1.45894088210657,0.663992610111478
E05014065,Mayesbrook,E09000002,Barking and Dagenham,2.43553597242771,0.589412757060117,1.17980418877128,0.536952026179135
E05014066,Northbury,E09000002,Barking and Dagenham,3.46548560168974,0.71144015155844,1.4801821293821,0.673659918357815
E05014067,Parsloes,E09000002,Barking and Dagenham,2.29042409857074,0.563399633882644,1.11648259650011,0.508133127590294
E05014068,Thames View,E09000002,Barking and Dagenham,2.6224954493902,0.618683799724981,1.27968104875999,0.582407944076158
