ward22cd,ward_name,lad22cd,lad22nm,Simpson's 2011,Simpson's standardised 2011,Simpson's 2021,Simpson's standardised 2021,Simpson's change,Simpson's standardised change
E05013533,Norwood Green,E09000009,Ealing,4.68065914039295,0.786354876523641,4.83056256551617,0.792984774249965,0.14990342512322,0.00662989772632361
E05013534,Perivale,E09000009,Ealing,3.35795680450397,0.702199861934282,3.8266504047092,0.738674847650215,0.46869360020523,0.0364749857159326
E05013535,Pitshanger,E09000009,Ealing,3.12355723914889,0.67985219304882,3.53748011022371,0.717312898209692,0.413922871074817,0.0374607051608716
E05013536,South Acton,E09000009,Ealing,3.25350038967657,0.692638733601194,3.58503323234213,0.72106255780879,0.331532842665556,0.0284238242075956
E05013537,Southall Broadway,E09000009,Ealing,4.26179167017861,0.76535690212232,4.44751105690653,0.77515514021104,0.185719386727918,0.00979823808871949
E05013538,Southall Green,E09000009,Ealing,3.97059054180174,0.748148294448354,4.01631586395965,0.751015598904089,0.045725322157911,0.00286730445573502
E05013539,Southall West,E09000009,Ealing,4.23418455037924,0.763827016016476,4.46770150049295,0.776171259451944,0.233516950113715,0.0123442434354676
E05013540,Southfield,E09000009,Ealing,2.77503078452865,0.63964363726154,3.02272619841453,0.669172814750963,0.247695413885879,0.0295291774894232
E05013541,Walpole,E09000009,Ealing,2.93260333132782,0.659006047862865,3.28730614040793,0.695799552190199,0.354702809080112,0.0367935043273344
E05013542,Belmont,E09000015,Harrow,4.43704037980071,0.774624543749382,4.41362261758721,0.773428748526156,-0.0234177622134952,-0.00119579522322644
E05013543,Canons,E09000015,Harrow,5.34937004687608,0.813062100539487,5.78075438425373,0.82701219710633,0.431384337377648,0.0139500965668434
E05013544,Centenary,E09000015,Harrow,3.82854788724671,0.738804364095561,3.99075515227615,0.749420858498512,0.162207265029445,0.0106164944029506
E05013545,Edgware,E09000015,Harrow,3.88834238790576,0.742821001794908,3.7886191741931,0.736051591880311,-0.0997232137126631,-0.00676940991459729
E05013546,Greenhill,E09000015,Harrow,4.33276900295578,0.769200712219412,4.40158254904146,0.772808986572847,0.0688135460856838,0.00360827435343536
E05013547,Harrow on the Hill,E09000015,Harrow,3.67430319700734,0.727839553139087,4.10394049280529,0.756331749509253,0.429637295797952,0.028492196370166
E05013548,Harrow Weald,E09000015,Harrow,3.53401225407864,0.717035502962422,4.1129889835934,0.756867814626061,0.578976729514757,0.0398323116636387
E05013549,Hatch End,E09000015,Harrow,4.20915372708175,0.762422552171001,5.08442464320113,0.803320912359829,0.875270916119383,0.0408983601888282
E05013550,Headstone,E09000015,Harrow,3.97709142529492,0.74855996680392,4.48497604470577,0.777033368733276,0.507884619410853,0.0284734019293564
E05013551,Kenton East,E09000015,Harrow,3.33566133299099,0.700209373742589,3.46337203261366,0.711264054053892,0.127710699622666,0.0110546803113026
E05013552,Kenton West,E09000015,Harrow,3.90702978872352,0.744051094034091,3.88808815891417,0.742804185726264,-0.0189416298093481,-0.00124690830782659
E05013553,Marlborough,E09000015,Harrow,4.16081831052057,0.759662661195392,4.33740104051017,0.769447189535792,0.176582729989595,0.00978452834039967
E05013554,North Harrow,E09000015,Harrow,4.02181817071877,0.751356238011804,4.02179688648209,0.751354922134143,-2.12842366833499e-05,-1.31587766105667e-06
E05013555,Pinner,E09000015,Harrow,3.89710997975238,0.743399594777785,4.82254504035067,0.792640609546845,0.925435060598287,0.04924101476906
E05013556,Pinner South,E09000015,Harrow,3.9002889071992,0.743608736738915,4.64940819121288,0.784918863030795,0.749119284013679,0.0413101262918801
E05013557,Rayners Lane,E09000015,Harrow,3.61545155077404,0.723409376130097,3.75854353818331,0.733939492827227,0.143091987409266,0.0105301166971297
E05013558,Roxbourne,E09000015,Harrow,4.03031503402483,0.751880438239251,4.25338387450196,0.764893075841387,0.223068840477127,0.0130126376021358
E05013559,Roxeth,E09000015,Harrow,3.89781719185764,0.74344615183879,4.18167646661889,0.760861461190815,0.283859274761253,0.0174153093520244
E05013560,Stanmore,E09000015,Harrow,5.24374217275684,0.809296497223802,5.71099674162174,0.82489921720459,0.467254568864901,0.0156027199807884
E05013561,Wealdstone North,E09000015,Harrow,3.68738463983642,0.728805075229591,3.87122506337039,0.741683838157068,0.183840423533966,0.0128787629274768
E05013562,Wealdstone South,E09000015,Harrow,3.7303855908353,0.731931197017067,3.81354435973584,0.737776748958738,0.0831587689005384,0.00584555194167091
E05013563,West Harrow,E09000015,Harrow,3.92974746947254,0.745530722325467,4.20479867266662,0.762176485047781,0.275051203194083,0.0166457627223142
E05013564,Belmore,E09000017,Hillingdon,4.93941035802087,0.797546685228097,4.91365210699029,0.796485388418652,-0.0257582510305836,-0.00106129680944489
E05013565,Charville,E09000017,Hillingdon,3.21580573400521,0.689035942244396,4.59371325493016,0.78231118389317,1.37790752092495,0.0932752416487739
E05013566,Colham & Cowley,E09000017,Hillingdon,3.12801461889057,0.680308399468198,4.00538878523818,0.750336345953359,0.877374166347609,0.0700279464851612
E05013567,Eastcote,E09000017,Hillingdon,2.50744904733385,0.601188306871763,3.49705347810063,0.714044979219724,0.989604430766775,0.112856672347961
E05013568,Harefield Village,E09000017,Hillingdon,2.0919909181891,0.521986452567569,2.61296267723355,0.617292658363287,0.520971759044446,0.0953062057957176
E05013569,Hayes Town,E09000017,Hillingdon,4.57092657982189,0.781225976279198,4.94238222180506,0.797668420789443,0.371455641983165,0.0164424445102447
E05013570,Heathrow Villages,E09000017,Hillingdon,3.7157920110707,0.730878370742863,3.70090368913919,0.72979572450517,-0.0148883219315099,-0.00108264623769339
E05013571,Hillingdon East,E09000017,Hillingdon,2.94309329885872,0.660221441030163,4.08184107002544,0.755012509589511,1.13874777116672,0.0947910685593476
E05013572,Hillingdon West,E09000017,Hillingdon,2.86485048136672,0.650941643724829,4.15090347799625,0.759088592326718,1.28605299662953,0.108146948601889
E05013573,Ickenham & South Harefield,E09000017,Hillingdon,2.43377390780905,0.589115489819584,3.40902396411481,0.706660906310273,0.975250056305761,0.117545416490689
E05013574,Northwood,E09000017,Hillingdon,3.74581482797049,0.733035388580111,4.5261995314928,0.779064092724567,0.78038470352231,0.0460287041444564
E05013575,Northwood Hills,E09000017,Hillingdon,3.27553155317878,0.694706039687043,4.19509263934395,0.761626241427559,0.919561086165166,0.0669202017405155
E05013576,Pinkwell,E09000017,Hillingdon,4.89196964763393,0.795583359662981,4.89973273970677,0.795907235532229,0.0077630920728371,0.00032387586924798
E05013577,Ruislip,E09000017,Hillingdon,2.24899187531391,0.555356330551251,2.82476781399017,0.64598860301108,0.575775938676262,0.0906322724598285
E05013578,Ruislip Manor,E09000017,Hillingdon,2.11314462697856,0.526771624037002,2.79398032872,0.642087673373804,0.680835701741438,0.115316049336802
E05013579,South Ruislip,E09000017,Hillingdon,2.46981672922461,0.595111658218485,3.37048517457993,0.70330680949379,0.900668445355322,0.108195151275305
E05013580,Uxbridge,E09000017,Hillingdon,3.38810308603898,0.704849594417419,3.82503820014222,0.738564702448509,0.436935114103235,0.0337151080310899
E05013581,West Drayton,E09000017,Hillingdon,2.978879957789,0.664303357580671,4.01598868568699,0.750995314413109,1.03710872789799,0.0866919568324381
E05013582,Wood End,E09000017,Hillingdon,4.27536203503101,0.766101679388481,4.85895591279011,0.794194469357558,0.5835938777591,0.0280927899690771
E05013583,Yeading,E09000017,Hillingdon,3.7601263819409,0.734051492310793,4.58397116803609,0.781848540633725,0.823844786095185,0.047797048322932
E05013584,Yiewsley,E09000017,Hillingdon,2.99072280144803,0.665632669294584,3.67908260368759,0.728193110152599,0.688359802239558,0.0625604408580154
E05013585,Alexandra Park,E09000014,Haringey,3.0817371013342,0.675507687022666,3.02361007213249,0.669269523469102,-0.0581270292017098,-0.00623816355356355
E05013586,Bounds Green,E09000014,Haringey,3.19207037031359,0.686723698418416,3.25389018933763,0.692675553933317,0.0618198190240369,0.00595185551490118
E05013587,Bruce Castle,E09000014,Haringey,2.89279517045923,0.654313582167226,3.17016026629459,0.684558534585118,0.277365095835365,0.0302449524178918
E05013588,Crouch End,E09000014,Haringey,3.00177553531273,0.666863831676935,2.86467448329714,0.650920198497026,-0.137101052015592,-0.0159436331799091
E05013589,Fortis Green,E09000014,Haringey,3.28264427377564,0.695367540129526,3.37937232839643,0.704087060310837,0.096728054620788,0.00871952018131061
E05013590,Harringay,E09000014,Haringey,3.47155009490135,0.711944240277939,3.24470366620135,0.691805445774121,-0.2268464287,-0.0201387945038178
E05013591,Hermitage & Gardens,E09000014,Haringey,3.36168733171009,0.702530336308433,3.57207409244651,0.720050599702119,0.210386760736423,0.0175202633936857
E05013592,Highgate,E09000014,Haringey,3.28875866259418,0.69593390619572,3.20423608172574,0.687913132960722,-0.0845225808684389,-0.0080207732349985
E05013593,Hornsey,E09000014,Haringey,3.25791357717695,0.693055086849013,3.13330811612203,0.680848495283745,-0.124605461054925,-0.0122065915652684
E05013594,Muswell Hill,E09000014,Haringey,3.07219370712418,0.674499691317941,3.07569206801211,0.674869922642704,0.00349836088793021,0.000370231324762771
E05013595,Noel Park,E09000014,Haringey,3.26955517101819,0.694147996380626,3.68135933490267,0.728361208720083,0.411804163884483,0.0342132123394573
E05013596,Northumberland Park,E09000014,Haringey,2.88756180474359,0.653687066244873,3.04913889399738,0.672038554239485,0.161577089253791,0.0183514879946116
E05013597,St Ann's,E09000014,Haringey,3.2406988175304,0.691424579602847,3.5440446195343,0.717836509594678,0.303345802003896,0.0264119299918305
E05013598,Seven Sisters,E09000014,Haringey,3.06773883645975,0.6740270103455,3.8021874553098,0.736993503935876,0.734448618850051,0.0629664935903757
E05013599,South Tottenham,E09000014,Haringey,3.98536273678556,0.749081811105967,4.46720896356841,0.776146580973638,0.481846226782847,0.0270647698676707
E05013600,Stroud Green,E09000014,Haringey,3.0585874862577,0.673051693144949,2.77340267555866,0.63943209227684,-0.28518481069904,-0.0336196008681089
E05013601,Tottenham Central,E09000014,Haringey,3.02359171659615,0.669267515679741,3.28393405006359,0.695487185566155,0.260342333467441,0.0262196698864139
E05013602,Tottenham Hale,E09000014,Haringey,2.94551279668619,0.660500541323386,3.28123578875656,0.695236775294666,0.335722992070374,0.0347362339712802
E05013603,West Green,E09000014,Haringey,3.28954072285283,0.696006195316909,3.53901180555205,0.717435246067508,0.249471082699221,0.021429050750599
E05013604,White Hart Lane,E09000014,Haringey,3.04712810131595,0.671822133251262,3.45468652978518,0.710538136708403,0.407558428469228,0.0387160034571407
E05013605,Woodside,E09000014,Haringey,3.07274257122669,0.674557833329727,3.3224749911775,0.699019555405112,0.249732419950813,0.0244617220753854
E05013606,Bedfont,E09000018,Hounslow,3.18049665967016,0.685583697451924,4.15237998886843,0.759174256045745,0.971883329198269,0.073590558593821
E05013607,Brentford East,E09000018,Hounslow,3.18615678692761,0.68614225009175,3.6687903356348,0.727430594687561,0.482633548707185,0.0412883445958109
E05013608,Brentford West,E09000018,Hounslow,2.67025276976533,0.625503618487818,3.20562668445985,0.688048516426515,0.535373914694517,0.0625448979386973
E05013609,Chiswick Gunnersbury,E09000018,Hounslow,2.84095756712561,0.648006006294643,3.20993687206594,0.688467393641797,0.368979304940333,0.0404613873471543
E05013610,Chiswick Homefields,E09000018,Hounslow,2.68460113176346,0.62750518571706,2.89015968305364,0.653998356608644,0.20555855129018,0.026493170891584
E05013611,Chiswick Riverside,E09000018,Hounslow,2.69110163494956,0.62840496731416,3.0469939707106,0.671807686653614,0.355892335761038,0.0434027193394545
E05013612,Cranford,E09000018,Hounslow,4.88926128307831,0.795470124809858,4.27574185656964,0.766122456980533,-0.613519426508673,-0.0293476678293247
E05013613,Feltham North,E09000018,Hounslow,3.14635196509806,0.682171603465592,4.01583882686488,0.750986022319852,0.869486861766816,0.0688144188542604
E05013614,Feltham West,E09000018,Hounslow,3.01373096588045,0.668185378415868,3.78136283049167,0.735545081276959,0.767631864611215,0.0673597028610914
E05013615,Hanworth Park,E09000018,Hounslow,2.74169730980484,0.635262435271827,3.52987748816947,0.7167040489786,0.788180178364629,0.0814416137067731
E05013616,Hanworth Village,E09000018,Hounslow,3.04925832885031,0.672051399995014,3.67095545382508,0.727591355281085,0.62169712497477,0.0555399552860709
E05013617,Heston Central,E09000018,Hounslow,5.08615850267103,0.803387959798177,4.9922756489469,0.799690547894536,-0.0938828537241356,-0.00369741190364059
E05013618,Heston East,E09000018,Hounslow,4.98259093422433,0.799301204292888,4.96566385959301,0.798617057401473,-0.0169270746313162,-0.000684146891414939
E05013619,Heston West,E09000018,Hounslow,4.64990945411317,0.784942048900451,4.49047330586327,0.777306325661866,-0.159436148249903,-0.00763572323858541
E05013620,Hounslow Central,E09000018,Hounslow,4.55421572689884,0.780423225431848,4.2196492679491,0.763013478964797,-0.334566458949743,-0.0174097464670515
E05013621,Hounslow East,E09000018,Hounslow,4.78700966783956,0.791101320158538,4.60986473207682,0.783073895196599,-0.177144935762736,-0.0080274249619392
E05013622,Hounslow Heath,E09000018,Hounslow,4.89301919398307,0.795627206770475,4.45945322171312,0.775757262094153,-0.433565972269949,-0.019869944676322
E05013623,Hounslow South,E09000018,Hounslow,3.55226873658053,0.71848976691932,3.9609774653962,0.747537064086787,0.408708728815666,0.0290472971674671
E05013624,Hounslow West,E09000018,Hounslow,5.13882775553421,0.805403090437686,4.32217212333669,0.768634850379812,-0.816655632197518,-0.036768240057874
E05013625,Isleworth,E09000018,Hounslow,3.14104964519158,0.681635086051304,3.54198556411536,0.717672480054345,0.400935918923778,0.0360373940030413
E05013626,Osterley & Spring Grove,E09000018,Hounslow,4.43409951741379,0.774475066228722,4.64487557190644,0.784708979924394,0.21077605449265,0.0102339136956723
E05013627,Syon & Brentford Lock,E09000018,Hounslow,3.0719732858085,0.67447633590446,3.66742190451952,0.72732889042091,0.595448618711025,0.0528525545164496
E05013628,Barnet Vale,E09000003,Barnet,2.96376391885864,0.662591209226576,3.42172794706488,0.707749997816809,0.457964028206244,0.0451587885902325
E05013629,Brunswick Park,E09000003,Barnet,3.14423443320669,0.681957557159586,3.59879584244362,0.722129277741693,0.45456140923693,0.0401717205821073
E05013630,Burnt Oak,E09000003,Barnet,3.22928645303446,0.690334067744182,3.40938046333121,0.706691579084451,0.18009401029675,0.016357511340269
E05013631,Childs Hill,E09000003,Barnet,4.6346037120532,0.78423182171988,4.90198667586819,0.796001077497239,0.267382963814987,0.0117692557773592
E05013632,Colindale North,E09000003,Barnet,3.12468700106063,0.679967945698061,3.53161658549622,0.71684355427856,0.406929584435592,0.0368756085804985
E05013633,Colindale South,E09000003,Barnet,3.8242844589626,0.738513175280045,4.15699544934988,0.759441641881905,0.33271099038728,0.02092846660186
E05013634,Cricklewood,E09000003,Barnet,3.37701468872624,0.703880470719189,3.66295256526775,0.726996191683715,0.285937876541506,0.0231157209645261
E05013635,East Barnet,E09000003,Barnet,2.83127938960313,0.64680278333811,3.16966279909544,0.684509027179364,0.338383409492305,0.0377062438412537
E05013636,East Finchley,E09000003,Barnet,3.69551858392274,0.729401983161315,3.82338884436431,0.738451922965145,0.127870260441566,0.00904993980383018
E05013637,Edgware,E09000003,Barnet,4.59678062562285,0.782456444750504,4.86938036446058,0.794635061311178,0.272599738837725,0.0121786165606739
E05013638,Edgwarebury,E09000003,Barnet,4.63852555113075,0.784414252120218,4.8402482648314,0.793399027222247,0.201722713700651,0.00898477510202866
E05013639,Finchley Church End,E09000003,Barnet,4.65413500023517,0.785137302646041,4.60474832160806,0.782832865086798,-0.0493866786271102,-0.00230443755924337
E05013640,Friern Barnet,E09000003,Barnet,3.33605355543136,0.700244620362308,3.72429944821293,0.731493126719485,0.38824589278157,0.0312485063571774
E05013641,Garden Suburb,E09000003,Barnet,3.67936440737168,0.728213927928291,3.88996204303159,0.742928082861019,0.21059763565991,0.0147141549327275
E05013642,Golders Green,E09000003,Barnet,3.35221967153488,0.701690193965681,3.24292109359685,0.691636037036331,-0.109298577938032,-0.0100541569293502
E05013643,Hendon,E09000003,Barnet,4.2099999084034,0.762470303620686,4.32339901227562,0.768700506901941,0.113399103872216,0.00623020328125479
E05013644,High Barnet,E09000003,Barnet,2.85524539457572,0.649767406367327,3.48739792724081,0.713253256191734,0.63215253266509,0.0634858498244065
E05013645,Mill Hill,E09000003,Barnet,4.26287201658082,0.765416368093996,4.73074909544125,0.788616986480293,0.46787707886043,0.0232006183862968
E05013646,Totteridge & Woodside,E09000003,Barnet,4.69166286925768,0.786855955368715,5.11077080305811,0.804334798304468,0.419107933800433,0.0174788429357533
E05013647,Underhill,E09000003,Barnet,2.74261038157404,0.635383863957344,3.14648787975383,0.682185332276495,0.40387749817979,0.0468014683191508
E05013648,West Finchley,E09000003,Barnet,4.47850439456319,0.776711171431699,4.6871316488826,0.786649901280585,0.208627254319412,0.00993872984888544
E05013649,West Hendon,E09000003,Barnet,4.3362705381428,0.769387082470114,4.18728959810788,0.76118203038742,-0.148980940034917,-0.00820505208269384
E05013650,Whetstone,E09000003,Barnet,3.13520597630915,0.681041689906057,3.74692032403889,0.733114154153649,0.611714347729737,0.0520724642475925
E05013651,Woodhouse,E09000003,Barnet,3.47402447372408,0.712149408398375,3.93758536666883,0.746037252051758,0.463560892944746,0.0338878436533833
E05013652,Belsize,E09000007,Camden,3.83647556648266,0.739344097812979,3.86243337479153,0.741095857723637,0.0259578083088718,0.00175175991065779
E05013653,Bloomsbury,E09000007,Camden,3.71445000173859,0.730781138652576,3.73795302196289,0.732473898381185,0.0235030202243025,0.00169275972860938
E05013654,Camden Square,E09000007,Camden,3.5495394616904,0.718273311004755,3.50077572342735,0.714349024615329,-0.0487637382630513,-0.00392428638942621
E05013655,Camden Town,E09000007,Camden,3.66052544175409,0.726815175604733,3.62477117645169,0.724120516490394,-0.0357542653023999,-0.00269465911433919
E05013656,Fortune Green,E09000007,Camden,3.68882657337282,0.728911083210489,3.93648808516638,0.745966460874545,0.247661511793557,0.0170553776640561
E05013657,Frognal,E09000007,Camden,4.11794582643326,0.75716047705607,4.31923247335057,0.768477384310767,0.201286646917313,0.011316907254697
E05013658,Gospel Oak,E09000007,Camden,3.40271790143561,0.706117277727285,3.6549052048743,0.726395092637049,0.252187303438686,0.0202778149097638
E05013659,Hampstead Town,E09000007,Camden,3.40148778326716,0.706010997623078,3.63957681123278,0.725242781821856,0.238089027965623,0.0192317841987779
E05013660,Haverstock,E09000007,Camden,3.60078770924896,0.722282988960608,3.83437868201607,0.739201554429097,0.233590972767114,0.0169185654684889
E05013661,Highgate,E09000007,Camden,3.11856447745172,0.67933964257262,3.13453824059257,0.680973743740018,0.0159737631408525,0.00163410116739771
E05013662,Holborn & Covent Garden,E09000007,Camden,3.70672659582286,0.730220189121337,3.71510735535834,0.730828774420828,0.00838075953547879,0.000608585299491149
E05013663,Kentish Town North,E09000007,Camden,3.12181579763582,0.679673605099535,2.99506297092108,0.66611720364181,-0.126752826714737,-0.0135564014577252
E05013664,Kentish Town South,E09000007,Camden,3.36689789597372,0.702990696214505,3.46874048870589,0.711710921224586,0.101842592732172,0.00872022501008118
E05013665,Kilburn,E09000007,Camden,3.58290836641503,0.720897132236576,3.87804654564974,0.742138216179544,0.295138179234705,0.0212410839429675
E05013666,King's Cross,E09000007,Camden,3.93484145900242,0.745860154616363,3.97421639893173,0.748378070135084,0.039374939929306,0.00251791551872049
E05013667,Primrose Hill,E09000007,Camden,4.01098987118258,0.750684984974753,4.25022869481514,0.764718542976311,0.239238823632563,0.0140335580015578
E05013668,Regent's Park,E09000007,Camden,3.91109358113041,0.744317035822249,3.94231422830055,0.746341883957059,0.0312206471701444,0.00202484813480985
E05013669,St Pancras & Somers Town,E09000007,Camden,3.60695350364954,0.722757723661202,3.73716893294395,0.732417769187584,0.130215429294412,0.00966004552638178
E05013670,South Hampstead,E09000007,Camden,4.02810170619745,0.751744103565844,4.18646914205894,0.761135227307995,0.158367435861485,0.00939112374215123
E05013671,West Hampstead,E09000007,Camden,3.72135715333875,0.731280831482995,3.81583228146359,0.737933974494172,0.0944751281248433,0.00665314301117692
E05013672,Arnos Grove,E09000010,Enfield,3.08997687637976,0.676372982709306,3.53091702700443,0.716787454264145,0.44094015062467,0.0404144715548394
E05013673,Bowes,E09000010,Enfield,3.05115783215873,0.672255564933365,3.35238264727999,0.701704696266888,0.301224815121261,0.0294491313335227
E05013674,Brimsdown,E09000010,Enfield,2.75095387013703,0.636489724216936,3.4442440346747,0.709660526393436,0.69329016453767,0.0731708021765002
E05013675,Bullsmoor,E09000010,Enfield,2.53893510450563,0.606134084236581,3.32848001174888,0.699562564152347,0.789544907243247,0.0934284799157655
E05013676,Bush Hill Park,E09000010,Enfield,2.37240813224123,0.578487366313614,2.87940394639994,0.652705900729809,0.506995814158706,0.0742185344161946
E05013677,Carterhatch,E09000010,Enfield,3.01627165920736,0.668464875520268,3.77613100427748,0.735178679217635,0.759859345070124,0.0667138036973674
E05013678,Cockfosters,E09000010,Enfield,3.2486987092174,0.692184443832006,3.74598859563597,0.733047772445173,0.497289886418573,0.0408633286131673
E05013679,Edmonton Green,E09000010,Enfield,2.9696664244008,0.66326184254793,3.36961151049527,0.703229883657117,0.399945086094468,0.0399680411091865
E05013680,Enfield Lock,E09000010,Enfield,2.82710064103191,0.646280721143697,3.25404582301158,0.692690252568567,0.426945181979674,0.0464095314248698
E05013681,Grange Park,E09000010,Enfield,2.3209343905906,0.569139048456456,2.72538647261196,0.633079561357909,0.40445208202136,0.0639405129014534
E05013682,Haselbury,E09000010,Enfield,3.03199244364444,0.670183874601611,3.28620682126298,0.695697789460594,0.254214377618542,0.025513914858983
E05013683,Highfield,E09000010,Enfield,3.02131281283947,0.669018052102924,3.56939796042762,0.719840709529571,0.548085147588151,0.0508226574266467
E05013684,Jubilee,E09000010,Enfield,2.83623173381402,0.647419500995692,3.43448970446473,0.708835930211108,0.598257970650709,0.0614164292154158
E05013685,Lower Edmonton,E09000010,Enfield,2.87272374940886,0.651898307240375,3.30557493465934,0.697480765141675,0.43285118525048,0.0455824579013003
E05013686,New Southgate,E09000010,Enfield,3.37583816674997,0.703777269346199,3.48250985560104,0.71285077674894,0.10667168885107,0.00907350740274104
E05013687,Oakwood,E09000010,Enfield,3.09857834623604,0.677271352130006,3.51667484920501,0.715640472070922,0.418096502968974,0.0383691199409157
E05013688,Palmers Green,E09000010,Enfield,2.93152063116464,0.658880108374773,3.1273779334571,0.680243315238025,0.195857302292462,0.0213632068632518
E05013689,Ponders End,E09000010,Enfield,3.05841422812369,0.67303317163369,3.29851092273923,0.696832897200306,0.240096694615543,0.0237997255666156
E05013690,Ridgeway,E09000010,Enfield,2.55512603549848,0.608629873396868,2.87712885419899,0.652431277611859,0.322002818700514,0.0438014042149911
E05013691,Southbury,E09000010,Enfield,2.67144007201456,0.625670060700299,3.15278258686877,0.682819867070769,0.481342514854211,0.0571498063704705
E05013692,Southgate,E09000010,Enfield,3.15998245063682,0.683542546320638,3.48627975034562,0.713161286066942,0.326297299708796,0.0296187397463037
E05013693,Town,E09000010,Enfield,2.20206356679836,0.545880502689607,2.6938638674264,0.628785993200408,0.49180030062804,0.0829054905108007
E05013694,Upper Edmonton,E09000010,Enfield,2.96279834513584,0.662481247958793,3.51652390662833,0.715628266278785,0.553725561492491,0.0531470183199915
E05013695,Whitewebbs,E09000010,Enfield,2.35606491913212,0.575563477950192,2.86540440455747,0.651009121641091,0.509339485425354,0.0754456436908987
E05013696,Winchmore Hill,E09000010,Enfield,2.56032635156826,0.609424790949998,2.73467036435294,0.634325214097015,0.174344012784684,0.0249004231470172
E05013697,Arsenal,E09000019,Islington,3.2017902029986,0.687674726762715,3.22716144651533,0.690130160336479,0.0253712435167266,0.00245543357376421
E05013698,Barnsbury,E09000019,Islington,2.95321929809816,0.661386473857871,2.89435416791902,0.654499780612896,-0.0588651301791381,-0.00688669324497471
E05013699,Bunhill,E09000019,Islington,3.2003827652144,0.687537374944897,3.38580443939893,0.704649214714384,0.185421674184532,0.0171118397694868
E05013700,Caledonian,E09000019,Islington,3.35607195323554,0.702032610166205,3.45273973835545,0.710374926644108,0.0966677851199136,0.0083423164779034
E05013701,Canonbury,E09000019,Islington,2.93699420710517,0.659515841883242,3.08120217255437,0.675451351778392,0.144207965449196,0.0159355098951505
E05013702,Clerkenwell,E09000019,Islington,3.05105196291659,0.672244192444342,3.19307495885507,0.686822259769759,0.142022995938477,0.0145780673254169
E05013703,Finsbury Park,E09000019,Islington,3.42236779859515,0.707804637359406,3.64553186450887,0.725691603539249,0.223164065913721,0.0178869661798431
E05013704,Highbury,E09000019,Islington,2.88210512270676,0.653031392879647,3.03748562333212,0.670780334787889,0.155380500625361,0.0177489419082424
E05013705,Hillrise,E09000019,Islington,3.11367791085338,0.678836402277098,3.34382179691347,0.700941000826344,0.230143886060094,0.022104598549246
E05013706,Holloway,E09000019,Islington,3.19880334373041,0.687383095319073,3.30976186687707,0.697863459601838,0.110958523146655,0.0104803642827644
E05013707,Junction,E09000019,Islington,3.09229356315822,0.676615437837448,3.19940826700591,0.687442202887153,0.107114703847689,0.0108267650497045
E05013708,Laycock,E09000019,Islington,3.16495772565313,0.684040013585447,3.30549474327366,0.697473426017422,0.140537017620525,0.013433412431975
E05013709,Mildmay,E09000019,Islington,3.1955250891263,0.68706238501998,3.13721160683605,0.681245601086972,-0.0583134822902531,-0.00581678393300833
E05013710,St Mary's & St James',E09000019,Islington,2.89968876906725,0.655135402575748,3.01564194063073,0.668395645210172,0.115953171563484,0.0132602426344238
E05013711,St Peter's & Canalside,E09000019,Islington,2.96248566621171,0.662445624157651,3.38185884039335,0.704304630324639,0.41937317418164,0.0418590061669878
E05013712,Tollington,E09000019,Islington,3.24867769723026,0.692182452924593,3.20740367329354,0.688221346029344,-0.0412740239367166,-0.00396110689524942
E05013713,Tufnell Park,E09000019,Islington,3.06066480591883,0.673273597923509,3.05701121697122,0.672883110651205,-0.00365358894761014,-0.000390487272304174
E05013714,Bellingham,E09000023,Lewisham,2.55285161764998,0.608281189127417,2.80128111586758,0.643020475761751,0.248429498217599,0.0347392866343338
E05013715,Blackheath,E09000023,Lewisham,2.74786700308746,0.636081368248021,2.90144699284511,0.655344384210371,0.15357998975765,0.0192630159623496
E05013716,Brockley,E09000023,Lewisham,2.9305770608578,0.658770276558674,2.87384557399773,0.652034191033818,-0.0567314868600719,-0.00673608552485572
E05013717,Catford South,E09000023,Lewisham,2.52114177390168,0.603354317336777,2.95559774401273,0.661658964916406,0.434455970111046,0.0583046475796294
E05013718,Crofton Park,E09000023,Lewisham,2.76417823683259,0.638228828128726,2.67351951294717,0.625961211370534,-0.0906587238854191,-0.012267616758192
E05013719,Deptford,E09000023,Lewisham,3.04201915276592,0.671270971752179,3.16706496172115,0.684250240495052,0.125045808955225,0.0129792687428727
E05013720,Downham,E09000023,Lewisham,2.48366336493163,0.597368945357243,2.73190545135092,0.6339551211388,0.248242086419292,0.0365861757815571
E05013721,Evelyn,E09000023,Lewisham,2.83897928058045,0.647760726243996,3.13384166056777,0.68090283163227,0.294862379987321,0.0331421053882742
E05013722,Forest Hill,E09000023,Lewisham,2.74328521414643,0.63547355745467,2.78815331934354,0.64133966627221,0.0448681051971098,0.00586610881753968
E05013723,Grove Park,E09000023,Lewisham,2.47473745302397,0.595916730973597,2.82771307911187,0.646357331163853,0.352975626087899,0.0504406001902561
E05013724,Hither Green,E09000023,Lewisham,2.67040987091435,0.625525650241249,2.88329464575591,0.653174537166378,0.212884774841564,0.0276488869251287
E05013725,Ladywell,E09000023,Lewisham,2.92948156354079,0.658642671643468,2.9863302373742,0.665140851642961,0.0568486738334117,0.00649817999949276
E05013726,Lee Green,E09000023,Lewisham,2.69009284404369,0.628265618335751,2.81816480915007,0.645159148693795,0.128071965106377,0.0168935303580434
