ward22cd,ward_name,lad22cd,lad22nm,Simpson's 2011,Simpson's standardised 2011,Simpson's 2021,Simpson's standardised 2021,Simpson's change,Simpson's standardised change
E05013496,Alperton,E09000005,Brent,3.35644211389505,0.702065471095066,3.44665664654646,0.70986376,0.0902145326514132,0.00779828890493395
E05013497,Barnhill,E09000005,Brent,3.98873653597735,0.74929404562566,3.92960378382663,0.745521417676821,-0.0591327521507186,-0.00377262794883881
E05013498,Brondesbury Park,E09000005,Brent,3.81125317315984,0.737619109892162,4.12663243256825,0.757671656892,0.31537925940841,0.0200525469998379
E05013499,Cricklewood & Mapesbury,E09000005,Brent,3.51757704004633,0.715713404819464,3.83054626839052,0.738940628846608,0.312969228344189,0.0232272240271443
E05013500,Dollis Hill,E09000005,Brent,3.24401349495902,0.691739876682408,3.33308099472167,0.699977287805601,0.0890674997626455,0.00823741112319276
E05013501,Harlesden & Kensal Green,E09000005,Brent,2.8473395132483,0.648794955660493,3.21674811990323,0.689127042987102,0.369408606654934,0.0403320873266085
E05013502,Kenton,E09000005,Brent,4.53776636523914,0.779627261628023,4.22628712122284,0.763385692614595,-0.311479244016301,-0.0162415690134282
E05013503,Kilburn,E09000005,Brent,3.21943051197575,0.689386058720583,3.6252168145764,0.724154429611171,0.405786302600646,0.0347683708905878
E05013504,Kingsbury,E09000005,Brent,3.64906319314579,0.725957061560801,3.85097903720593,0.740325774215186,0.201915844060137,0.0143687126543844
E05013505,Northwick Park,E09000005,Brent,4.10624589906067,0.756468554348205,4.33956699330625,0.769562262423303,0.233321094245581,0.0130937080750984
E05013506,Preston,E09000005,Brent,4.25142572630682,0.764784788826902,4.0508784629313,0.753139964787692,-0.200547263375524,-0.0116448240392101
E05013507,Queens Park,E09000005,Brent,3.14349213400854,0.681882455126486,3.27613595867504,0.69476236254724,0.132643824666496,0.0128799074207543
E05013508,Queensbury,E09000005,Brent,3.78724951822946,0.735956135135374,3.87794012372022,0.742131139703965,0.0906906054907624,0.00617500456859077
E05013509,Roundwood,E09000005,Brent,2.86979665222903,0.651543255086287,3.16213099289539,0.683757566575585,0.292334340666357,0.0322143114892977
E05013510,Stonebridge,E09000005,Brent,2.91502582959705,0.656949866499731,3.23906929592659,0.691269340468391,0.324043466329538,0.03431947396866
E05013511,Sudbury,E09000005,Brent,3.84396207202243,0.739851751587687,4.01774167344721,0.751103958074536,0.173779601424778,0.011252206486849
E05013512,Tokyngton,E09000005,Brent,3.51838779598968,0.715778914098151,3.40864284665561,0.706628108315557,-0.109744949334071,-0.00915080578259375
E05013513,Welsh Harp,E09000005,Brent,3.36793607286898,0.703082250267253,3.38755814968527,0.704802115325191,0.0196220768162863,0.00171986505793809
E05013514,Wembley Central,E09000005,Brent,3.02120565540063,0.669006312690954,3.20031245199478,0.68753050991109,0.17910679659415,0.0185241972201354
E05013515,Wembley Hill,E09000005,Brent,4.00970743481755,0.750605245829986,3.45173710644243,0.710290798759393,-0.557970328375118,-0.0403144470705927
E05013516,Wembley Park,E09000005,Brent,4.36746733119515,0.771034349162183,4.43231256198968,0.774384142360417,0.0648452307945329,0.00334979319823392
E05013517,Willesden Green,E09000005,Brent,3.3715818166505,0.703403312041393,3.5702805009998,0.719909962334902,0.198698684349297,0.0165066502935085
E05013518,Central Greenford,E09000009,Ealing,3.0779275277376,0.675106060494205,3.69374130013696,0.729271781983508,0.615813772399357,0.0541657214893028
E05013519,Dormers Wells,E09000009,Ealing,4.8444926894206,0.793580037351734,4.74948309925552,0.789450771988904,-0.0950095901650805,-0.00412926536283054
E05013520,Ealing Broadway,E09000009,Ealing,2.95608186269911,0.66171437516046,3.38322693249922,0.704424202114845,0.427145069800105,0.0427098269543852
E05013521,Ealing Common,E09000009,Ealing,3.07678575833969,0.674985495077296,3.45817293561983,0.710829961769751,0.381387177280141,0.0358444666924547
E05013522,East Acton,E09000009,Ealing,3.2090538067855,0.688381666307523,3.57843894487222,0.720548536553078,0.36938513808672,0.0321668702455554
E05013523,Greenford Broadway,E09000009,Ealing,3.21915105210047,0.689359093805956,3.69244359861557,0.729176635121811,0.473292546515104,0.0398175413158547
E05013524,Hanger Hill,E09000009,Ealing,3.49267243011782,0.713686290366982,3.83431749064584,0.73919739238089,0.341645060528023,0.0255111020139076
E05013525,Hanwell Broadway,E09000009,Ealing,2.919716235766,0.657500962679119,3.31112017176559,0.697987403620338,0.391403935999593,0.0404864409412188
E05013526,Lady Margaret,E09000009,Ealing,4.77094774504868,0.790398039668783,4.85567057370717,0.794055221658802,0.0847228286584896,0.00365718199001919
E05013527,North Acton,E09000009,Ealing,3.22334965892083,0.689763722271819,3.65125013783621,0.726121201711856,0.427900478915377,0.0363574794400371
E05013528,North Greenford,E09000009,Ealing,3.49417968644634,0.713809795220628,3.89939582774363,0.743550015393373,0.405216141297288,0.0297402201727447
E05013529,North Hanwell,E09000009,Ealing,2.68078969782644,0.626975588271325,3.31889147177129,0.698694576636367,0.638101773944853,0.0717189883650422
E05013530,Northfield,E09000009,Ealing,2.7325048311805,0.634035413738691,2.98160063635609,0.664609677162488,0.249095805175585,0.0305742634237967
E05013531,Northolt Mandeville,E09000009,Ealing,3.21186245489877,0.688654164354147,3.86882386763044,0.741523513549746,0.656961412731667,0.0528693491955986
E05013532,Northolt West End,E09000009,Ealing,3.35797015235761,0.702201045682938,3.94208569463594,0.746327178691038,0.584115542278334,0.0441261330080999
