lad22cd,lad22nm,lsoa21cd,category,count_21,count_11,change
E09000008,Croydon,E01000985,"5 years or more, but less than 10 years",39,22,17
E09000008,Croydon,E01000985,Born in the UK,1078,1127,-49
E09000008,Croydon,E01000985,Less than 2 years,13,7,6
E09000008,Croydon,E01000986,10 years or more,368,310,58
E09000008,Croydon,E01000986,"2 years or more, but less than 5 years",51,37,14
E09000008,Croydon,E01000986,"5 years or more, but less than 10 years",42,76,-34
E09000008,Croydon,E01000986,Born in the UK,1271,1273,-2
E09000008,Croydon,E01000986,Less than 2 years,38,42,-4
E09000008,Croydon,E01000987,10 years or more,264,234,30
E09000008,Croydon,E01000987,"2 years or more, but less than 5 years",16,16,0
E09000008,Croydon,E01000987,"5 years or more, but less than 10 years",64,28,36
E09000008,Croydon,E01000987,Born in the UK,996,1140,-144
E09000008,Croydon,E01000987,Less than 2 years,17,13,4
E09000008,Croydon,E01000989,10 years or more,337,231,106
E09000008,Croydon,E01000989,"2 years or more, but less than 5 years",16,25,-9
E09000008,Croydon,E01000989,"5 years or more, but less than 10 years",29,43,-14
E09000008,Croydon,E01000989,Born in the UK,1336,1405,-69
E09000008,Croydon,E01000989,Less than 2 years,13,3,10
E09000008,Croydon,E01000990,10 years or more,337,232,105
E09000008,Croydon,E01000990,"2 years or more, but less than 5 years",27,44,-17
E09000008,Croydon,E01000990,"5 years or more, but less than 10 years",46,68,-22
E09000008,Croydon,E01000990,Born in the UK,1004,1066,-62
E09000008,Croydon,E01000990,Less than 2 years,21,10,11
E09000008,Croydon,E01000991,10 years or more,383,259,124
E09000008,Croydon,E01000991,"2 years or more, but less than 5 years",12,17,-5
E09000008,Croydon,E01000991,"5 years or more, but less than 10 years",27,25,2
E09000008,Croydon,E01000991,Born in the UK,1296,1335,-39
E09000008,Croydon,E01000991,Less than 2 years,19,13,6
E09000008,Croydon,E01000992,10 years or more,427,330,97
E09000008,Croydon,E01000992,"2 years or more, but less than 5 years",38,40,-2
E09000008,Croydon,E01000992,"5 years or more, but less than 10 years",57,125,-68
E09000008,Croydon,E01000992,Born in the UK,1338,1462,-124
E09000008,Croydon,E01000992,Less than 2 years,16,21,-5
E09000008,Croydon,E01000993,10 years or more,313,195,118
E09000008,Croydon,E01000993,"2 years or more, but less than 5 years",45,40,5
E09000008,Croydon,E01000993,"5 years or more, but less than 10 years",87,75,12
E09000008,Croydon,E01000993,Born in the UK,1193,1288,-95
E09000008,Croydon,E01000993,Less than 2 years,13,22,-9
E09000008,Croydon,E01000994,10 years or more,487,408,79
E09000008,Croydon,E01000994,"2 years or more, but less than 5 years",70,89,-19
