gss_code_ward,ward_name,lad22cd,lad22nm,Simpson's 2021,Simpson's standardised 2021
E05013617,Heston Central,E09000018,Hounslow,4.9922756489469,0.799690547894536
E05013618,Heston East,E09000018,Hounslow,4.96566385959301,0.798617057401473
E05013619,Heston West,E09000018,Hounslow,4.49047330586327,0.777306325661866
E05013620,Hounslow Central,E09000018,Hounslow,4.2196492679491,0.763013478964797
E05013621,Hounslow East,E09000018,Hounslow,4.60986473207682,0.783073895196599
E05013622,Hounslow Heath,E09000018,Hounslow,4.45945322171312,0.775757262094153
E05013623,Hounslow South,E09000018,Hounslow,3.9609774653962,0.747537064086787
E05013624,Hounslow West,E09000018,Hounslow,4.32217212333669,0.768634850379812
E05013625,Isleworth,E09000018,Hounslow,3.54198556411536,0.717672480054345
E05013626,Osterley & Spring Grove,E09000018,Hounslow,4.64487557190644,0.784708979924394
E05013627,Syon & Brentford Lock,E09000018,Hounslow,3.66742190451952,0.72732889042091
E05013628,Barnet Vale,E09000003,Barnet,3.42172794706488,0.707749997816809
E05013629,Brunswick Park,E09000003,Barnet,3.59879584244362,0.722129277741693
E05013630,Burnt Oak,E09000003,Barnet,3.40938046333121,0.706691579084451
E05013631,Childs Hill,E09000003,Barnet,4.90198667586819,0.796001077497239
E05013632,Colindale North,E09000003,Barnet,3.53161658549622,0.71684355427856
E05013633,Colindale South,E09000003,Barnet,4.15699544934988,0.759441641881905
E05013634,Cricklewood,E09000003,Barnet,3.66295256526775,0.726996191683715
E05013635,East Barnet,E09000003,Barnet,3.16966279909544,0.684509027179364
E05013636,East Finchley,E09000003,Barnet,3.82338884436431,0.738451922965145
E05013637,Edgware,E09000003,Barnet,4.86938036446058,0.794635061311178
E05013638,Edgwarebury,E09000003,Barnet,4.8402482648314,0.793399027222247
E05013639,Finchley Church End,E09000003,Barnet,4.60474832160806,0.782832865086798
E05013640,Friern Barnet,E09000003,Barnet,3.72429944821293,0.731493126719485
E05013641,Garden Suburb,E09000003,Barnet,3.88996204303159,0.742928082861019
E05013642,Golders Green,E09000003,Barnet,3.24292109359685,0.691636037036331
E05013643,Hendon,E09000003,Barnet,4.32339901227562,0.768700506901941
E05013644,High Barnet,E09000003,Barnet,3.48739792724081,0.713253256191734
E05013645,Mill Hill,E09000003,Barnet,4.73074909544125,0.788616986480293
E05013646,Totteridge & Woodside,E09000003,Barnet,5.11077080305811,0.804334798304468
E05013647,Underhill,E09000003,Barnet,3.14648787975383,0.682185332276495
E05013648,West Finchley,E09000003,Barnet,4.6871316488826,0.786649901280585
E05013649,West Hendon,E09000003,Barnet,4.18728959810788,0.76118203038742
E05013650,Whetstone,E09000003,Barnet,3.74692032403889,0.733114154153649
E05013651,Woodhouse,E09000003,Barnet,3.93758536666883,0.746037252051758
E05013652,Belsize,E09000007,Camden,3.86243337479153,0.741095857723637
E05013653,Bloomsbury,E09000007,Camden,3.73795302196289,0.732473898381185
E05013654,Camden Square,E09000007,Camden,3.50077572342735,0.714349024615329
E05013655,Camden Town,E09000007,Camden,3.62477117645169,0.724120516490394
E05013656,Fortune Green,E09000007,Camden,3.93648808516638,0.745966460874545
E05013657,Frognal,E09000007,Camden,4.31923247335057,0.768477384310767
E05013658,Gospel Oak,E09000007,Camden,3.6549052048743,0.726395092637049
E05013659,Hampstead Town,E09000007,Camden,3.63957681123278,0.725242781821856
E05013660,Haverstock,E09000007,Camden,3.83437868201607,0.739201554429097
E05013661,Highgate,E09000007,Camden,3.13453824059257,0.680973743740018
E05013662,Holborn & Covent Garden,E09000007,Camden,3.71510735535834,0.730828774420828
E05013663,Kentish Town North,E09000007,Camden,2.99506297092108,0.66611720364181
E05013664,Kentish Town South,E09000007,Camden,3.46874048870589,0.711710921224586
E05013665,Kilburn,E09000007,Camden,3.87804654564974,0.742138216179544
E05013666,King's Cross,E09000007,Camden,3.97421639893173,0.748378070135084
E05013667,Primrose Hill,E09000007,Camden,4.25022869481514,0.764718542976311
E05013668,Regent's Park,E09000007,Camden,3.94231422830055,0.746341883957059
E05013669,St Pancras & Somers Town,E09000007,Camden,3.73716893294395,0.732417769187584
E05013670,South Hampstead,E09000007,Camden,4.18646914205894,0.761135227307995
E05013671,West Hampstead,E09000007,Camden,3.81583228146359,0.737933974494172
E05013672,Arnos Grove,E09000010,Enfield,3.53091702700443,0.716787454264145
E05013673,Bowes,E09000010,Enfield,3.35238264727999,0.701704696266888
E05013674,Brimsdown,E09000010,Enfield,3.4442440346747,0.709660526393436
E05013675,Bullsmoor,E09000010,Enfield,3.32848001174888,0.699562564152347
E05013676,Bush Hill Park,E09000010,Enfield,2.87940394639994,0.652705900729809
E05013677,Carterhatch,E09000010,Enfield,3.77613100427748,0.735178679217635
E05013678,Cockfosters,E09000010,Enfield,3.74598859563597,0.733047772445173
E05013679,Edmonton Green,E09000010,Enfield,3.36961151049527,0.703229883657117
E05013680,Enfield Lock,E09000010,Enfield,3.25404582301158,0.692690252568567
E05013681,Grange Park,E09000010,Enfield,2.72538647261196,0.633079561357909
E05013682,Haselbury,E09000010,Enfield,3.28620682126298,0.695697789460594
E05013683,Highfield,E09000010,Enfield,3.56939796042762,0.719840709529571
E05013684,Jubilee,E09000010,Enfield,3.43448970446473,0.708835930211108
E05013685,Lower Edmonton,E09000010,Enfield,3.30557493465934,0.697480765141675
E05013686,New Southgate,E09000010,Enfield,3.48250985560104,0.71285077674894
E05013687,Oakwood,E09000010,Enfield,3.51667484920501,0.715640472070922
E05013688,Palmers Green,E09000010,Enfield,3.1273779334571,0.680243315238025
E05013689,Ponders End,E09000010,Enfield,3.29851092273923,0.696832897200306
E05013690,Ridgeway,E09000010,Enfield,2.87712885419899,0.652431277611859
E05013691,Southbury,E09000010,Enfield,3.15278258686877,0.682819867070769
E05013692,Southgate,E09000010,Enfield,3.48627975034562,0.713161286066942
E05013693,Town,E09000010,Enfield,2.6938638674264,0.628785993200408
E05013694,Upper Edmonton,E09000010,Enfield,3.51652390662833,0.715628266278785
E05013695,Whitewebbs,E09000010,Enfield,2.86540440455747,0.651009121641091
E05013696,Winchmore Hill,E09000010,Enfield,2.73467036435294,0.634325214097015
E05013697,Arsenal,E09000019,Islington,3.22716144651533,0.690130160336479
E05013698,Barnsbury,E09000019,Islington,2.89435416791902,0.654499780612896
E05013699,Bunhill,E09000019,Islington,3.38580443939893,0.704649214714384
E05013700,Caledonian,E09000019,Islington,3.45273973835545,0.710374926644108
E05013701,Canonbury,E09000019,Islington,3.08120217255437,0.675451351778392
E05013702,Clerkenwell,E09000019,Islington,3.19307495885507,0.686822259769759
E05013703,Finsbury Park,E09000019,Islington,3.64553186450887,0.725691603539249
E05013704,Highbury,E09000019,Islington,3.03748562333212,0.670780334787889
E05013705,Hillrise,E09000019,Islington,3.34382179691347,0.700941000826344
E05013706,Holloway,E09000019,Islington,3.30976186687707,0.697863459601838
E05013707,Junction,E09000019,Islington,3.19940826700591,0.687442202887153
E05013708,Laycock,E09000019,Islington,3.30549474327366,0.697473426017422
E05013709,Mildmay,E09000019,Islington,3.13721160683605,0.681245601086972
E05013710,St Mary's & St James',E09000019,Islington,3.01564194063073,0.668395645210172
E05013711,St Peter's & Canalside,E09000019,Islington,3.38185884039335,0.704304630324639
E05013712,Tollington,E09000019,Islington,3.20740367329354,0.688221346029344
E05013713,Tufnell Park,E09000019,Islington,3.05701121697122,0.672883110651205
E05013714,Bellingham,E09000023,Lewisham,2.80128111586758,0.643020475761751
E05013715,Blackheath,E09000023,Lewisham,2.90144699284511,0.655344384210371
E05013716,Brockley,E09000023,Lewisham,2.87384557399773,0.652034191033818
E05013717,Catford South,E09000023,Lewisham,2.95559774401273,0.661658964916406
E05013718,Crofton Park,E09000023,Lewisham,2.67351951294717,0.625961211370534
E05013719,Deptford,E09000023,Lewisham,3.16706496172115,0.684250240495052
E05013720,Downham,E09000023,Lewisham,2.73190545135092,0.6339551211388
E05013721,Evelyn,E09000023,Lewisham,3.13384166056777,0.68090283163227
E05013722,Forest Hill,E09000023,Lewisham,2.78815331934354,0.64133966627221
E05013723,Grove Park,E09000023,Lewisham,2.82771307911187,0.646357331163853
E05013724,Hither Green,E09000023,Lewisham,2.88329464575591,0.653174537166378
E05013725,Ladywell,E09000023,Lewisham,2.9863302373742,0.665140851642961
E05013726,Lee Green,E09000023,Lewisham,2.81816480915007,0.645159148693795
E05013727,Lewisham Central,E09000023,Lewisham,3.19760872604784,0.687266302517264
E05013728,New Cross Gate,E09000023,Lewisham,3.11242882191653,0.678707511973163
E05013729,Perry Vale,E09000023,Lewisham,2.76622695934538,0.638496763028928
E05013730,Rushey Green,E09000023,Lewisham,2.86648478636667,0.651140656752788
E05013731,Sydenham,E09000023,Lewisham,2.86096599743493,0.650467708844993
E05013732,Telegraph Hill,E09000023,Lewisham,2.91540739526547,0.656994764565677
E05013733,Addison,E09000013,Hammersmith and Fulham,3.14844456588057,0.682382846807304
E05013734,Avonmore,E09000013,Hammersmith and Fulham,3.34519080746602,0.701063389936342
E05013735,Brook Green,E09000013,Hammersmith and Fulham,3.10419774050953,0.677855573776735
E05013736,College Park & Old Oak,E09000013,Hammersmith and Fulham,3.35924911769309,0.702314426538651
E05013737,Coningham,E09000013,Hammersmith and Fulham,3.20432676975587,0.687921965562773
E05013738,Fulham Reach,E09000013,Hammersmith and Fulham,2.90083135957157,0.655271239156869
E05013739,Fulham Town,E09000013,Hammersmith and Fulham,2.64358642000986,0.62172600357197
E05013740,Grove,E09000013,Hammersmith and Fulham,2.9455413570936,0.660503833160669
E05013741,Hammersmith Broadway,E09000013,Hammersmith and Fulham,3.354396071434,0.701883743390952
E05013742,Lillie,E09000013,Hammersmith and Fulham,3.15689664136889,0.683233214893478
E05013743,Munster,E09000013,Hammersmith and Fulham,2.67086934855097,0.625590072182853
E05013744,Palace & Hurlingham,E09000013,Hammersmith and Fulham,2.60984502060149,0.616835485591581
E05013745,Parsons Green & Sandford,E09000013,Hammersmith and Fulham,2.77337266240115,0.639428190247533
E05013746,Ravenscourt,E09000013,Hammersmith and Fulham,3.10567853097228,0.678009172544032
E05013747,Sands End,E09000013,Hammersmith and Fulham,3.05441020993711,0.672604551691638
E05013748,Shepherd's Bush Green,E09000013,Hammersmith and Fulham,3.39417704844471,0.705377773248975
E05013749,Walham Green,E09000013,Hammersmith and Fulham,3.02233790143877,0.669130311496952
E05013750,Wendell Park,E09000013,Hammersmith and Fulham,3.02023555642119,0.668899997593253
E05013751,West Kensington,E09000013,Hammersmith and Fulham,3.18772804176365,0.686296952908587
E05013752,White City,E09000013,Hammersmith and Fulham,3.47490438554707,0.712222297638108
E05013753,Wormholt,E09000013,Hammersmith and Fulham,3.39349723968169,0.705318752493283
E05013754,Beddington,E09000029,Sutton,3.15483091954475,0.683025802173797
E05013755,Belmont,E09000029,Sutton,3.39311693640324,0.705285724381779
E05013756,Carshalton Central,E09000029,Sutton,2.64697442539408,0.622210176869722
E05013757,Carshalton South & Clockhouse,E09000029,Sutton,2.77737814326718,0.639948199915029
E05013758,Cheam,E09000029,Sutton,3.06869800744518,0.674128898453405
E05013759,Hackbridge,E09000029,Sutton,3.0529387418168,0.672446752270928
E05013760,North Cheam,E09000029,Sutton,3.03375987491449,0.670376021428464
E05013761,St Helier East,E09000029,Sutton,2.89775841822908,0.654905669945
E05013762,St Helier West,E09000029,Sutton,3.03539413626503,0.67055349153752
E05013763,South Beddington & Roundshaw,E09000029,Sutton,3.39887366515063,0.7057848868426
E05013764,Stonecot,E09000029,Sutton,3.17480579663658,0.685020103888115
E05013765,Sutton Central,E09000029,Sutton,3.2091822117093,0.68839413469534
E05013766,Sutton North,E09000029,Sutton,3.04494340864803,0.671586671476431
E05013767,Sutton South,E09000029,Sutton,3.27064880552578,0.694250266702285
E05013768,Sutton West & East Cheam,E09000029,Sutton,3.13756392045707,0.681281393669799
E05013769,The Wrythe,E09000029,Sutton,2.7540364532872,0.636896599968237
E05013770,Wallington North,E09000029,Sutton,2.89490830907455,0.654565916003163
E05013771,Wallington South,E09000029,Sutton,3.13582236384392,0.681104385398224
E05013772,Worcester Park North,E09000029,Sutton,2.97256459774358,0.663590153512869
E05013773,Worcester Park South,E09000029,Sutton,2.72055888033633,0.632428466361157
E05013774,Barnes,E09000027,Richmond upon Thames,2.73544220244292,0.634428393659008
E05013775,East Sheen,E09000027,Richmond upon Thames,2.60974238018605,0.616820415841693
E05013776,Fulwell & Hampton Hill,E09000027,Richmond upon Thames,2.56883796596426,0.610718926904122
E05013777,"Ham, Petersham & Richmond Riverside",E09000027,Richmond upon Thames,2.94942313939392,0.660950649419028
E05013778,Hampton,E09000027,Richmond upon Thames,2.6580029393887,0.623777692198496
E05013779,Hampton North,E09000027,Richmond upon Thames,2.80724817611962,0.643779268072311
E05013780,Hampton Wick & South Teddington,E09000027,Richmond upon Thames,2.62575008596984,0.619156443964985
E05013781,Heathfield,E09000027,Richmond upon Thames,3.76460429516051,0.734367832155554
E05013782,Kew,E09000027,Richmond upon Thames,2.87698007092087,0.652413303064724
E05013783,Mortlake & Barnes Common,E09000027,Richmond upon Thames,2.69548043004555,0.629008621671536
E05013784,North Richmond,E09000027,Richmond upon Thames,2.82943880091473,0.64657302371173
E05013785,St Margarets & North Twickenham,E09000027,Richmond upon Thames,2.7247478016918,0.632993556548941
E05013786,South Richmond,E09000027,Richmond upon Thames,2.84432910883532,0.648423244379947
E05013787,South Twickenham,E09000027,Richmond upon Thames,2.55236421261065,0.608206385648557
E05013788,Teddington,E09000027,Richmond upon Thames,2.50747546982326,0.601192509344674
E05013789,Twickenham Riverside,E09000027,Richmond upon Thames,2.68832231681769,0.628020794328058
E05013790,West Twickenham,E09000027,Richmond upon Thames,2.80584836862034,0.643601553389819
E05013791,Whitton,E09000027,Richmond upon Thames,3.0454226381713,0.671638350793742
E05013792,Abbey Road,E09000033,Westminster,4.62414216088647,0.783743672835462
E05013793,Bayswater,E09000033,Westminster,3.36601796104652,0.702913052879524
E05013794,Church Street,E09000033,Westminster,2.98718541648921,0.665236715980194
E05013795,Harrow Road,E09000033,Westminster,3.50330213612839,0.714555022335262
E05013796,Hyde Park,E09000033,Westminster,4.40555854840594,0.773014025574163
E05013797,Knightsbridge & Belgravia,E09000033,Westminster,3.45376952106644,0.710461281825423
E05013798,Lancaster Gate,E09000033,Westminster,3.69750430212288,0.729547305887958
E05013799,Little Venice,E09000033,Westminster,4.09339467949789,0.755703986960118
E05013800,Maida Vale,E09000033,Westminster,3.92406178681967,0.745162014686199
E05013801,Marylebone,E09000033,Westminster,3.96751742527978,0.747953217891795
E05013802,Pimlico North,E09000033,Westminster,3.30162132962032,0.697118506284003
E05013803,Pimlico South,E09000033,Westminster,3.34008371368624,0.700606306392134
E05013804,Queen's Park,E09000033,Westminster,3.46731102703979,0.711592068839078
E05013805,Regent's Park,E09000033,Westminster,4.58954636333506,0.782113542203475
E05013806,St James's,E09000033,Westminster,3.40689836713861,0.706477889201057
E05013807,Vincent Square,E09000033,Westminster,3.35019535807794,0.701509944013022
E05013808,West End,E09000033,Westminster,3.80814152512042,0.737404717392068
E05013809,Westbourne,E09000033,Westminster,3.50829025281751,0.714960870413473
E05013810,Abbey,E09000024,Merton,3.11316660610452,0.678783654546747
E05013811,Cannon Hill,E09000024,Merton,2.92306726739267,0.657893606775603
E05013812,Colliers Wood,E09000024,Merton,3.33344938495926,0.70001044428271
E05013813,Cricket Green,E09000024,Merton,3.19268022877937,0.686783539740113
E05013814,Figge's Marsh,E09000024,Merton,3.29902565806237,0.696880199292741
E05013815,Graveney,E09000024,Merton,3.54901335785232,0.71823154799137
E05013816,Hillside,E09000024,Merton,2.89939419896665,0.655100365325831
E05013817,Lavender Fields,E09000024,Merton,3.22473932696595,0.689897415385551
E05013818,Longthornton,E09000024,Merton,3.02336789022826,0.669243030849117
