ZONEID,ward_name,la_distric,la_gsscode
E00000453,Thames View,Barking and Dagenham,E09000002
E00000454,Thames View,Barking and Dagenham,E09000002
E00000462,Thames View,Barking and Dagenham,E09000002
E00000465,Thames View,Barking and Dagenham,E09000002
E00000466,Thames View,Barking and Dagenham,E09000002
E00000467,Thames View,Barking and Dagenham,E09000002
E00000470,Thames View,Barking and Dagenham,E09000002
E00000471,Thames View,Barking and Dagenham,E09000002
E00000472,Thames View,Barking and Dagenham,E09000002
E00000478,Thames View,Barking and Dagenham,E09000002
E00000480,Thames View,Barking and Dagenham,E09000002
E00000451,Barking Riverside,Barking and Dagenham,E09000002
E00000452,Barking Riverside,Barking and Dagenham,E09000002
E00000455,Barking Riverside,Barking and Dagenham,E09000002
E00000456,Barking Riverside,Barking and Dagenham,E09000002
E00000457,Barking Riverside,Barking and Dagenham,E09000002
E00000463,Barking Riverside,Barking and Dagenham,E09000002
E00000464,Barking Riverside,Barking and Dagenham,E09000002
E00000468,Barking Riverside,Barking and Dagenham,E09000002
E00000469,Barking Riverside,Barking and Dagenham,E09000002
E00000474,Barking Riverside,Barking and Dagenham,E09000002
E00000475,Barking Riverside,Barking and Dagenham,E09000002
E00000476,Barking Riverside,Barking and Dagenham,E09000002
E00000477,Barking Riverside,Barking and Dagenham,E09000002
E00000479,Barking Riverside,Barking and Dagenham,E09000002
E00000234,Gascoigne,Barking and Dagenham,E09000002
E00000235,Gascoigne,Barking and Dagenham,E09000002
E00000236,Gascoigne,Barking and Dagenham,E09000002
E00000237,Gascoigne,Barking and Dagenham,E09000002
E00000238,Gascoigne,Barking and Dagenham,E09000002
E00000239,Gascoigne,Barking and Dagenham,E09000002
E00000240,Gascoigne,Barking and Dagenham,E09000002
E00000241,Gascoigne,Barking and Dagenham,E09000002
E00000242,Gascoigne,Barking and Dagenham,E09000002
E00000243,Gascoigne,Barking and Dagenham,E09000002
E00000244,Gascoigne,Barking and Dagenham,E09000002
E00000245,Gascoigne,Barking and Dagenham,E09000002
E00000248,Gascoigne,Barking and Dagenham,E09000002
E00000250,Gascoigne,Barking and Dagenham,E09000002
E00000251,Gascoigne,Barking and Dagenham,E09000002
E00000252,Gascoigne,Barking and Dagenham,E09000002
E00000253,Gascoigne,Barking and Dagenham,E09000002
E00000254,Gascoigne,Barking and Dagenham,E09000002
E00000255,Gascoigne,Barking and Dagenham,E09000002
E00000256,Gascoigne,Barking and Dagenham,E09000002
E00000257,Gascoigne,Barking and Dagenham,E09000002
E00000258,Gascoigne,Barking and Dagenham,E09000002
E00000259,Gascoigne,Barking and Dagenham,E09000002
E00000260,Gascoigne,Barking and Dagenham,E09000002
E00000261,Gascoigne,Barking and Dagenham,E09000002
E00000263,Gascoigne,Barking and Dagenham,E09000002
E00000264,Gascoigne,Barking and Dagenham,E09000002
E00000062,Abbey,Barking and Dagenham,E09000002
E00000063,Abbey,Barking and Dagenham,E09000002
E00000246,Abbey,Barking and Dagenham,E09000002
E00000247,Abbey,Barking and Dagenham,E09000002
E00000249,Abbey,Barking and Dagenham,E09000002
E00000420,Beam,Barking and Dagenham,E09000002
E00000421,Beam,Barking and Dagenham,E09000002
E00000422,Beam,Barking and Dagenham,E09000002
E00000424,Beam,Barking and Dagenham,E09000002
E00000425,Beam,Barking and Dagenham,E09000002
E00000426,Beam,Barking and Dagenham,E09000002
E00000427,Beam,Barking and Dagenham,E09000002
E00000428,Beam,Barking and Dagenham,E09000002
E00000429,Beam,Barking and Dagenham,E09000002
E00000430,Beam,Barking and Dagenham,E09000002
E00000431,Beam,Barking and Dagenham,E09000002
E00000432,Beam,Barking and Dagenham,E09000002
E00000433,Beam,Barking and Dagenham,E09000002
E00000434,Beam,Barking and Dagenham,E09000002
E00000435,Beam,Barking and Dagenham,E09000002
E00000436,Beam,Barking and Dagenham,E09000002
E00000437,Beam,Barking and Dagenham,E09000002
E00000438,Beam,Barking and Dagenham,E09000002
E00000445,Beam,Barking and Dagenham,E09000002
E00000447,Beam,Barking and Dagenham,E09000002
E00000449,Beam,Barking and Dagenham,E09000002
E00000450,Beam,Barking and Dagenham,E09000002
E00000199,Eastbury,Barking and Dagenham,E09000002
E00000200,Eastbury,Barking and Dagenham,E09000002
E00000201,Eastbury,Barking and Dagenham,E09000002
E00000202,Eastbury,Barking and Dagenham,E09000002
E00000203,Eastbury,Barking and Dagenham,E09000002
E00000204,Eastbury,Barking and Dagenham,E09000002
E00000205,Eastbury,Barking and Dagenham,E09000002
E00000206,Eastbury,Barking and Dagenham,E09000002
E00000207,Eastbury,Barking and Dagenham,E09000002
E00000208,Eastbury,Barking and Dagenham,E09000002
E00000209,Eastbury,Barking and Dagenham,E09000002
E00000210,Eastbury,Barking and Dagenham,E09000002
E00000211,Eastbury,Barking and Dagenham,E09000002
E00000212,Eastbury,Barking and Dagenham,E09000002
E00000213,Eastbury,Barking and Dagenham,E09000002
E00000214,Eastbury,Barking and Dagenham,E09000002
E00000215,Eastbury,Barking and Dagenham,E09000002
E00000216,Eastbury,Barking and Dagenham,E09000002
E00000217,Eastbury,Barking and Dagenham,E09000002
E00000218,Eastbury,Barking and Dagenham,E09000002
E00000219,Eastbury,Barking and Dagenham,E09000002
E00000220,Eastbury,Barking and Dagenham,E09000002
E00000221,Eastbury,Barking and Dagenham,E09000002
E00000222,Eastbury,Barking and Dagenham,E09000002
E00000223,Eastbury,Barking and Dagenham,E09000002
E00000224,Eastbury,Barking and Dagenham,E09000002
E00000225,Eastbury,Barking and Dagenham,E09000002
E00000226,Eastbury,Barking and Dagenham,E09000002
E00000227,Eastbury,Barking and Dagenham,E09000002
E00000228,Eastbury,Barking and Dagenham,E09000002
E00000229,Eastbury,Barking and Dagenham,E09000002
E00000230,Eastbury,Barking and Dagenham,E09000002
E00000231,Eastbury,Barking and Dagenham,E09000002
E00000232,Eastbury,Barking and Dagenham,E09000002
E00000267,Eastbury,Barking and Dagenham,E09000002
E00000273,Eastbury,Barking and Dagenham,E09000002
E00000274,Eastbury,Barking and Dagenham,E09000002
E00000290,Eastbury,Barking and Dagenham,E09000002
E00000291,Eastbury,Barking and Dagenham,E09000002
E00000296,Eastbury,Barking and Dagenham,E09000002
E00000458,Eastbury,Barking and Dagenham,E09000002
E00000459,Eastbury,Barking and Dagenham,E09000002
E00000460,Eastbury,Barking and Dagenham,E09000002
E00000461,Eastbury,Barking and Dagenham,E09000002
E00000265,Goresbrook,Barking and Dagenham,E09000002
E00000266,Goresbrook,Barking and Dagenham,E09000002
E00000268,Goresbrook,Barking and Dagenham,E09000002
E00000269,Goresbrook,Barking and Dagenham,E09000002
E00000270,Goresbrook,Barking and Dagenham,E09000002
E00000271,Goresbrook,Barking and Dagenham,E09000002
E00000272,Goresbrook,Barking and Dagenham,E09000002
E00000275,Goresbrook,Barking and Dagenham,E09000002
E00000276,Goresbrook,Barking and Dagenham,E09000002
E00000277,Goresbrook,Barking and Dagenham,E09000002
E00000278,Goresbrook,Barking and Dagenham,E09000002
E00000279,Goresbrook,Barking and Dagenham,E09000002
E00000280,Goresbrook,Barking and Dagenham,E09000002
E00000282,Goresbrook,Barking and Dagenham,E09000002
E00000283,Goresbrook,Barking and Dagenham,E09000002
E00000284,Goresbrook,Barking and Dagenham,E09000002
E00000285,Goresbrook,Barking and Dagenham,E09000002
E00000286,Goresbrook,Barking and Dagenham,E09000002
E00000287,Goresbrook,Barking and Dagenham,E09000002
E00000288,Goresbrook,Barking and Dagenham,E09000002
E00000289,Goresbrook,Barking and Dagenham,E09000002
E00000292,Goresbrook,Barking and Dagenham,E09000002
E00000293,Goresbrook,Barking and Dagenham,E09000002
E00000294,Goresbrook,Barking and Dagenham,E09000002
E00000295,Goresbrook,Barking and Dagenham,E09000002
E00000297,Goresbrook,Barking and Dagenham,E09000002
E00000363,Goresbrook,Barking and Dagenham,E09000002
E00000423,Goresbrook,Barking and Dagenham,E09000002
E00000439,Goresbrook,Barking and Dagenham,E09000002
E00000440,Goresbrook,Barking and Dagenham,E09000002
E00000441,Goresbrook,Barking and Dagenham,E09000002
E00000444,Goresbrook,Barking and Dagenham,E09000002
E00000446,Goresbrook,Barking and Dagenham,E09000002
E00000448,Goresbrook,Barking and Dagenham,E09000002
E00000037,Northbury,Barking and Dagenham,E09000002
E00000038,Northbury,Barking and Dagenham,E09000002
E00000039,Northbury,Barking and Dagenham,E09000002
E00000040,Northbury,Barking and Dagenham,E09000002
E00000041,Northbury,Barking and Dagenham,E09000002
E00000042,Northbury,Barking and Dagenham,E09000002
E00000043,Northbury,Barking and Dagenham,E09000002
E00000045,Northbury,Barking and Dagenham,E09000002
E00000046,Northbury,Barking and Dagenham,E09000002
E00000048,Northbury,Barking and Dagenham,E09000002
E00000049,Northbury,Barking and Dagenham,E09000002
E00000050,Northbury,Barking and Dagenham,E09000002
E00000051,Northbury,Barking and Dagenham,E09000002
E00000052,Northbury,Barking and Dagenham,E09000002
E00000053,Northbury,Barking and Dagenham,E09000002
E00000054,Northbury,Barking and Dagenham,E09000002
E00000055,Northbury,Barking and Dagenham,E09000002
E00000056,Northbury,Barking and Dagenham,E09000002
E00000057,Northbury,Barking and Dagenham,E09000002
E00000059,Northbury,Barking and Dagenham,E09000002
E00000060,Northbury,Barking and Dagenham,E09000002
E00000061,Northbury,Barking and Dagenham,E09000002
E00000064,Northbury,Barking and Dagenham,E09000002
E00000065,Northbury,Barking and Dagenham,E09000002
E00000066,Northbury,Barking and Dagenham,E09000002
E00000067,Northbury,Barking and Dagenham,E09000002
E00000068,Northbury,Barking and Dagenham,E09000002
E00000069,Northbury,Barking and Dagenham,E09000002
E00000442,Village,Barking and Dagenham,E09000002
E00000443,Village,Barking and Dagenham,E09000002
E00000511,Village,Barking and Dagenham,E09000002
E00000512,Village,Barking and Dagenham,E09000002
E00000513,Village,Barking and Dagenham,E09000002
E00000514,Village,Barking and Dagenham,E09000002
E00000515,Village,Barking and Dagenham,E09000002
E00000516,Village,Barking and Dagenham,E09000002
E00000517,Village,Barking and Dagenham,E09000002
E00000518,Village,Barking and Dagenham,E09000002
E00000519,Village,Barking and Dagenham,E09000002
E00000520,Village,Barking and Dagenham,E09000002
E00000521,Village,Barking and Dagenham,E09000002
E00000522,Village,Barking and Dagenham,E09000002
E00000523,Village,Barking and Dagenham,E09000002
E00000524,Village,Barking and Dagenham,E09000002
E00000525,Village,Barking and Dagenham,E09000002
E00000526,Village,Barking and Dagenham,E09000002
E00000527,Village,Barking and Dagenham,E09000002
E00000528,Village,Barking and Dagenham,E09000002
E00000529,Village,Barking and Dagenham,E09000002
E00000530,Village,Barking and Dagenham,E09000002
E00000531,Village,Barking and Dagenham,E09000002
E00000532,Village,Barking and Dagenham,E09000002
E00000533,Village,Barking and Dagenham,E09000002
E00000534,Village,Barking and Dagenham,E09000002
E00000535,Village,Barking and Dagenham,E09000002
E00000536,Village,Barking and Dagenham,E09000002
E00000537,Village,Barking and Dagenham,E09000002
E00000538,Village,Barking and Dagenham,E09000002
E00000539,Village,Barking and Dagenham,E09000002
E00000540,Village,Barking and Dagenham,E09000002
E00000541,Village,Barking and Dagenham,E09000002
E00000542,Village,Barking and Dagenham,E09000002
E00000543,Village,Barking and Dagenham,E09000002
E00000544,Village,Barking and Dagenham,E09000002
E00000331,Longbridge,Barking and Dagenham,E09000002
E00000332,Longbridge,Barking and Dagenham,E09000002
E00000333,Longbridge,Barking and Dagenham,E09000002
E00000334,Longbridge,Barking and Dagenham,E09000002
E00000335,Longbridge,Barking and Dagenham,E09000002
E00000336,Longbridge,Barking and Dagenham,E09000002
E00000337,Longbridge,Barking and Dagenham,E09000002
E00000338,Longbridge,Barking and Dagenham,E09000002
E00000339,Longbridge,Barking and Dagenham,E09000002
E00000340,Longbridge,Barking and Dagenham,E09000002
E00000341,Longbridge,Barking and Dagenham,E09000002
E00000342,Longbridge,Barking and Dagenham,E09000002
E00000343,Longbridge,Barking and Dagenham,E09000002
E00000344,Longbridge,Barking and Dagenham,E09000002
E00000345,Longbridge,Barking and Dagenham,E09000002
E00000346,Longbridge,Barking and Dagenham,E09000002
E00000347,Longbridge,Barking and Dagenham,E09000002
E00000348,Longbridge,Barking and Dagenham,E09000002
E00000349,Longbridge,Barking and Dagenham,E09000002
E00000350,Longbridge,Barking and Dagenham,E09000002
E00000351,Longbridge,Barking and Dagenham,E09000002
E00000352,Longbridge,Barking and Dagenham,E09000002
E00000353,Longbridge,Barking and Dagenham,E09000002
E00000354,Longbridge,Barking and Dagenham,E09000002
E00000355,Longbridge,Barking and Dagenham,E09000002
E00000356,Longbridge,Barking and Dagenham,E09000002
E00000357,Longbridge,Barking and Dagenham,E09000002
E00000358,Longbridge,Barking and Dagenham,E09000002
E00000126,Mayesbrook,Barking and Dagenham,E09000002
E00000127,Mayesbrook,Barking and Dagenham,E09000002
E00000128,Mayesbrook,Barking and Dagenham,E09000002
E00000129,Mayesbrook,Barking and Dagenham,E09000002
E00000130,Mayesbrook,Barking and Dagenham,E09000002
E00000131,Mayesbrook,Barking and Dagenham,E09000002
E00000132,Mayesbrook,Barking and Dagenham,E09000002
E00000133,Mayesbrook,Barking and Dagenham,E09000002
E00000134,Mayesbrook,Barking and Dagenham,E09000002
E00000360,Mayesbrook,Barking and Dagenham,E09000002
E00000361,Mayesbrook,Barking and Dagenham,E09000002
E00000362,Mayesbrook,Barking and Dagenham,E09000002
E00000368,Mayesbrook,Barking and Dagenham,E09000002
E00000370,Mayesbrook,Barking and Dagenham,E09000002
E00000371,Mayesbrook,Barking and Dagenham,E09000002
E00000372,Mayesbrook,Barking and Dagenham,E09000002
E00000373,Mayesbrook,Barking and Dagenham,E09000002
E00000374,Mayesbrook,Barking and Dagenham,E09000002
E00000375,Mayesbrook,Barking and Dagenham,E09000002
E00000376,Mayesbrook,Barking and Dagenham,E09000002
E00000377,Mayesbrook,Barking and Dagenham,E09000002
E00000378,Mayesbrook,Barking and Dagenham,E09000002
E00000380,Mayesbrook,Barking and Dagenham,E09000002
E00000381,Mayesbrook,Barking and Dagenham,E09000002
E00000382,Mayesbrook,Barking and Dagenham,E09000002
E00000383,Mayesbrook,Barking and Dagenham,E09000002
E00000384,Mayesbrook,Barking and Dagenham,E09000002
E00000385,Mayesbrook,Barking and Dagenham,E09000002
E00000386,Mayesbrook,Barking and Dagenham,E09000002
E00000387,Mayesbrook,Barking and Dagenham,E09000002
E00000388,Mayesbrook,Barking and Dagenham,E09000002
E00000389,Mayesbrook,Barking and Dagenham,E09000002
E00000070,Alibon,Barking and Dagenham,E09000002
E00000071,Alibon,Barking and Dagenham,E09000002
E00000073,Alibon,Barking and Dagenham,E09000002
E00000074,Alibon,Barking and Dagenham,E09000002
E00000076,Alibon,Barking and Dagenham,E09000002
E00000079,Alibon,Barking and Dagenham,E09000002
E00000080,Alibon,Barking and Dagenham,E09000002
E00000081,Alibon,Barking and Dagenham,E09000002
E00000082,Alibon,Barking and Dagenham,E09000002
E00000083,Alibon,Barking and Dagenham,E09000002
E00000084,Alibon,Barking and Dagenham,E09000002
E00000088,Alibon,Barking and Dagenham,E09000002
E00000089,Alibon,Barking and Dagenham,E09000002
E00000091,Alibon,Barking and Dagenham,E09000002
E00000093,Alibon,Barking and Dagenham,E09000002
E00000094,Alibon,Barking and Dagenham,E09000002
E00000095,Alibon,Barking and Dagenham,E09000002
E00000100,Alibon,Barking and Dagenham,E09000002
E00000167,Alibon,Barking and Dagenham,E09000002
E00000174,Alibon,Barking and Dagenham,E09000002
E00000175,Alibon,Barking and Dagenham,E09000002
E00000176,Alibon,Barking and Dagenham,E09000002
E00000177,Alibon,Barking and Dagenham,E09000002
E00000178,Alibon,Barking and Dagenham,E09000002
E00000179,Alibon,Barking and Dagenham,E09000002
E00000180,Alibon,Barking and Dagenham,E09000002
E00000072,Parsloes,Barking and Dagenham,E09000002
E00000075,Parsloes,Barking and Dagenham,E09000002
E00000077,Parsloes,Barking and Dagenham,E09000002
E00000078,Parsloes,Barking and Dagenham,E09000002
E00000085,Parsloes,Barking and Dagenham,E09000002
E00000086,Parsloes,Barking and Dagenham,E09000002
E00000087,Parsloes,Barking and Dagenham,E09000002
E00000090,Parsloes,Barking and Dagenham,E09000002
E00000092,Parsloes,Barking and Dagenham,E09000002
E00000096,Parsloes,Barking and Dagenham,E09000002
E00000097,Parsloes,Barking and Dagenham,E09000002
E00000098,Parsloes,Barking and Dagenham,E09000002
E00000099,Parsloes,Barking and Dagenham,E09000002
E00000306,Parsloes,Barking and Dagenham,E09000002
E00000315,Parsloes,Barking and Dagenham,E09000002
E00000316,Parsloes,Barking and Dagenham,E09000002
E00000318,Parsloes,Barking and Dagenham,E09000002
E00000321,Parsloes,Barking and Dagenham,E09000002
E00000323,Parsloes,Barking and Dagenham,E09000002
E00000324,Parsloes,Barking and Dagenham,E09000002
E00000325,Parsloes,Barking and Dagenham,E09000002
E00000364,Parsloes,Barking and Dagenham,E09000002
E00000365,Parsloes,Barking and Dagenham,E09000002
E00000366,Parsloes,Barking and Dagenham,E09000002
E00000367,Parsloes,Barking and Dagenham,E09000002
E00000369,Parsloes,Barking and Dagenham,E09000002
E00000379,Parsloes,Barking and Dagenham,E09000002
E00000397,Parsloes,Barking and Dagenham,E09000002
E00000398,Parsloes,Barking and Dagenham,E09000002
E00000399,Parsloes,Barking and Dagenham,E09000002
E00000400,Parsloes,Barking and Dagenham,E09000002
E00000401,Parsloes,Barking and Dagenham,E09000002
E00000402,Parsloes,Barking and Dagenham,E09000002
E00000403,Parsloes,Barking and Dagenham,E09000002
E00000404,Parsloes,Barking and Dagenham,E09000002
E00000405,Parsloes,Barking and Dagenham,E09000002
E00000406,Parsloes,Barking and Dagenham,E09000002
E00000407,Parsloes,Barking and Dagenham,E09000002
E00000408,Parsloes,Barking and Dagenham,E09000002
E00000409,Parsloes,Barking and Dagenham,E09000002
E00000410,Parsloes,Barking and Dagenham,E09000002
E00000411,Parsloes,Barking and Dagenham,E09000002
E00000412,Parsloes,Barking and Dagenham,E09000002
E00000413,Parsloes,Barking and Dagenham,E09000002
E00000101,Becontree,Barking and Dagenham,E09000002
E00000102,Becontree,Barking and Dagenham,E09000002
E00000103,Becontree,Barking and Dagenham,E09000002
E00000104,Becontree,Barking and Dagenham,E09000002
E00000106,Becontree,Barking and Dagenham,E09000002
E00000107,Becontree,Barking and Dagenham,E09000002
E00000108,Becontree,Barking and Dagenham,E09000002
E00000109,Becontree,Barking and Dagenham,E09000002
E00000110,Becontree,Barking and Dagenham,E09000002
E00000111,Becontree,Barking and Dagenham,E09000002
E00000112,Becontree,Barking and Dagenham,E09000002
E00000113,Becontree,Barking and Dagenham,E09000002
E00000114,Becontree,Barking and Dagenham,E09000002
E00000115,Becontree,Barking and Dagenham,E09000002
E00000116,Becontree,Barking and Dagenham,E09000002
E00000117,Becontree,Barking and Dagenham,E09000002
E00000118,Becontree,Barking and Dagenham,E09000002
E00000119,Becontree,Barking and Dagenham,E09000002
E00000120,Becontree,Barking and Dagenham,E09000002
E00000121,Becontree,Barking and Dagenham,E09000002
E00000122,Becontree,Barking and Dagenham,E09000002
E00000123,Becontree,Barking and Dagenham,E09000002
E00000124,Becontree,Barking and Dagenham,E09000002
E00000125,Becontree,Barking and Dagenham,E09000002
E00000302,Valence,Barking and Dagenham,E09000002
E00000303,Valence,Barking and Dagenham,E09000002
E00000390,Valence,Barking and Dagenham,E09000002
E00000391,Valence,Barking and Dagenham,E09000002
E00000392,Valence,Barking and Dagenham,E09000002
E00000393,Valence,Barking and Dagenham,E09000002
E00000394,Valence,Barking and Dagenham,E09000002
E00000395,Valence,Barking and Dagenham,E09000002
E00000396,Valence,Barking and Dagenham,E09000002
E00000414,Valence,Barking and Dagenham,E09000002
E00000415,Valence,Barking and Dagenham,E09000002
E00000416,Valence,Barking and Dagenham,E09000002
E00000417,Valence,Barking and Dagenham,E09000002
E00000418,Valence,Barking and Dagenham,E09000002
E00000419,Valence,Barking and Dagenham,E09000002
E00000481,Valence,Barking and Dagenham,E09000002
E00000483,Valence,Barking and Dagenham,E09000002
E00000484,Valence,Barking and Dagenham,E09000002
E00000485,Valence,Barking and Dagenham,E09000002
E00000489,Valence,Barking and Dagenham,E09000002
E00000490,Valence,Barking and Dagenham,E09000002
E00000491,Valence,Barking and Dagenham,E09000002
E00000492,Valence,Barking and Dagenham,E09000002
E00000493,Valence,Barking and Dagenham,E09000002
E00000494,Valence,Barking and Dagenham,E09000002
E00000495,Valence,Barking and Dagenham,E09000002
E00000496,Valence,Barking and Dagenham,E09000002
E00000497,Valence,Barking and Dagenham,E09000002
E00000498,Valence,Barking and Dagenham,E09000002
E00000499,Valence,Barking and Dagenham,E09000002
E00000500,Valence,Barking and Dagenham,E09000002
E00000501,Valence,Barking and Dagenham,E09000002
E00000502,Valence,Barking and Dagenham,E09000002
E00000503,Valence,Barking and Dagenham,E09000002
E00000504,Valence,Barking and Dagenham,E09000002
E00000505,Valence,Barking and Dagenham,E09000002
E00000506,Valence,Barking and Dagenham,E09000002
E00000507,Valence,Barking and Dagenham,E09000002
E00000508,Valence,Barking and Dagenham,E09000002
E00000509,Valence,Barking and Dagenham,E09000002
E00000510,Valence,Barking and Dagenham,E09000002
E00000168,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000169,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000170,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000171,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000172,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000173,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000181,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000182,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000183,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000184,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000185,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000186,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000187,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000188,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000189,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000190,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000191,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000192,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000193,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000194,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000195,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000196,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000197,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000198,Eastbrook & Rush Green,Barking and Dagenham,E09000002
E00000298,Heath,Barking and Dagenham,E09000002
E00000299,Heath,Barking and Dagenham,E09000002
E00000300,Heath,Barking and Dagenham,E09000002
E00000301,Heath,Barking and Dagenham,E09000002
E00000304,Heath,Barking and Dagenham,E09000002
E00000305,Heath,Barking and Dagenham,E09000002
E00000307,Heath,Barking and Dagenham,E09000002
E00000308,Heath,Barking and Dagenham,E09000002
E00000309,Heath,Barking and Dagenham,E09000002
E00000310,Heath,Barking and Dagenham,E09000002
E00000311,Heath,Barking and Dagenham,E09000002
E00000312,Heath,Barking and Dagenham,E09000002
E00000313,Heath,Barking and Dagenham,E09000002
E00000314,Heath,Barking and Dagenham,E09000002
E00000317,Heath,Barking and Dagenham,E09000002
E00000319,Heath,Barking and Dagenham,E09000002
E00000320,Heath,Barking and Dagenham,E09000002
E00000322,Heath,Barking and Dagenham,E09000002
E00000326,Heath,Barking and Dagenham,E09000002
E00000327,Heath,Barking and Dagenham,E09000002
E00000328,Heath,Barking and Dagenham,E09000002
E00000329,Heath,Barking and Dagenham,E09000002
E00000330,Heath,Barking and Dagenham,E09000002
E00000482,Whalebone,Barking and Dagenham,E09000002
E00000486,Whalebone,Barking and Dagenham,E09000002
E00000487,Whalebone,Barking and Dagenham,E09000002
E00000488,Whalebone,Barking and Dagenham,E09000002
E00000545,Whalebone,Barking and Dagenham,E09000002
E00000546,Whalebone,Barking and Dagenham,E09000002
E00000547,Whalebone,Barking and Dagenham,E09000002
E00000548,Whalebone,Barking and Dagenham,E09000002
E00000549,Whalebone,Barking and Dagenham,E09000002
E00000550,Whalebone,Barking and Dagenham,E09000002
E00000551,Whalebone,Barking and Dagenham,E09000002
E00000552,Whalebone,Barking and Dagenham,E09000002
E00000553,Whalebone,Barking and Dagenham,E09000002
E00000554,Whalebone,Barking and Dagenham,E09000002
E00000555,Whalebone,Barking and Dagenham,E09000002
E00000556,Whalebone,Barking and Dagenham,E09000002
E00000557,Whalebone,Barking and Dagenham,E09000002
E00000558,Whalebone,Barking and Dagenham,E09000002
E00000559,Whalebone,Barking and Dagenham,E09000002
E00000564,Whalebone,Barking and Dagenham,E09000002
E00000565,Whalebone,Barking and Dagenham,E09000002
E00000567,Whalebone,Barking and Dagenham,E09000002
E00000568,Whalebone,Barking and Dagenham,E09000002
E00000569,Whalebone,Barking and Dagenham,E09000002
E00000570,Whalebone,Barking and Dagenham,E09000002
E00000571,Whalebone,Barking and Dagenham,E09000002
E00000572,Whalebone,Barking and Dagenham,E09000002
E00000573,Whalebone,Barking and Dagenham,E09000002
E00000574,Whalebone,Barking and Dagenham,E09000002
E00000575,Whalebone,Barking and Dagenham,E09000002
E00000135,Chadwell Heath,Barking and Dagenham,E09000002
E00000136,Chadwell Heath,Barking and Dagenham,E09000002
E00000137,Chadwell Heath,Barking and Dagenham,E09000002
E00000138,Chadwell Heath,Barking and Dagenham,E09000002
E00000139,Chadwell Heath,Barking and Dagenham,E09000002
E00000140,Chadwell Heath,Barking and Dagenham,E09000002
E00000141,Chadwell Heath,Barking and Dagenham,E09000002
E00000142,Chadwell Heath,Barking and Dagenham,E09000002
E00000143,Chadwell Heath,Barking and Dagenham,E09000002
E00000144,Chadwell Heath,Barking and Dagenham,E09000002
E00000145,Chadwell Heath,Barking and Dagenham,E09000002
E00000146,Chadwell Heath,Barking and Dagenham,E09000002
E00000147,Chadwell Heath,Barking and Dagenham,E09000002
E00000148,Chadwell Heath,Barking and Dagenham,E09000002
E00000149,Chadwell Heath,Barking and Dagenham,E09000002
E00000150,Chadwell Heath,Barking and Dagenham,E09000002
E00000151,Chadwell Heath,Barking and Dagenham,E09000002
E00000152,Chadwell Heath,Barking and Dagenham,E09000002
E00000153,Chadwell Heath,Barking and Dagenham,E09000002
E00000154,Chadwell Heath,Barking and Dagenham,E09000002
E00000155,Chadwell Heath,Barking and Dagenham,E09000002
E00000156,Chadwell Heath,Barking and Dagenham,E09000002
E00000157,Chadwell Heath,Barking and Dagenham,E09000002
E00000158,Chadwell Heath,Barking and Dagenham,E09000002
E00000159,Chadwell Heath,Barking and Dagenham,E09000002
E00000160,Chadwell Heath,Barking and Dagenham,E09000002
E00000161,Chadwell Heath,Barking and Dagenham,E09000002
E00000162,Chadwell Heath,Barking and Dagenham,E09000002
E00000163,Chadwell Heath,Barking and Dagenham,E09000002
E00000164,Chadwell Heath,Barking and Dagenham,E09000002
E00000165,Chadwell Heath,Barking and Dagenham,E09000002
E00000166,Chadwell Heath,Barking and Dagenham,E09000002
E00000560,Chadwell Heath,Barking and Dagenham,E09000002
E00000561,Chadwell Heath,Barking and Dagenham,E09000002
E00000562,Chadwell Heath,Barking and Dagenham,E09000002
E00000563,Chadwell Heath,Barking and Dagenham,E09000002
E00000566,Chadwell Heath,Barking and Dagenham,E09000002
E00000668,Cricklewood,Barnet,E09000003
E00000676,Cricklewood,Barnet,E09000003
E00000679,Cricklewood,Barnet,E09000003
E00000680,Cricklewood,Barnet,E09000003
E00000681,Cricklewood,Barnet,E09000003
E00000682,Cricklewood,Barnet,E09000003
