ZONEID,ward_name,la_distric,la_gsscode
E00007425,Highfield,Enfield,E09000010
E00007426,Highfield,Enfield,E09000010
E00007427,Highfield,Enfield,E09000010
E00007428,Highfield,Enfield,E09000010
E00007429,Highfield,Enfield,E09000010
E00007431,Highfield,Enfield,E09000010
E00007434,Highfield,Enfield,E09000010
E00007435,Highfield,Enfield,E09000010
E00007438,Highfield,Enfield,E09000010
E00007441,Highfield,Enfield,E09000010
E00007445,Highfield,Enfield,E09000010
E00007448,Highfield,Enfield,E09000010
E00007452,Highfield,Enfield,E09000010
E00007454,Highfield,Enfield,E09000010
E00007455,Highfield,Enfield,E09000010
E00007457,Highfield,Enfield,E09000010
E00007458,Highfield,Enfield,E09000010
E00007768,Highfield,Enfield,E09000010
E00007772,Highfield,Enfield,E09000010
E00007773,Highfield,Enfield,E09000010
E00007093,Lower Edmonton,Enfield,E09000010
E00007376,Lower Edmonton,Enfield,E09000010
E00007378,Lower Edmonton,Enfield,E09000010
E00007379,Lower Edmonton,Enfield,E09000010
E00007381,Lower Edmonton,Enfield,E09000010
E00007382,Lower Edmonton,Enfield,E09000010
E00007383,Lower Edmonton,Enfield,E09000010
E00007385,Lower Edmonton,Enfield,E09000010
E00007386,Lower Edmonton,Enfield,E09000010
E00007388,Lower Edmonton,Enfield,E09000010
E00007389,Lower Edmonton,Enfield,E09000010
E00007390,Lower Edmonton,Enfield,E09000010
E00007391,Lower Edmonton,Enfield,E09000010
E00007392,Lower Edmonton,Enfield,E09000010
E00007393,Lower Edmonton,Enfield,E09000010
E00007394,Lower Edmonton,Enfield,E09000010
E00007395,Lower Edmonton,Enfield,E09000010
E00007396,Lower Edmonton,Enfield,E09000010
E00007397,Lower Edmonton,Enfield,E09000010
E00007398,Lower Edmonton,Enfield,E09000010
E00007399,Lower Edmonton,Enfield,E09000010
E00007400,Lower Edmonton,Enfield,E09000010
E00007401,Lower Edmonton,Enfield,E09000010
E00007402,Lower Edmonton,Enfield,E09000010
E00007403,Lower Edmonton,Enfield,E09000010
E00007404,Lower Edmonton,Enfield,E09000010
E00007405,Lower Edmonton,Enfield,E09000010
E00007406,Lower Edmonton,Enfield,E09000010
E00007407,Lower Edmonton,Enfield,E09000010
E00007408,Lower Edmonton,Enfield,E09000010
E00007409,Lower Edmonton,Enfield,E09000010
E00007410,Lower Edmonton,Enfield,E09000010
E00007411,Lower Edmonton,Enfield,E09000010
E00007412,Lower Edmonton,Enfield,E09000010
E00007413,Lower Edmonton,Enfield,E09000010
E00007414,Lower Edmonton,Enfield,E09000010
E00007415,Lower Edmonton,Enfield,E09000010
E00007092,Haselbury,Enfield,E09000010
E00007100,Haselbury,Enfield,E09000010
E00007248,Haselbury,Enfield,E09000010
E00007249,Haselbury,Enfield,E09000010
E00007250,Haselbury,Enfield,E09000010
E00007251,Haselbury,Enfield,E09000010
E00007252,Haselbury,Enfield,E09000010
E00007253,Haselbury,Enfield,E09000010
E00007254,Haselbury,Enfield,E09000010
E00007255,Haselbury,Enfield,E09000010
E00007256,Haselbury,Enfield,E09000010
E00007257,Haselbury,Enfield,E09000010
E00007258,Haselbury,Enfield,E09000010
E00007259,Haselbury,Enfield,E09000010
E00007260,Haselbury,Enfield,E09000010
E00007261,Haselbury,Enfield,E09000010
E00007262,Haselbury,Enfield,E09000010
E00007263,Haselbury,Enfield,E09000010
E00007264,Haselbury,Enfield,E09000010
E00007265,Haselbury,Enfield,E09000010
E00007266,Haselbury,Enfield,E09000010
E00007267,Haselbury,Enfield,E09000010
E00007268,Haselbury,Enfield,E09000010
E00007269,Haselbury,Enfield,E09000010
E00007270,Haselbury,Enfield,E09000010
E00007271,Haselbury,Enfield,E09000010
E00007272,Haselbury,Enfield,E09000010
E00007273,Haselbury,Enfield,E09000010
E00007274,Haselbury,Enfield,E09000010
E00007275,Haselbury,Enfield,E09000010
E00007276,Haselbury,Enfield,E09000010
E00007277,Haselbury,Enfield,E09000010
E00007278,Haselbury,Enfield,E09000010
E00007279,Haselbury,Enfield,E09000010
E00007280,Haselbury,Enfield,E09000010
E00007281,Haselbury,Enfield,E09000010
E00007282,Haselbury,Enfield,E09000010
E00007283,Haselbury,Enfield,E09000010
E00007284,Haselbury,Enfield,E09000010
E00007285,Haselbury,Enfield,E09000010
E00007286,Haselbury,Enfield,E09000010
E00007287,Haselbury,Enfield,E09000010
E00007288,Haselbury,Enfield,E09000010
E00007289,Haselbury,Enfield,E09000010
E00007290,Haselbury,Enfield,E09000010
E00007291,Haselbury,Enfield,E09000010
E00007292,Haselbury,Enfield,E09000010
E00007344,Haselbury,Enfield,E09000010
E00007372,Haselbury,Enfield,E09000010
E00007453,Winchmore Hill,Enfield,E09000010
E00007456,Winchmore Hill,Enfield,E09000010
E00007754,Winchmore Hill,Enfield,E09000010
E00007755,Winchmore Hill,Enfield,E09000010
E00007756,Winchmore Hill,Enfield,E09000010
E00007757,Winchmore Hill,Enfield,E09000010
E00007758,Winchmore Hill,Enfield,E09000010
E00007759,Winchmore Hill,Enfield,E09000010
E00007760,Winchmore Hill,Enfield,E09000010
E00007762,Winchmore Hill,Enfield,E09000010
E00007763,Winchmore Hill,Enfield,E09000010
E00007764,Winchmore Hill,Enfield,E09000010
E00007765,Winchmore Hill,Enfield,E09000010
E00007766,Winchmore Hill,Enfield,E09000010
E00007767,Winchmore Hill,Enfield,E09000010
E00007769,Winchmore Hill,Enfield,E09000010
E00007770,Winchmore Hill,Enfield,E09000010
E00007771,Winchmore Hill,Enfield,E09000010
E00007774,Winchmore Hill,Enfield,E09000010
E00007775,Winchmore Hill,Enfield,E09000010
E00007776,Winchmore Hill,Enfield,E09000010
E00007777,Winchmore Hill,Enfield,E09000010
E00007778,Winchmore Hill,Enfield,E09000010
E00007779,Winchmore Hill,Enfield,E09000010
E00007780,Winchmore Hill,Enfield,E09000010
E00007781,Winchmore Hill,Enfield,E09000010
E00007788,Winchmore Hill,Enfield,E09000010
E00007789,Winchmore Hill,Enfield,E09000010
E00007790,Winchmore Hill,Enfield,E09000010
E00007791,Winchmore Hill,Enfield,E09000010
E00007792,Winchmore Hill,Enfield,E09000010
E00007046,Southgate,Enfield,E09000010
E00007048,Southgate,Enfield,E09000010
E00007238,Southgate,Enfield,E09000010
E00007539,Southgate,Enfield,E09000010
E00007546,Southgate,Enfield,E09000010
E00007547,Southgate,Enfield,E09000010
E00007548,Southgate,Enfield,E09000010
E00007549,Southgate,Enfield,E09000010
E00007550,Southgate,Enfield,E09000010
E00007551,Southgate,Enfield,E09000010
E00007552,Southgate,Enfield,E09000010
E00007553,Southgate,Enfield,E09000010
E00007554,Southgate,Enfield,E09000010
E00007555,Southgate,Enfield,E09000010
E00007556,Southgate,Enfield,E09000010
E00007557,Southgate,Enfield,E09000010
E00007558,Southgate,Enfield,E09000010
E00007559,Southgate,Enfield,E09000010
E00007560,Southgate,Enfield,E09000010
E00007561,Southgate,Enfield,E09000010
E00007562,Southgate,Enfield,E09000010
E00007563,Southgate,Enfield,E09000010
E00007564,Southgate,Enfield,E09000010
E00007565,Southgate,Enfield,E09000010
E00007566,Southgate,Enfield,E09000010
E00007567,Southgate,Enfield,E09000010
E00007568,Southgate,Enfield,E09000010
E00007569,Southgate,Enfield,E09000010
E00007570,Southgate,Enfield,E09000010
E00007571,Southgate,Enfield,E09000010
E00007572,Southgate,Enfield,E09000010
E00007573,Southgate,Enfield,E09000010
E00007575,Southgate,Enfield,E09000010
E00007576,Southgate,Enfield,E09000010
E00007577,Southgate,Enfield,E09000010
E00007578,Southgate,Enfield,E09000010
E00007579,Southgate,Enfield,E09000010
E00007581,Southgate,Enfield,E09000010
E00007597,Southgate,Enfield,E09000010
E00007598,Southgate,Enfield,E09000010
E00007753,Southgate,Enfield,E09000010
E00007335,Jubilee,Enfield,E09000010
E00007336,Jubilee,Enfield,E09000010
E00007337,Jubilee,Enfield,E09000010
E00007338,Jubilee,Enfield,E09000010
E00007339,Jubilee,Enfield,E09000010
E00007340,Jubilee,Enfield,E09000010
E00007341,Jubilee,Enfield,E09000010
E00007342,Jubilee,Enfield,E09000010
E00007343,Jubilee,Enfield,E09000010
E00007345,Jubilee,Enfield,E09000010
E00007346,Jubilee,Enfield,E09000010
E00007347,Jubilee,Enfield,E09000010
E00007348,Jubilee,Enfield,E09000010
E00007349,Jubilee,Enfield,E09000010
E00007350,Jubilee,Enfield,E09000010
E00007351,Jubilee,Enfield,E09000010
E00007352,Jubilee,Enfield,E09000010
E00007353,Jubilee,Enfield,E09000010
E00007354,Jubilee,Enfield,E09000010
E00007355,Jubilee,Enfield,E09000010
E00007356,Jubilee,Enfield,E09000010
E00007357,Jubilee,Enfield,E09000010
E00007358,Jubilee,Enfield,E09000010
E00007359,Jubilee,Enfield,E09000010
E00007360,Jubilee,Enfield,E09000010
E00007361,Jubilee,Enfield,E09000010
E00007362,Jubilee,Enfield,E09000010
E00007363,Jubilee,Enfield,E09000010
E00007364,Jubilee,Enfield,E09000010
E00007365,Jubilee,Enfield,E09000010
E00007366,Jubilee,Enfield,E09000010
E00007367,Jubilee,Enfield,E09000010
E00007368,Jubilee,Enfield,E09000010
E00007369,Jubilee,Enfield,E09000010
E00007370,Jubilee,Enfield,E09000010
E00007371,Jubilee,Enfield,E09000010
E00007373,Jubilee,Enfield,E09000010
E00007374,Jubilee,Enfield,E09000010
E00007375,Jubilee,Enfield,E09000010
E00007384,Jubilee,Enfield,E09000010
E00007387,Jubilee,Enfield,E09000010
E00007484,Jubilee,Enfield,E09000010
E00007493,Jubilee,Enfield,E09000010
E00007495,Jubilee,Enfield,E09000010
E00006949,Bush Hill Park,Enfield,E09000010
E00006950,Bush Hill Park,Enfield,E09000010
E00006952,Bush Hill Park,Enfield,E09000010
E00006953,Bush Hill Park,Enfield,E09000010
E00006954,Bush Hill Park,Enfield,E09000010
E00006955,Bush Hill Park,Enfield,E09000010
E00006956,Bush Hill Park,Enfield,E09000010
E00006957,Bush Hill Park,Enfield,E09000010
E00006958,Bush Hill Park,Enfield,E09000010
E00006959,Bush Hill Park,Enfield,E09000010
E00006960,Bush Hill Park,Enfield,E09000010
E00006961,Bush Hill Park,Enfield,E09000010
E00006962,Bush Hill Park,Enfield,E09000010
E00006963,Bush Hill Park,Enfield,E09000010
E00006965,Bush Hill Park,Enfield,E09000010
E00006966,Bush Hill Park,Enfield,E09000010
E00006967,Bush Hill Park,Enfield,E09000010
E00006969,Bush Hill Park,Enfield,E09000010
E00006970,Bush Hill Park,Enfield,E09000010
E00006971,Bush Hill Park,Enfield,E09000010
E00006972,Bush Hill Park,Enfield,E09000010
E00006973,Bush Hill Park,Enfield,E09000010
E00006974,Bush Hill Park,Enfield,E09000010
E00006975,Bush Hill Park,Enfield,E09000010
E00006978,Bush Hill Park,Enfield,E09000010
E00006979,Bush Hill Park,Enfield,E09000010
E00006982,Bush Hill Park,Enfield,E09000010
E00006983,Bush Hill Park,Enfield,E09000010
E00006985,Bush Hill Park,Enfield,E09000010
E00006987,Bush Hill Park,Enfield,E09000010
E00006990,Bush Hill Park,Enfield,E09000010
E00007209,Bush Hill Park,Enfield,E09000010
E00007218,Bush Hill Park,Enfield,E09000010
E00007232,Bush Hill Park,Enfield,E09000010
E00007235,Bush Hill Park,Enfield,E09000010
E00007245,Bush Hill Park,Enfield,E09000010
E00007246,Bush Hill Park,Enfield,E09000010
E00007247,Bush Hill Park,Enfield,E09000010
E00007761,Bush Hill Park,Enfield,E09000010
E00007461,Ponders End,Enfield,E09000010
E00007463,Ponders End,Enfield,E09000010
E00007465,Ponders End,Enfield,E09000010
E00007468,Ponders End,Enfield,E09000010
E00007469,Ponders End,Enfield,E09000010
E00007470,Ponders End,Enfield,E09000010
E00007471,Ponders End,Enfield,E09000010
E00007472,Ponders End,Enfield,E09000010
E00007474,Ponders End,Enfield,E09000010
E00007475,Ponders End,Enfield,E09000010
E00007476,Ponders End,Enfield,E09000010
E00007477,Ponders End,Enfield,E09000010
E00007478,Ponders End,Enfield,E09000010
E00007479,Ponders End,Enfield,E09000010
E00007480,Ponders End,Enfield,E09000010
E00007481,Ponders End,Enfield,E09000010
E00007482,Ponders End,Enfield,E09000010
E00007483,Ponders End,Enfield,E09000010
E00007485,Ponders End,Enfield,E09000010
E00007486,Ponders End,Enfield,E09000010
E00007487,Ponders End,Enfield,E09000010
E00007488,Ponders End,Enfield,E09000010
E00007489,Ponders End,Enfield,E09000010
E00007491,Ponders End,Enfield,E09000010
E00007492,Ponders End,Enfield,E09000010
E00007494,Ponders End,Enfield,E09000010
E00007496,Ponders End,Enfield,E09000010
E00007497,Ponders End,Enfield,E09000010
E00007498,Ponders End,Enfield,E09000010
E00006964,Grange Park,Enfield,E09000010
E00006968,Grange Park,Enfield,E09000010
E00007208,Grange Park,Enfield,E09000010
E00007216,Grange Park,Enfield,E09000010
E00007219,Grange Park,Enfield,E09000010
E00007221,Grange Park,Enfield,E09000010
E00007222,Grange Park,Enfield,E09000010
E00007223,Grange Park,Enfield,E09000010
E00007224,Grange Park,Enfield,E09000010
E00007225,Grange Park,Enfield,E09000010
E00007226,Grange Park,Enfield,E09000010
E00007227,Grange Park,Enfield,E09000010
E00007228,Grange Park,Enfield,E09000010
E00007229,Grange Park,Enfield,E09000010
E00007230,Grange Park,Enfield,E09000010
E00007231,Grange Park,Enfield,E09000010
E00007233,Grange Park,Enfield,E09000010
E00007234,Grange Park,Enfield,E09000010
E00007236,Grange Park,Enfield,E09000010
E00007237,Grange Park,Enfield,E09000010
E00007239,Grange Park,Enfield,E09000010
E00007240,Grange Park,Enfield,E09000010
E00007241,Grange Park,Enfield,E09000010
E00007242,Grange Park,Enfield,E09000010
E00007243,Grange Park,Enfield,E09000010
E00007244,Grange Park,Enfield,E09000010
E00007035,Oakwood,Enfield,E09000010
E00007037,Oakwood,Enfield,E09000010
E00007039,Oakwood,Enfield,E09000010
E00007040,Oakwood,Enfield,E09000010
E00007059,Oakwood,Enfield,E09000010
E00007063,Oakwood,Enfield,E09000010
E00007069,Oakwood,Enfield,E09000010
E00007070,Oakwood,Enfield,E09000010
E00007071,Oakwood,Enfield,E09000010
E00007072,Oakwood,Enfield,E09000010
E00007313,Oakwood,Enfield,E09000010
E00007317,Oakwood,Enfield,E09000010
E00007318,Oakwood,Enfield,E09000010
E00007319,Oakwood,Enfield,E09000010
E00007320,Oakwood,Enfield,E09000010
E00007321,Oakwood,Enfield,E09000010
E00007322,Oakwood,Enfield,E09000010
E00007323,Oakwood,Enfield,E09000010
E00007540,Oakwood,Enfield,E09000010
E00007541,Oakwood,Enfield,E09000010
E00007542,Oakwood,Enfield,E09000010
E00007543,Oakwood,Enfield,E09000010
E00007544,Oakwood,Enfield,E09000010
E00007545,Oakwood,Enfield,E09000010
E00006951,Southbury,Enfield,E09000010
E00006980,Southbury,Enfield,E09000010
E00006981,Southbury,Enfield,E09000010
E00006984,Southbury,Enfield,E09000010
E00006986,Southbury,Enfield,E09000010
E00006988,Southbury,Enfield,E09000010
E00006989,Southbury,Enfield,E09000010
E00007012,Southbury,Enfield,E09000010
E00007016,Southbury,Enfield,E09000010
E00007028,Southbury,Enfield,E09000010
E00007499,Southbury,Enfield,E09000010
E00007500,Southbury,Enfield,E09000010
E00007501,Southbury,Enfield,E09000010
E00007502,Southbury,Enfield,E09000010
E00007503,Southbury,Enfield,E09000010
E00007504,Southbury,Enfield,E09000010
E00007505,Southbury,Enfield,E09000010
E00007506,Southbury,Enfield,E09000010
E00007507,Southbury,Enfield,E09000010
E00007508,Southbury,Enfield,E09000010
E00007509,Southbury,Enfield,E09000010
E00007523,Southbury,Enfield,E09000010
E00007524,Southbury,Enfield,E09000010
E00007525,Southbury,Enfield,E09000010
E00007526,Southbury,Enfield,E09000010
E00007527,Southbury,Enfield,E09000010
E00007528,Southbury,Enfield,E09000010
E00007529,Southbury,Enfield,E09000010
E00007530,Southbury,Enfield,E09000010
E00007531,Southbury,Enfield,E09000010
E00007532,Southbury,Enfield,E09000010
E00007533,Southbury,Enfield,E09000010
E00007534,Southbury,Enfield,E09000010
E00007535,Southbury,Enfield,E09000010
E00007536,Southbury,Enfield,E09000010
E00007537,Southbury,Enfield,E09000010
E00007538,Southbury,Enfield,E09000010
E00007622,Southbury,Enfield,E09000010
E00007647,Southbury,Enfield,E09000010
E00007655,Southbury,Enfield,E09000010
E00007663,Southbury,Enfield,E09000010
E00007211,Town,Enfield,E09000010
E00007220,Town,Enfield,E09000010
E00007623,Town,Enfield,E09000010
E00007625,Town,Enfield,E09000010
E00007626,Town,Enfield,E09000010
E00007627,Town,Enfield,E09000010
E00007629,Town,Enfield,E09000010
E00007630,Town,Enfield,E09000010
E00007632,Town,Enfield,E09000010
E00007633,Town,Enfield,E09000010
E00007634,Town,Enfield,E09000010
E00007636,Town,Enfield,E09000010
E00007637,Town,Enfield,E09000010
E00007638,Town,Enfield,E09000010
E00007639,Town,Enfield,E09000010
E00007640,Town,Enfield,E09000010
E00007641,Town,Enfield,E09000010
E00007642,Town,Enfield,E09000010
E00007643,Town,Enfield,E09000010
E00007644,Town,Enfield,E09000010
E00007645,Town,Enfield,E09000010
E00007646,Town,Enfield,E09000010
E00007648,Town,Enfield,E09000010
E00007649,Town,Enfield,E09000010
E00007650,Town,Enfield,E09000010
E00007651,Town,Enfield,E09000010
E00007652,Town,Enfield,E09000010
E00007653,Town,Enfield,E09000010
E00007654,Town,Enfield,E09000010
E00007656,Town,Enfield,E09000010
E00007657,Town,Enfield,E09000010
E00007658,Town,Enfield,E09000010
E00007659,Town,Enfield,E09000010
E00007660,Town,Enfield,E09000010
E00007661,Town,Enfield,E09000010
E00007662,Town,Enfield,E09000010
E00007664,Town,Enfield,E09000010
E00007665,Town,Enfield,E09000010
E00007129,Carterhatch,Enfield,E09000010
E00007136,Carterhatch,Enfield,E09000010
E00007141,Carterhatch,Enfield,E09000010
E00007146,Carterhatch,Enfield,E09000010
E00007147,Carterhatch,Enfield,E09000010
E00007462,Carterhatch,Enfield,E09000010
E00007466,Carterhatch,Enfield,E09000010
E00007510,Carterhatch,Enfield,E09000010
E00007511,Carterhatch,Enfield,E09000010
E00007512,Carterhatch,Enfield,E09000010
E00007513,Carterhatch,Enfield,E09000010
E00007514,Carterhatch,Enfield,E09000010
E00007515,Carterhatch,Enfield,E09000010
E00007516,Carterhatch,Enfield,E09000010
E00007517,Carterhatch,Enfield,E09000010
E00007518,Carterhatch,Enfield,E09000010
E00007519,Carterhatch,Enfield,E09000010
E00007520,Carterhatch,Enfield,E09000010
E00007521,Carterhatch,Enfield,E09000010
E00007522,Carterhatch,Enfield,E09000010
E00007671,Carterhatch,Enfield,E09000010
E00007672,Carterhatch,Enfield,E09000010
E00007678,Carterhatch,Enfield,E09000010
E00007679,Carterhatch,Enfield,E09000010
E00007680,Carterhatch,Enfield,E09000010
E00007681,Carterhatch,Enfield,E09000010
E00007682,Carterhatch,Enfield,E09000010
E00007683,Carterhatch,Enfield,E09000010
E00007684,Carterhatch,Enfield,E09000010
E00007685,Carterhatch,Enfield,E09000010
E00007124,Brimsdown,Enfield,E09000010
E00007125,Brimsdown,Enfield,E09000010
E00007126,Brimsdown,Enfield,E09000010
E00007127,Brimsdown,Enfield,E09000010
E00007128,Brimsdown,Enfield,E09000010
E00007130,Brimsdown,Enfield,E09000010
E00007131,Brimsdown,Enfield,E09000010
E00007132,Brimsdown,Enfield,E09000010
E00007133,Brimsdown,Enfield,E09000010
E00007134,Brimsdown,Enfield,E09000010
E00007135,Brimsdown,Enfield,E09000010
E00007137,Brimsdown,Enfield,E09000010
E00007138,Brimsdown,Enfield,E09000010
E00007139,Brimsdown,Enfield,E09000010
E00007140,Brimsdown,Enfield,E09000010
E00007142,Brimsdown,Enfield,E09000010
E00007143,Brimsdown,Enfield,E09000010
E00007144,Brimsdown,Enfield,E09000010
E00007148,Brimsdown,Enfield,E09000010
E00007149,Brimsdown,Enfield,E09000010
E00007150,Brimsdown,Enfield,E09000010
E00007151,Brimsdown,Enfield,E09000010
E00007152,Brimsdown,Enfield,E09000010
E00007153,Brimsdown,Enfield,E09000010
E00007154,Brimsdown,Enfield,E09000010
E00007155,Brimsdown,Enfield,E09000010
E00007156,Brimsdown,Enfield,E09000010
E00007157,Brimsdown,Enfield,E09000010
E00007158,Brimsdown,Enfield,E09000010
E00007159,Brimsdown,Enfield,E09000010
E00007160,Brimsdown,Enfield,E09000010
E00007161,Brimsdown,Enfield,E09000010
E00007162,Brimsdown,Enfield,E09000010
E00007163,Brimsdown,Enfield,E09000010
E00007164,Brimsdown,Enfield,E09000010
E00007165,Brimsdown,Enfield,E09000010
E00007166,Brimsdown,Enfield,E09000010
E00007459,Brimsdown,Enfield,E09000010
E00007460,Brimsdown,Enfield,E09000010
E00007464,Brimsdown,Enfield,E09000010
E00007473,Brimsdown,Enfield,E09000010
E00007167,Enfield Lock,Enfield,E09000010
E00007168,Enfield Lock,Enfield,E09000010
E00007170,Enfield Lock,Enfield,E09000010
E00007171,Enfield Lock,Enfield,E09000010
E00007172,Enfield Lock,Enfield,E09000010
E00007173,Enfield Lock,Enfield,E09000010
E00007174,Enfield Lock,Enfield,E09000010
E00007175,Enfield Lock,Enfield,E09000010
E00007176,Enfield Lock,Enfield,E09000010
E00007177,Enfield Lock,Enfield,E09000010
E00007179,Enfield Lock,Enfield,E09000010
E00007180,Enfield Lock,Enfield,E09000010
E00007181,Enfield Lock,Enfield,E09000010
E00007182,Enfield Lock,Enfield,E09000010
E00007183,Enfield Lock,Enfield,E09000010
E00007184,Enfield Lock,Enfield,E09000010
E00007185,Enfield Lock,Enfield,E09000010
E00007186,Enfield Lock,Enfield,E09000010
E00007187,Enfield Lock,Enfield,E09000010
E00007188,Enfield Lock,Enfield,E09000010
E00007189,Enfield Lock,Enfield,E09000010
E00007191,Enfield Lock,Enfield,E09000010
E00007192,Enfield Lock,Enfield,E09000010
E00007193,Enfield Lock,Enfield,E09000010
E00007194,Enfield Lock,Enfield,E09000010
E00007195,Enfield Lock,Enfield,E09000010
E00007196,Enfield Lock,Enfield,E09000010
E00007197,Enfield Lock,Enfield,E09000010
E00007198,Enfield Lock,Enfield,E09000010
E00007199,Enfield Lock,Enfield,E09000010
E00007200,Enfield Lock,Enfield,E09000010
E00007201,Enfield Lock,Enfield,E09000010
E00007202,Enfield Lock,Enfield,E09000010
E00007203,Enfield Lock,Enfield,E09000010
E00007204,Enfield Lock,Enfield,E09000010
E00007205,Enfield Lock,Enfield,E09000010
E00007206,Enfield Lock,Enfield,E09000010
E00007207,Enfield Lock,Enfield,E09000010
E00007034,Cockfosters,Enfield,E09000010
E00007036,Cockfosters,Enfield,E09000010
E00007038,Cockfosters,Enfield,E09000010
E00007041,Cockfosters,Enfield,E09000010
E00007042,Cockfosters,Enfield,E09000010
E00007043,Cockfosters,Enfield,E09000010
E00007044,Cockfosters,Enfield,E09000010
E00007045,Cockfosters,Enfield,E09000010
E00007047,Cockfosters,Enfield,E09000010
E00007049,Cockfosters,Enfield,E09000010
E00007050,Cockfosters,Enfield,E09000010
E00007052,Cockfosters,Enfield,E09000010
E00007053,Cockfosters,Enfield,E09000010
E00007054,Cockfosters,Enfield,E09000010
E00007055,Cockfosters,Enfield,E09000010
E00007056,Cockfosters,Enfield,E09000010
E00007057,Cockfosters,Enfield,E09000010
E00007058,Cockfosters,Enfield,E09000010
E00007060,Cockfosters,Enfield,E09000010
E00007061,Cockfosters,Enfield,E09000010
E00007062,Cockfosters,Enfield,E09000010
E00007064,Cockfosters,Enfield,E09000010
E00007065,Cockfosters,Enfield,E09000010
E00007066,Cockfosters,Enfield,E09000010
E00007067,Cockfosters,Enfield,E09000010
E00007068,Cockfosters,Enfield,E09000010
E00007073,Cockfosters,Enfield,E09000010
E00007668,Bullsmoor,Enfield,E09000010
E00007669,Bullsmoor,Enfield,E09000010
E00007670,Bullsmoor,Enfield,E09000010
E00007673,Bullsmoor,Enfield,E09000010
E00007674,Bullsmoor,Enfield,E09000010
E00007675,Bullsmoor,Enfield,E09000010
E00007676,Bullsmoor,Enfield,E09000010
E00007677,Bullsmoor,Enfield,E09000010
E00007686,Bullsmoor,Enfield,E09000010
E00007687,Bullsmoor,Enfield,E09000010
E00007688,Bullsmoor,Enfield,E09000010
E00007689,Bullsmoor,Enfield,E09000010
E00007690,Bullsmoor,Enfield,E09000010
E00007691,Bullsmoor,Enfield,E09000010
E00007692,Bullsmoor,Enfield,E09000010
E00007693,Bullsmoor,Enfield,E09000010
E00007694,Bullsmoor,Enfield,E09000010
E00007695,Bullsmoor,Enfield,E09000010
E00007696,Bullsmoor,Enfield,E09000010
E00007697,Bullsmoor,Enfield,E09000010
E00007698,Bullsmoor,Enfield,E09000010
E00007699,Bullsmoor,Enfield,E09000010
E00007700,Bullsmoor,Enfield,E09000010
E00007701,Bullsmoor,Enfield,E09000010
E00007702,Bullsmoor,Enfield,E09000010
E00007703,Bullsmoor,Enfield,E09000010
E00007704,Bullsmoor,Enfield,E09000010
E00007705,Bullsmoor,Enfield,E09000010
E00007706,Bullsmoor,Enfield,E09000010
E00007707,Bullsmoor,Enfield,E09000010
E00007210,Ridgeway,Enfield,E09000010
E00007212,Ridgeway,Enfield,E09000010
E00007213,Ridgeway,Enfield,E09000010
E00007215,Ridgeway,Enfield,E09000010
E00007217,Ridgeway,Enfield,E09000010
E00007293,Ridgeway,Enfield,E09000010
E00007294,Ridgeway,Enfield,E09000010
E00007295,Ridgeway,Enfield,E09000010
E00007296,Ridgeway,Enfield,E09000010
E00007297,Ridgeway,Enfield,E09000010
E00007298,Ridgeway,Enfield,E09000010
E00007299,Ridgeway,Enfield,E09000010
E00007300,Ridgeway,Enfield,E09000010
E00007301,Ridgeway,Enfield,E09000010
E00007302,Ridgeway,Enfield,E09000010
E00007303,Ridgeway,Enfield,E09000010
E00007304,Ridgeway,Enfield,E09000010
E00007305,Ridgeway,Enfield,E09000010
E00007306,Ridgeway,Enfield,E09000010
E00007307,Ridgeway,Enfield,E09000010
E00007308,Ridgeway,Enfield,E09000010
E00007309,Ridgeway,Enfield,E09000010
E00007310,Ridgeway,Enfield,E09000010
E00007311,Ridgeway,Enfield,E09000010
E00007312,Ridgeway,Enfield,E09000010
E00007314,Ridgeway,Enfield,E09000010
E00007315,Ridgeway,Enfield,E09000010
E00007316,Ridgeway,Enfield,E09000010
E00007324,Ridgeway,Enfield,E09000010
E00007325,Ridgeway,Enfield,E09000010
E00007326,Ridgeway,Enfield,E09000010
E00007327,Ridgeway,Enfield,E09000010
E00007328,Ridgeway,Enfield,E09000010
E00007329,Ridgeway,Enfield,E09000010
E00007330,Ridgeway,Enfield,E09000010
E00007331,Ridgeway,Enfield,E09000010
E00007332,Ridgeway,Enfield,E09000010
E00007333,Ridgeway,Enfield,E09000010
E00007334,Ridgeway,Enfield,E09000010
E00006991,Whitewebbs,Enfield,E09000010
E00006992,Whitewebbs,Enfield,E09000010
E00006993,Whitewebbs,Enfield,E09000010
E00006994,Whitewebbs,Enfield,E09000010
E00006995,Whitewebbs,Enfield,E09000010
E00006996,Whitewebbs,Enfield,E09000010
E00006997,Whitewebbs,Enfield,E09000010
E00006998,Whitewebbs,Enfield,E09000010
E00006999,Whitewebbs,Enfield,E09000010
E00007000,Whitewebbs,Enfield,E09000010
E00007001,Whitewebbs,Enfield,E09000010
E00007002,Whitewebbs,Enfield,E09000010
E00007003,Whitewebbs,Enfield,E09000010
E00007004,Whitewebbs,Enfield,E09000010
E00007005,Whitewebbs,Enfield,E09000010
E00007006,Whitewebbs,Enfield,E09000010
E00007007,Whitewebbs,Enfield,E09000010
E00007008,Whitewebbs,Enfield,E09000010
E00007009,Whitewebbs,Enfield,E09000010
E00007010,Whitewebbs,Enfield,E09000010
E00007011,Whitewebbs,Enfield,E09000010
