OA21CD,LSOA21CD,MSOA21CD,LAD22CD,LAD22NM,WD22CD,WD22NM,area_of_OA_inside_ward
E00018894,E01003761,E02000759,E09000026,Redbridge,E05011238,Churchfields,4706.925519
E00018311,E01003633,E02000733,E09000025,Newham,E05013927,West Ham,934.0317805
E00018305,E01003633,E02000733,E09000025,Newham,E05013927,West Ham,2208.661494
E00018240,E01003619,E02000725,E09000025,Newham,E05013924,Stratford,2040.786613
E00018213,E01003611,E02006998,E09000025,Newham,E05013922,Royal Albert,6792.382642
E00018148,E01003600,E02000734,E09000025,Newham,E05013918,Plaistow North,2060.424913
E00017740,E01003507,E02000744,E09000025,Newham,E05013920,Plaistow West & Canning Town East,1264.353693
E00017668,E01003491,E02000735,E09000025,Newham,E05013905,Boleyn,29.6536505
E00017668,E01003491,E02000735,E09000025,Newham,E05013918,Plaistow North,5093.100176
E00017435,E01003446,E02000704,E09000024,Merton,E05013823,Raynes Park,2789.834593
E00016442,E01003244,E02000653,E09000023,Lewisham,E05013721,Evelyn,3248.5192
E00016440,E01034389,E02000653,E09000023,Lewisham,E05013721,Evelyn,5975.320622
E00016403,E01003244,E02000653,E09000023,Lewisham,E05013721,Evelyn,3856.060145
E00015949,E01003160,E02000639,E09000022,Lambeth,E05014099,Clapham Common & Abbeville,10.49276286
E00015949,E01003160,E02000639,E09000022,Lambeth,E05014101,Clapham Park,5950.873984
E00015833,E01003137,E02000639,E09000022,Lambeth,E05014113,Streatham Hill East,2907.426901
E00015767,E01003121,E02000623,E09000022,Lambeth,E05014111,Stockwell West & Larkhall,5452.11806
E00015699,E01003111,E02000619,E09000022,Lambeth,E05014105,Kennington,2853.934084
E00015691,E01003111,E02000619,E09000022,Lambeth,E05014105,Kennington,3940.602851
E00015671,E01033863,E02000620,E09000022,Lambeth,E05014117,Vauxhall,7198.848962
E00015669,E01033863,E02000620,E09000022,Lambeth,E05014117,Vauxhall,5772.767957
E00015647,E01003104,E02000621,E09000022,Lambeth,E05014108,Oval,6136.062074
E00015266,E01003029,E02000634,E09000022,Lambeth,E05014101,Clapham Park,7217.356849
E00015196,E01003016,E02006801,E09000022,Lambeth,E05014118,Waterloo & South Bank,6776.962774
E00015186,E01003014,E02006801,E09000022,Lambeth,E05014118,Waterloo & South Bank,3388.147345
E00015179,E01032582,E02006801,E09000022,Lambeth,E05014118,Waterloo & South Bank,4205.604922
E00015176,E01003013,E02006801,E09000022,Lambeth,E05014118,Waterloo & South Bank,4379.150685
E00014630,E01002904,E02000578,E09000020,Kensington and Chelsea,E05009394,Dalgarno,5527.976639
E00014604,E01002899,E02000594,E09000020,Kensington and Chelsea,E05009391,Chelsea Riverside,1.183253971
E00014604,E01002899,E02000594,E09000020,Kensington and Chelsea,E05009403,Royal Hospital,5604.523695
E00014588,E01002902,E02000594,E09000020,Kensington and Chelsea,E05009403,Royal Hospital,5124.661612
E00014587,E01002902,E02000594,E09000020,Kensington and Chelsea,E05009403,Royal Hospital,4368.443021
E00014587,E01002902,E02000594,E09000020,Kensington and Chelsea,E05013797,Knightsbridge & Belgravia,5.135463223
E00014576,E01002898,E02000593,E09000020,Kensington and Chelsea,E05009395,Earl's Court,203.216183
E00014576,E01002898,E02000593,E09000020,Kensington and Chelsea,E05009402,Redcliffe,8054.46345
E00014569,E01002893,E02000593,E09000020,Kensington and Chelsea,E05009402,Redcliffe,6364.628743
E00014564,E01002893,E02000593,E09000020,Kensington and Chelsea,E05009402,Redcliffe,7660.164988
E00014479,E01002885,E02000582,E09000020,Kensington and Chelsea,E05009400,Pembridge,2793.420829
E00014478,E01002885,E02000582,E09000020,Kensington and Chelsea,E05009400,Pembridge,5430.878361
E00014476,E01002885,E02000582,E09000020,Kensington and Chelsea,E05009400,Pembridge,5217.340043
E00014389,E01002865,E02000587,E09000020,Kensington and Chelsea,E05009390,Campden,5563.134019
E00014345,E01002861,E02000590,E09000020,Kensington and Chelsea,E05009403,Royal Hospital,5649.427563
E00014344,E01002862,E02000590,E09000020,Kensington and Chelsea,E05009389,Brompton & Hans Town,201.2486055
E00014298,E01002848,E02000591,E09000020,Kensington and Chelsea,E05009395,Earl's Court,4580.824543
E00014287,E01002851,E02000591,E09000020,Kensington and Chelsea,E05009395,Earl's Court,3537.108616
E00014279,E01002846,E02000593,E09000020,Kensington and Chelsea,E05009395,Earl's Court,3874.561461
E00014270,E01002846,E02000593,E09000020,Kensington and Chelsea,E05009395,Earl's Court,4155.445878
E00014251,E01002841,E02000597,E09000020,Kensington and Chelsea,E05009391,Chelsea Riverside,3803.847122
E00014248,E01002843,E02000597,E09000020,Kensington and Chelsea,E05009391,Chelsea Riverside,6895.071704
E00014247,E01002842,E02000597,E09000020,Kensington and Chelsea,E05009391,Chelsea Riverside,2828.622801
E00014242,E01002843,E02000597,E09000020,Kensington and Chelsea,E05009391,Chelsea Riverside,5824.839919
E00014207,E01002834,E02000589,E09000020,Kensington and Chelsea,E05009395,Earl's Court,6010.24671
E00014206,E01002834,E02000589,E09000020,Kensington and Chelsea,E05009395,Earl's Court,2257.43598
E00014199,E01002834,E02000589,E09000020,Kensington and Chelsea,E05009393,Courtfield,24.60090634
E00014199,E01002834,E02000589,E09000020,Kensington and Chelsea,E05009395,Earl's Court,5900.141255
E00014186,E01002839,E02000589,E09000020,Kensington and Chelsea,E05009393,Courtfield,6915.212643
E00014173,E01002829,E02000580,E09000020,Kensington and Chelsea,E05009392,Colville,5215.888502
E00014149,E01002828,E02000584,E09000020,Kensington and Chelsea,E05009390,Campden,2631.698955
E00014110,E01002823,E02000590,E09000020,Kensington and Chelsea,E05009389,Brompton & Hans Town,0.048794023
E00014110,E01002823,E02000590,E09000020,Kensington and Chelsea,E05009405,Stanley,4652.819097
E00014077,E01002815,E02000587,E09000020,Kensington and Chelsea,E05009388,Abingdon,5123.881294
E00014063,E01002816,E02000587,E09000020,Kensington and Chelsea,E05009388,Abingdon,5494.535919
E00014006,E01002811,E02000554,E09000019,Islington,E05013705,Hillrise,6457.30445
E00013946,E01002790,E02000569,E09000019,Islington,E05013698,Barnsbury,347.2887634
E00013946,E01002790,E02000569,E09000019,Islington,E05013708,Laycock,7709.919771
E00013945,E01002790,E02000569,E09000019,Islington,E05013698,Barnsbury,60.95727673
E00013945,E01002790,E02000569,E09000019,Islington,E05013708,Laycock,4339.553947
E00013814,E01002773,E02000557,E09000019,Islington,E05013707,Junction,5585.1654
E00013673,E01002751,E02000558,E09000019,Islington,E05013697,Arsenal,6683.464675
E00013577,E01002725,E02000575,E09000019,Islington,E05013702,Clerkenwell,2298.742318
E00013452,E01002701,E02000576,E09000019,Islington,E05013699,Bunhill,6005.098972
E00013449,E01002702,E02000576,E09000019,Islington,E05013699,Bunhill,3409.929278
E00013448,E01002701,E02000576,E09000019,Islington,E05013699,Bunhill,5361.300567
E00013445,E01002701,E02000576,E09000019,Islington,E05013699,Bunhill,5062.494177
E00013437,E01002707,E02000575,E09000019,Islington,E05013711,St Peter's & Canalside,4930.629569
E00013363,E01002687,E02006792,E09000018,Hounslow,E05013609,Chiswick Gunnersbury,7235.082484
E00013260,E01002672,E02000545,E09000018,Hounslow,E05013625,Isleworth,5573.82033
E00013258,E01002673,E02000545,E09000018,Hounslow,E05013625,Isleworth,3561.252791
E00013257,E01002673,E02000545,E09000018,Hounslow,E05013625,Isleworth,5154.196722
E00010472,E01002089,E02000409,E09000014,Haringey,E05013603,West Green,5295.637575
E00010302,E01002054,E02000428,E09000014,Haringey,E05013598,Seven Sisters,4146.072612
E00010098,E01002009,E02000431,E09000014,Haringey,E05013592,Highgate,5142.645529
E00010098,E01002009,E02000431,E09000014,Haringey,E05013707,Junction,122.7457225
E00175023,E01003619,E02000725,E09000025,Newham,E05013924,Stratford,3919.661361
E00175024,E01034221,E02006996,E09000025,Newham,E05013924,Stratford,2990.209436
E00175028,E01034210,E02000747,E09000025,Newham,E05013923,Royal Victoria,1795.187016
E00175036,E01003564,E02000727,E09000025,Newham,E05013913,Green Street East,4249.713587
E00175036,E01003564,E02000727,E09000025,Newham,E05013921,Plashet,15.89956179
E00175040,E01003559,E02000722,E09000025,Newham,E05013912,Forest Gate South,5705.410633
E00175053,E01033586,E02006997,E09000025,Newham,E05013924,Stratford,4022.979464
E00175072,E01033584,E02000747,E09000025,Newham,E05013907,Canning Town South,5388.442913
E00175072,E01033584,E02000747,E09000025,Newham,E05013908,Custom House,24.37882916
E00175105,E01034474,E02000016,E09000002,Barking and Dagenham,E05014053,Abbey,3987.861643
E00175121,E01034479,E02000022,E09000002,Barking and Dagenham,E05014061,Gascoigne,3071.682858
E00175134,E01033589,E02007019,E09000026,Redbridge,E05011246,Ilford Town,2605.153773
E00175137,E01033589,E02007019,E09000026,Redbridge,E05011246,Ilford Town,6178.476879
E00175140,E01033589,E02007019,E09000026,Redbridge,E05011246,Ilford Town,3608.949584
E00175148,E01003674,E02000757,E09000026,Redbridge,E05011238,Churchfields,3996.080075
E00175197,E01004699,E02000976,E09000033,Westminster,E05013793,Bayswater,5458.017336
E00175197,E01004699,E02000976,E09000033,Westminster,E05013798,Lancaster Gate,103.8850276
E00175200,E01004755,E02000969,E09000033,Westminster,E05013809,Westbourne,3135.624198
E00175201,E01032512,E02000969,E09000033,Westminster,E05013809,Westbourne,5309.153116
E00175202,E01035722,E02000983,E09000033,Westminster,E05013803,Pimlico South,3912.745485
E00175203,E01035722,E02000983,E09000033,Westminster,E05013803,Pimlico South,4149.042957
E00175222,E01004742,E02000981,E09000033,Westminster,E05013802,Pimlico North,6333.994733
E00175244,E01004701,E02000966,E09000033,Westminster,E05013799,Little Venice,7191.43188
E00175252,E01035719,E02000980,E09000033,Westminster,E05013807,Vincent Square,6248.539327
E00175254,E01004743,E02000980,E09000033,Westminster,E05013806,St James's,91.29267925
E00175254,E01004743,E02000980,E09000033,Westminster,E05013807,Vincent Square,7990.353008
E00175256,E01035720,E02000980,E09000033,Westminster,E05013807,Vincent Square,2950.682422
E00175258,E01035722,E02000983,E09000033,Westminster,E05013803,Pimlico South,4310.577654
E00176222,E01001839,E02000367,E09000012,Hackney,E05009386,Victoria,6169.642012
E00176236,E01035643,E02000369,E09000012,Hackney,E05009371,De Beauvoir,4720.917339
E00176236,E01035643,E02000369,E09000012,Hackney,E05013701,Canonbury,0.226986733
E00176283,E01033709,E02007110,E09000012,Hackney,E05009378,Hoxton West,4163.006703
E00176329,E01033709,E02007110,E09000012,Hackney,E05009378,Hoxton West,1449.4507
E00177540,E01003941,E02000812,E09000028,Southwark,E05011098,Chaucer,3312.711762
E00177542,E01004014,E02000825,E09000028,Southwark,E05011102,Faraday,0.77569991
E00177542,E01004014,E02000825,E09000028,Southwark,E05011109,Old Kent Road,1.086172413
E00177542,E01004014,E02000825,E09000028,Southwark,E05011110,Peckham,5203.598294
E00177544,E01033877,E02000818,E09000028,Southwark,E05011107,North Walworth,4117.449841
E00177546,E01033870,E02000810,E09000028,Southwark,E05011104,London Bridge & West Bermondsey,4525.44632
E00177555,E01033866,E02000621,E09000022,Lambeth,E05014108,Oval,0.383562528
E00177555,E01033866,E02000621,E09000022,Lambeth,E05014117,Vauxhall,5198.450558
E00177556,E01003131,E02000643,E09000022,Lambeth,E05014113,Streatham Hill East,248.7053458
E00177556,E01003131,E02000643,E09000022,Lambeth,E05014114,Streatham Hill West & Thornton,3525.699163
E00177557,E01003059,E02000628,E09000022,Lambeth,E05014096,Brixton North,3738.880441
E00177566,E01033874,E02000815,E09000028,Southwark,E05011107,North Walworth,3375.0352
E00177568,E01004029,E02000807,E09000028,Southwark,E05011112,Rotherhithe,3377.309386
E00177569,E01003114,E02000649,E09000022,Lambeth,E05014115,Streatham St Leonard's,2062.348621
E00177571,E01033870,E02000810,E09000028,Southwark,E05011104,London Bridge & West Bermondsey,5771.173483
E00177572,E01033865,E02000621,E09000022,Lambeth,E05014108,Oval,17.59446371
E00177572,E01033865,E02000621,E09000022,Lambeth,E05014117,Vauxhall,7824.680761
E00177576,E01003976,E02006942,E09000028,Southwark,E05011104,London Bridge & West Bermondsey,4771.136132
E00177578,E01004028,E02000810,E09000028,Southwark,E05011106,North Bermondsey,3832.36689
E00177587,E01033862,E02000620,E09000022,Lambeth,E05014117,Vauxhall,4088.007751
E00177588,E01033868,E02000808,E09000028,Southwark,E05011114,St George's,4936.56785
E00177596,E01003059,E02000628,E09000022,Lambeth,E05014096,Brixton North,4549.390048
E00177596,E01003059,E02000628,E09000022,Lambeth,E05014110,Stockwell East,11.80150504
E00177602,E01033876,E02000818,E09000028,Southwark,E05011107,North Walworth,3232.358903
E00177605,E01003939,E02000808,E09000028,Southwark,E05011098,Chaucer,4278.067385
E00177606,E01004029,E02000807,E09000028,Southwark,E05011112,Rotherhithe,4823.439738
E00177606,E01004029,E02000807,E09000028,Southwark,E05011117,Surrey Docks,0.176069091
E00177608,E01003023,E02000638,E09000022,Lambeth,E05014101,Clapham Park,1529.675941
E00177609,E01003051,E02000635,E09000022,Lambeth,E05014098,Brixton Windrush,6258.191808
E00177612,E01033866,E02000621,E09000022,Lambeth,E05014108,Oval,12.4126841
E00177612,E01033866,E02000621,E09000022,Lambeth,E05014117,Vauxhall,3716.531964
E00177616,E01033876,E02000818,E09000028,Southwark,E05011107,North Walworth,7087.66336
E00177618,E01033876,E02000818,E09000028,Southwark,E05011107,North Walworth,2309.071238
E00177621,E01003092,E02000625,E09000022,Lambeth,E05014111,Stockwell West & Larkhall,4630.54686
E00177622,E01033874,E02000815,E09000028,Southwark,E05011107,North Walworth,4464.432906
E00177624,E01033870,E02000810,E09000028,Southwark,E05011104,London Bridge & West Bermondsey,2778.496504
E00177627,E01003186,E02000624,E09000022,Lambeth,E05014110,Stockwell East,3196.653762
E00177630,E01004031,E02000813,E09000028,Southwark,E05011112,Rotherhithe,5122.026418
E00177631,E01003186,E02000624,E09000022,Lambeth,E05014110,Stockwell East,1166.728711
E00177634,E01033866,E02000621,E09000022,Lambeth,E05014108,Oval,19.31603976
E00177634,E01033866,E02000621,E09000022,Lambeth,E05014117,Vauxhall,6598.90485
E00177640,E01003930,E02006802,E09000028,Southwark,E05011114,St George's,2253.833096
E00177641,E01003054,E02000632,E09000022,Lambeth,E05014100,Clapham East,5067.571407
E00177641,E01003054,E02000632,E09000022,Lambeth,E05014102,Clapham Town,42.03498059
E00177645,E01032719,E02000820,E09000028,Southwark,E05011107,North Walworth,2793.661951
E00177645,E01032719,E02000820,E09000028,Southwark,E05011114,St George's,0.249093631
E00177665,E01033874,E02000815,E09000028,Southwark,E05011107,North Walworth,5074.170262
E00177667,E01003114,E02000649,E09000022,Lambeth,E05014115,Streatham St Leonard's,1501.283402
E00177684,E01003153,E02000646,E09000022,Lambeth,E05014115,Streatham St Leonard's,17.48828261
E00177684,E01003153,E02000646,E09000022,Lambeth,E05014116,Streatham Wells,4045.861229
E00179144,E01002641,E02000543,E09000018,Hounslow,E05013620,Hounslow Central,4724.146694
E00179145,E01001243,E02000261,E09000009,Ealing,E05013522,East Acton,1431.081474
E00179154,E01001337,E02000266,E09000009,Ealing,E05013533,Norwood Green,6517.3111
E00179169,E01001358,E02000270,E09000009,Ealing,E05013536,South Acton,2056.214774
E00179171,E01002662,E02000542,E09000018,Hounslow,E05013622,Hounslow Heath,6.345379519
E00179171,E01002662,E02000542,E09000018,Hounslow,E05013624,Hounslow West,5288.138649
E00179182,E01001219,E02000266,E09000009,Ealing,E05013519,Dormers Wells,3880.915713
E00179198,E01001357,E02000270,E09000009,Ealing,E05013536,South Acton,5947.295557
E00179201,E01034031,E02006969,E09000009,Ealing,E05013520,Ealing Broadway,2570.406618
E00179211,E01002563,E02000531,E09000018,Hounslow,E05013608,Brentford West,4069.769459
E00179216,E01034044,E02006972,E09000018,Hounslow,E05013607,Brentford East,26.60368313
E00179216,E01034044,E02006972,E09000018,Hounslow,E05013611,Chiswick Riverside,5175.749608
E00179222,E01001202,E02000262,E09000009,Ealing,E05013536,South Acton,5492.372477
E00179223,E01001245,E02000261,E09000009,Ealing,E05013540,Southfield,3502.75554
E00179226,E01034029,E02000256,E09000009,Ealing,E05013520,Ealing Broadway,5405.96437
E00179232,E01034031,E02006969,E09000009,Ealing,E05013520,Ealing Broadway,3143.886447
E00179257,E01001244,E02000261,E09000009,Ealing,E05013522,East Acton,1585.885594
E00179258,E01033083,E02000543,E09000018,Hounslow,E05013620,Hounslow Central,5196.683121
E00179263,E01034043,E02006972,E09000018,Hounslow,E05013607,Brentford East,3165.663445
E00179274,E01034045,E02006973,E09000018,Hounslow,E05013607,Brentford East,4553.109805
E00180953,E01001181,E02000208,E09000008,Croydon,E05011465,Broad Green,112.5929017
E00180953,E01001181,E02000208,E09000008,Croydon,E05011488,West Thornton,6826.864037
E00180970,E01034150,E02006987,E09000008,Croydon,E05011468,Fairfield,2358.87499
E00180977,E01034147,E02006987,E09000008,Croydon,E05011468,Fairfield,2995.960805
E00180978,E01034148,E02006987,E09000008,Croydon,E05011468,Fairfield,4638.827932
E00180980,E01000975,E02000215,E09000008,Croydon,E05011463,Addiscombe West,3063.399119
E00180980,E01000975,E02000215,E09000008,Croydon,E05011468,Fairfield,388.0168721
E00180981,E01034150,E02006987,E09000008,Croydon,E05011468,Fairfield,4577.28617
E00181000,E01034141,E02000213,E09000008,Croydon,E05011468,Fairfield,5667.736769
E00181013,E01034147,E02006987,E09000008,Croydon,E05011468,Fairfield,6723.217407
E00181018,E01034146,E02000217,E09000008,Croydon,E05011487,Waddon,8690.371102
E00182141,E01034178,E02006928,E09000011,Greenwich,E05014080,Greenwich Creekside,1731.800281
E00182143,E01034227,E02006999,E09000025,Newham,E05013923,Royal Victoria,2407.12281
E00182144,E01003484,E02000745,E09000025,Newham,E05013904,Beckton,5264.196446
E00182147,E01034223,E02006997,E09000025,Newham,E05013924,Stratford,4308.047964
E00182171,E01003503,E02000743,E09000025,Newham,E05013906,Canning Town North,5121.989018
E00182175,E01034203,E02000738,E09000025,Newham,E05013905,Boleyn,3328.615141
E00182179,E01034218,E02006996,E09000025,Newham,E05013925,Stratford Olympic Park,4457.920175
E00182184,E01034220,E02006996,E09000025,Newham,E05013924,Stratford,76.30493786
