gss_code_ward,ward_name,la_gss_code,la_name,category,count_21,count_11,change
E05009326,Limehouse,E09000030,Tower Hamlets,Taxi,11,25,-14
E05009326,Limehouse,E09000030,Tower Hamlets,Train,110,269,-159
E05009326,Limehouse,E09000030,Tower Hamlets,"Underground, metro, light rail, tram",592,1834,-1242
E05009326,Limehouse,E09000030,Tower Hamlets,Work mainly at or from home,2661,138,2523
E05009327,Mile End,E09000030,Tower Hamlets,Bicycle,521,365,156
E05009327,Mile End,E09000030,Tower Hamlets,"Bus, minibus or coach",835,1066,-231
E05009327,Mile End,E09000030,Tower Hamlets,Driving a car or van,1110,965,145
E05009327,Mile End,E09000030,Tower Hamlets,"Motorcycle, scooter or moped",62,56,6
E05009327,Mile End,E09000030,Tower Hamlets,Not in employment or aged 15 years and under,11541,5237,6304
E05009327,Mile End,E09000030,Tower Hamlets,On foot,784,751,33
E05009327,Mile End,E09000030,Tower Hamlets,Other method of travel to work,119,42,77
E05009327,Mile End,E09000030,Tower Hamlets,Passenger in a car or van,79,65,14
E05009327,Mile End,E09000030,Tower Hamlets,Taxi,74,30,44
E05009327,Mile End,E09000030,Tower Hamlets,Train,560,506,54
E05009327,Mile End,E09000030,Tower Hamlets,"Underground, metro, light rail, tram",1633,2579,-946
E05009327,Mile End,E09000030,Tower Hamlets,Work mainly at or from home,4500,167,4333
E05009328,Poplar,E09000030,Tower Hamlets,Bicycle,104,73,31
E05009328,Poplar,E09000030,Tower Hamlets,"Bus, minibus or coach",335,385,-50
E05009328,Poplar,E09000030,Tower Hamlets,Driving a car or van,424,390,34
E05009328,Poplar,E09000030,Tower Hamlets,"Motorcycle, scooter or moped",17,16,1
E05009328,Poplar,E09000030,Tower Hamlets,Not in employment or aged 15 years and under,4574,2265,2309
E05009328,Poplar,E09000030,Tower Hamlets,On foot,279,425,-146
E05009328,Poplar,E09000030,Tower Hamlets,Other method of travel to work,53,22,31
E05009328,Poplar,E09000030,Tower Hamlets,Passenger in a car or van,37,36,1
E05009328,Poplar,E09000030,Tower Hamlets,Taxi,17,15,2
E05009328,Poplar,E09000030,Tower Hamlets,Train,213,288,-75
