lad22cd,category,count_21,count_11,change
E09000012,4. Administrative and secretarial occupations,9468,10939,-1471
E09000012,5. Skilled trades occupations,6468,7214,-746
E09000012,"6. Caring, leisure and other service occupations",9742,8860,882
E09000012,7. Sales and customer service occupations,7191,8167,-976
E09000012,"8. Process, plant and machine operatives",4530,3983,547
E09000012,9. Elementary occupations,10624,12117,-1493
E09000013,"1. Managers, directors and senior officials",18326,14537,3789
E09000013,2. Professional occupations,29279,25328,3951
E09000013,3. Associate professional and technical occupations,18574,5861,12713
E09000013,4. Administrative and secretarial occupations,6900,9597,-2697
E09000013,5. Skilled trades occupations,4493,5189,-696
E09000013,"6. Caring, leisure and other service occupations",6803,6501,302
E09000013,7. Sales and customer service occupations,5004,5430,-426
E09000013,"8. Process, plant and machine operatives",2711,2517,194
E09000013,9. Elementary occupations,6006,6659,-653
E09000014,"1. Managers, directors and senior officials",17168,12571,4597
E09000014,2. Professional occupations,33738,28364,5374
E09000014,3. Associate professional and technical occupations,21842,7667,14175
E09000014,4. Administrative and secretarial occupations,9189,11841,-2652
E09000014,5. Skilled trades occupations,11265,10469,796
E09000014,"6. Caring, leisure and other service occupations",10419,9561,858
E09000014,7. Sales and customer service occupations,8084,8543,-459
E09000014,"8. Process, plant and machine operatives",6027,4868,1159
E09000014,9. Elementary occupations,16651,14746,1905
E09000015,"1. Managers, directors and senior officials",17524,13368,4156
E09000015,2. Professional occupations,31409,25568,5841
E09000015,3. Associate professional and technical occupations,14526,5885,8641
E09000015,4. Administrative and secretarial occupations,12204,15464,-3260
E09000015,5. Skilled trades occupations,12184,9452,2732
E09000015,"6. Caring, leisure and other service occupations",8624,8358,266
E09000015,7. Sales and customer service occupations,9061,10248,-1187
E09000015,"8. Process, plant and machine operatives",7806,5862,1944
E09000015,9. Elementary occupations,11702,9601,2101
E09000016,"1. Managers, directors and senior officials",15438,11019,4419
E09000016,2. Professional occupations,24339,14989,9350
E09000016,3. Associate professional and technical occupations,16717,7057,9660
E09000016,4. Administrative and secretarial occupations,16701,19862,-3161
E09000016,5. Skilled trades occupations,14375,13021,1354
E09000016,"6. Caring, leisure and other service occupations",10294,9509,785
E09000016,7. Sales and customer service occupations,8162,9282,-1120
E09000016,"8. Process, plant and machine operatives",8058,8353,-295
E09000016,9. Elementary occupations,10697,9411,1286
E09000017,"1. Managers, directors and senior officials",18524,13353,5171
E09000017,2. Professional occupations,30087,21360,8727
E09000017,3. Associate professional and technical occupations,18036,8070,9966
E09000017,4. Administrative and secretarial occupations,14401,17313,-2912
E09000017,5. Skilled trades occupations,13152,12193,959
E09000017,"6. Caring, leisure and other service occupations",12044,11542,502
E09000017,7. Sales and customer service occupations,10772,11242,-470
E09000017,"8. Process, plant and machine operatives",10752,9716,1036
E09000017,9. Elementary occupations,15035,14361,674
E09000018,"1. Managers, directors and senior officials",17914,13071,4843
E09000018,2. Professional occupations,27755,22673,5082
E09000018,3. Associate professional and technical occupations,17668,6870,10798
E09000018,4. Administrative and secretarial occupations,12160,14694,-2534
E09000018,5. Skilled trades occupations,12138,10330,1808
E09000018,"6. Caring, leisure and other service occupations",11345,10631,714
E09000018,7. Sales and customer service occupations,11117,11266,-149
E09000018,"8. Process, plant and machine operatives",10067,8691,1376
E09000018,9. Elementary occupations,18636,16608,2028
E09000019,"1. Managers, directors and senior officials",17439,12270,5169
E09000019,2. Professional occupations,39312,31506,7806
E09000019,3. Associate professional and technical occupations,22879,7382,15497
E09000019,4. Administrative and secretarial occupations,7333,9682,-2349
E09000019,5. Skilled trades occupations,4945,5144,-199
E09000019,"6. Caring, leisure and other service occupations",6756,6140,616
E09000019,7. Sales and customer service occupations,5601,6065,-464
E09000019,"8. Process, plant and machine operatives",3496,2892,604
E09000019,9. Elementary occupations,7211,7345,-134
E09000020,"1. Managers, directors and senior officials",18485,18949,-464
E09000020,2. Professional occupations,19186,17864,1322
E09000020,3. Associate professional and technical occupations,12294,4180,8114
E09000020,4. Administrative and secretarial occupations,4117,6300,-2183
E09000020,5. Skilled trades occupations,2221,2768,-547
E09000020,"6. Caring, leisure and other service occupations",5064,4919,145
E09000020,7. Sales and customer service occupations,3182,3472,-290
E09000020,"8. Process, plant and machine operatives",1678,1476,202
E09000020,9. Elementary occupations,3214,4070,-856
E09000021,"1. Managers, directors and senior officials",14674,10882,3792
E09000021,2. Professional occupations,23933,19631,4302
E09000021,3. Associate professional and technical occupations,13140,5436,7704
E09000021,4. Administrative and secretarial occupations,7171,9397,-2226
E09000021,5. Skilled trades occupations,5769,5814,-45
E09000021,"6. Caring, leisure and other service occupations",5947,6185,-238
E09000021,7. Sales and customer service occupations,5296,6569,-1273
E09000021,"8. Process, plant and machine operatives",2854,2737,117
E09000021,9. Elementary occupations,5364,5922,-558
E09000022,"1. Managers, directors and senior officials",25695,18152,7543
E09000022,2. Professional occupations,55140,40709,14431
E09000022,3. Associate professional and technical occupations,34580,11017,23563
E09000022,4. Administrative and secretarial occupations,12564,16818,-4254
E09000022,5. Skilled trades occupations,9463,10112,-649
E09000022,"6. Caring, leisure and other service occupations",13130,12381,749
E09000022,7. Sales and customer service occupations,8956,10128,-1172
E09000022,"8. Process, plant and machine operatives",6187,5009,1178
E09000022,9. Elementary occupations,17104,16857,247
E09000023,"1. Managers, directors and senior officials",20155,13137,7018
E09000023,2. Professional occupations,41888,29543,12345
E09000023,3. Associate professional and technical occupations,27269,8986,18283
E09000023,4. Administrative and secretarial occupations,11892,16031,-4139
E09000023,5. Skilled trades occupations,10473,10273,200
E09000023,"6. Caring, leisure and other service occupations",13363,12823,540
E09000023,7. Sales and customer service occupations,9774,10372,-598
E09000023,"8. Process, plant and machine operatives",6369,5550,819
E09000023,9. Elementary occupations,14530,13828,702
E09000024,"1. Managers, directors and senior officials",17692,12572,5120
E09000024,2. Professional occupations,29411,24532,4879
E09000024,3. Associate professional and technical occupations,16337,6182,10155
E09000024,4. Administrative and secretarial occupations,9159,12300,-3141
E09000024,5. Skilled trades occupations,9115,8755,360
E09000024,"6. Caring, leisure and other service occupations",8623,8113,510
E09000024,7. Sales and customer service occupations,7030,7563,-533
E09000024,"8. Process, plant and machine operatives",5202,4594,608
E09000024,9. Elementary occupations,9496,8671,825
E09000025,"1. Managers, directors and senior officials",15522,9595,5927
E09000025,2. Professional occupations,32704,19147,13557
E09000025,3. Associate professional and technical occupations,19608,6141,13467
E09000025,4. Administrative and secretarial occupations,12621,13537,-916
E09000025,5. Skilled trades occupations,16496,13043,3453
E09000025,"6. Caring, leisure and other service occupations",14189,12151,2038
E09000025,7. Sales and customer service occupations,14529,16914,-2385
E09000025,"8. Process, plant and machine operatives",11822,9055,2767
E09000025,9. Elementary occupations,25954,24598,1356
E09000026,"1. Managers, directors and senior officials",18627,13875,4752
E09000026,2. Professional occupations,34456,27568,6888
E09000026,3. Associate professional and technical occupations,17250,7468,9782
E09000026,4. Administrative and secretarial occupations,14551,17382,-2831
E09000026,5. Skilled trades occupations,12846,9566,3280
E09000026,"6. Caring, leisure and other service occupations",9843,9200,643
E09000026,7. Sales and customer service occupations,10747,10810,-63
E09000026,"8. Process, plant and machine operatives",9229,7458,1771
E09000026,9. Elementary occupations,14078,10562,3516
E09000027,"1. Managers, directors and senior officials",23031,17333,5698
E09000027,2. Professional occupations,30417,27876,2541
E09000027,3. Associate professional and technical occupations,17549,6947,10602
E09000027,4. Administrative and secretarial occupations,6935,9473,-2538
E09000027,5. Skilled trades occupations,4478,4889,-411
E09000027,"6. Caring, leisure and other service occupations",5468,6133,-665
E09000027,7. Sales and customer service occupations,3749,4501,-752
E09000027,"8. Process, plant and machine operatives",2187,2225,-38
E09000027,9. Elementary occupations,3752,4468,-716
E09000028,"1. Managers, directors and senior officials",23109,15565,7544
E09000028,2. Professional occupations,51143,36510,14633
E09000028,3. Associate professional and technical occupations,28878,8725,20153
E09000028,4. Administrative and secretarial occupations,11443,14538,-3095
E09000028,5. Skilled trades occupations,8030,9044,-1014
E09000028,"6. Caring, leisure and other service occupations",12816,12185,631
E09000028,7. Sales and customer service occupations,8705,9666,-961
E09000028,"8. Process, plant and machine operatives",5990,5043,947
E09000028,9. Elementary occupations,16833,17077,-244
E09000029,"1. Managers, directors and senior officials",14604,10518,4086
E09000029,2. Professional occupations,25047,17892,7155
E09000029,3. Associate professional and technical occupations,14218,6694,7524
E09000029,4. Administrative and secretarial occupations,11239,14327,-3088
E09000029,5. Skilled trades occupations,10383,10217,166
E09000029,"6. Caring, leisure and other service occupations",9022,8987,35
E09000029,7. Sales and customer service occupations,6802,7407,-605
E09000029,"8. Process, plant and machine operatives",5380,5417,-37
E09000029,9. Elementary occupations,7527,7458,69
E09000030,"1. Managers, directors and senior officials",20628,13279,7349
E09000030,2. Professional occupations,49021,29845,19176
E09000030,3. Associate professional and technical occupations,27819,7670,20149
E09000030,4. Administrative and secretarial occupations,11184,11926,-742
E09000030,5. Skilled trades occupations,7508,6911,597
E09000030,"6. Caring, leisure and other service occupations",9276,7199,2077
E09000030,7. Sales and customer service occupations,10470,9518,952
E09000030,"8. Process, plant and machine operatives",6949,4488,2461
E09000030,9. Elementary occupations,12537,11536,1001
E09000031,"1. Managers, directors and senior officials",17473,10590,6883
E09000031,2. Professional occupations,32185,20841,11344
E09000031,3. Associate professional and technical occupations,21194,7003,14191
E09000031,4. Administrative and secretarial occupations,11608,14957,-3349
E09000031,5. Skilled trades occupations,14037,12925,1112
E09000031,"6. Caring, leisure and other service occupations",10474,10438,36
E09000031,7. Sales and customer service occupations,9284,10300,-1016
E09000031,"8. Process, plant and machine operatives",8341,7995,346
E09000031,9. Elementary occupations,15776,16109,-333
E09000032,"1. Managers, directors and senior officials",35827,25675,10152
E09000032,2. Professional occupations,61870,48620,13250
E09000032,3. Associate professional and technical occupations,37329,11647,25682
E09000032,4. Administrative and secretarial occupations,13285,17899,-4614
E09000032,5. Skilled trades occupations,7838,8792,-954
E09000032,"6. Caring, leisure and other service occupations",11073,10838,235
E09000032,7. Sales and customer service occupations,8031,9133,-1102
E09000032,"8. Process, plant and machine operatives",5178,4317,861
E09000032,9. Elementary occupations,10011,10552,-541
E09000033,"1. Managers, directors and senior officials",22858,22143,715
E09000033,2. Professional occupations,31136,28122,3014
E09000033,3. Associate professional and technical occupations,17588,5973,11615
E09000033,4. Administrative and secretarial occupations,6750,9684,-2934
E09000033,5. Skilled trades occupations,3481,4056,-575
E09000033,"6. Caring, leisure and other service occupations",6187,6036,151
E09000033,7. Sales and customer service occupations,5211,5303,-92
E09000033,"8. Process, plant and machine operatives",2781,2183,598
E09000033,9. Elementary occupations,5750,6845,-1095
